,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,male-female
61,-1.2212768,-1.1016712,"('illogical', 'logical')",-0.03555096,0.39333558,-0.6284139,-0.3541678,-0.2742461
1,-1.2184892,-1.5687429,"('unfriendly', 'friendly')",1.8068627,1.7535509,0.2941868,0.092404,0.2017828
7,-1.2083029,-0.9759851,"('insensitive', 'sensitive')",0.48151356,0.8220341,-0.3633946,-0.0769755,-0.2864191
65,-1.2071042,-0.86999035,"('insecure', 'secure')",-0.15409091,0.19437343,-0.6805975,-0.3378085,-0.342789
38,-1.2016484,-1.3540126,"('untruthful', 'truthful')",0.039380528,0.2729863,-0.5811339,-0.5405132,-0.0406207
32,-1.1942171,-1.1593394,"('unkind', 'kind')",0.5441456,0.48253626,-0.3250358,-0.3384016,0.0133658
49,-1.1905736,-1.1922241,"('unable', 'able')",-0.52541536,-0.39251128,-0.8579944,-0.7923677,-0.0656267
72,-1.1794022,-1.2700124,"('unambitious', 'ambitious')",0.0484162,0.03424763,-0.565493,-0.6178824,0.0523894
17,-1.1427494,-0.8860084,"('nasty', 'nice')",-0.8956532,-0.4082246,-1.0192013,-0.6471165,-0.3720848
70,-1.1302338,-1.0295732,"('lethargic', 'energetic')",0.47169945,0.7914498,-0.3292671,-0.1190617,-0.2102054
76,-1.0787226,-0.942631,"('anxious', 'daring')",-0.057555255,-0.08022377,-0.5681389,-0.5114274,-0.0567115
22,-1.0739573,-0.80048317,"('untrustworthy', 'trustworthy')",-1.07073,-0.3922555,-1.0723436,-0.5963693,-0.4759743
45,-1.0631188,-0.9815743,"('incompetent', 'competent')",0.68890804,1.3132538,-0.1871054,0.1658397,-0.3529451
78,-1.0385178,-1.4412447,"('nonresilient', 'resilient')",0.33964843,0.6382837,-0.3494347,-0.4014805,0.0520458
88,-1.0281507,-1.2172285,"('low', 'eminent')",0.006470169,-0.27659643,-0.5108402,-0.7469125,0.2360723
53,-1.0259391,-1.3249776,"('uncreative', 'creative')",0.59197295,0.68335986,-0.2169831,-0.3208089,0.1038258
51,-1.0048361,-1.2000251,"('uneducated', 'educated')",0.06822237,-0.14846805,-0.4683068,-0.6742465,0.2059397
34,-1.003125,-1.052514,"('mean', 'honorable')",4.3163676,4.1242375,1.6566213,1.5358617,0.1207596
59,0.9629834,0.8679379,"('foolish', 'wise')",0.5582353,0.5102501,0.7606094,0.689094,0.0715154
14,-0.9527289,-0.7448489,"('antisocial', 'social')",0.051577263,0.2528454,-0.4505758,-0.2460018,-0.204574
3,-0.9425252,-0.9293218,"('repellent', 'pleasant')",0.3534985,0.5317882,-0.2945133,-0.1987668,-0.0957465
56,-0.93497455,-0.77250236,"('impractical', 'practical')",0.40619257,0.506387,-0.264391,-0.1330577,-0.1313333
30,-0.8907976,-0.99866986,"('intolerant', 'tolerant')",0.7174417,0.78014666,-0.086678,-0.1092616,0.0225836
54,-0.85597575,-0.95559555,"('incapable', 'capable')",0.80265945,0.3598074,-0.0266581,-0.2978941,0.271236
47,-0.83284616,-0.43047196,"('stupid', 'smart')",4.331929,4.356509,1.7495415,1.9630187,-0.2134772
44,0.78117746,1.0433301,"('prejudiced', 'unprejudiced')",-1.8402566,-1.887763,-0.5295396,-0.4222165,-0.1073231
41,-0.7725433,-1.1337811,"('unforgiving', 'forgiving')",0.019504968,0.27863088,-0.3765192,-0.4275751,0.0510559
4,0.73628837,0.39514753,"('disliked', 'liked')",-4.4680605,-3.9795613,-1.8658861,-1.7922069,-0.0736792
9,-0.7256781,-1.2098386,"('unaffectionate', 'caring')",1.1413517,1.0567929,0.2078368,-0.0765229,0.2843597
18,-0.60376954,-0.6975394,"('disagreeable', 'welcoming')",-1.2055385,-1.2398391,-0.904654,-0.9686892,0.0640352
68,-0.5657557,-0.27833924,"('dependent', 'independent')",-0.97246367,-0.5934699,-0.7691097,-0.4359046,-0.3332051
77,-0.55049336,-0.6458485,"('unmotivated', 'motivated')",-0.6676944,-0.46568242,-0.6090939,-0.5557655,-0.0533284
82,-0.5415823,-0.51112306,"('poor', 'rich')",5.0221376,4.881219,2.2402778,2.1850479,0.0552299
67,0.53377354,0.6521868,"('doubtful', 'determined')",-0.32721275,-0.6926927,0.1032804,-0.0202529,0.1235333
36,0.5277543,0.044474885,"('hostile', 'amicable')",0.50364155,0.2717852,0.515698,0.15813,0.357568
27,-0.5059616,-0.5401573,"('hardhearted', 'softhearted')",0.4250339,0.39240265,-0.0404638,-0.0738773,0.0334135
52,0.5018115,0.13227397,"('irrational', 'rational')",-0.019587595,-0.44853705,0.2411119,-0.1581315,0.3992434
40,0.4580437,0.13810202,"('stingy', 'generous')",-1.39485,-1.2573948,-0.4684032,-0.5596464,0.0912432
50,0.42318875,0.28300312,"('clumsy', 'skillful')",-0.031191412,-0.2286888,0.1959987,0.0271572,0.1688415
16,0.42105243,0.09381953,"('unpopular', 'popular')",0.11060234,0.38734007,0.2658274,0.2405798,0.0252476
71,-0.41987774,-0.38027734,"('diffident', 'self-confident')",0.4863448,0.6729491,0.0332335,0.1463359,-0.1131024
5,0.406712,0.13200942,"('distant', 'outgoing')",-0.25283378,-0.31792128,0.0769391,-0.0929559,0.169895
33,0.37257254,0.34565243,"('wrong', 'right')",-0.2397449,-0.2425072,0.0664138,0.0515726,0.0148412
2,0.37135327,0.35097808,"('unlikable', 'likable')",0.21783876,0.11454401,0.294596,0.232761,0.061835
15,0.35191652,0.33367163,"('boring', 'funny')",0.33456138,0.14614274,0.3432389,0.2399072,0.1033317
64,-0.35049495,-0.054652978,"('shy', 'confident')",-5.5111437,-4.95152,-2.9308193,-2.5030866,-0.4277327
84,0.34410137,0.3872223,"('inferior', 'superior')",0.5965463,0.67168206,0.4703238,0.5294522,-0.0591284
31,0.32087177,0.31247234,"('evil', 'good')",-0.6727424,-0.28682613,-0.1759353,0.0128231,-0.1887584
39,-0.31452957,-0.009118566,"('exploitative', 'cooperative')",0.19558196,0.10380997,-0.0594738,0.0473457,-0.1068195
79,0.29821852,0.07220353,"('wavering', 'unwavering')",-0.04565332,-0.24858707,0.1262826,-0.0881918,0.2144744
6,0.28134698,-0.028139435,"('distant', 'open')",0.32376242,0.21046081,0.3025547,0.0911607,0.211394
37,-0.27696067,-0.1236482,"('fake', 'genuine')",0.22040522,0.004144322,-0.0282777,-0.0597519,0.0314742
29,-0.24316841,-0.0015674066,"('unfair', 'fair')",-0.6298411,-0.45750967,-0.4365048,-0.2295385,-0.2069663
8,-0.23003834,-0.6787096,"('unaffectionate', 'affectionate')",1.1546003,0.9647893,0.462281,0.1430398,0.3192412
66,0.21781556,0.15773147,"('inactive', 'active')",0.9716443,0.9953536,0.5947299,0.5765425,0.0181874
26,-0.19271146,-0.3113442,"('hardhearted', 'benevolent')",2.2384539,2.6148174,1.0228713,1.1517366,-0.1288653
25,0.17687944,0.31127134,"('egoistic', 'altruistic')",0.4829687,0.58998805,0.329924,0.4506297,-0.1207057
19,-0.15489197,-0.5297481,"('inhospitable', 'hospitable')",-0.42741805,-0.7442357,-0.291155,-0.6369919,0.3458369
42,0.13805778,-0.0024811178,"('unreliable', 'reliable')",-2.4545007,-1.9656453,-1.1582215,-0.9840632,-0.1741583
74,-0.12970635,-0.2988991,"('undedicated', 'dedicated')",0.71672994,0.74059,0.2935118,0.2208454,0.0726664
87,0.12892473,0.17817175,"('unsuccessful', 'successful')",1.6310781,1.6936704,0.8800014,0.9359211,-0.0559197
58,0.11490635,-0.16366978,"('undiscriminating', 'discriminating')",0.5046113,0.8215592,0.3097588,0.3289447,-0.0191859
83,-0.102182165,-0.44383532,"('powerless', 'powerful')",-1.042252,-1.1718092,-0.572217,-0.8078222,0.2356052
80,0.06385221,0.21389508,"('dominated', 'dominating')",-0.5447993,-0.5233051,-0.2404736,-0.154705,-0.0857686
20,-0.03814387,0.091952845,"('rough', 'thoughtful')",1.4062222,1.5127294,0.6840392,0.8023411,-0.1183019
