,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
56,0.5307348,0.77477884,"('impractical', 'practical')",-0.5326685,-0.43009543,-0.0009668,0.1723417,-0.1733085
84,0.5253341,0.7994945,"('inferior', 'superior')",0.9743062,1.4197286,0.7498202,1.1096115,-0.3597913
62,0.5032548,0.79082215,"('incompetent', 'brilliant')",-0.012119851,0.36722368,0.2455675,0.5790229,-0.3334554
28,-0.5009101,-0.42255726,"('disloyal', 'loyal')",0.669562,0.73614514,0.0843259,0.1567939,-0.072468
26,-0.49736944,-1.0262829,"('hardhearted', 'benevolent')",1.6767988,1.495662,0.5897147,0.2346895,0.3550252
65,0.49217147,0.93432826,"('insecure', 'secure')",-0.668624,-0.25027895,-0.0882263,0.3420247,-0.430251
72,-0.47704577,-0.07051718,"('unambitious', 'ambitious')",-0.76273423,-0.32756317,-0.61989,-0.1990402,-0.4208498
75,-0.4765211,-0.63294256,"('meek', 'impulsive')",-0.32824224,-0.13722119,-0.4023817,-0.3850819,-0.0172998
78,0.41572875,0.42396846,"('nonresilient', 'resilient')",0.71159714,0.4630546,0.5636629,0.4435115,0.1201514
73,0.40301955,0.31692874,"('helpless', 'self-reliant')",-2.6590536,-2.4905393,-1.1280169,-1.0868053,-0.0412116
12,-0.39806122,-0.52909946,"('unsupportive', 'supportive')",-1.67196,-1.7053083,-1.0350106,-1.117204,0.0821934
42,-0.38763145,0.08075449,"('unreliable', 'reliable')",-3.1012728,-2.843936,-1.7444521,-1.3815907,-0.3628614
49,-0.37498438,-0.14090814,"('unable', 'able')",-0.06537194,0.39521986,-0.2201782,0.1271559,-0.3473341
57,-0.3612588,-0.70513844,"('unimaginative', 'imaginative')",-2.3258147,-2.6374602,-1.3435367,-1.6712993,0.3277626
58,0.35916167,0.1345976,"('undiscriminating', 'discriminating')",0.3735658,0.07100436,0.3663637,0.102801,0.2635627
50,-0.35809729,-0.35210425,"('clumsy', 'skillful')",0.31096134,0.28872445,-0.023568,-0.0316899,0.0081219
70,0.34591764,0.41930613,"('lethargic', 'energetic')",0.355297,0.30874404,0.3506073,0.3640251,-0.0134178
3,0.3440674,0.36088958,"('repellent', 'pleasant')",0.11101619,0.18319005,0.2275418,0.2720398,-0.044498
83,0.33806863,0.08761242,"('powerless', 'powerful')",-0.98077,-1.036818,-0.3213507,-0.4746028,0.1532521
71,-0.30170697,-0.46447086,"('diffident', 'self-confident')",0.51763064,0.23946539,0.1079618,-0.1125027,0.2204645
2,-0.28437033,-0.44289613,"('unlikable', 'likable')",0.5296177,0.60026324,0.1226237,0.0786836,0.0439401
74,-0.28248817,-0.34972033,"('undedicated', 'dedicated')",0.06405019,-0.18603486,-0.109219,-0.2678776,0.1586586
27,-0.27527356,-0.28312686,"('hardhearted', 'softhearted')",1.7142375,1.3837998,0.7194819,0.5503365,0.1691454
23,-0.2616389,-0.27408645,"('insincere', 'sincere')",5.025262,5.2348704,2.3818114,2.480392,-0.0985806
13,0.26012412,0.25579786,"('impolite', 'polite')",-0.5138703,-0.64199257,-0.1268731,-0.1930974,0.0662243
37,-0.2574086,-0.40632707,"('fake', 'genuine')",0.40745395,0.095802724,0.0750227,-0.1552622,0.2302849
33,-0.24314004,-0.5852879,"('wrong', 'right')",-0.31827423,-0.43835145,-0.2807071,-0.5118197,0.2311126
41,-0.24188218,-0.52494097,"('unforgiving', 'forgiving')",-0.00712152,-0.2679738,-0.1245018,-0.3964574,0.2719556
11,0.22405778,0.2705769,"('unhelpful', 'helpful')",1.2472757,1.3092512,0.7356668,0.789914,-0.0542472
30,0.21795715,0.52505034,"('intolerant', 'tolerant')",1.1417689,1.5707531,0.679863,1.0479017,-0.3680387
34,-0.21371064,-0.17942703,"('mean', 'honorable')",5.4981556,5.448092,2.6422224,2.6343324,0.00789
64,0.20425563,0.21690533,"('shy', 'confident')",-6.3495493,-6.155255,-3.0726469,-2.9691749,-0.103472
40,-0.20335425,-0.29917628,"('stingy', 'generous')",-1.1644356,-1.2463841,-0.6838949,-0.7727802,0.0888853
63,-0.1794263,-0.2333978,"('unperceptive', 'insightful')",0.9587796,0.8380036,0.3896766,0.3023029,0.0873737
88,-0.17234349,-0.34893116,"('low', 'eminent')",0.1411875,0.15700673,-0.015578,-0.0959622,0.0803842
87,0.14856763,0.027662002,"('unsuccessful', 'successful')",0.9479071,0.74225265,0.5482374,0.3849573,0.1632801
10,-0.13215363,-0.024273194,"('unsympathetic', 'sympathetic')",-0.3646136,-0.42046452,-0.2483836,-0.2223689,-0.0260147
47,0.112641275,0.3976479,"('stupid', 'smart')",4.987588,5.4152675,2.5501146,2.9064577,-0.3563431
22,0.10680884,0.058564156,"('untrustworthy', 'trustworthy')",-1.1104827,-0.99993724,-0.5018369,-0.4706866,-0.0311503
39,0.091441214,-0.0184335,"('exploitative', 'cooperative')",-0.07471346,-0.27046758,0.0083639,-0.1444505,0.1528144
77,0.071592376,-0.033393893,"('unmotivated', 'motivated')",-0.8825048,-0.86666644,-0.4054562,-0.4500302,0.044574
32,-0.070483774,-0.043635316,"('unkind', 'kind')",0.688835,0.69592184,0.3091756,0.3261433,-0.0169677
0,-0.06355201,0.007404143,"('unsociable', 'sociable')",-0.58889616,-0.48716617,-0.3262241,-0.239881,-0.0863431
44,0.051988993,0.1844169,"('prejudiced', 'unprejudiced')",-1.5429902,-1.50167,-0.7455006,-0.6586266,-0.086874
68,-0.038477104,-0.12906922,"('dependent', 'independent')",-0.2144725,-0.20496354,-0.1264748,-0.1670164,0.0405416
51,0.03400425,-0.0481869,"('uneducated', 'educated')",0.6405777,0.20681037,0.337291,0.0793117,0.2579793
7,0.026439503,0.18485755,"('insensitive', 'sensitive')",0.7349049,0.5650864,0.3806722,0.374972,0.0057002
69,0.0254156,-0.2849844,"('lazy', 'industrious')",0.05898019,0.0076632174,0.0421979,-0.1386606,0.1808585
