,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,male-female
32,0.46788716,0.6118319,"('unkind', 'kind')",1.0480992,1.1866573,0.7579932,0.8992446,-0.1412514
30,0.443492,0.386315,"('intolerant', 'tolerant')",1.406464,1.4229221,0.924978,0.9046186,0.0203594
84,0.4390497,0.30628553,"('inferior', 'superior')",0.6596409,0.5548514,0.5493453,0.4305685,0.1187768
54,-0.42861572,-0.42693186,"('incapable', 'capable')",1.2086585,1.3979455,0.3900214,0.4855068,-0.0954854
66,-0.42075768,-0.5382171,"('inactive', 'active')",0.9763458,0.6345034,0.2777941,0.0481431,0.229651
48,-0.40353414,-0.3258927,"('unintelligent', 'intelligent')",1.0551103,1.0378218,0.3257881,0.3559645,-0.0301764
61,0.39513633,0.38849512,"('illogical', 'logical')",0.295492,0.22460416,0.3453141,0.3065496,0.0387645
20,-0.36963087,-0.33529904,"('rough', 'thoughtful')",1.2578335,1.1625941,0.4441013,0.4136475,0.0304538
76,0.3576249,0.5363911,"('anxious', 'daring')",0.42912307,0.6098839,0.393374,0.5731375,-0.1797635
59,0.33562008,0.23699614,"('foolish', 'wise')",0.23725122,0.11023156,0.2864357,0.1736138,0.1128219
49,-0.3301971,-0.29648834,"('unable', 'able')",-0.22249411,-0.072720796,-0.2763456,-0.1846046,-0.091741
16,-0.3265961,-0.22119609,"('unpopular', 'popular')",0.37823084,0.21008052,0.0258174,-0.0055578,0.0313752
21,0.32597387,0.31006366,"('immoral', 'moral')",-0.35229498,-0.27820876,-0.0131606,0.0159274,-0.029088
14,0.32453945,0.18019319,"('antisocial', 'social')",-0.36321735,-0.3713166,-0.019339,-0.0955617,0.0762227
26,-0.30549806,-0.6257057,"('hardhearted', 'benevolent')",1.7892473,1.5628738,0.7418746,0.4685841,0.2732905
17,-0.29507288,-0.28346607,"('nasty', 'nice')",-0.51979816,-0.6369253,-0.4074355,-0.4601957,0.0527602
58,0.29160446,0.24023427,"('undiscriminating', 'discriminating')",0.18023235,0.116074756,0.2359184,0.1781545,0.0577639
70,0.2894109,0.49897495,"('lethargic', 'energetic')",1.0859776,1.4249421,0.6876942,0.9619585,-0.2742643
23,0.26893046,0.5627806,"('insincere', 'sincere')",6.0368533,6.2821727,3.1528919,3.4224768,-0.2695849
77,-0.24241701,-0.21728173,"('unmotivated', 'motivated')",-1.0428412,-0.988175,-0.6426291,-0.6027284,-0.0399007
83,0.2396096,0.0016471595,"('powerless', 'powerful')",-1.0600568,-1.0373567,-0.4102236,-0.5178548,0.1076312
34,0.23631227,0.3508937,"('mean', 'honorable')",5.925441,5.935861,3.0808766,3.1433773,-0.0625007
40,-0.21139911,-0.32764152,"('stingy', 'generous')",-1.3294367,-1.4996324,-0.7704179,-0.9136369,0.143219
10,0.18372126,0.24937694,"('unsympathetic', 'sympathetic')",0.15142727,0.30145118,0.1675743,0.275414,-0.1078397
41,0.17737412,-0.036247723,"('unforgiving', 'forgiving')",0.12137465,-0.094195835,0.1493744,-0.0652218,0.2145962
29,-0.17351002,-0.17350598,"('unfair', 'fair')",-0.47102436,-0.61032766,-0.3222672,-0.3919168,0.0696496
0,0.16420749,0.11627108,"('unsociable', 'sociable')",-0.1288209,-0.23014556,0.0176933,-0.0569372,0.0746305
9,-0.10847747,-0.14324084,"('unaffectionate', 'caring')",1.3938408,1.4540291,0.6426817,0.6553941,-0.0127124
44,0.100673795,0.099017754,"('prejudiced', 'unprejudiced')",-1.4067671,-1.3870105,-0.6530467,-0.6439964,-0.0090503
68,-0.100525096,-0.09206285,"('dependent', 'independent')",-0.39882186,-0.5202347,-0.2496735,-0.3061488,0.0564753
4,-0.092320636,-0.16188325,"('disliked', 'liked')",-6.5291996,-6.6319933,-3.31076,-3.3969383,0.0861783
27,0.06746265,0.06984164,"('hardhearted', 'softhearted')",1.8236332,1.6286141,0.9455479,0.8492278,0.0963201
51,0.03989659,0.08914812,"('uneducated', 'educated')",0.7115375,0.5490388,0.375717,0.3190935,0.0566235
24,0.0374169,-0.0730548,"('dishonest', 'honest')",0.9996908,1.1193242,0.5185539,0.5231347,-0.0045808
15,-0.031265024,-0.06371474,"('boring', 'funny')",0.35294247,0.36698398,0.1608387,0.1516346,0.0092041
25,0.017474871,-0.13706936,"('egoistic', 'altruistic')",1.5088377,1.2828672,0.7631563,0.5728989,0.1902574
28,-0.010720078,-0.016094089,"('disloyal', 'loyal')",0.8182966,0.95258725,0.4037883,0.4682466,-0.0644583
