,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
29,-0.5911032,-0.52502483,"('unfair', 'fair')",-0.6051059,-0.5771557,-0.7555361,-0.6734028,-0.6505817,-0.5918611,-0.0587206
25,0.5806312,0.62955356,"('egoistic', 'altruistic')",-0.19708836,-0.19893241,1.0388525,1.1047865,0.4741317,0.5118026,-0.0376709
36,-0.5713074,-0.38209853,"('hostile', 'amicable')",-1.8133516,-1.6592728,-0.28025973,-0.10683358,-0.8883063,-0.7160683,-0.172238
21,0.5549496,0.69155264,"('immoral', 'moral')",0.32844704,0.60608405,-0.7111452,-0.5875244,0.0574171,0.2367041,-0.179287
55,0.5515403,0.5960064,"('incompetent', 'clever')",0.29013258,0.47909588,0.016213799,-0.100623384,0.2859622,0.3248263,-0.0388641
43,0.49334162,0.63704854,"('irresponsible', 'responsible')",1.2619873,1.6880732,0.3752328,0.47647107,0.7101872,0.9338643,-0.2236771
88,0.45100674,0.50417113,"('low', 'eminent')",0.33890724,0.5316281,0.024051083,-0.033576332,0.2713217,0.3340743,-0.0627526
50,0.4443713,0.43371558,"('clumsy', 'skillful')",0.2539369,0.3667453,0.5906414,0.45895794,0.4296499,0.4198063,0.0098436
40,-0.44174868,-0.62475115,"('stingy', 'generous')",-0.37476203,-0.57477254,-1.7810901,-2.00749,-0.865867,-1.0690045,0.2031375
38,0.4320458,0.3194705,"('untruthful', 'truthful')",0.09576302,0.10148931,0.30973136,0.41037995,0.27918,0.2771132,0.0020668
48,-0.41837725,-0.7173521,"('unintelligent', 'intelligent')",-0.628428,-0.7697377,0.32615313,0.09581482,-0.2402174,-0.4637583,0.2235409
74,0.41719943,0.5556919,"('undedicated', 'dedicated')",0.8494473,1.0851979,0.26319164,0.18282479,0.5099461,0.6079049,-0.0979588
18,0.41069424,0.69341993,"('disagreeable', 'welcoming')",-0.35312843,-0.16093537,-0.49670866,-0.2707179,-0.146381,0.0872555,-0.2336365
27,-0.37460157,-0.23635739,"('hardhearted', 'softhearted')",0.1471791,0.3153304,0.92450637,0.73345065,0.2323613,0.2708079,-0.0384466
65,-0.3525819,-0.299592,"('insecure', 'secure')",0.24437937,0.34951934,-0.030284006,-0.011815341,-0.0461622,0.012704,-0.0588662
49,-0.33905864,-0.329077,"('unable', 'able')",0.63949275,1.0798049,-0.13200258,0.16201854,0.0561438,0.3042488,-0.248105
14,0.32454056,0.49120766,"('antisocial', 'social')",0.09152856,0.3505938,-1.00467,-0.704468,-0.1962003,0.0457778,-0.2419781
70,-0.32433647,-0.33513337,"('lethargic', 'energetic')",-0.09865248,0.2175617,0.8368944,0.68843794,0.1379685,0.1902888,-0.0523203
86,0.32101235,0.2295257,"('uninfluential', 'influential')",0.18042098,0.16387962,-0.1863679,-0.3784541,0.1050218,0.0049837,0.1000381
7,0.3135699,0.33759028,"('insensitive', 'sensitive')",0.33440232,0.7968818,0.37416226,0.34638783,0.3407115,0.49362,-0.1529085
4,-0.30266502,-0.36089313,"('disliked', 'liked')",-0.20792457,-0.36418343,-5.909559,-5.8157706,-2.1400495,-2.1802824,0.0402329
76,0.30001992,0.50745994,"('anxious', 'daring')",0.5762742,0.90389776,0.5934508,0.749163,0.489915,0.7201735,-0.2302585
46,0.28584617,0.25278884,"('uncompetitive', 'competitive')",1.23522,1.4973178,0.1607743,-0.07655448,0.5606135,0.5578507,0.0027628
20,0.28343138,0.5561372,"('rough', 'thoughtful')",0.42666978,0.81807524,0.8770096,1.1272122,0.5290369,0.8338083,-0.3047714
64,-0.28308457,-0.5253606,"('shy', 'confident')",0.26058617,0.12734522,-5.7544494,-5.6314216,-1.9256493,-2.0098124,0.0841631
28,-0.28104824,-0.36155125,"('disloyal', 'loyal')",-0.3991473,-0.4241121,0.5617804,0.5449371,-0.0394717,-0.0802421,0.0407704
34,0.2765061,0.4483708,"('mean', 'honorable')",-0.2891409,-0.0743175,6.073859,6.1667137,2.0204082,2.1802557,-0.1598475
41,-0.25184166,-0.240334,"('unforgiving', 'forgiving')",-0.24468148,-0.1673794,-0.016144127,-0.19740723,-0.1708891,-0.2017069,0.0308178
82,-0.2516116,0.02271824,"('poor', 'rich')",0.08399021,0.31481397,5.8489614,5.8573203,1.8937801,2.0649508,-0.1711707
30,0.23274416,0.23701069,"('intolerant', 'tolerant')",0.9427425,1.2549423,0.9562343,1.0074992,0.7105737,0.8331507,-0.122577
6,0.22452945,0.37345797,"('distant', 'open')",-0.058471855,-0.06979734,0.24968356,0.3536556,0.1385804,0.2191054,-0.080525
10,-0.20055498,-0.31797808,"('unsympathetic', 'sympathetic')",0.46150196,0.59531283,-0.020553846,-0.36435285,0.080131,-0.029006,0.109137
79,0.20044112,0.11243694,"('wavering', 'unwavering')",-0.9172827,-0.874456,0.0017087255,-0.033147335,-0.2383776,-0.2650555,0.0266779
24,0.19794697,0.15369709,"('dishonest', 'honest')",-0.12047451,-0.16268086,0.55192864,0.5013718,0.2098004,0.1641293,0.0456711
22,-0.19678295,-0.24995661,"('untrustworthy', 'trustworthy')",0.17049944,0.050374813,-0.7858864,-0.88942164,-0.2707233,-0.3630011,0.0922778
52,0.15456435,0.0007978827,"('irrational', 'rational')",-0.24441503,-0.5807388,-0.7146911,-0.68510044,-0.2681806,-0.4216805,0.1534999
80,-0.123873904,-0.21972558,"('dominated', 'dominating')",0.5230185,0.40321058,-1.1116426,-1.3667078,-0.2374993,-0.3944076,0.1569083
32,-0.112979166,-0.12594597,"('unkind', 'kind')",1.1132234,1.1701733,0.9617377,0.7529353,0.653994,0.5990542,0.0549398
45,0.11244922,-0.02112478,"('incompetent', 'competent')",0.13984814,0.21946752,-0.23619346,-0.56751287,0.005368,-0.1230567,0.1284247
13,0.112382434,0.12011441,"('impolite', 'polite')",0.5816171,0.715239,0.07358588,-0.049083993,0.2558618,0.2620898,-0.006228
58,0.10025219,0.18725011,"('undiscriminating', 'discriminating')",0.19684428,0.33892384,-0.06587727,-0.18226704,0.0770731,0.1146356,-0.0375625
0,0.054409027,0.093258984,"('unsociable', 'sociable')",0.6655373,0.6566186,-0.4786228,-0.6060836,0.0804412,0.0479313,0.0325099
77,0.047279753,0.034147285,"('unmotivated', 'motivated')",0.05294077,0.24716166,-0.9996953,-0.9258955,-0.2998249,-0.2148622,-0.0849627
15,0.039746962,0.030607983,"('boring', 'funny')",-0.052286904,-0.016088895,0.13212708,0.1442326,0.0398624,0.0529172,-0.0130548
72,-0.009834576,-0.23596379,"('unambitious', 'ambitious')",-0.5652972,-0.5726712,-1.2235065,-1.1941131,-0.5995461,-0.6675827,0.0680366
