,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
44,-0.4707927,-0.054547094,"('prejudiced', 'unprejudiced')",0.04986978,0.34103477,0.22774243,0.51225394,-0.0643935,0.2662472,-0.3306407
76,0.4119101,0.45666778,"('anxious', 'daring')",-0.043999236,0.053726263,-0.528428,-0.15911242,-0.0535057,0.1170939,-0.1705996
36,0.4019334,0.18737577,"('hostile', 'amicable')",0.066226594,-0.25189537,0.49023995,0.11222679,0.3194667,0.0159024,0.3035643
54,-0.38215,-0.14733022,"('incapable', 'capable')",0.17189765,0.5038266,0.9561696,1.0643092,0.2486391,0.4736019,-0.2249628
14,-0.38039213,-0.30351,"('antisocial', 'social')",-1.2989771,-1.6035415,-0.4589482,-0.20157999,-0.7127724,-0.7028772,-0.0098952
63,0.3770929,0.38618317,"('unperceptive', 'insightful')",-0.9041437,-0.9407492,-0.044842597,0.10591595,-0.1906311,-0.14955,-0.0410811
15,0.34756476,0.3233998,"('boring', 'funny')",1.2321279,1.1423192,0.42188168,0.65154964,0.6671914,0.7057562,-0.0385648
33,0.31750342,0.41497982,"('wrong', 'right')",0.9921371,0.8257321,0.9781992,0.7756719,0.7626132,0.672128,0.0904852
60,-0.30552128,0.041207436,"('inefficient', 'efficient')",-2.3291926,-2.0174103,-0.92081267,-0.21557227,-1.1851755,-0.7305917,-0.4545838
45,-0.29049236,-0.5164257,"('incompetent', 'competent')",-1.6615607,-1.9045193,-0.5978322,-0.7362142,-0.8499618,-1.0523864,0.2024246
35,0.28955954,0.4951995,"('corrupt', 'incorrupt')",1.3186665,1.367343,0.40583262,0.26835158,0.6713529,0.710298,-0.0389451
49,-0.27046776,-0.030139588,"('unable', 'able')",-0.76116353,-0.34641385,-0.60164666,-0.24377972,-0.544426,-0.2067777,-0.3376483
52,-0.24793777,-0.21904486,"('irrational', 'rational')",0.84456754,0.943977,0.34729278,0.26965708,0.3146408,0.3315297,-0.0168889
68,-0.24538043,-0.11696862,"('dependent', 'independent')",-1.3423661,-1.330844,-1.5772921,-1.5672574,-1.0550129,-1.0050233,-0.0499896
83,0.22128437,0.14837265,"('powerless', 'powerful')",-0.94015694,-1.1176163,0.35588452,0.2731196,-0.120996,-0.2320414,0.1110454
21,-0.20214765,0.1780015,"('immoral', 'moral')",-0.99700266,-0.9288192,-0.69778883,-0.4459359,-0.6323131,-0.3989178,-0.2333953
30,-0.20100959,0.10653597,"('intolerant', 'tolerant')",-1.5744737,-1.5014791,-0.5935106,-0.15262824,-0.7896647,-0.5158571,-0.2738076
56,-0.19243333,0.33278382,"('impractical', 'practical')",-2.1322522,-1.6779649,0.010950118,0.8760211,-0.7712452,-0.1563867,-0.6148585
88,0.18021613,0.59739226,"('low', 'eminent')",-0.51283437,0.026286606,-0.89166373,-0.1558597,-0.408094,0.1559397,-0.5640337
62,0.17473885,0.46976268,"('incompetent', 'brilliant')",-1.7349669,-1.3101652,0.14852053,0.6359778,-0.4705691,-0.0681416,-0.4024275
78,0.17391017,0.18619339,"('nonresilient', 'resilient')",-1.0690224,-1.0033615,-0.0015427135,-0.034375284,-0.298885,-0.2838478,-0.0150372
75,0.16028437,0.05097385,"('meek', 'impulsive')",0.5853547,0.73252964,0.73169523,0.7081958,0.4924448,0.4972331,-0.0047883
71,-0.13950862,0.005508285,"('diffident', 'self-confident')",-0.43949243,-0.26058125,1.2282954,1.2385631,0.2164315,0.32783,-0.1113985
58,-0.13771787,-0.49431077,"('undiscriminating', 'discriminating')",-0.17468053,-0.6426619,-1.3573128,-1.4907976,-0.5565704,-0.8759235,0.3193531
12,-0.10069757,-0.20831925,"('unsupportive', 'supportive')",-0.68262154,-0.80421025,1.5167896,1.4664806,0.2444901,0.151317,0.0931731
38,0.06357163,0.25226307,"('untruthful', 'truthful')",-1.2385478,-0.935761,0.7283616,0.9629456,-0.1488715,0.0931492,-0.2420207
19,0.055582903,0.10556719,"('inhospitable', 'hospitable')",0.81854475,0.92485297,0.36099163,0.38628158,0.4117064,0.4722339,-0.0605275
84,0.0542136,0.3039265,"('inferior', 'superior')",0.1020177,0.3866538,-0.16692302,0.35910937,-0.0035639,0.3498966,-0.3534605
31,-0.039445996,-0.40404132,"('evil', 'good')",1.6653973,1.4616866,0.76300395,0.1349104,0.7963184,0.3975186,0.3987998
81,-0.036065772,0.077874206,"('submissive', 'aggressive')",-1.6332237,-1.5329329,-0.3439733,-0.038545694,-0.6710876,-0.4978681,-0.1732195
77,0.022105344,0.14008458,"('unmotivated', 'motivated')",-1.062279,-1.1399132,-0.58685786,-0.7815258,-0.5423439,-0.5937848,0.0514409
