,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
59,0.68333155,0.96196437,"('foolish', 'wise')",1.1113342,1.1657162,-0.099047795,0.16469961,0.565206,0.7641267,-0.1989207
9,-0.6350559,-0.76156104,"('unaffectionate', 'caring')",-1.6213217,-1.5290998,0.9055084,0.8336015,-0.4502898,-0.4856865,0.0353967
12,-0.61096376,-0.81011695,"('unsupportive', 'supportive')",-1.4770818,-1.5057743,-2.0319757,-2.043248,-1.3733404,-1.4530465,0.0797061
49,-0.58365965,-0.31827018,"('unable', 'able')",-0.36662397,-0.33822405,-0.5710223,-0.18916003,-0.507102,-0.2818848,-0.2252172
39,-0.5657438,-0.42184296,"('exploitative', 'cooperative')",-0.4251967,-0.1987027,0.08961818,0.19208151,-0.3004408,-0.1428214,-0.1576194
20,-0.5471869,-0.5490668,"('rough', 'thoughtful')",-0.77540773,-0.93975645,0.90429807,0.7590437,-0.1394322,-0.2432598,0.1038276
38,-0.53413296,-0.39419416,"('untruthful', 'truthful')",-1.248706,-0.9925527,-0.2447351,0.060426794,-0.675858,-0.4421067,-0.2337513
66,0.53096914,0.3948409,"('inactive', 'active')",1.2527573,1.1247839,0.8109864,0.4698739,0.8649042,0.6631662,0.201738
72,0.53090566,0.5328852,"('unambitious', 'ambitious')",-1.670151,-1.474241,-0.85610944,-0.6906769,-0.6651182,-0.5440109,-0.1211073
2,0.51630473,0.6966965,"('unlikable', 'likable')",0.4224603,0.5685971,0.23195735,0.38091758,0.3902408,0.548737,-0.1584962
34,-0.50860685,-0.36600602,"('mean', 'honorable')",-1.0818527,-1.0282067,5.0980816,5.3122196,1.1692073,1.3060023,-0.136795
35,0.5079378,0.70258194,"('corrupt', 'incorrupt')",1.4657056,1.5284709,-0.6714653,-0.49116132,0.4340594,0.5799638,-0.1459044
51,-0.50603265,-0.50144964,"('uneducated', 'educated')",-0.9360069,-1.0385348,0.7095777,0.5752782,-0.2441539,-0.3215687,0.0774148
24,0.5025324,0.38269547,"('dishonest', 'honest')",-1.4930434,-1.3487345,0.2080032,0.23063518,-0.2608359,-0.2451346,-0.0157013
15,-0.49897057,-0.45720738,"('boring', 'funny')",0.014073279,0.16217744,-0.4023471,-0.27206662,-0.2957481,-0.1890322,-0.1067159
84,0.4981453,0.53360844,"('inferior', 'superior')",1.4039276,1.3022002,1.1276165,1.1451811,1.0098964,0.9936632,0.0162332
56,-0.44699347,-0.47002354,"('impractical', 'practical')",-0.5558136,-0.658838,-0.8474066,-0.6333625,-0.6167379,-0.587408,-0.0293299
33,0.44503742,0.31456316,"('wrong', 'right')",1.7809509,1.6074868,-0.576213,-0.5762886,0.5499251,0.4485871,0.101338
1,-0.4279115,-0.6263546,"('unfriendly', 'friendly')",-1.3799689,-1.3045617,0.7755492,0.7866596,-0.3441104,-0.3814189,0.0373085
3,-0.39103088,-0.55305576,"('repellent', 'pleasant')",-1.1368142,-1.3070986,0.58552617,0.42061174,-0.3141063,-0.4798476,0.1657413
74,-0.3698568,-0.44199854,"('undedicated', 'dedicated')",-1.00796,-1.0601286,-0.70830035,-0.84350103,-0.6953724,-0.7818761,0.0865037
61,-0.36196613,-0.53060466,"('illogical', 'logical')",0.10517876,-0.025328148,0.4393534,0.27112526,0.0608553,-0.0949359,0.1557912
88,-0.35386032,-0.2645704,"('low', 'eminent')",-0.34838682,-0.25117406,-0.46806088,-0.50970656,-0.3901027,-0.341817,-0.0482857
29,-0.34484547,-0.27442995,"('unfair', 'fair')",0.41574872,0.32811457,-0.29272223,-0.37561077,-0.0739397,-0.1073087,0.033369
37,-0.32197922,-0.46248692,"('fake', 'genuine')",-0.58551645,-0.6046946,-0.19578214,-0.08683768,-0.3677593,-0.3846731,0.0169138
44,0.31166574,0.49073446,"('prejudiced', 'unprejudiced')",0.9370927,1.0197419,-1.4295136,-1.183964,-0.0602517,0.1088374,-0.1690891
31,-0.3112066,-0.3437015,"('evil', 'good')",0.68739057,0.7916295,-1.3186886,-1.4107015,-0.3141682,-0.3209245,0.0067563
50,-0.2861256,-0.15086898,"('clumsy', 'skillful')",1.0681705,0.87895924,0.31177756,0.19220573,0.3646075,0.3067653,0.0578422
5,0.2775206,0.2585392,"('distant', 'outgoing')",1.2897891,1.1871542,-0.7349224,-0.5607097,0.2774624,0.2949946,-0.0175322
80,0.2711418,0.2903542,"('dominated', 'dominating')",-0.6512503,-0.6899197,-0.4464486,-0.52328223,-0.275519,-0.3076159,0.0320969
83,-0.26132864,-0.29937404,"('powerless', 'powerful')",0.31354982,0.14764473,-0.7089915,-0.69103956,-0.2189234,-0.280923,0.0619996
75,0.25382626,0.5496567,"('meek', 'impulsive')",0.1659998,0.40706214,-0.52887076,-0.42395,-0.0363482,0.1775896,-0.2139378
68,-0.24913184,-0.17315605,"('dependent', 'independent')",-0.32963037,-0.40528467,-0.665166,-0.605326,-0.4146427,-0.3945889,-0.0200538
87,-0.23948069,0.0035329387,"('unsuccessful', 'successful')",0.93384564,0.8711489,0.9473234,0.9403083,0.5472294,0.6049967,-0.0577673
64,0.2080685,-0.01600521,"('shy', 'confident')",0.23431902,0.18013585,-5.7630305,-5.8260326,-1.7735476,-1.8873007,0.1137531
6,0.20216879,0.09262861,"('distant', 'open')",0.6855551,0.60178584,-0.79993224,-0.8111868,0.0292639,-0.0389241,0.068188
42,-0.19776103,-0.3783608,"('unreliable', 'reliable')",-0.383271,-0.50659525,-2.9927983,-3.1715548,-1.1912768,-1.3521703,0.1608935
4,0.19433762,0.075931124,"('disliked', 'liked')",0.18895212,0.2806805,-6.093263,-6.2256174,-1.9033244,-1.9563352,0.0530108
27,-0.17682223,-0.29524735,"('hardhearted', 'softhearted')",-1.6187398,-1.6344732,0.7175044,0.4334723,-0.3593525,-0.4987494,0.1393969
16,-0.1636752,-0.15579088,"('unpopular', 'popular')",1.0374495,0.8662706,0.42273623,0.33012232,0.4321702,0.3468674,0.0853028
79,0.15641382,0.014413662,"('wavering', 'unwavering')",1.07429,0.96245855,-0.6339909,-0.6024839,0.1989043,0.1247961,0.0741082
67,0.15562825,0.22356275,"('doubtful', 'determined')",1.1015861,1.0317703,-0.54861826,-0.38232678,0.2361987,0.2910021,-0.0548034
85,0.1225967,0.10579394,"('insignificant', 'prestigious')",1.5211477,1.5509474,-0.15753758,-0.15183716,0.4954023,0.5016348,-0.0062325
32,-0.051042743,-0.17530748,"('unkind', 'kind')",-1.1208211,-1.1369103,0.63706577,0.5937637,-0.178266,-0.2394847,0.0612187
25,-0.037832715,0.0014476106,"('egoistic', 'altruistic')",0.5596651,0.7335252,1.0379102,0.96424145,0.5199142,0.5664047,-0.0464905
71,0.026166063,0.14656898,"('diffident', 'self-confident')",0.8190014,0.84519845,0.40859807,0.529757,0.4179219,0.5071748,-0.0892529
40,0.016700007,-0.2823383,"('stingy', 'generous')",-0.80468416,-0.8114717,-1.973017,-2.2287703,-0.9203337,-1.1075268,0.1871931
26,-0.011971843,-0.2527203,"('hardhearted', 'benevolent')",-0.17532215,-0.324185,1.2090057,0.9234296,0.3405706,0.1155081,0.2250625
