,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
64,0.23915534,0.29860544,"('shy', 'confident')",-6.1812067,-5.6950665,-2.9710257,-2.6982305,-0.2727952
35,0.22666796,0.5012551,"('corrupt', 'incorrupt')",-0.51501745,-0.4945746,-0.1441748,0.0033402,-0.147515
65,0.20343615,0.14463124,"('insecure', 'secure')",-0.078764565,-0.052826997,0.0623358,0.0459021,0.0164337
58,-0.1743969,-0.42996922,"('undiscriminating', 'discriminating')",0.24255171,0.013867388,0.0340774,-0.2080509,0.2421283
7,-0.17059721,-0.31856462,"('insensitive', 'sensitive')",0.4979966,0.2503982,0.1636997,-0.0340832,0.1977829
62,0.16493046,-0.026034709,"('incompetent', 'brilliant')",0.9693282,0.80544,0.5671294,0.3897026,0.1774268
55,-0.14732347,-0.28088728,"('incompetent', 'clever')",0.3909271,0.41620123,0.1218018,0.067657,0.0541448
34,-0.13222623,-0.11176717,"('mean', 'honorable')",5.793286,5.548888,2.8305297,2.7185605,0.1119692
49,0.11057093,0.02982284,"('unable', 'able')",0.115653925,-0.021690339,0.1131124,0.0040663,0.1090461
74,-0.09165181,-0.13196342,"('undedicated', 'dedicated')",-0.6284646,-0.7180631,-0.3600582,-0.4250133,0.0649551
2,-0.079902016,0.23732,"('unlikable', 'likable')",0.4755924,0.5656059,0.1978452,0.4014629,-0.2036177
84,-0.07978515,-0.07287426,"('inferior', 'superior')",1.0735761,1.1852541,0.4968955,0.5561899,-0.0592944
29,-0.07083508,-0.279828,"('unfair', 'fair')",-0.23916095,-0.44972885,-0.154998,-0.3647784,0.2097804
22,0.05946146,-0.029967876,"('untrustworthy', 'trustworthy')",-0.9093802,-1.2010759,-0.4249594,-0.6155219,0.1905625
51,-0.057846118,-0.22409828,"('uneducated', 'educated')",0.35088828,0.24105921,0.1465211,0.0084805,0.1380406
67,-0.048100017,0.054723468,"('doubtful', 'determined')",-0.34610122,-0.3370185,-0.1971006,-0.1411475,-0.0559531
87,0.047854558,0.13015413,"('unsuccessful', 'successful')",0.7455381,0.84247094,0.3966963,0.4863125,-0.0896162
32,0.040949114,0.21190685,"('unkind', 'kind')",0.6886732,0.6077249,0.3648112,0.4098159,-0.0450047
20,0.015513858,-0.1862169,"('rough', 'thoughtful')",1.0006061,0.8504578,0.50806,0.3321204,0.1759396
75,0.012757675,0.27314097,"('meek', 'impulsive')",-0.7239945,-0.72068316,-0.3556184,-0.2237711,-0.1318473
26,0.006573612,0.11079578,"('hardhearted', 'benevolent')",1.1578534,1.1750231,0.5822135,0.6429094,-0.0606959
15,0.004108716,0.038705096,"('boring', 'funny')",0.17112607,0.27878127,0.0876174,0.1587432,-0.0711258
