,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,1.2115203,0.8785748,"('immoral', 'moral')",0.80037546,0.21805036,1.0059478,0.5483125,0.4576353
71,1.2074306,1.199051,"('diffident', 'self-confident')",0.28983036,0.33745855,0.7486305,0.7682548,-0.0196243
61,1.1575179,1.2578616,"('illogical', 'logical')",0.5384199,0.43002772,0.8479689,0.8439447,0.0040242
34,1.1567688,0.8718805,"('mean', 'honorable')",6.192398,6.473716,3.6745834,3.6727982,0.0017852
77,1.1233666,0.9765917,"('unmotivated', 'motivated')",-0.21602531,-0.5705411,0.4536707,0.2030253,0.2506454
51,1.1217343,0.52234685,"('uneducated', 'educated')",0.69813955,0.22426373,0.9099369,0.3733053,0.5366316
49,1.1119579,1.0041907,"('unable', 'able')",0.6513193,0.49879155,0.8816386,0.7514911,0.1301475
56,1.0788791,0.9863342,"('impractical', 'practical')",0.48428127,-0.004317198,0.7815802,0.4910085,0.2905717
10,1.0762181,0.70611423,"('unsympathetic', 'sympathetic')",0.74145883,0.3952395,0.9088385,0.5506769,0.3581616
13,1.065252,0.3019329,"('impolite', 'polite')",-0.24664602,-0.4344033,0.4093029,-0.0662352,0.4755381
16,-1.0428098,-0.84327114,"('unpopular', 'popular')",0.19767955,0.1645619,-0.4225652,-0.3393546,-0.0832106
12,1.009985,0.8520358,"('unsupportive', 'supportive')",-1.9811332,-2.126993,-0.4855741,-0.6374786,0.1519045
44,-1.0086724,-1.2369765,"('prejudiced', 'unprejudiced')",-1.6888738,-1.6327274,-1.348773,-1.4348519,0.0860789
63,0.9725784,0.75488085,"('unperceptive', 'insightful')",1.0350518,0.58496714,1.0038152,0.669924,0.3338912
40,0.95915955,1.357635,"('stingy', 'generous')",-2.564865,-2.5388553,-0.8028527,-0.5906101,-0.2122426
43,0.9458795,0.73972017,"('irresponsible', 'responsible')",1.1026478,0.62225115,1.0242636,0.6809857,0.3432779
41,0.9073047,0.68022215,"('unforgiving', 'forgiving')",-0.6597435,-0.5290032,0.1237806,0.0756095,0.0481711
54,0.8925286,0.71140957,"('incapable', 'capable')",1.1191278,1.4381652,1.0058281,1.0747874,-0.0689593
0,0.88973165,0.8037359,"('unsociable', 'sociable')",0.2182151,-0.07086399,0.5539734,0.3664359,0.1875375
65,0.86978716,0.4015094,"('insecure', 'secure')",0.55091727,0.3287596,0.7103522,0.3651345,0.3452177
42,0.86642474,1.1806531,"('unreliable', 'reliable')",-2.6178334,-3.0551758,-0.8757043,-0.9372613,0.061557
57,-0.85519564,-0.7755595,"('unimaginative', 'imaginative')",-3.2101417,-3.70218,-2.0326686,-2.2388697,0.2062011
80,0.8536153,0.6083577,"('dominated', 'dominating')",-0.12185246,-0.57394505,0.3658814,0.0172063,0.3486751
86,0.82910496,0.7053955,"('uninfluential', 'influential')",0.2622546,-0.18433672,0.5456798,0.2605294,0.2851504
87,0.8256195,0.54057914,"('unsuccessful', 'successful')",1.2955459,0.78129107,1.0605828,0.6609351,0.3996477
50,0.8016575,0.9808869,"('clumsy', 'skillful')",0.5078161,0.42499134,0.6547368,0.7029391,-0.0482023
14,0.79629064,0.74412453,"('antisocial', 'social')",0.019523218,-0.5069113,0.4079069,0.1186066,0.2893003
83,0.79301393,0.44174126,"('powerless', 'powerful')",-0.5825882,-0.7506749,0.1052129,-0.1544668,0.2596797
36,-0.7827956,-0.19141918,"('hostile', 'amicable')",-1.2595404,-0.55675274,-1.021168,-0.374086,-0.647082
46,0.7227677,0.07523574,"('uncompetitive', 'competitive')",0.46929687,-0.4203277,0.5960323,-0.172546,0.7685783
75,-0.67842686,-0.65927845,"('meek', 'impulsive')",-1.299846,-1.1570827,-0.9891365,-0.9081806,-0.0809559
30,0.67161727,0.46929199,"('intolerant', 'tolerant')",0.7238708,0.8148151,0.697744,0.6420535,0.0556905
27,0.5726492,0.7236693,"('hardhearted', 'softhearted')",0.7625377,0.99548566,0.6675935,0.8595775,-0.191984
1,0.56015474,0.89593256,"('unfriendly', 'friendly')",0.28753275,0.8085739,0.4238437,0.8522532,-0.4284095
64,-0.50825024,-0.5936149,"('shy', 'confident')",-6.4263134,-6.9318876,-3.4672818,-3.7627513,0.2954695
11,0.5027939,-0.024933536,"('unhelpful', 'helpful')",2.5787957,2.249264,1.5407948,1.1121652,0.4286296
32,0.46451786,0.3041607,"('unkind', 'kind')",0.730085,0.62336046,0.5973014,0.4637606,0.1335408
58,0.4644912,0.2989381,"('undiscriminating', 'discriminating')",0.13790438,-0.22070652,0.3011978,0.0391158,0.262082
66,0.45936278,0.47216833,"('inactive', 'active')",0.28683352,0.37776724,0.3730981,0.4249678,-0.0518697
78,0.45359468,0.5691639,"('nonresilient', 'resilient')",1.0204217,0.8098996,0.7370082,0.6895318,0.0474764
45,0.43752056,0.37046164,"('incompetent', 'competent')",0.37312162,-0.22446598,0.4053211,0.0729978,0.3323233
33,0.43733078,0.53723603,"('wrong', 'right')",-1.1684837,-0.91010994,-0.3655765,-0.186437,-0.1791395
6,0.4237452,0.994212,"('distant', 'open')",-1.0896213,-0.24539357,-0.3329381,0.3744092,-0.7073473
79,-0.40894246,-0.09625236,"('wavering', 'unwavering')",-0.408497,-0.03727755,-0.4087197,-0.066765,-0.3419547
26,-0.40342742,-0.2150687,"('hardhearted', 'benevolent')",0.49562308,0.42272013,0.0460978,0.1038257,-0.0577279
4,-0.39992478,0.19513714,"('disliked', 'liked')",-7.863237,-8.380981,-4.1315808,-4.0929222,-0.0386586
69,0.36636963,0.7778909,"('lazy', 'industrious')",-1.3197185,-1.1762862,-0.4766744,-0.1991976,-0.2774768
52,-0.35158125,0.4492379,"('irrational', 'rational')",-1.2623256,-0.42228484,-0.8069534,0.0134765,-0.8204299
15,-0.343776,-0.13511012,"('boring', 'funny')",-0.41037592,-0.12059446,-0.377076,-0.1278523,-0.2492237
22,0.3081478,0.015201811,"('untrustworthy', 'trustworthy')",-0.7680421,-0.8671817,-0.2299471,-0.42599,0.1960429
68,0.28821045,0.03957762,"('dependent', 'independent')",-0.1095796,-0.15794237,0.0893154,-0.0591824,0.1484978
18,-0.2686041,-0.19677958,"('disagreeable', 'welcoming')",-0.57185996,-0.28705436,-0.420232,-0.241917,-0.178315
8,0.26103538,0.50033885,"('unaffectionate', 'affectionate')",-0.29712203,0.25231087,-0.0180433,0.3763249,-0.3943682
47,-0.23188514,-0.39320448,"('stupid', 'smart')",5.767451,6.1845775,2.7677829,2.8956864,-0.1279035
19,0.21684214,0.38822094,"('inhospitable', 'hospitable')",-0.26131454,-0.10139748,-0.0222362,0.1434117,-0.1656479
59,-0.21026982,0.3069119,"('foolish', 'wise')",-0.42942294,0.17223929,-0.3198464,0.2395756,-0.559422
3,-0.19079976,0.1126355,"('repellent', 'pleasant')",0.9963646,1.0048234,0.4027824,0.5587295,-0.1559471
82,0.18936123,-0.22154509,"('poor', 'rich')",7.349852,7.4739437,3.7696066,3.6261992,0.1434074
88,-0.16939938,-0.33534274,"('low', 'eminent')",-0.55210185,-0.3311263,-0.3607506,-0.3332345,-0.0275161
35,-0.15970235,0.31531027,"('corrupt', 'incorrupt')",-1.4480866,-0.6353454,-0.8038945,-0.1600176,-0.6438769
29,0.15068719,0.78610426,"('unfair', 'fair')",-0.5712847,-0.44507715,-0.2102988,0.1705136,-0.3808124
85,0.14716679,0.789322,"('insignificant', 'prestigious')",-1.9842299,-1.4034082,-0.9185315,-0.3070431,-0.6114884
81,0.09644498,-0.64820606,"('submissive', 'aggressive')",0.41539878,0.0068546906,0.2559219,-0.3206757,0.5765976
73,0.03656239,0.31154698,"('helpless', 'self-reliant')",-3.2579324,-3.3279848,-1.610685,-1.5082189,-0.1024661
5,0.026535671,0.39298153,"('distant', 'outgoing')",-0.8793297,-0.36038113,-0.426397,0.0163002,-0.4426972
