,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,-0.571855,-0.77882344,"('inactive', 'active')",0.9624115,0.8580466,0.1952783,0.0396116,0.1556667
80,-0.54726774,-0.58593744,"('dominated', 'dominating')",-1.331946,-1.4698153,-0.9396069,-1.0278764,0.0882695
20,0.5462193,0.6954261,"('rough', 'thoughtful')",1.4878259,1.4847201,1.0170226,1.0900731,-0.0730505
61,-0.54135317,-0.52709156,"('illogical', 'logical')",0.062515914,0.1547364,-0.2394186,-0.1861776,-0.053241
16,-0.5390462,-0.70173246,"('unpopular', 'popular')",0.66138667,0.50512457,0.0611702,-0.0983039,0.1594741
53,0.5199237,0.50179166,"('uncreative', 'creative')",0.66268224,0.76398045,0.591303,0.6328861,-0.0415831
21,-0.5186737,-0.4579253,"('immoral', 'moral')",-0.8986853,-0.8663543,-0.7086795,-0.6621398,-0.0465397
77,-0.48910034,-0.49511895,"('unmotivated', 'motivated')",-1.0792624,-1.0829362,-0.7841814,-0.7890276,0.0048462
75,0.475995,0.531067,"('meek', 'impulsive')",-0.29411244,-0.3245371,0.0909413,0.103265,-0.0123237
28,-0.46882573,-0.49022546,"('disloyal', 'loyal')",0.89712965,1.0494385,0.214152,0.2796065,-0.0654545
76,-0.46508136,-0.2187356,"('anxious', 'daring')",0.054096237,0.17284235,-0.2054926,-0.0229466,-0.182546
44,-0.46378404,-0.19128036,"('prejudiced', 'unprejudiced')",-1.4292076,-1.3268559,-0.9464958,-0.7590681,-0.1874277
56,0.46210048,0.7355704,"('impractical', 'practical')",-0.61535007,-0.473975,-0.0766248,0.1307977,-0.2074225
5,-0.44365224,-0.520719,"('distant', 'outgoing')",-0.22139433,-0.14679196,-0.3325233,-0.3337555,0.0012322
52,-0.442651,-0.6876527,"('irrational', 'rational')",0.2534546,0.14549612,-0.0945982,-0.2710783,0.1764801
6,-0.42279103,-0.57446855,"('distant', 'open')",0.3795601,0.42237437,-0.0216155,-0.0760471,0.0544316
32,-0.4213135,-0.45251483,"('unkind', 'kind')",0.37192267,0.49869543,-0.0246954,0.0230903,-0.0477857
17,-0.4141494,-0.34331787,"('nasty', 'nice')",-0.4706474,-0.44810066,-0.4423984,-0.3957093,-0.0466891
54,0.411711,0.47528154,"('incapable', 'capable')",1.1569828,1.3225303,0.7843469,0.8989059,-0.114559
40,-0.40640774,-0.62459123,"('stingy', 'generous')",-1.0447131,-1.3720185,-0.7255604,-0.9983048,0.2727444
23,-0.39078084,-0.3480952,"('insincere', 'sincere')",5.226528,5.5637674,2.4178736,2.607836,-0.1899624
27,-0.38617256,-0.3616833,"('hardhearted', 'softhearted')",1.6735939,1.6199656,0.6437107,0.6291411,0.0145696
29,-0.38183174,-0.5038998,"('unfair', 'fair')",-0.24492301,-0.36467937,-0.3133774,-0.4342896,0.1209122
59,0.36930844,0.21482325,"('foolish', 'wise')",0.45879215,0.42965063,0.4140503,0.322237,0.0918133
41,-0.36849993,-0.32646564,"('unforgiving', 'forgiving')",-0.06594963,-0.1416736,-0.2172248,-0.2340696,0.0168448
79,-0.35564715,-0.4624085,"('wavering', 'unwavering')",0.13947171,0.18594253,-0.1080877,-0.138233,0.0301453
1,0.34821904,0.055253208,"('unfriendly', 'friendly')",1.8992069,1.9691523,1.123713,1.0122027,0.1115103
63,-0.33917573,-0.3456787,"('unperceptive', 'insightful')",0.93033254,1.0390903,0.2955784,0.3467058,-0.0511274
26,-0.2909939,-0.43085,"('hardhearted', 'benevolent')",1.8143871,1.7863216,0.7616966,0.6777358,0.0839608
83,0.2899655,0.32410985,"('powerless', 'powerful')",-1.0356039,-0.97706383,-0.3728192,-0.326477,-0.0463422
2,0.27881607,0.4681493,"('unlikable', 'likable')",0.21376005,0.2506938,0.2462881,0.3594216,-0.1131335
60,0.2694362,0.62079304,"('inefficient', 'efficient')",-0.27103418,-0.1020395,-0.000799,0.2593768,-0.2601758
85,0.25515822,0.13209474,"('insignificant', 'prestigious')",1.1693581,1.1471246,0.7122582,0.6396097,0.0726485
30,-0.25221792,-0.2210226,"('intolerant', 'tolerant')",0.8602288,0.80305904,0.3040054,0.2910182,0.0129872
43,-0.2439657,-0.10841845,"('irresponsible', 'responsible')",0.50833267,0.5983445,0.1321835,0.244963,-0.1127795
31,-0.21188161,-0.36975425,"('evil', 'good')",-0.47061437,-0.5547919,-0.341248,-0.4622731,0.1210251
72,-0.21046141,-0.11039337,"('unambitious', 'ambitious')",-0.79811186,-0.6805918,-0.5042866,-0.3954926,-0.108794
12,-0.18298183,-0.25763008,"('unsupportive', 'supportive')",-1.4926076,-1.6008272,-0.8377947,-0.9292287,0.091434
15,0.15186325,0.23822872,"('boring', 'funny')",0.40626866,0.40969253,0.279066,0.3239606,-0.0448946
78,-0.12880602,-0.2978616,"('nonresilient', 'resilient')",0.71028847,0.6302105,0.2907412,0.1661745,0.1245667
36,0.12448649,0.144142,"('hostile', 'amicable')",0.31704754,0.3937501,0.220767,0.2689461,-0.0481791
19,-0.09283047,0.01741366,"('inhospitable', 'hospitable')",0.2820602,0.43539432,0.0946149,0.226404,-0.1317891
48,-0.08476282,-0.1401842,"('unintelligent', 'intelligent')",0.75831246,0.79450065,0.3367748,0.3271582,0.0096166
8,0.07868469,-0.01726237,"('unaffectionate', 'affectionate')",0.9704976,1.0331476,0.5245911,0.5079426,0.0166485
47,0.071543425,0.104258835,"('stupid', 'smart')",4.778004,4.9126096,2.4247737,2.5084343,-0.0836606
34,-0.05265665,-0.14657821,"('mean', 'honorable')",5.6352363,5.901543,2.7912898,2.8774824,-0.0861926
49,0.05194722,0.16875531,"('unable', 'able')",-0.2371074,-0.09762199,-0.0925801,0.0355667,-0.1281468
87,-0.03214021,-0.03878842,"('unsuccessful', 'successful')",1.0166126,1.0986141,0.4922362,0.5299128,-0.0376766
74,0.025864601,-0.004501356,"('undedicated', 'dedicated')",0.20762268,0.20995128,0.1167436,0.102725,0.0140186
9,-0.024736801,-0.14520727,"('unaffectionate', 'caring')",0.98933744,1.1355984,0.4823003,0.4951956,-0.0128953
38,-0.016161006,-0.054825746,"('untruthful', 'truthful')",-0.19901785,-0.074336484,-0.1075894,-0.0645811,-0.0430083
58,0.013273195,0.055600885,"('undiscriminating', 'discriminating')",0.14026949,0.19118837,0.0767713,0.1233946,-0.0466233
