,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
77,-0.19504535,-0.19485818,"('unmotivated', 'motivated')",-1.1972116,-1.0089074,-0.6961285,-0.6018828,-0.0942457
80,0.19360393,0.25192484,"('dominated', 'dominating')",-1.3292928,-1.1932105,-0.5678444,-0.4706428,-0.0972016
20,0.18552715,0.19165394,"('rough', 'thoughtful')",0.931424,0.98765916,0.5584756,0.5896565,-0.0311809
30,-0.18472591,-0.0046907105,"('intolerant', 'tolerant')",1.2652657,1.5064826,0.5402699,0.7508959,-0.210626
64,0.16517463,0.25567752,"('shy', 'confident')",-6.575456,-6.3300014,-3.2051408,-3.0371618,-0.167979
76,0.15750344,0.53616256,"('anxious', 'daring')",0.12514588,0.35187685,0.1413247,0.4440197,-0.302695
85,0.1448081,-0.06316279,"('insignificant', 'prestigious')",0.4764577,0.16517448,0.3106329,0.0510058,0.2596271
54,-0.13601452,-0.2427739,"('incapable', 'capable')",1.3077031,1.3118117,0.5858443,0.5345189,0.0513254
15,-0.124116406,0.029404687,"('boring', 'funny')",0.6416634,0.4899272,0.2587735,0.2596659,-0.0008924
74,-0.12285535,-0.01489526,"('undedicated', 'dedicated')",0.0707174,0.10925291,-0.026069,0.0471788,-0.0732478
62,-0.11405848,0.18032812,"('incompetent', 'brilliant')",0.22697566,0.6415306,0.0564586,0.4109294,-0.3544708
72,0.09264202,0.105250455,"('unambitious', 'ambitious')",-0.75780916,-0.75307226,-0.3325836,-0.3239109,-0.0086727
4,0.084169656,0.0064341426,"('disliked', 'liked')",-6.355597,-6.368736,-3.1357136,-3.1811509,0.0454373
29,0.08321693,0.05696295,"('unfair', 'fair')",-0.30225646,-0.5911565,-0.1095198,-0.2670968,0.157577
26,-0.08290461,-0.14369524,"('hardhearted', 'benevolent')",1.6756165,1.6684005,0.796356,0.7623526,0.0340034
60,0.08255054,0.33840832,"('inefficient', 'efficient')",0.29960173,0.8668501,0.1910761,0.6026292,-0.4115531
17,-0.0700576,0.074910335,"('nasty', 'nice')",-0.50312585,-0.4027481,-0.2865917,-0.1639189,-0.1226728
48,0.03799252,0.3189422,"('unintelligent', 'intelligent')",1.0656955,1.1057284,0.551844,0.7123353,-0.1604913
83,0.030396014,-0.021409543,"('powerless', 'powerful')",-0.8587139,-0.8806136,-0.4141589,-0.4510116,0.0368527
5,0.027301606,-0.23024973,"('distant', 'outgoing')",0.0013985634,-0.20290616,0.0143501,-0.2165779,0.230928
