,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
3,-0.51009524,-0.29758608,"('repellent', 'pleasant')",-0.037213854,0.03555555,-0.2736546,-0.1310153,-0.1426393
87,0.49967223,0.4420124,"('unsuccessful', 'successful')",0.8592685,0.71832246,0.6794704,0.5801674,0.099303
37,0.49532923,0.4379956,"('fake', 'genuine')",0.2526035,0.2787578,0.3739664,0.3583767,0.0155897
85,-0.4457391,-0.99878615,"('insignificant', 'prestigious')",0.8520066,0.6862262,0.2031338,-0.15628,0.3594138
33,0.43397632,0.18195403,"('wrong', 'right')",-0.6580418,-0.7670688,-0.1120327,-0.2925574,0.1805247
54,-0.39166948,-0.50492764,"('incapable', 'capable')",1.0421886,1.1420392,0.3252596,0.3185558,0.0067038
48,-0.38507408,-0.38167995,"('unintelligent', 'intelligent')",1.0570986,1.0604554,0.3360123,0.3393877,-0.0033754
74,-0.36427045,-0.25228506,"('undedicated', 'dedicated')",0.16834292,0.027015634,-0.0979638,-0.1126347,0.0146709
61,-0.3194485,-0.34649843,"('illogical', 'logical')",0.2646851,0.0495278,-0.0273817,-0.1484853,0.1211036
22,-0.31905082,0.051133525,"('untrustworthy', 'trustworthy')",-0.84014016,-0.77211034,-0.5795955,-0.3604884,-0.2191071
27,-0.30937937,-0.26359132,"('hardhearted', 'softhearted')",1.5203527,1.2641828,0.6054867,0.5002958,0.1051909
49,-0.30531892,-0.050148517,"('unable', 'able')",-0.15068528,0.027608149,-0.2280021,-0.0112702,-0.2167319
29,-0.30336705,-0.43994492,"('unfair', 'fair')",-0.4901248,-0.70599556,-0.3967459,-0.5729703,0.1762244
46,-0.30206636,-0.21482754,"('uncompetitive', 'competitive')",-0.35588568,-0.59364873,-0.328976,-0.4042381,0.0752621
83,-0.28256643,-0.30587742,"('powerless', 'powerful')",-1.1584855,-1.0817862,-0.720526,-0.6938318,-0.0266942
52,-0.25337788,-0.6330835,"('irrational', 'rational')",0.21209775,0.15531723,-0.0206401,-0.2388831,0.218243
77,-0.25033656,-0.26055887,"('unmotivated', 'motivated')",-1.2312535,-1.1514025,-0.740795,-0.7059807,-0.0348143
17,-0.24561438,-0.24846606,"('nasty', 'nice')",-0.5729967,-0.46437407,-0.4093055,-0.3564201,-0.0528854
21,0.24228011,0.4296937,"('immoral', 'moral')",-0.3340042,-0.3993337,-0.045862,0.01518,-0.061042
64,0.23087464,0.16894393,"('shy', 'confident')",-5.8951507,-5.9932613,-2.8321381,-2.9121587,0.0800206
60,0.2258827,0.66626024,"('inefficient', 'efficient')",-0.13486998,0.2583812,0.0455064,0.4623207,-0.4168143
59,-0.2160249,-0.36520556,"('foolish', 'wise')",0.21728647,0.23962109,0.0006308,-0.0627922,0.063423
4,0.20403166,0.20448281,"('disliked', 'liked')",-5.68035,-5.8937044,-2.7381592,-2.8446107,0.1064515
88,-0.20345959,-0.46749866,"('low', 'eminent')",0.31597576,0.33545053,0.0562581,-0.0660241,0.1222822
14,-0.18786001,0.06397243,"('antisocial', 'social')",-0.570426,-0.6062607,-0.379143,-0.2711442,-0.1079988
25,-0.18444625,-0.3485706,"('egoistic', 'altruistic')",1.61281,1.64782,0.7141819,0.6496247,0.0645572
68,0.18399136,0.087080196,"('dependent', 'independent')",-0.34597862,-0.62405175,-0.0809936,-0.2684858,0.1874922
65,-0.1809758,-0.057865217,"('insecure', 'secure')",-0.37986198,-0.29928896,-0.2804189,-0.1785771,-0.1018418
16,-0.17633227,-0.37437427,"('unpopular', 'popular')",0.4037733,0.27198485,0.1137205,-0.0511947,0.1649152
55,-0.15280163,0.06613125,"('incompetent', 'clever')",0.28870207,0.09652673,0.0679502,0.081329,-0.0133788
56,-0.14488953,0.23859349,"('impractical', 'practical')",-0.40485746,-0.13450776,-0.2748735,0.0520429,-0.3269164
62,-0.13170138,0.32243294,"('incompetent', 'brilliant')",-0.14228466,0.21924153,-0.136993,0.2708372,-0.4078302
13,-0.12111853,0.14105263,"('impolite', 'polite')",-0.71055883,-0.5587238,-0.4158387,-0.2088356,-0.2070031
70,-0.10254005,0.21104293,"('lethargic', 'energetic')",0.60833275,0.64678335,0.2528963,0.4289131,-0.1760168
15,-0.0838997,-0.09871246,"('boring', 'funny')",0.30891192,0.28957075,0.1125061,0.0954291,0.017077
34,0.08156489,0.17878804,"('mean', 'honorable')",5.702412,5.8248005,2.8919885,3.0017943,-0.1098058
40,0.057261992,-0.12668195,"('stingy', 'generous')",-1.2326126,-1.5483526,-0.5876753,-0.8375173,0.249842
75,-0.03245318,0.14154977,"('meek', 'impulsive')",-0.6730401,-0.49129254,-0.3527466,-0.1748714,-0.1778752
66,0.023567118,-0.34843123,"('inactive', 'active')",0.78917974,0.42671514,0.4063734,0.039142,0.3672314
47,0.022596635,0.17711656,"('stupid', 'smart')",5.0469527,5.2031894,2.5347748,2.6901529,-0.1553781
30,-0.015557282,0.3850819,"('intolerant', 'tolerant')",1.2349861,1.3783594,0.6097144,0.8817207,-0.2720063
