,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
68,-0.7421134,-0.7325554,"('dependent', 'independent')",-0.28100994,-0.26160443,-0.5115617,-0.4970799,-0.0144818
24,-0.7354123,-0.59704095,"('dishonest', 'honest')",1.0063616,1.1537905,0.1354747,0.2783748,-0.1429001
33,0.6949896,0.735395,"('wrong', 'right')",-0.7033455,-0.4730626,-0.0041779,0.1311662,-0.1353441
48,-0.6872053,-0.79015607,"('unintelligent', 'intelligent')",0.6730003,0.5614466,-0.0071025,-0.1143547,0.1072522
66,0.6584616,0.8261369,"('inactive', 'active')",0.5175434,0.8312234,0.5880024,0.8286802,-0.2406778
7,-0.65102786,-0.513174,"('insensitive', 'sensitive')",1.2086691,1.177897,0.2788206,0.3323615,-0.0535409
72,-0.6284396,-0.5001969,"('unambitious', 'ambitious')",-0.43884096,-0.4172281,-0.5336403,-0.4587125,-0.0749278
0,-0.62507045,-0.48155475,"('unsociable', 'sociable')",-0.37248784,-0.49786666,-0.4987791,-0.4897107,-0.0090684
42,0.62259454,0.9631789,"('unreliable', 'reliable')",-2.954094,-2.8940907,-1.1657497,-0.9654559,-0.2002938
40,0.6185807,0.7309364,"('stingy', 'generous')",-0.91060805,-1.0360458,-0.1460137,-0.1525547,0.006541
88,-0.6176631,-0.59487486,"('low', 'eminent')",0.27542272,0.26553416,-0.1711202,-0.1646703,-0.0064499
21,-0.6159644,-0.43578562,"('immoral', 'moral')",-0.61626637,-0.77929264,-0.6161154,-0.6075391,-0.0085763
27,0.56831175,0.7119212,"('hardhearted', 'softhearted')",1.4391123,1.728177,1.0037121,1.2200491,-0.216337
3,-0.5648244,-0.63510686,"('repellent', 'pleasant')",0.5083789,0.34638897,-0.0282227,-0.1443589,0.1161362
65,-0.56212765,-0.536608,"('insecure', 'secure')",-0.09603119,-0.19391772,-0.3290794,-0.3652629,0.0361835
22,-0.53624254,-0.19965729,"('untrustworthy', 'trustworthy')",-0.8097835,-0.58259416,-0.673013,-0.3911257,-0.2818873
67,0.5337657,0.7977673,"('doubtful', 'determined')",-1.0662069,-0.90218663,-0.2662206,-0.0522097,-0.2140109
19,-0.51318544,-0.5624548,"('inhospitable', 'hospitable')",0.0624378,0.3180079,-0.2253738,-0.1222235,-0.1031503
79,-0.4897862,-0.5615024,"('wavering', 'unwavering')",-0.17270133,-0.04478323,-0.3312438,-0.3031428,-0.028101
84,0.48721433,0.41006643,"('inferior', 'superior')",0.6465833,0.68232924,0.5668988,0.5461978,0.020701
47,-0.47800863,-0.225267,"('stupid', 'smart')",5.2501044,5.6228375,2.3860478,2.6987853,-0.3127375
70,-0.47751343,-0.14356543,"('lethargic', 'energetic')",1.1259091,1.0368935,0.3241978,0.446664,-0.1224662
44,0.47399145,0.59514904,"('prejudiced', 'unprejudiced')",-2.1410615,-1.9940262,-0.8335351,-0.6994386,-0.1340965
38,-0.4712338,-0.6381596,"('untruthful', 'truthful')",0.24192643,0.29072112,-0.1146537,-0.1737192,0.0590655
11,-0.46789432,-0.60530734,"('unhelpful', 'helpful')",2.2435815,2.1232083,0.8878436,0.7589505,0.1288931
20,0.43748385,0.64880466,"('rough', 'thoughtful')",0.7693998,0.9211127,0.6034418,0.7849587,-0.1815169
1,-0.4284014,-0.58097017,"('unfriendly', 'friendly')",1.5773768,1.9520464,0.5744877,0.6855381,-0.1110504
18,-0.42703837,-0.25819632,"('disagreeable', 'welcoming')",-0.31861904,-0.16208464,-0.3728287,-0.2101405,-0.1626882
17,0.41264692,0.6050518,"('nasty', 'nice')",-0.89375377,-0.60374874,-0.2405534,0.0006515,-0.2412049
50,0.39713258,0.10545744,"('clumsy', 'skillful')",0.29942608,0.28453848,0.3482793,0.194998,0.1532813
35,0.39349252,0.4084468,"('corrupt', 'incorrupt')",-0.67268085,-0.3124028,-0.1395942,0.048022,-0.1876162
56,-0.39202636,-0.10129384,"('impractical', 'practical')",0.21310937,0.036845416,-0.0894585,-0.0322242,-0.0572343
58,0.38998196,0.49716723,"('undiscriminating', 'discriminating')",0.38201892,0.4883622,0.3860005,0.4927647,-0.1067642
71,0.36984068,0.349763,"('diffident', 'self-confident')",0.09840768,0.32859454,0.2341242,0.3391788,-0.1050546
4,0.34938037,0.413285,"('disliked', 'liked')",-6.1747327,-6.430498,-2.9126761,-3.0086067,0.0959306
36,0.3443405,0.06782707,"('hostile', 'amicable')",-0.32383576,-0.046393942,0.0102524,0.0107166,-0.0004642
62,0.33927724,0.3824163,"('incompetent', 'brilliant')",0.7632401,0.5332643,0.5512587,0.4578403,0.0934184
5,0.33868206,0.44485298,"('distant', 'outgoing')",-0.5570308,-0.20685133,-0.1091744,0.1190008,-0.2281752
52,0.3233033,0.02398996,"('irrational', 'rational')",-0.3430242,-0.110713646,-0.0098604,-0.0433618,0.0335014
59,0.31648326,0.25765473,"('foolish', 'wise')",0.13724764,0.4412255,0.2268654,0.3494401,-0.1225747
32,-0.3114712,-0.29426414,"('unkind', 'kind')",1.021426,1.0920999,0.3549774,0.3989179,-0.0439405
81,-0.25794595,-0.19048873,"('submissive', 'aggressive')",-0.35972047,-0.72424215,-0.3088332,-0.4573655,0.1485323
14,0.23964594,0.6976431,"('antisocial', 'social')",-0.6620392,-0.7369598,-0.2111966,-0.0196584,-0.1915382
31,0.2378855,0.2207195,"('evil', 'good')",-1.1734825,-0.9058338,-0.4677985,-0.3425571,-0.1252414
61,-0.23759302,-0.2870707,"('illogical', 'logical')",0.31984457,0.29399148,0.0411258,0.0034604,0.0376654
75,0.22983202,0.33587632,"('meek', 'impulsive')",-0.4984777,-0.38867047,-0.1343228,-0.0263971,-0.1079257
80,0.20477545,0.2815072,"('dominated', 'dominating')",-0.80712545,-0.8368848,-0.301175,-0.2776888,-0.0234862
9,-0.19821717,-0.38243386,"('unaffectionate', 'caring')",1.3144797,1.5236657,0.5581313,0.5706159,-0.0124846
41,0.18287313,0.27827626,"('unforgiving', 'forgiving')",0.22299485,0.23210038,0.202934,0.2551883,-0.0522543
12,0.16602588,0.3601863,"('unsupportive', 'supportive')",-1.1487701,-1.2057185,-0.4913721,-0.4227661,-0.068606
15,0.16500776,0.3330939,"('boring', 'funny')",0.45432803,0.6744339,0.3096679,0.5037639,-0.194096
29,0.14848857,0.36952874,"('unfair', 'fair')",-0.531537,-0.22901969,-0.1915242,0.0702545,-0.2617787
37,-0.14106604,-0.03422594,"('fake', 'genuine')",0.55139077,0.7332075,0.2051624,0.3494908,-0.1443284
60,-0.13470504,-0.011034649,"('inefficient', 'efficient')",0.22857264,-0.015067015,0.0469338,-0.0130508,0.0599846
77,-0.124214694,-0.29845914,"('unmotivated', 'motivated')",-1.2447629,-1.5352104,-0.6844888,-0.9168348,0.232346
76,-0.11703485,0.34589428,"('anxious', 'daring')",0.11369722,0.19770673,-0.0016688,0.2718005,-0.2734693
74,-0.10864401,0.07665393,"('undedicated', 'dedicated')",0.43397915,0.57038605,0.1626676,0.32352,-0.1608524
16,-0.09958498,-0.022204734,"('unpopular', 'popular')",0.16701019,0.22325774,0.0337126,0.1005265,-0.0668139
54,-0.09759268,-0.24797003,"('incapable', 'capable')",1.0407014,1.224779,0.4715543,0.4884045,-0.0168502
34,0.077335484,0.040380307,"('mean', 'honorable')",6.418832,6.4359336,3.2480836,3.238157,0.0099266
64,-0.0726586,0.1550871,"('shy', 'confident')",-6.6192565,-6.8610406,-3.3459575,-3.3529768,0.0070193
6,-0.055924125,-0.07441615,"('distant', 'open')",-0.12026027,0.277109,-0.0880922,0.1013464,-0.1894386
63,0.04923613,-0.0030612051,"('unperceptive', 'insightful')",1.7478291,1.5976291,0.8985326,0.7972839,0.1012487
30,-0.04375402,0.15342999,"('intolerant', 'tolerant')",1.2213753,1.2524433,0.5888107,0.7029366,-0.1141259
78,-0.006728936,-0.212728,"('nonresilient', 'resilient')",0.20747423,0.06380668,0.1003726,-0.0744607,0.1748333
