,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
35,-0.49583128,-0.5755807,"('corrupt', 'incorrupt')",-1.5015756,-2.0702696,-0.54107016,-0.8377705,-0.846159,-1.1612069,0.3150479
12,-0.49112862,-0.33962947,"('unsupportive', 'supportive')",0.010906412,0.38305143,-1.4759603,-1.4266535,-0.6520608,-0.4610772,-0.1909836
22,0.47947896,0.41490382,"('untrustworthy', 'trustworthy')",0.13447581,0.3759585,-0.54780376,-0.49927363,0.0220503,0.0971962,-0.0751459
25,-0.45444185,-0.31158933,"('egoistic', 'altruistic')",-0.6423953,-0.9421978,1.0284164,0.8875082,-0.0228069,-0.122093,0.0992861
45,-0.4534778,-0.42384067,"('incompetent', 'competent')",0.12192591,0.5351851,0.05660154,0.034548134,-0.0916501,0.0486309,-0.140281
28,-0.4512347,-0.24063309,"('disloyal', 'loyal')",-0.33090326,-0.034816764,0.94066757,0.72684216,0.0528432,0.1504641,-0.0976209
24,0.43127802,0.33950529,"('dishonest', 'honest')",-0.7927102,-0.639557,0.9182702,0.7548558,0.1856127,0.1516014,0.0340113
69,-0.43022698,-0.53908944,"('lazy', 'industrious')",1.1781901,0.6657524,-0.20210943,-0.27156472,0.1819512,-0.0483006,0.2302518
29,-0.39451814,-0.38433847,"('unfair', 'fair')",-1.1761733,-1.0836071,-0.716839,-0.8084648,-0.7625101,-0.7588034,-0.0037067
40,-0.36830837,-0.13629459,"('stingy', 'generous')",-0.79133266,-0.57919085,-1.3547873,-1.3942915,-0.8381428,-0.703259,-0.1348838
47,0.36163864,0.34584433,"('stupid', 'smart')",1.0365468,1.2217364,5.511732,5.4716306,2.3033059,2.3464038,-0.0430979
26,-0.34917653,-0.4524481,"('hardhearted', 'benevolent')",-0.16811392,-0.5085104,1.2427647,0.77249193,0.2418247,-0.0628222,0.3046469
17,-0.33394077,-0.55849916,"('nasty', 'nice')",-0.74067914,-0.8445772,-0.30623168,-0.70882267,-0.4602838,-0.7039664,0.2436826
41,-0.3246667,-0.49348602,"('unforgiving', 'forgiving')",-0.52660626,-0.5347945,0.33206487,0.21433637,-0.1730694,-0.2713147,0.0982453
33,-0.32307515,-0.21412519,"('wrong', 'right')",-0.3103426,-0.6796184,-0.71249396,-0.7952121,-0.4486372,-0.5629853,0.1143481
49,0.3214598,0.49997878,"('unable', 'able')",-0.18011904,0.25060308,0.3902675,0.5095329,0.1772027,0.4200383,-0.2428356
42,0.31118473,0.50281745,"('unreliable', 'reliable')",-0.19507416,0.38117328,-2.7738318,-2.5712905,-0.8859071,-0.5624332,-0.3234739
34,-0.25714752,-0.29935178,"('mean', 'honorable')",-0.16723742,-0.07275469,5.949449,5.976441,1.841688,1.8681115,-0.0264235
72,-0.23577063,-0.26750958,"('unambitious', 'ambitious')",-0.21434678,-0.2522897,-1.0941316,-1.0980808,-0.5147497,-0.5392934,0.0245437
84,0.23406076,0.38154346,"('inferior', 'superior')",-0.33394617,-0.30586943,1.0914379,1.0089651,0.3305175,0.3615464,-0.0310289
74,-0.18231225,-0.14084613,"('undedicated', 'dedicated')",0.57054555,0.73542285,-0.023844816,-0.22381067,0.1214628,0.1235887,-0.0021259
32,-0.17942019,-0.2953401,"('unkind', 'kind')",0.56969976,0.9543045,0.93886334,0.78834206,0.4430476,0.4824355,-0.0393879
50,0.17550835,0.26346806,"('clumsy', 'skillful')",0.8447722,0.80781007,0.16911608,0.050443828,0.3964655,0.3739073,0.0225582
20,-0.166906,-0.01013617,"('rough', 'thoughtful')",0.079650536,0.09385578,0.9093087,0.67925173,0.2740177,0.2543238,0.0196939
11,-0.14664124,-0.05230341,"('unhelpful', 'helpful')",1.0980021,1.2886539,2.210126,2.0023623,1.0538289,1.0795709,-0.025742
48,0.1460439,0.3821967,"('unintelligent', 'intelligent')",0.23695044,0.6161465,0.9299971,0.6170787,0.4376638,0.538474,-0.1008102
15,-0.14396527,-0.5712418,"('boring', 'funny')",0.19652891,0.027116168,0.59107035,0.4912386,0.2145447,-0.017629,0.2321737
7,0.13903771,0.1539757,"('insensitive', 'sensitive')",0.1971968,0.7526353,0.93476254,0.9538301,0.4236657,0.620147,-0.1964813
75,-0.13571584,-0.14494233,"('meek', 'impulsive')",-0.42044798,-0.9680203,-0.5146365,-0.52863,-0.3569334,-0.5471975,0.1902641
82,0.12644917,0.34068522,"('poor', 'rich')",-0.13023871,0.13502619,6.1281633,6.2125983,2.041458,2.2294366,-0.1879786
87,-0.11700663,-0.10716651,"('unsuccessful', 'successful')",0.4914225,0.8989336,0.6894839,0.7533937,0.3546333,0.5150536,-0.1604203
3,-0.11496221,-0.05841093,"('repellent', 'pleasant')",-0.14205194,0.25294656,0.27357313,0.3862066,0.0055197,0.1935807,-0.188061
70,-0.11228004,0.064982116,"('lethargic', 'energetic')",0.31366247,0.7965542,0.9903438,1.0977012,0.3972421,0.6530792,-0.2558371
68,-0.10488785,-0.010784935,"('dependent', 'independent')",-0.09449842,0.15226796,-0.10460615,0.017853163,-0.1013308,0.0531121,-0.1544429
18,-0.10216572,-0.13298054,"('disagreeable', 'welcoming')",-0.2882075,-0.2010724,0.055127367,-0.08059889,-0.1117486,-0.1382173,0.0264687
23,-0.099095404,-0.24947628,"('insincere', 'sincere')",0.15026048,0.4189058,5.630065,5.436688,1.8937434,1.8687057,0.0250377
59,0.07380172,0.057723075,"('foolish', 'wise')",-0.18426202,-0.68026733,0.16158542,-0.08006199,0.0170417,-0.2342021,0.2512438
43,0.02337069,-0.07432342,"('irresponsible', 'responsible')",-0.32761377,0.011595907,0.51933825,0.31839177,0.0716984,0.0852214,-0.013523
46,0.010403933,0.47811642,"('uncompetitive', 'competitive')",-0.1611746,0.53184974,-0.22184978,-0.09917566,-0.1242068,0.3035968,-0.4278036
