,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
22,0.4670332,0.7464745,"('untrustworthy', 'trustworthy')",-0.7639647,-0.7403206,-0.3459901,-0.03528494,-0.2143072,-0.0097104,-0.2045968
39,0.44997516,0.33068532,"('exploitative', 'cooperative')",-0.4702881,-0.9868524,-0.094120085,-0.21726996,-0.0381443,-0.2911457,0.2530014
15,-0.4407169,-0.49274164,"('boring', 'funny')",0.20687626,0.31038716,-0.18810157,-0.13770542,-0.1406474,-0.1066866,-0.0339608
68,0.39973772,0.2800516,"('dependent', 'independent')",0.54602087,0.43859896,-0.29803324,-0.3516588,0.2159084,0.1223306,0.0935778
47,-0.3023519,-0.20560513,"('stupid', 'smart')",-0.61708915,-0.8631912,5.4436917,5.2634783,1.5080835,1.3982274,0.1098561
58,-0.3016753,0.0030143484,"('undiscriminating', 'discriminating')",-0.4117848,-0.012009533,0.003735249,0.14904206,-0.2365749,0.0466823,-0.2832572
45,0.26899135,0.48739266,"('incompetent', 'competent')",-1.2506582,-1.2869475,-0.06908047,-0.11143701,-0.3502491,-0.3036639,-0.0465852
18,0.25936538,0.2562084,"('disagreeable', 'welcoming')",0.5047131,0.5105617,-0.9068831,-1.0006814,-0.0476015,-0.0779704,0.0303689
64,0.1957272,0.33392486,"('shy', 'confident')",-0.24797662,-0.38683367,-5.91128,-5.6123967,-1.9878432,-1.8884352,-0.099408
73,-0.1861445,-0.29166,"('helpless', 'self-reliant')",1.2462102,1.2918899,-3.2431753,-3.1025798,-0.7277032,-0.7007833,-0.0269199
88,0.11127952,0.036356967,"('low', 'eminent')",-1.1296432,-1.060149,-0.6378004,-0.64168113,-0.5520547,-0.5551577,0.003103
53,0.07697121,0.15038654,"('uncreative', 'creative')",-1.9790124,-1.8391663,0.27735746,0.15393376,-0.5415612,-0.5116153,-0.0299459
50,-0.041419238,-0.18811822,"('clumsy', 'skillful')",0.41921663,0.1959903,0.45046157,0.37142688,0.2760863,0.126433,0.1496533
54,0.033188067,0.02890902,"('incapable', 'capable')",-0.25628385,-0.38981858,0.7803795,0.71195227,0.1857612,0.1170142,0.068747
