,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
44,-0.63227457,-0.7724286,"('prejudiced', 'unprejudiced')",0.7924567,0.6089911,-0.9191388,-0.6574816,-2.062188,-2.021685,-0.7052861,-0.710651,0.0053649
62,0.630984,0.13977584,"('incompetent', 'brilliant')",-0.392137,-0.5747657,1.9673808,1.8115212,1.46317,1.2136736,0.9173495,0.6475512,0.2697983
50,-0.6190522,-0.21750854,"('clumsy', 'skillful')",-0.085002206,0.23272128,-0.033791892,-0.0327557,0.66793215,0.8440098,-0.0174785,0.2066167,-0.2240952
83,-0.59126693,-0.5835056,"('powerless', 'powerful')",0.3760312,0.25125733,-0.96821153,-1.0187912,-1.1275407,-1.127091,-0.577747,-0.6195326,0.0417856
72,0.59047025,0.54491186,"('unambitious', 'ambitious')",-0.6597557,-0.79764533,0.75342864,0.8552168,1.0547179,0.9335752,0.4347153,0.3840146,0.0507007
47,-0.5848018,-0.81737494,"('stupid', 'smart')",-0.0021693818,-0.031378955,1.101695,0.99260706,5.0139384,5.358011,1.3821656,1.375466,0.0066996
54,-0.5627328,-0.6293115,"('incapable', 'capable')",0.115845434,0.13422313,0.34297496,0.14990744,1.1686639,1.3863198,0.2661878,0.2602847,0.0059031
26,0.55407494,1.107963,"('hardhearted', 'benevolent')",0.77229,0.9450156,0.70224255,0.71260774,0.7608543,0.90510017,0.6973655,0.9176716,-0.2203061
11,0.50577784,0.30285448,"('unhelpful', 'helpful')",-0.9558142,-0.93666583,1.2023405,1.2693937,2.1367009,2.1706047,0.7222512,0.7015468,0.0207044
23,0.49553084,0.8005314,"('insincere', 'sincere')",-0.59746957,-0.3987635,0.79497397,1.037642,5.5587206,6.0118947,1.5629389,1.8628261,-0.2998872
35,-0.49120158,-0.6568788,"('corrupt', 'incorrupt')",1.3712953,1.2595214,-2.0900886,-2.4602258,-0.9723031,-0.9930789,-0.5455745,-0.7126656,0.1670911
57,-0.4904633,-0.5805182,"('unimaginative', 'imaginative')",-1.1333352,-1.0219432,0.8669266,0.43172547,-2.1591651,-2.6530921,-0.7290093,-0.955957,0.2269477
79,0.48332345,0.5095359,"('wavering', 'unwavering')",0.08390802,0.04150833,0.09231523,-0.4321542,0.17812708,-0.00087573007,0.2094184,0.0295036,0.1799148
78,-0.46078965,-0.16062352,"('nonresilient', 'resilient')",-0.3432561,-0.22069913,0.02253635,0.08277929,0.4303765,0.034774274,-0.0877832,-0.0659423,-0.0218409
63,0.46044028,0.42114902,"('unperceptive', 'insightful')",-0.5903802,-0.6088553,0.57368565,0.51756084,1.5302336,1.1735345,0.4934948,0.3758473,0.1176475
48,-0.45883256,-0.06034557,"('unintelligent', 'intelligent')",-1.932033,-1.6115083,-0.3997578,-0.16441223,0.9253997,0.9157723,-0.4663059,-0.2301234,-0.2361825
3,-0.45581394,-0.061120927,"('repellent', 'pleasant')",-0.352227,-0.13181718,1.3425115,1.363958,1.4728012,1.5383233,0.5018179,0.6773358,-0.1755179
14,0.45507064,0.5465718,"('antisocial', 'social')",-0.046994027,0.052966163,1.4732721,1.6691594,-0.39003733,-0.47176796,0.3728279,0.4492323,-0.0764044
13,0.3993525,0.15897277,"('impolite', 'polite')",-0.073216334,0.021642875,0.13526845,0.20679021,0.26212093,0.19896546,0.1808814,0.1465928,0.0342886
20,-0.38605553,-0.37150466,"('rough', 'thoughtful')",-0.2176406,-0.048874293,-0.11535224,-0.20710658,0.15097994,0.20266134,-0.1420171,-0.106206,-0.0358111
66,0.38407263,-0.22465247,"('inactive', 'active')",1.1813546,0.87078965,0.12177883,-0.39890683,0.7815105,0.70910203,0.6171792,0.2390831,0.3780961
75,-0.38270834,-0.81487364,"('meek', 'impulsive')",1.144168,0.75816894,-0.79106575,-1.013476,-0.4744223,-0.61343706,-0.1260071,-0.4209044,0.2948973
41,0.36375457,0.7755935,"('unforgiving', 'forgiving')",0.25050178,0.34087372,0.58519745,0.4820128,0.6552954,0.4688999,0.4636873,0.516845,-0.0531577
45,-0.34818983,-0.6108979,"('incompetent', 'competent')",-1.7524276,-1.7989379,1.4546301,1.1598918,1.2877584,0.9311206,0.1604428,-0.0797058,0.2401486
60,0.34090582,0.46764734,"('inefficient', 'efficient')",-0.8085673,-0.50159246,0.99517494,1.4130505,0.49186334,0.38974345,0.2548442,0.4422122,-0.187368
17,-0.34048578,-0.5031675,"('nasty', 'nice')",0.44758147,0.5022697,-0.44188225,-0.563968,-0.75538063,-0.73716104,-0.2725418,-0.3255067,0.0529649
8,-0.33822754,-0.3084036,"('unaffectionate', 'affectionate')",-1.1057926,-1.0434636,-0.18905406,-0.4334433,0.13213778,0.24716046,-0.3752341,-0.3845375,0.0093034
37,-0.31263375,-0.46270964,"('fake', 'genuine')",-1.4710383,-1.2621925,-0.03069862,-0.26822948,0.5787485,0.42760038,-0.3089055,-0.3913828,0.0824773
87,0.3003082,-0.04873302,"('unsuccessful', 'successful')",0.7109351,0.655159,1.862314,1.8471507,1.1102954,1.1406974,0.9959632,0.8985685,0.0973947
51,0.28388909,0.5172118,"('uneducated', 'educated')",-1.589283,-1.3056133,2.3603132,2.26304,0.37555277,0.34941763,0.357618,0.456014,-0.098396
58,-0.27010822,-0.41361544,"('undiscriminating', 'discriminating')",0.4573523,0.4415341,-0.35820436,-0.5519746,0.17980447,-0.20378183,0.002211,-0.1819595,0.1841705
33,0.26626554,0.111638024,"('wrong', 'right')",1.1217095,1.095445,0.41892588,0.44576165,-0.2575221,-0.24955413,0.3873447,0.3508227,0.036522
46,-0.25759807,-0.3853654,"('uncompetitive', 'competitive')",-1.0496756,-0.92260575,0.0111652445,0.06889354,0.28504395,-0.0138002075,-0.2527661,-0.3132195,0.0604534
34,-0.22370586,-0.24976668,"('mean', 'honorable')",0.17965902,0.288438,0.52376395,0.4870896,4.672156,4.9563155,1.2879683,1.3705192,-0.0825509
65,0.2010189,0.33784455,"('insecure', 'secure')",-0.82238436,-0.6011672,0.95655453,1.2057616,0.40407515,0.46308842,0.1848161,0.3513818,-0.1665657
15,0.19953899,0.18361026,"('boring', 'funny')",0.9564589,0.91267526,1.0262483,0.8375973,-0.073345676,-0.086050496,0.5272251,0.4619581,0.065267
64,-0.19548163,-0.39784187,"('shy', 'confident')",-0.3433088,-0.41949475,-0.22440958,-0.17325157,-5.3025956,-5.731158,-1.516449,-1.6804365,0.1639875
69,0.1785787,0.29187667,"('lazy', 'industrious')",2.5720859,2.5779343,-0.77333194,-0.89633226,-0.95421576,-0.8862334,0.2557792,0.2718114,-0.0160322
55,-0.17372465,-0.17634761,"('incompetent', 'clever')",-2.1802905,-1.9843504,1.1237882,1.181997,0.6081953,0.37977016,-0.1555079,-0.1497327,-0.0057752
81,0.16553451,0.28014538,"('submissive', 'aggressive')",-0.8914201,-0.8835823,0.672936,1.154827,-0.036326826,0.16525164,-0.0223191,0.1791604,-0.2014795
21,-0.15160993,0.35030144,"('immoral', 'moral')",-1.2217611,-0.8128298,1.0183603,1.3860629,0.38296857,0.2898953,0.0069895,0.3033575,-0.296368
67,0.14142346,0.039942812,"('doubtful', 'determined')",1.0013887,0.8645579,-0.15553541,0.19921207,-0.98815286,-0.8417682,-0.000219,0.0654861,-0.0657051
10,-0.13810365,0.0030835345,"('unsympathetic', 'sympathetic')",-2.4497101,-2.0733082,0.68739164,0.66970384,0.874644,0.5513582,-0.2564446,-0.2122907,-0.0441539
9,-0.11210535,0.10747349,"('unaffectionate', 'caring')",-0.38723114,-0.28740066,0.11377931,0.061240997,1.2215662,1.3776777,0.2090023,0.3147479,-0.1057456
27,-0.097459145,0.07012226,"('hardhearted', 'softhearted')",-0.5327983,-0.32542408,-0.6548801,-0.7490026,0.85552514,1.0047922,-0.1074031,0.000122,-0.1075251
71,0.093092784,0.115930885,"('diffident', 'self-confident')",0.33051062,0.2701776,-0.16711748,-0.2873281,-0.3097532,-0.30059868,-0.0133168,-0.0504546,0.0371378
28,-0.09127098,0.14082508,"('disloyal', 'loyal')",-1.4408273,-1.3225749,0.9260466,0.77096754,1.7734684,1.7004211,0.2918542,0.3224097,-0.0305555
22,-0.087163545,-0.42874083,"('untrustworthy', 'trustworthy')",-1.0871141,-1.1442406,0.9633045,0.6336576,-0.3990526,-0.7108329,-0.1525064,-0.4125392,0.2600328
30,0.08016881,0.074759535,"('intolerant', 'tolerant')",-0.6593513,-0.33476156,-0.3528486,0.004306499,-0.055642493,0.33038297,-0.2469184,0.0186719,-0.2655903
32,0.07122704,0.43055767,"('unkind', 'kind')",-0.08233264,0.20933458,1.2723758,1.4908441,1.2438275,1.2666066,0.6262744,0.8493357,-0.2230613
59,0.065288045,0.21807477,"('foolish', 'wise')",0.084901385,0.0398657,-0.030611768,0.040348664,0.89290494,1.1689888,0.2531207,0.3668195,-0.1136988
24,0.050309807,-0.12048784,"('dishonest', 'honest')",-1.5487415,-1.7507716,-0.35720503,-0.74904233,1.2071626,1.0643821,-0.1621185,-0.3889799,0.2268614
18,0.03764768,0.4943798,"('disagreeable', 'welcoming')",-0.12413101,0.027224787,-0.49718785,-0.36011708,-0.6333969,-0.51544636,-0.304267,-0.0884897,-0.2157773
0,-0.03316109,0.013481364,"('unsociable', 'sociable')",-0.58595735,-0.4425106,1.2718545,1.3682084,0.16303994,-0.024357092,0.203944,0.2287055,-0.0247615
86,0.030891549,0.34900275,"('uninfluential', 'influential')",-2.2774992,-2.0437384,0.22046837,0.17027347,0.94264823,0.7106879,-0.2708728,-0.2034436,-0.0674292
4,-0.0003009718,-0.034961157,"('disliked', 'liked')",0.46613702,0.3228584,0.46431315,0.052253075,-5.5574393,-6.1627865,-1.1568226,-1.455659,0.2988364
