,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-0.32323483,-0.14908066,"('distant', 'open')",-1.7751983,-1.6902835,-1.0492166,-0.9196821,-0.1295345
27,-0.30924883,-0.15953062,"('hardhearted', 'softhearted')",0.5486421,0.7045781,0.1196966,0.2725237,-0.1528271
84,0.30210185,0.32644308,"('inferior', 'superior')",0.87830037,0.8444542,0.5902011,0.5854486,0.0047525
33,0.29587445,0.4227689,"('wrong', 'right')",-1.2191657,-1.092545,-0.4616456,-0.3348881,-0.1267575
19,-0.27976003,-0.018610198,"('inhospitable', 'hospitable')",-0.45382226,-0.44809917,-0.3667911,-0.2333547,-0.1334364
3,0.27972946,-0.019067135,"('repellent', 'pleasant')",1.2727189,1.1637475,0.7762242,0.5723402,0.203884
55,0.26901296,0.6152357,"('incompetent', 'clever')",1.3696387,1.4374994,0.8193258,1.0263675,-0.2070417
83,0.25911146,0.54209775,"('powerless', 'powerful')",-0.5183489,-0.3185671,-0.1296187,0.1117653,-0.241384
86,0.25642967,0.36301923,"('uninfluential', 'influential')",0.40659901,0.455158,0.3315144,0.4090886,-0.0775742
85,-0.23481826,-0.050944597,"('insignificant', 'prestigious')",-1.299448,-1.4405886,-0.7671331,-0.7457666,-0.0213665
26,0.2338274,0.560729,"('hardhearted', 'benevolent')",0.7647077,0.7808779,0.4992675,0.6708034,-0.1715359
38,0.2313577,0.08276266,"('untruthful', 'truthful')",-0.4870147,-0.53212863,-0.1278285,-0.224683,0.0968545
53,-0.23089808,-0.13475037,"('uncreative', 'creative')",0.232989,0.22427422,0.0010455,0.0447619,-0.0437164
77,-0.21892306,-0.54262906,"('unmotivated', 'motivated')",-0.35445803,-0.3036585,-0.2866905,-0.4231438,0.1364533
72,-0.20446639,0.044959553,"('unambitious', 'ambitious')",-0.51729864,-0.30700228,-0.3608825,-0.1310214,-0.2298611
88,0.20270264,0.17431693,"('low', 'eminent')",-0.24820976,-0.22782925,-0.0227536,-0.0267562,0.0040026
5,-0.20115565,-0.030766513,"('distant', 'outgoing')",-1.7147993,-1.6446139,-0.9579775,-0.8376902,-0.1202873
82,0.20114791,0.046020743,"('poor', 'rich')",6.9427776,6.8171363,3.5719628,3.4315784,0.1403844
68,-0.19480091,-0.25360027,"('dependent', 'independent')",-0.51862836,-0.5607994,-0.3567146,-0.4071999,0.0504853
14,-0.18757233,0.18539588,"('antisocial', 'social')",0.2141662,0.45101115,0.0132969,0.3182035,-0.3049066
47,-0.18574035,0.20764136,"('stupid', 'smart')",4.734758,5.170408,2.2745087,2.6890244,-0.4145157
32,0.17601162,0.07217797,"('unkind', 'kind')",0.8872669,0.91544545,0.5316392,0.4938117,0.0378275
70,-0.1657601,-0.24755302,"('lethargic', 'energetic')",1.441338,1.4676863,0.6377889,0.6100667,0.0277222
1,-0.15483788,-0.044871345,"('unfriendly', 'friendly')",0.1484846,0.13389425,-0.0031766,0.0445115,-0.0476881
7,-0.14517938,-0.38152456,"('insensitive', 'sensitive')",1.0319309,1.0359651,0.4433758,0.3272203,0.1161555
52,-0.13261601,0.13454397,"('irrational', 'rational')",-1.1661153,-1.2041534,-0.6493657,-0.5348047,-0.114561
21,-0.13167632,-0.13937198,"('immoral', 'moral')",0.113924965,0.18094414,-0.0088757,0.0207861,-0.0296618
15,0.11169058,0.116100796,"('boring', 'funny')",-0.57999027,-0.3819075,-0.2341498,-0.1329034,-0.1012464
63,-0.10521312,-0.34081098,"('unperceptive', 'insightful')",1.2491547,1.1287932,0.5719708,0.3939911,0.1779797
20,0.098147556,0.40271062,"('rough', 'thoughtful')",0.79803324,0.8981331,0.4480904,0.6504219,-0.2023315
65,-0.09058541,-0.11745712,"('insecure', 'secure')",0.51458263,0.56092393,0.2119986,0.2217334,-0.0097348
12,0.086008176,0.15173873,"('unsupportive', 'supportive')",-1.8775208,-1.8558793,-0.8957563,-0.8520703,-0.043686
56,-0.078179136,-0.12861726,"('impractical', 'practical')",-0.27434787,-0.20058313,-0.1762635,-0.1646002,-0.0116633
37,-0.076480515,-0.12548852,"('fake', 'genuine')",0.16576098,0.32014683,0.0446402,0.0973292,-0.052689
74,-0.061966695,0.17005104,"('undedicated', 'dedicated')",-0.08902168,-0.09667126,-0.0754942,0.0366899,-0.1121841
79,-0.057830274,-0.1776865,"('wavering', 'unwavering')",-0.49099982,-0.5852099,-0.274415,-0.3814482,0.1070332
76,0.054153264,0.051614624,"('anxious', 'daring')",0.60742515,0.72665226,0.3307892,0.3891335,-0.0583443
11,-0.047159918,-0.263086,"('unhelpful', 'helpful')",2.0688114,2.0939732,1.0108258,0.9154436,0.0953822
80,-0.026859589,-0.1060725,"('dominated', 'dominating')",0.39836138,0.49164045,0.1857509,0.192784,-0.0070331
8,-0.01939866,0.1676286,"('unaffectionate', 'affectionate')",-0.1869041,-0.11106846,-0.1031514,0.0282801,-0.1314315
28,-0.019148905,-0.032229465,"('disloyal', 'loyal')",1.445766,1.4176525,0.7133085,0.6927115,0.020597
35,0.010174975,0.14721225,"('corrupt', 'incorrupt')",-1.5938511,-1.4243561,-0.791838,-0.6385719,-0.1532661
81,-0.009616453,-0.09391372,"('submissive', 'aggressive')",0.09822048,0.12655397,0.044302,0.0163201,0.0279819
