,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
78,-0.9867625,-0.85450405,"('nonresilient', 'resilient')",-0.689394,-0.5939824,-0.8380783,-0.7242432,-0.1138351
81,-0.9471377,-0.90218806,"('submissive', 'aggressive')",-1.6460179,-1.7267034,-1.2965778,-1.3144457,0.0178679
41,-0.9072693,-0.8687374,"('unforgiving', 'forgiving')",-1.3482445,-1.23689,-1.127757,-1.0528136,-0.0749434
35,0.8632827,0.71749014,"('corrupt', 'incorrupt')",1.1048316,1.1303961,0.9840571,0.9239432,0.0601139
12,-0.8588816,-0.74720466,"('unsupportive', 'supportive')",-1.3205937,-1.2090645,-1.0897377,-0.9781346,-0.1116031
38,-0.8105133,-0.6499386,"('untruthful', 'truthful')",-1.4313527,-1.2795975,-1.1209331,-0.9647681,-0.156165
63,-0.8070005,-0.5476429,"('unperceptive', 'insightful')",-1.0734695,-0.8733402,-0.940235,-0.7104915,-0.2297435
48,-0.801023,-0.7430067,"('unintelligent', 'intelligent')",-0.9787538,-0.9039669,-0.8898884,-0.8234868,-0.0664016
47,-0.7837994,-0.8950392,"('stupid', 'smart')",-0.9543374,-0.9886825,-0.8690684,-0.9418609,0.0727925
46,-0.781856,-0.57776046,"('uncompetitive', 'competitive')",-1.8502433,-1.7792588,-1.3160497,-1.1785097,-0.13754
18,-0.7678728,-0.8968659,"('disagreeable', 'welcoming')",0.5730554,0.46311033,-0.0974087,-0.2168778,0.1194691
6,0.7279305,0.8322017,"('distant', 'open')",2.0343204,2.2518616,1.3811255,1.5420316,-0.1609061
77,-0.7074137,-0.7544788,"('unmotivated', 'motivated')",-0.5472552,-0.61967134,-0.6273345,-0.6870751,0.0597406
2,0.68462807,0.43255183,"('unlikable', 'likable')",1.8364363,1.6548775,1.2605321,1.0437146,0.2168175
14,-0.6789556,-0.70128393,"('antisocial', 'social')",-1.5126786,-1.6800513,-1.0958171,-1.1906676,0.0948505
22,-0.664291,-0.65836436,"('untrustworthy', 'trustworthy')",-1.3241371,-1.3058684,-0.9942141,-0.9821163,-0.0120978
34,-0.63083106,-0.48587722,"('mean', 'honorable')",-0.7180206,-0.57025564,-0.6744258,-0.5280664,-0.1463594
67,-0.6193664,-0.61137855,"('doubtful', 'determined')",-0.5280808,-0.6298749,-0.5737236,-0.6206267,0.0469031
33,0.61237746,0.49792227,"('wrong', 'right')",1.5182655,1.5899621,1.0653214,1.0439422,0.0213792
40,0.61097765,0.7071174,"('stingy', 'generous')",-0.49617532,-0.2976681,0.0574012,0.2047246,-0.1473234
44,0.59172654,0.31520402,"('prejudiced', 'unprejudiced')",0.6416071,0.39185163,0.6166668,0.3535278,0.263139
29,0.58758056,0.5571808,"('unfair', 'fair')",0.79955196,0.7316746,0.6935663,0.6444277,0.0491386
32,-0.580263,-0.7513277,"('unkind', 'kind')",-0.4660543,-0.5787429,-0.5231587,-0.6650353,0.1418766
49,-0.5593814,-0.51337045,"('unable', 'able')",-0.39790055,-0.3603489,-0.478641,-0.4368597,-0.0417813
87,0.55530953,0.62001085,"('unsuccessful', 'successful')",1.0400639,0.919087,0.7976867,0.7695489,0.0281378
85,0.54606736,0.34369522,"('insignificant', 'prestigious')",2.8791847,2.8484244,1.712626,1.5960598,0.1165662
68,0.5154134,0.40353867,"('dependent', 'independent')",-0.7894305,-0.9024471,-0.1370085,-0.2494542,0.1124457
9,-0.51212364,-0.5327359,"('unaffectionate', 'caring')",-0.07301959,0.19392276,-0.2925716,-0.1694066,-0.123165
60,-0.46638072,-0.4966565,"('inefficient', 'efficient')",-1.7766739,-1.7648473,-1.1215273,-1.1307518,0.0092245
84,-0.46380144,-0.5086264,"('inferior', 'superior')",0.55146927,0.5173461,0.0438339,0.0043598,0.0394741
64,0.46357086,0.36031368,"('shy', 'confident')",-0.38438576,-0.5450993,0.0395925,-0.0923928,0.1319853
13,-0.4475195,-0.40971732,"('impolite', 'polite')",-2.0085833,-2.0349956,-1.2280514,-1.2223564,-0.005695
61,0.4317192,0.43156552,"('illogical', 'logical')",0.03728076,0.069801435,0.2345,0.2506835,-0.0161835
62,0.40410253,0.5756209,"('incompetent', 'brilliant')",-1.686488,-1.57258,-0.6411927,-0.4984795,-0.1427132
50,0.40174946,0.21046808,"('clumsy', 'skillful')",0.7658354,0.6170465,0.5837924,0.4137573,0.1700351
58,-0.39673752,-0.1588169,"('undiscriminating', 'discriminating')",-0.5796547,-0.37783298,-0.4881961,-0.2683249,-0.2198712
70,-0.37314245,-0.35852808,"('lethargic', 'energetic')",-1.6993302,-1.6542807,-1.0362363,-1.0064044,-0.0298319
72,-0.3687045,-0.35893887,"('unambitious', 'ambitious')",-1.1583309,-0.98684543,-0.7635177,-0.6728922,-0.0906255
17,-0.34354138,-0.16858104,"('nasty', 'nice')",-1.0456016,-0.8599263,-0.6945715,-0.5142537,-0.1803178
36,-0.32950562,-0.60061353,"('hostile', 'amicable')",0.6470552,0.50790906,0.1587748,-0.0463522,0.205127
20,0.30736446,0.103330374,"('rough', 'thoughtful')",0.48682395,0.38983268,0.3970942,0.2465815,0.1505127
59,0.3071284,0.17756832,"('foolish', 'wise')",1.8126202,1.6964563,1.0598743,0.9370123,0.122862
42,0.30484086,0.18697916,"('unreliable', 'reliable')",0.72432154,0.63355327,0.5145812,0.4102662,0.104315
5,-0.29179004,-0.16644937,"('distant', 'outgoing')",1.3475469,1.5357274,0.5278785,0.684639,-0.1567605
76,0.28879955,0.3304872,"('anxious', 'daring')",0.10320087,-0.09287736,0.1960002,0.1188049,0.0771953
54,0.2787115,0.035514414,"('incapable', 'capable')",0.7454368,0.65105546,0.5120741,0.3432849,0.1687892
26,-0.2581674,-0.21527375,"('hardhearted', 'benevolent')",1.2167419,1.2752934,0.4792873,0.5300098,-0.0507225
19,0.2511239,0.32672727,"('inhospitable', 'hospitable')",0.5736228,0.7097883,0.4123734,0.5182578,-0.1058844
88,-0.2414391,-0.32518333,"('low', 'eminent')",0.012656933,-0.043374944,-0.1143911,-0.1842791,0.069888
53,-0.1968014,-0.016624533,"('uncreative', 'creative')",-0.17348333,-0.032031532,-0.1851424,-0.024328,-0.1608144
21,0.1948824,0.09028584,"('immoral', 'moral')",-0.2816831,-0.47161612,-0.0434003,-0.1906651,0.1472648
31,-0.19334875,-0.13172874,"('evil', 'good')",0.9114339,1.0614907,0.3590426,0.4648809,-0.1058383
25,0.19121361,0.002465628,"('egoistic', 'altruistic')",0.65823054,0.74816495,0.4247221,0.3753153,0.0494068
7,0.18842682,0.18629026,"('insensitive', 'sensitive')",-1.6211743,-1.5862246,-0.7163737,-0.6999671,-0.0164066
51,-0.17767376,-0.098214775,"('uneducated', 'educated')",-0.28581637,-0.46208203,-0.2317451,-0.2801484,0.0484033
71,-0.15516013,0.0010013878,"('diffident', 'self-confident')",-0.6916021,-0.5528835,-0.4233811,-0.2759411,-0.14744
79,-0.13454278,-0.18562907,"('wavering', 'unwavering')",0.9894005,0.9356598,0.4274289,0.3750154,0.0524135
52,-0.11488372,-0.2240628,"('irrational', 'rational')",1.5740691,1.4080306,0.7295927,0.5919839,0.1376088
83,-0.11418261,0.028182957,"('powerless', 'powerful')",-0.4264427,-0.35327902,-0.2703127,-0.162548,-0.1077647
74,0.071457095,0.08586253,"('undedicated', 'dedicated')",-0.27504063,-0.26431328,-0.1017918,-0.0892254,-0.0125664
4,0.065696985,0.19920316,"('disliked', 'liked')",0.013744021,0.13085863,0.0397205,0.1650309,-0.1253104
39,0.057873163,0.01867183,"('exploitative', 'cooperative')",-0.32577434,-0.41654885,-0.1339506,-0.1989385,0.0649879
16,0.046708506,0.02842832,"('unpopular', 'popular')",0.7602427,0.6678946,0.4034756,0.3481615,0.0553141
15,-0.040611237,0.0017779917,"('boring', 'funny')",1.3952951,1.4757544,0.6773419,0.7387662,-0.0614243
3,-0.019034483,0.110241406,"('repellent', 'pleasant')",-1.3608422,-1.4375111,-0.6899384,-0.6636348,-0.0263036
24,-0.01621232,-0.03271708,"('dishonest', 'honest')",-0.5049042,-0.30264062,-0.2605583,-0.1676788,-0.0928795
