,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
2,0.53333664,0.492,"('unlikable', 'likable')",0.39718807,0.3260741,0.5147977,0.5337982,0.4817741,0.4506241,0.03115
51,-0.5303323,-0.58064574,"('uneducated', 'educated')",-0.34843245,-0.3789751,0.32081404,0.30120575,-0.1859836,-0.2194717,0.0334881
52,-0.49458444,-0.26574838,"('irrational', 'rational')",-1.3544556,-1.2268614,-0.44650537,-0.60368276,-0.7651818,-0.6987642,-0.0664176
77,-0.49130198,-0.57669294,"('unmotivated', 'motivated')",0.3263309,0.24629077,-1.1182537,-1.1214553,-0.4277416,-0.4839525,0.0562109
5,-0.49115157,-0.19055504,"('distant', 'outgoing')",-0.12680584,0.14185666,-0.21360078,-0.0876956,-0.2771861,-0.0454647,-0.2317214
79,-0.48768485,-0.18618818,"('wavering', 'unwavering')",-1.4503173,-1.300149,-0.28254145,-0.24813177,-0.7401812,-0.5781563,-0.1620249
76,0.48334742,0.35355377,"('anxious', 'daring')",1.1880698,1.0400478,0.5846739,0.5539967,0.7520304,0.6491994,0.102831
70,-0.47594422,-0.50076914,"('lethargic', 'energetic')",0.61186004,0.668731,0.8346107,0.908394,0.3235088,0.3587853,-0.0352765
64,-0.46095693,-0.6778179,"('shy', 'confident')",-0.13691732,-0.25366107,-6.040919,-6.153718,-2.212931,-2.3617323,0.1488013
65,-0.4608806,-0.6583194,"('insecure', 'secure')",0.23499602,0.14358374,-0.40312946,-0.34216517,-0.2096713,-0.2856336,0.0759623
83,-0.44244683,-0.6212314,"('powerless', 'powerful')",0.70194304,0.7024285,-0.8381365,-0.7505677,-0.1928801,-0.2231235,0.0302434
7,-0.41812715,-0.43118066,"('insensitive', 'sensitive')",0.38749793,0.37593558,0.6122629,0.6047923,0.1938779,0.1831824,0.0106955
84,0.4082634,0.29008633,"('inferior', 'superior')",0.23557177,0.28828827,1.113143,1.1317627,0.5856594,0.5700458,0.0156136
47,-0.40619507,-0.37656677,"('stupid', 'smart')",1.1238204,1.3855265,5.0892253,5.272221,1.9356168,2.093727,-0.1581102
38,-0.3966781,-0.4665708,"('untruthful', 'truthful')",-0.5716043,-0.50164217,-0.14093867,0.076986186,-0.3697404,-0.2970756,-0.0726648
21,-0.38801453,-0.4114775,"('immoral', 'moral')",0.6506296,0.56707084,-0.6986187,-0.7315165,-0.1453346,-0.1919744,0.0466398
61,-0.38529608,-0.18177447,"('illogical', 'logical')",-0.34337166,-0.2713089,-0.10108437,-0.060602266,-0.276584,-0.1712285,-0.1053555
68,-0.3721331,-0.5004222,"('dependent', 'independent')",-0.6036776,-0.68607295,-0.49063075,-0.54387987,-0.4888138,-0.5767916,0.0879778
55,0.36278024,0.35230145,"('incompetent', 'clever')",0.74988955,0.7650633,0.1524119,0.20342731,0.4216939,0.440264,-0.0185701
30,0.3504854,0.2574649,"('intolerant', 'tolerant')",1.5422682,1.5950186,1.098164,1.2982242,0.9969726,1.0502359,-0.0532633
17,0.34857583,0.65606505,"('nasty', 'nice')",-0.9355241,-0.58365405,-0.93200713,-0.47533536,-0.5063185,-0.1343081,-0.3720104
37,-0.31527853,-0.38283163,"('fake', 'genuine')",-0.2937285,-0.3178907,0.1356332,0.109817535,-0.1577913,-0.1969683,0.039177
43,0.3078478,0.18576714,"('irresponsible', 'responsible')",1.5665343,1.5967429,0.74895716,0.71774596,0.8744464,0.8334187,0.0410277
24,-0.29532218,-0.13561356,"('dishonest', 'honest')",-0.6381908,-0.61041343,0.1935237,0.33289543,-0.2466631,-0.1377105,-0.1089526
22,-0.2773252,-0.25549084,"('untrustworthy', 'trustworthy')",0.050815035,0.10073334,-1.1648023,-1.0020499,-0.4637708,-0.3856025,-0.0781683
32,-0.27198914,-0.23810317,"('unkind', 'kind')",0.6001539,0.7012594,0.5161355,0.5954892,0.2814334,0.3528818,-0.0714484
74,0.24477544,0.3902661,"('undedicated', 'dedicated')",0.7406914,0.8082137,0.42606333,0.41744995,0.47051,0.5386432,-0.0681332
71,0.22360556,0.1629007,"('diffident', 'self-confident')",2.5341175,2.596278,0.7412095,0.6503836,1.1663109,1.1365207,0.0297902
62,0.218846,0.27737936,"('incompetent', 'brilliant')",1.1363759,1.1741759,0.07168339,0.21311201,0.4756351,0.5548891,-0.079254
16,-0.18794087,-0.04693512,"('unpopular', 'popular')",-0.5590027,-0.4462163,0.40412155,0.4821439,-0.114274,-0.0036692,-0.1106048
18,-0.17053439,-0.15026192,"('disagreeable', 'welcoming')",-0.76750565,-0.71695834,-0.4271003,-0.21793285,-0.4550468,-0.3617177,-0.0933291
87,0.16900718,0.14601785,"('unsuccessful', 'successful')",1.7350603,1.6154274,0.8574571,0.61958516,0.9205082,0.7936769,0.1268313
41,-0.14841017,0.019959072,"('unforgiving', 'forgiving')",-0.7726795,-0.44399717,-0.08345132,0.087310396,-0.334847,-0.1122426,-0.2226044
80,-0.1407336,-0.2407498,"('dominated', 'dominating')",0.5676738,0.37456948,-1.2816353,-1.5257224,-0.2848984,-0.4639676,0.1790692
63,-0.13776594,-0.04486533,"('unperceptive', 'insightful')",0.577613,0.61591524,1.132486,1.111344,0.524111,0.560798,-0.036687
13,0.12959938,0.17637844,"('impolite', 'polite')",1.0201273,1.0004064,-0.16278926,-0.095066905,0.3289791,0.3605727,-0.0315936
20,0.11394194,0.13696843,"('rough', 'thoughtful')",0.597896,0.58772445,0.95409596,1.0131493,0.5553113,0.5792807,-0.0239694
23,-0.10349045,-0.23804353,"('insincere', 'sincere')",1.026779,0.98004997,5.204154,5.198492,2.0424808,1.9801661,0.0623147
49,-0.0848393,0.23893914,"('unable', 'able')",0.3867074,0.5900102,-0.11200485,0.022651184,0.0632877,0.2838668,-0.2205791
35,0.07549132,0.28908667,"('corrupt', 'incorrupt')",-2.112851,-2.0471025,-0.6459671,-0.50764096,-0.8944422,-0.7552189,-0.1392233
54,0.072733894,0.15024297,"('incapable', 'capable')",0.86431646,0.9172907,1.1573606,1.1378032,0.698137,0.7351123,-0.0369753
75,-0.048992783,-0.05601615,"('meek', 'impulsive')",-1.1808227,-1.2835313,-0.69489044,-0.5702515,-0.6415687,-0.6365997,-0.004969
85,0.028127844,0.42036217,"('insignificant', 'prestigious')",-0.12874728,0.035751086,0.64472044,0.8439106,0.181367,0.4333413,-0.2519743
60,-0.020521551,-0.18587548,"('inefficient', 'efficient')",1.9033142,1.8694597,0.2637986,0.3826659,0.7155304,0.68875,0.0267804
27,0.01604969,0.12657002,"('hardhearted', 'softhearted')",0.004425193,0.23260322,0.99805516,0.92687905,0.33951,0.4286841,-0.0891741
29,0.01034605,-0.20486403,"('unfair', 'fair')",-1.1278212,-1.0752378,-0.88545746,-1.0303684,-0.6676442,-0.7701567,0.1025125
4,0.004085593,0.34399542,"('disliked', 'liked')",-0.34189245,-0.16843735,-5.9761586,-5.7926755,-2.1046551,-1.8723725,-0.2322826
