,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
81,0.8086292,1.0192063,"('submissive', 'aggressive')",-0.63736975,-0.78831494,0.0856297,0.1154457,-0.029816
85,-0.7902587,-0.8348633,"('insignificant', 'prestigious')",0.36423343,0.7920375,-0.2130126,-0.0214129,-0.1915997
58,-0.7790103,-1.0196949,"('undiscriminating', 'discriminating')",0.4433978,0.17258146,-0.1678063,-0.4235567,0.2557504
50,0.77818924,0.6989957,"('clumsy', 'skillful')",0.16508016,0.39927566,0.4716347,0.5491357,-0.077501
48,-0.7497984,-0.66607535,"('unintelligent', 'intelligent')",0.64783007,0.57774156,-0.0509842,-0.0441669,-0.0068173
36,-0.7031429,-0.8518209,"('hostile', 'amicable')",0.07116914,0.30770016,-0.3159869,-0.2720604,-0.0439265
63,-0.67699766,-0.9587356,"('unperceptive', 'insightful')",1.1552156,0.793564,0.239109,-0.0825858,0.3216948
11,-0.67492723,-0.53394085,"('unhelpful', 'helpful')",1.3483323,1.5023203,0.3367025,0.4841897,-0.1474872
51,-0.6667936,-0.7783943,"('uneducated', 'educated')",0.5796163,0.3107299,-0.0435886,-0.2338322,0.1902436
18,-0.6569895,-0.37962112,"('disagreeable', 'welcoming')",-0.46849617,-0.19812906,-0.5627428,-0.2888751,-0.2738677
39,0.64147097,0.80954564,"('exploitative', 'cooperative')",0.17092375,0.34283704,0.4061974,0.5761913,-0.1699939
2,0.62544245,0.7484497,"('unlikable', 'likable')",0.43834156,0.4941675,0.531892,0.6213086,-0.0894166
16,-0.5937256,-0.47523686,"('unpopular', 'popular')",0.016489767,0.264377,-0.2886179,-0.1054299,-0.183188
41,-0.5912116,-0.5118642,"('unforgiving', 'forgiving')",0.1779955,-0.027524024,-0.2066081,-0.2696941,0.063086
83,-0.5564659,-0.5135789,"('powerless', 'powerful')",-1.1831012,-1.2313049,-0.8697835,-0.8724419,0.0026584
32,-0.5517857,-0.47567332,"('unkind', 'kind')",1.0745299,0.9478682,0.2613721,0.2360975,0.0252746
49,-0.5517685,-0.3392629,"('unable', 'able')",-0.37330943,-0.30974114,-0.462539,-0.324502,-0.138037
24,-0.53700674,-0.40546736,"('dishonest', 'honest')",0.41890496,0.5121131,-0.0590509,0.0533229,-0.1123738
82,-0.5200706,-0.4026739,"('poor', 'rich')",5.453997,5.7898808,2.4669633,2.6936035,-0.2266402
29,-0.49751264,-0.48831362,"('unfair', 'fair')",-0.39754027,-0.5464353,-0.4475265,-0.5173745,0.069848
77,-0.49512005,-0.5513226,"('unmotivated', 'motivated')",-1.2443194,-1.3609986,-0.8697197,-0.9561606,0.0864409
45,-0.48154232,-0.72907877,"('incompetent', 'competent')",0.24379906,-0.15200412,-0.1188716,-0.4405414,0.3216698
79,-0.45039484,-0.69237715,"('wavering', 'unwavering')",-0.3112664,-0.16732997,-0.3808306,-0.4298536,0.049023
37,0.43822673,0.40794492,"('fake', 'genuine')",0.6199512,0.6190904,0.529089,0.5135176,0.0155714
54,-0.416204,-0.43747506,"('incapable', 'capable')",0.95091194,1.3187442,0.267354,0.4406345,-0.1732805
70,0.40416697,0.044888563,"('lethargic', 'energetic')",1.052591,0.69177544,0.728379,0.368332,0.360047
35,0.37212387,0.32712707,"('corrupt', 'incorrupt')",-0.21484399,-0.009613123,0.0786399,0.158757,-0.0801171
59,-0.36166,-0.21231174,"('foolish', 'wise')",0.06050387,0.49777824,-0.1505781,0.1427332,-0.2933113
84,0.35891673,0.53060377,"('inferior', 'superior')",0.91668695,1.0149415,0.6378018,0.7727726,-0.1349708
26,-0.3387025,-0.45853692,"('hardhearted', 'benevolent')",2.1709356,2.1513839,0.9161166,0.8464235,0.0696931
57,-0.33514696,-0.63322717,"('unimaginative', 'imaginative')",-1.6647927,-2.016246,-0.9999698,-1.3247366,0.3247668
61,-0.3262244,-0.28391364,"('illogical', 'logical')",0.2657036,0.10232189,-0.0302604,-0.0907959,0.0605355
67,0.3239283,0.4069855,"('doubtful', 'determined')",-0.7029715,-0.5889022,-0.1895216,-0.0909583,-0.0985633
52,-0.31185007,-0.278927,"('irrational', 'rational')",-0.03675909,0.4243797,-0.1743046,0.0727264,-0.247031
68,-0.30351865,-0.22825219,"('dependent', 'independent')",-0.74388236,-0.8427098,-0.5237005,-0.535481,0.0117805
46,-0.26805836,-0.35539398,"('uncompetitive', 'competitive')",-0.36876032,-0.72110534,-0.3184093,-0.5382497,0.2198404
4,0.25994503,0.037876517,"('disliked', 'liked')",-5.673929,-5.9969835,-2.7069921,-2.9795535,0.2725614
3,-0.24809812,-0.3683957,"('repellent', 'pleasant')",0.26910198,0.17776437,0.0105019,-0.0953157,0.1058176
7,-0.23828416,-0.40941617,"('insensitive', 'sensitive')",1.231804,0.8935266,0.4967599,0.2420552,0.2547047
20,0.2324718,0.34795922,"('rough', 'thoughtful')",0.8996317,1.0547088,0.5660517,0.701334,-0.1352823
55,-0.2319275,-0.19923797,"('incompetent', 'clever')",0.30918327,0.082816005,0.0386279,-0.058211,0.0968389
33,0.20662859,0.06952371,"('wrong', 'right')",-0.5583582,-0.43795028,-0.1758648,-0.1842133,0.0083485
56,-0.20642757,-0.14471316,"('impractical', 'practical')",-0.1833447,-0.39159146,-0.1948861,-0.2681523,0.0732662
27,-0.20319228,-0.46762085,"('hardhearted', 'softhearted')",1.5714127,1.3220708,0.6841102,0.427225,0.2568852
30,0.18428311,0.38924125,"('intolerant', 'tolerant')",1.3863877,1.4400928,0.7853354,0.914667,-0.1293316
88,-0.17764662,-0.02567416,"('low', 'eminent')",0.17413501,0.4049285,-0.0017558,0.1896272,-0.191383
74,-0.1422431,-0.33957648,"('undedicated', 'dedicated')",0.44183224,0.15413865,0.1497946,-0.0927189,0.2425135
13,-0.13583605,-0.037011154,"('impolite', 'polite')",-0.33249637,-0.5719102,-0.2341662,-0.3044607,0.0702945
21,-0.13519022,0.06282483,"('immoral', 'moral')",-0.5821768,-0.6976939,-0.3586835,-0.3174345,-0.041249
60,0.13063926,0.3559881,"('inefficient', 'efficient')",-0.12444919,-0.26630273,0.003095,0.0448427,-0.0417477
65,0.122488804,0.29284006,"('insecure', 'secure')",-0.34116083,-0.47147724,-0.109336,-0.0893186,-0.0200174
17,-0.11606051,-0.18072212,"('nasty', 'nice')",-0.38714543,-0.34432232,-0.251603,-0.2625222,0.0109192
64,0.11411948,0.24778344,"('shy', 'confident')",-5.973937,-6.310226,-2.9299088,-3.0312212,0.1013124
25,-0.10986896,-0.05904735,"('egoistic', 'altruistic')",1.7399284,1.9587796,0.8150297,0.9498661,-0.1348364
47,-0.08360882,0.076767154,"('stupid', 'smart')",4.7181387,5.002306,2.317265,2.5395365,-0.2222715
62,0.08171585,0.21338922,"('incompetent', 'brilliant')",0.15398604,0.096569926,0.1178509,0.1549796,-0.0371287
14,0.080265835,0.26314837,"('antisocial', 'social')",-0.039704025,-0.28897673,0.0202809,-0.0129142,0.0331951
66,0.080241546,-0.36703452,"('inactive', 'active')",0.6997673,0.5502213,0.3900044,0.0915934,0.298411
40,0.061855897,0.01476513,"('stingy', 'generous')",-1.0662906,-1.2515204,-0.5022174,-0.6183776,0.1161602
22,0.056069538,-0.014490135,"('untrustworthy', 'trustworthy')",-0.6332474,-0.83358145,-0.2885889,-0.4240358,0.1354469
34,-0.054387413,0.044911683,"('mean', 'honorable')",5.306453,5.5820913,2.6260328,2.8135016,-0.1874688
15,-0.01640943,0.00010478124,"('boring', 'funny')",0.49895027,0.58109945,0.2412704,0.2906021,-0.0493317
75,0.012293579,-0.0035968162,"('meek', 'impulsive')",-0.71995723,-0.51186293,-0.3538318,-0.2577299,-0.0961019
