,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
52,-0.7576554,-0.8761817,"('irrational', 'rational')",0.16652822,0.32266027,-0.2955636,-0.2767607,-0.0188029
61,-0.7203915,-0.54695016,"('illogical', 'logical')",0.6440207,0.90955997,-0.0381854,0.1813049,-0.2194903
28,-0.71913654,-0.53417915,"('disloyal', 'loyal')",1.0114062,1.0674181,0.1461348,0.2666195,-0.1204847
71,0.6930686,0.24497965,"('diffident', 'self-confident')",0.44739002,0.35147578,0.5702293,0.2982277,0.2720016
10,-0.6764171,-0.5197966,"('unsympathetic', 'sympathetic')",-0.6346658,-0.5195491,-0.6555414,-0.5196729,-0.1358685
78,-0.6689865,-0.9103655,"('nonresilient', 'resilient')",0.4829756,0.30157438,-0.0930054,-0.3043956,0.2113902
49,-0.65813226,-0.491968,"('unable', 'able')",-0.07935863,-0.11525245,-0.3687454,-0.3036102,-0.0651352
41,-0.63508666,-0.6188134,"('unforgiving', 'forgiving')",-0.21647957,-0.047614545,-0.4257831,-0.333214,-0.0925691
80,0.6296548,0.7294891,"('dominated', 'dominating')",-0.6118078,-0.73073876,0.0089235,-0.0006248,0.0095483
14,0.6089374,0.9533411,"('antisocial', 'social')",-0.024441937,0.2297647,0.2922477,0.5915529,-0.2993052
16,-0.59406406,-0.827117,"('unpopular', 'popular')",0.1919813,0.23108605,-0.2010414,-0.2980155,0.0969741
63,-0.57410526,-0.52719045,"('unperceptive', 'insightful')",0.68126106,0.43198395,0.0535779,-0.0476032,0.1011811
56,0.55461496,0.6091358,"('impractical', 'practical')",-0.26570612,-0.4127875,0.1444544,0.0981742,0.0462802
17,-0.53579944,-0.55134255,"('nasty', 'nice')",-0.6418928,-0.51187533,-0.5888461,-0.5316089,-0.0572372
85,-0.5050336,-0.7551839,"('insignificant', 'prestigious')",-0.14203686,-0.09409937,-0.3235352,-0.4246416,0.1011064
50,0.5039836,0.3672769,"('clumsy', 'skillful')",0.17807478,-0.08759491,0.3410292,0.139841,0.2011882
87,0.4904587,0.51007783,"('unsuccessful', 'successful')",1.1164612,1.0744886,0.8034599,0.7922832,0.0111767
81,0.4584485,0.9273774,"('submissive', 'aggressive')",-0.632818,-0.62993735,-0.0871847,0.14872,-0.2359047
79,-0.4473729,-0.64756894,"('wavering', 'unwavering')",-0.38542375,-0.68906367,-0.4163983,-0.6683163,0.251918
38,-0.44550535,-0.75938356,"('untruthful', 'truthful')",-0.048331313,-0.197503,-0.2469183,-0.4784433,0.231525
47,-0.4327045,-0.25500137,"('stupid', 'smart')",5.005357,5.157617,2.2863262,2.4513078,-0.1649816
54,-0.42049623,-0.4741328,"('incapable', 'capable')",0.7283825,0.6614548,0.1539432,0.093661,0.0602822
84,0.41150945,0.58489317,"('inferior', 'superior')",1.1811948,0.9483206,0.7963521,0.7666069,0.0297452
64,0.4093955,0.616104,"('shy', 'confident')",-6.0259976,-6.093918,-2.808301,-2.7389069,-0.0693941
4,-0.40718895,-0.7538541,"('disliked', 'liked')",-6.617986,-6.7313037,-3.5125875,-3.742579,0.2299915
18,-0.3929303,-0.22430511,"('disagreeable', 'welcoming')",-0.62939554,-0.5733911,-0.5111629,-0.3988481,-0.1123148
24,-0.38371307,-0.37111115,"('dishonest', 'honest')",0.36888093,0.3873474,-0.0074161,0.0081181,-0.0155342
29,-0.37777957,-0.5119991,"('unfair', 'fair')",-0.056763977,-0.1995611,-0.2172718,-0.3557801,0.1385083
72,-0.33771297,-0.41192043,"('unambitious', 'ambitious')",-0.5594238,-0.68226385,-0.4485684,-0.5470921,0.0985237
37,0.3331937,0.39474264,"('fake', 'genuine')",0.17128547,-0.008331876,0.2522396,0.1932054,0.0590342
60,0.3170443,0.69235265,"('inefficient', 'efficient')",0.15365404,0.116849065,0.2353492,0.4046009,-0.1692517
35,-0.31498158,-0.7390703,"('corrupt', 'incorrupt')",-0.48069462,-0.5304388,-0.3978381,-0.6347545,0.2369164
59,0.30040666,0.13556263,"('foolish', 'wise')",0.16238579,0.14939937,0.2313962,0.142481,0.0889152
74,-0.29779586,-0.07507521,"('undedicated', 'dedicated')",-0.3681722,-0.28037462,-0.332984,-0.1777249,-0.1552591
83,-0.2960073,0.014349155,"('powerless', 'powerful')",-0.8096346,-0.76866966,-0.552821,-0.3771603,-0.1756607
43,-0.27851674,0.007226806,"('irresponsible', 'responsible')",0.24305102,0.27204338,-0.0177329,0.1396351,-0.157368
39,0.26791698,0.8691806,"('exploitative', 'cooperative')",-0.05117051,0.26390192,0.1083732,0.5665413,-0.4581681
3,-0.26449996,-0.40953174,"('repellent', 'pleasant')",0.5553039,0.65798575,0.145402,0.124227,0.021175
40,0.24580869,-0.15805218,"('stingy', 'generous')",-1.5141268,-1.6709968,-0.634159,-0.9145245,0.2803655
70,0.22167008,0.21231821,"('lethargic', 'energetic')",0.13181882,-0.00044391304,0.1767444,0.1059372,0.0708072
75,0.18416084,-0.3464334,"('meek', 'impulsive')",-0.84436005,-1.122086,-0.3300996,-0.7342597,0.4041601
11,-0.17375582,-0.02751327,"('unhelpful', 'helpful')",1.6765144,1.536845,0.7513793,0.7546659,-0.0032866
5,-0.16683295,-0.43355438,"('distant', 'outgoing')",-0.29952708,-0.48544338,-0.23318,-0.4594989,0.2263189
7,-0.1574906,-0.31616727,"('insensitive', 'sensitive')",0.3386001,0.16257523,0.0905548,-0.076796,0.1673508
55,-0.15344477,0.28432074,"('incompetent', 'clever')",0.3754667,0.46212468,0.111011,0.3732227,-0.2622117
82,0.15310365,-0.32975385,"('poor', 'rich')",5.932986,5.7730284,3.0430448,2.7216372,0.3214076
58,-0.14942741,-0.26793146,"('undiscriminating', 'discriminating')",0.3008639,0.16952606,0.0757182,-0.0492027,0.1249209
67,0.14783238,0.61591214,"('doubtful', 'determined')",-0.4985164,-0.39662674,-0.175342,0.1096427,-0.2849847
20,0.13605174,0.03659351,"('rough', 'thoughtful')",1.0733039,0.9427552,0.6046779,0.4896744,0.1150035
12,-0.13054389,-0.23547359,"('unsupportive', 'supportive')",-1.8526871,-2.0858529,-0.9916155,-1.1606632,0.1690477
51,-0.12593928,-0.33034047,"('uneducated', 'educated')",0.23235011,0.12998623,0.0532054,-0.1001771,0.1533825
68,0.1239334,0.17827472,"('dependent', 'independent')",-0.6874182,-0.7730602,-0.2817424,-0.2973927,0.0156503
46,-0.10733465,0.16686293,"('uncompetitive', 'competitive')",-0.821478,-0.79676247,-0.4644063,-0.3149498,-0.1494565
2,0.072703786,0.22962964,"('unlikable', 'likable')",0.7656225,0.8483723,0.4191631,0.539001,-0.1198379
66,0.06960103,-0.10985212,"('inactive', 'active')",0.29076815,0.092506,0.1801846,-0.0086731,0.1888577
23,-0.06667789,-0.057832904,"('insincere', 'sincere')",5.623318,5.4723167,2.7783201,2.707242,0.0710781
62,0.062517464,-0.016400699,"('incompetent', 'brilliant')",0.5616226,0.33692127,0.31207,0.1602603,0.1518097
65,0.054223992,0.39485916,"('insecure', 'secure')",-0.07972756,-0.049562827,-0.0127518,0.1726482,-0.1854
69,0.05312033,0.085042484,"('lazy', 'industrious')",-0.39648283,-0.24057871,-0.1716813,-0.0777681,-0.0939132
21,-0.051852074,0.48625872,"('immoral', 'moral')",-0.4542399,-0.15452547,-0.253046,0.1658666,-0.4189126
33,-0.03247004,-0.121224985,"('wrong', 'right')",-0.67975414,-0.6622839,-0.3561121,-0.3917544,0.0356423
22,0.024844382,-0.057618313,"('untrustworthy', 'trustworthy')",-0.81738687,-0.85105276,-0.3962712,-0.4543355,0.0580643
13,-0.017062055,0.12553859,"('impolite', 'polite')",-0.8350431,-0.8547187,-0.4260526,-0.36459,-0.0614626
34,0.01050248,-0.20472036,"('mean', 'honorable')",5.710301,5.50662,2.8604016,2.6509497,0.2094519
30,0.0030250438,0.25939545,"('intolerant', 'tolerant')",0.7216813,0.8871487,0.3623532,0.573272,-0.2109188
