,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
38,0.4545883,0.4957534,"('untruthful', 'truthful')",0.3061844,0.39254892,-0.098221794,-0.30642986,-0.29498395,-0.3489459,-0.8492957,-0.61863154,0.09475246,0.33870274,-0.064496,-0.0078337,-0.0566623
42,-0.45236868,-0.435954,"('unreliable', 'reliable')",-1.0726471,-1.0795864,-0.32718587,-0.28858358,-0.06838569,-0.06478046,-0.10212803,0.12201627,-2.7998896,-2.7681873,-0.8037675,-0.7525125,-0.051255
11,-0.4210261,-0.62350047,"('unhelpful', 'helpful')",0.036908843,-0.18976972,0.618653,0.5995103,-1.5752462,-1.6725985,-1.348993,-1.3025756,1.3038357,1.4479188,-0.230978,-0.2901692,0.0591912
23,0.38747576,-0.06229993,"('insincere', 'sincere')",-0.026140893,-0.23722151,1.7600645,1.8289074,-2.9355042,-3.0943115,-1.0209317,-1.0249622,2.6825383,3.0716822,0.1412503,0.0802991,0.0609512
34,0.36074862,0.399307,"('mean', 'honorable')",0.8344199,0.85404694,-0.13927205,-0.11895922,-0.73443973,-0.65410507,0.20453459,0.2790291,4.143586,4.3917704,0.7782629,0.8585149,-0.080252
4,-0.33265695,0.16288821,"('disliked', 'liked')",0.3624963,0.5944113,-1.3806036,-1.567969,1.6149379,1.5137739,0.6164439,0.69372666,-4.128889,-4.3531055,-0.5413786,-0.4927124,-0.0486662
47,-0.30991656,-0.4119738,"('stupid', 'smart')",-0.39189753,-0.26803848,0.31214103,0.5032592,-1.3476547,-1.0455793,0.01001966,0.17043883,2.2427742,2.5645165,0.085911,0.2521038,-0.1661928
31,0.2808942,0.975319,"('evil', 'good')",-0.24100536,0.086570784,-2.6520724,-2.8491182,0.9453145,0.9925472,0.16576955,0.2568521,-0.45634407,-0.36220026,-0.3262406,-0.1500049,-0.1762357
17,-0.24755298,-0.10620299,"('nasty', 'nice')",-0.17792544,-0.057043243,-0.62020475,-0.7372472,0.94203067,0.6230474,0.16461307,0.07802435,-0.4241535,-0.40280122,-0.0605322,-0.1003705,0.0398383
29,-0.23940901,0.13206962,"('unfair', 'fair')",-1.403678,-1.2261318,-1.4774173,-1.5945296,0.25000402,0.40763855,-0.30847767,-0.16875163,-0.9606002,-0.89878726,-0.6899297,-0.5580821,-0.1318476
18,0.23182343,0.40324473,"('disagreeable', 'welcoming')",0.17305976,0.1535742,0.22615296,0.17629755,-1.073048,-0.9570335,0.5237267,0.48139277,-1.424844,-1.3766453,-0.2238549,-0.1865283,-0.0373266
41,0.23019752,0.17963436,"('unforgiving', 'forgiving')",-0.24498816,-0.18426168,0.15263274,0.04618287,-1.3536179,-1.2293403,-0.373739,-0.24190508,-0.6384717,-0.5736607,-0.3713311,-0.3338917,-0.0374394
21,-0.19509135,-0.85549414,"('immoral', 'moral')",-1.1243407,-1.5330913,1.3285959,1.4027297,-1.788706,-1.8868296,-0.8717319,-0.9777505,-2.2631931,-2.1610947,-0.8190778,-1.0019218,0.182844
53,0.17612857,0.015716854,"('uncreative', 'creative')",0.4610191,0.22239646,-0.5342438,-0.47932333,-1.1812828,-1.380655,1.209783,1.1995655,1.3498234,1.4128666,0.2468712,0.1650945,0.0817767
40,0.15416785,0.19384766,"('stingy', 'generous')",0.4216398,0.29837954,-0.23290679,-0.29768726,-0.97239435,-0.9667267,-0.22247548,-0.12843007,-1.9217316,-1.8335738,-0.4622834,-0.4556985,-0.0065849
61,0.14999355,0.19074243,"('illogical', 'logical')",0.32468086,0.24693488,0.5708958,0.46376786,-0.33897877,-0.597054,0.40296632,0.39227486,-0.69411534,-0.605204,0.0692404,0.0152437,0.0539967
46,0.14108185,-0.9917346,"('uncompetitive', 'competitive')",0.7992492,0.10088352,2.1514425,2.269408,-2.0792246,-2.1872892,-0.22022334,-0.24653527,0.13162738,0.062588766,0.1539922,-0.1654465,0.3194387
27,-0.12982059,-0.09577926,"('hardhearted', 'softhearted')",-1.0039481,-1.0589614,-0.47209147,-0.466955,-0.56842077,-0.63713235,-0.74120855,-0.8733367,-0.13356218,-0.06697805,-0.5081753,-0.5331905,0.0250152
67,-0.11838158,-0.0856558,"('doubtful', 'determined')",-0.0066358373,-0.038892988,0.6038434,0.6199879,0.10050559,0.19103065,0.055140022,0.08124779,-0.8018803,-0.8162446,-0.0279015,-0.0080878,-0.0198137
25,0.111886576,0.2791235,"('egoistic', 'altruistic')",0.69904685,0.5715044,-1.4460831,-1.5351666,-0.32815775,-0.71435153,1.022775,0.87067235,1.3934176,1.2796489,0.2421475,0.1252385,0.116909
51,-0.102773264,-0.64053845,"('uneducated', 'educated')",0.24284841,-0.004100684,1.5611941,1.5925683,-0.6664037,-1.019222,0.21403138,-0.08065141,-0.3601786,-0.49572715,0.1481197,-0.1079452,0.2560649
88,0.101145245,0.054570466,"('low', 'eminent')",0.37377477,0.28795758,0.7139208,0.6375301,-1.1078246,-1.4589293,0.3470402,0.23279722,-0.95928425,-0.9426689,-0.088538,-0.1981238,0.1095858
20,-0.09337375,-0.17061526,"('rough', 'thoughtful')",0.35211724,0.22239842,-0.029448215,0.010027291,-1.2865201,-1.1328945,0.30336538,0.3812037,-0.9539108,-0.7145277,-0.2846284,-0.234068,-0.0505604
39,-0.07720809,0.094100446,"('exploitative', 'cooperative')",-0.41487697,-0.10377412,0.95939773,1.0620846,-0.46088025,-0.4087159,0.045077965,0.1546662,-0.20861702,-0.08611152,-0.0261844,0.1187083,-0.1448927
32,-0.046729267,-0.26861817,"('unkind', 'kind')",-0.15030187,-0.3492812,0.49343702,0.4905101,-2.0948715,-2.2105398,-0.4813094,-0.57968587,-0.17529607,0.013636339,-0.4091785,-0.4839964,0.0748179
74,-0.027978983,-0.3751171,"('undedicated', 'dedicated')",-0.003559053,-0.16369697,1.0027959,0.9347603,-0.60988975,-0.6725172,0.29409218,0.41090056,-0.16768387,-0.09522255,0.0812961,0.0065178,0.0747783
19,-0.009296397,0.34581906,"('inhospitable', 'hospitable')",0.28658965,0.19005364,0.12508643,-0.106606215,0.73443913,0.7344487,-0.31419912,-0.3980497,0.6408564,0.6338533,0.2439127,0.2332531,0.0106596
