,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
20,0.23073769,0.2829884,"('rough', 'thoughtful')",0.90425384,0.7382084,0.5674958,0.5105984,0.0568974
66,-0.2219298,-0.67451024,"('inactive', 'active')",0.16246456,0.1006857,-0.0297326,-0.2869123,0.2571797
5,-0.21689503,-0.19174932,"('distant', 'outgoing')",-0.7971783,-0.38406193,-0.5070367,-0.2879056,-0.2191311
56,-0.21676251,-0.21955708,"('impractical', 'practical')",-0.51991796,-0.55135566,-0.3683403,-0.3854564,0.0171161
58,0.18996659,0.11884237,"('undiscriminating', 'discriminating')",0.65068924,0.29406038,0.4203279,0.2064514,0.2138765
16,-0.15652815,-0.17929211,"('unpopular', 'popular')",0.18974645,0.047828212,0.0166092,-0.065732,0.0823412
80,0.14701144,-0.05734665,"('dominated', 'dominating')",-0.6180745,-0.5746499,-0.2355315,-0.3159983,0.0804668
62,-0.14121152,0.16545212,"('incompetent', 'brilliant')",0.29370195,0.6187308,0.0762452,0.3920915,-0.3158463
65,-0.11982654,-0.4960736,"('insecure', 'secure')",-0.06285319,-0.26088372,-0.0913399,-0.3784786,0.2871387
74,-0.11255603,-0.2460883,"('undedicated', 'dedicated')",0.033580266,-0.34491745,-0.0394879,-0.2955029,0.256015
4,-0.11155937,0.029853716,"('disliked', 'liked')",-6.3196177,-7.0017195,-3.2155886,-3.4859328,0.2703442
30,-0.10707981,-0.46735072,"('intolerant', 'tolerant')",0.5861498,0.48630494,0.239535,0.0094771,0.2300579
75,-0.103622966,0.1341013,"('meek', 'impulsive')",-0.72533154,-0.8292758,-0.4144773,-0.3475872,-0.0668901
37,-0.0908469,-0.15073612,"('fake', 'genuine')",0.2710167,0.40887535,0.0900849,0.1290696,-0.0389847
22,-0.074383266,-0.14957441,"('untrustworthy', 'trustworthy')",-0.5216044,-0.64282644,-0.2979938,-0.3962004,0.0982066
15,-0.07194606,-0.22783965,"('boring', 'funny')",0.08052195,0.02341431,0.0042879,-0.1022127,0.1065006
64,0.070436016,-0.023445584,"('shy', 'confident')",-6.354727,-6.7556047,-3.1421454,-3.3895252,0.2473798
67,0.070346236,-0.12175085,"('doubtful', 'determined')",-0.6418465,-0.9251354,-0.2857501,-0.5234431,0.237693
40,0.069799446,0.69237244,"('stingy', 'generous')",-1.3731494,-1.3226823,-0.651675,-0.3151549,-0.3365201
68,0.06799626,0.17978443,"('dependent', 'independent')",-0.64580643,-0.5655133,-0.2889051,-0.1928644,-0.0960407
71,0.044425122,0.27212584,"('diffident', 'self-confident')",0.28235915,0.48617217,0.1633921,0.379149,-0.2157569
21,-0.041720286,-0.26109955,"('immoral', 'moral')",-0.38833845,-0.59925187,-0.2150294,-0.4301757,0.2151463
18,-0.022176407,0.11333277,"('disagreeable', 'welcoming')",-0.22092098,-0.04147631,-0.1215487,0.0359282,-0.1574769
3,-0.021049464,0.13566546,"('repellent', 'pleasant')",0.9723337,0.9746626,0.4756421,0.555164,-0.0795219
26,-0.0034555886,-0.23842052,"('hardhearted', 'benevolent')",1.9187254,1.2704359,0.9576349,0.5160077,0.4416272
