,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
7,-0.82034236,-0.78619725,"('insensitive', 'sensitive')",0.34288847,0.31613424,0.55098987,0.48819056,0.024512,0.0060425,0.0184695
43,-0.81654453,-0.628152,"('irresponsible', 'responsible')",1.4616835,1.4147571,0.44571722,0.4541412,0.3636187,0.4135821,-0.0499634
31,-0.8132866,-0.98388934,"('evil', 'good')",-1.497246,-1.4070507,-0.82687706,-0.8489827,-1.0458032,-1.0799743,0.0341711
8,-0.7893226,-0.886842,"('unaffectionate', 'affectionate')",-0.22684427,-0.1989594,0.55423963,0.5528688,-0.1539758,-0.1776442,0.0236684
27,-0.7886523,-0.8516595,"('hardhearted', 'softhearted')",0.38381934,0.28949165,1.3910576,1.1466229,0.3287416,0.1948184,0.1339232
67,0.77917194,0.67271376,"('doubtful', 'determined')",-0.042831127,-0.0924064,-0.6121691,-0.5087774,0.0413906,0.0238433,0.0175473
20,-0.77564806,-0.6349344,"('rough', 'thoughtful')",0.6891141,0.66591215,1.1546619,1.0553654,0.3560426,0.3621144,-0.0060718
81,-0.77061117,-0.43886122,"('submissive', 'aggressive')",-0.04118745,-0.051754877,-1.014143,-0.854697,-0.6086472,-0.4484377,-0.1602095
52,-0.75313205,-0.969304,"('irrational', 'rational')",-1.0408596,-1.0921234,-0.29297024,-0.36996418,-0.6956539,-0.8104638,0.1148099
55,-0.74225384,-0.5380025,"('incompetent', 'clever')",0.8587511,0.70093435,-0.12000054,-0.1120946,-0.0011678,0.0169458,-0.0181136
54,-0.7396734,-0.85608834,"('incapable', 'capable')",1.1036873,1.0554278,1.113126,1.0768528,0.49238,0.4253974,0.0669826
63,-0.7191223,-0.5453331,"('unperceptive', 'insightful')",0.5924905,0.5652357,0.9572923,0.8616904,0.2768868,0.2938643,-0.0169775
36,-0.68093055,-0.8209665,"('hostile', 'amicable')",-1.7207055,-1.6600685,0.2539704,0.18941933,-0.7158886,-0.7638719,0.0479833
65,-0.66571015,-0.5003186,"('insecure', 'secure')",0.25141647,0.12728451,-0.43094552,-0.38636747,-0.2817464,-0.2531339,-0.0286125
84,0.6550353,0.60481733,"('inferior', 'superior')",0.18982965,0.11320621,1.1492627,0.97126216,0.6647092,0.5630953,0.1016139
12,-0.6539699,-0.5170343,"('unsupportive', 'supportive')",0.5898988,0.58336836,-1.5580893,-1.7328047,-0.5407201,-0.5554902,0.0147701
19,-0.63359225,-0.71419823,"('inhospitable', 'hospitable')",-0.28883004,-0.38251945,0.0019164532,-0.05962245,-0.3068353,-0.3854467,0.0786114
88,-0.6190301,-0.71434975,"('low', 'eminent')",0.4097273,0.33343035,0.029479682,0.037801348,-0.059941,-0.1143727,0.0544317
62,-0.5989078,-0.25904763,"('incompetent', 'brilliant')",1.1025823,1.1819233,-0.27776593,-0.08219078,0.0753029,0.2802283,-0.2049254
61,-0.5942701,-0.6269149,"('illogical', 'logical')",-0.20985065,-0.2835722,0.0043272823,-0.056259803,-0.2665978,-0.322249,0.0556512
21,-0.5941968,-0.40465394,"('immoral', 'moral')",0.5391284,0.4426041,-0.93390185,-0.9642918,-0.3296567,-0.3087806,-0.0208761
32,-0.5857003,-0.47333458,"('unkind', 'kind')",0.56980973,0.54914343,0.467659,0.4933318,0.1505895,0.1897136,-0.0391241
87,0.57192904,0.58173656,"('unsuccessful', 'successful')",1.7781253,1.6761584,0.6057186,0.55827034,0.9852576,0.9387218,0.0465358
68,-0.5575926,-0.7274782,"('dependent', 'independent')",-0.75094247,-0.91014177,-0.4768536,-0.7563248,-0.5951296,-0.7979816,0.202852
2,0.5519844,0.63801765,"('unlikable', 'likable')",0.87603265,0.93957627,0.49995744,0.5993608,0.6426582,0.7256516,-0.0829934
66,0.5497786,0.37095785,"('inactive', 'active')",-0.31145135,-0.40107232,1.0519518,0.8706084,0.430093,0.2801646,0.1499284
38,-0.5397274,-0.41316795,"('untruthful', 'truthful')",-0.4654328,-0.41475332,-0.21099871,-0.110533364,-0.4053863,-0.3128182,-0.0925681
60,-0.53883815,-0.2813812,"('inefficient', 'efficient')",1.5691309,1.512275,-0.19088922,-0.043196846,0.2798012,0.395899,-0.1160978
14,-0.53709286,-0.2406824,"('antisocial', 'social')",0.8868116,0.9190424,-1.0016507,-0.6555396,-0.2173106,0.0076068,-0.2249174
42,0.5368698,0.65148574,"('unreliable', 'reliable')",0.67083067,0.5733611,-2.3900075,-2.6223886,-0.3941023,-0.4658473,0.071745
82,-0.5323151,-0.36769375,"('poor', 'rich')",0.3280357,0.35484597,5.5498176,5.808047,1.781846,1.931733,-0.149887
6,-0.5232025,-0.70847356,"('distant', 'open')",-0.42891112,-0.45306763,0.47198302,0.4202201,-0.1600435,-0.247107,0.0870635
26,-0.51995385,-0.52081215,"('hardhearted', 'benevolent')",1.0995506,1.0172081,1.6162264,1.6345128,0.7319411,0.7103029,0.0216382
18,-0.5139965,-0.57664967,"('disagreeable', 'welcoming')",-0.5169364,-0.59491,-0.22076923,-0.27489305,-0.417234,-0.4821509,0.0649169
58,-0.5130095,-0.54451644,"('undiscriminating', 'discriminating')",0.5332959,0.39338908,0.2902346,0.045031868,0.103507,-0.0353652,0.1388722
76,0.48373362,0.68408835,"('anxious', 'daring')",1.160979,1.1274384,0.39309353,0.5230381,0.6792688,0.7781883,-0.0989195
59,0.47375807,0.38029784,"('foolish', 'wise')",0.18511531,0.24174409,0.35175505,0.24043,0.3368762,0.2874906,0.0493856
39,0.47121075,0.48522103,"('exploitative', 'cooperative')",1.1577272,1.1683313,0.21744508,0.22775438,0.615461,0.6271022,-0.0116412
70,-0.46852607,-0.2330217,"('lethargic', 'energetic')",0.2847103,0.2935348,0.73741794,0.8587608,0.1845341,0.3064246,-0.1218905
30,-0.46241322,-0.2638357,"('intolerant', 'tolerant')",1.454624,1.4368907,1.0665698,1.1753457,0.6862602,0.7828002,-0.09654
41,-0.45914292,-0.33011624,"('unforgiving', 'forgiving')",-0.38251424,-0.33346698,0.00041464227,-0.039186005,-0.2804142,-0.2342564,-0.0461578
29,-0.4475345,-0.56117624,"('unfair', 'fair')",-0.7866849,-0.80090445,-0.5925778,-0.7082694,-0.6089324,-0.6901167,0.0811843
16,-0.42444605,-0.47965664,"('unpopular', 'popular')",-0.61515605,-0.57426846,0.46523604,0.4109208,-0.1914553,-0.2143347,0.0228794
13,-0.4090895,-0.21452738,"('impolite', 'polite')",0.64244086,0.62992895,-0.45603174,-0.38607574,-0.0742268,0.0097753,-0.0840021
5,-0.39805797,-0.5628555,"('distant', 'outgoing')",-0.12025773,-0.109612495,-0.17307061,-0.18290558,-0.2304621,-0.2851245,0.0546624
34,-0.35752594,-0.3737828,"('mean', 'honorable')",-0.38541445,-0.39491534,5.8865905,5.9709506,1.71455,1.7340841,-0.0195341
85,0.30791005,-0.010738971,"('insignificant', 'prestigious')",0.20707013,0.11981001,1.0397356,0.8813052,0.5182386,0.3301254,0.1881132
47,-0.28956315,-0.059194684,"('stupid', 'smart')",1.2958817,1.4740802,5.0501304,5.395694,2.0188163,2.2701931,-0.2513768
15,0.2557411,0.2653716,"('boring', 'funny')",0.30085698,0.36150855,0.35015264,0.38404435,0.3022502,0.3369749,-0.0347247
25,0.24886587,0.068653986,"('egoistic', 'altruistic')",-0.20341866,-0.3235555,1.4258202,1.3910196,0.4904225,0.378706,0.1117165
40,-0.23924035,-0.2470355,"('stingy', 'generous')",-0.38073477,-0.45007196,-1.1199074,-1.3514872,-0.5799608,-0.6828648,0.102904
83,-0.23312423,-0.26093236,"('powerless', 'powerful')",0.7750405,0.7113106,-0.8283336,-0.8326909,-0.0954725,-0.1274375,0.031965
50,0.22625431,0.15471306,"('clumsy', 'skillful')",0.22906315,0.09827776,0.43636543,0.23904687,0.2972276,0.1640126,0.133215
74,0.21593392,0.27536452,"('undedicated', 'dedicated')",1.0369054,0.970153,0.6159968,0.49458042,0.6229454,0.5800326,0.0429128
17,-0.19947875,-0.15779582,"('nasty', 'nice')",-0.69671893,-0.69149613,-0.6821027,-0.5519139,-0.5261001,-0.4670686,-0.0590315
24,-0.19267793,-0.11713074,"('dishonest', 'honest')",-0.22505307,-0.20749894,0.27896404,0.3690171,-0.0462556,0.0147958,-0.0610514
37,0.1256526,0.14615116,"('fake', 'genuine')",0.06905061,0.0025344193,0.41037944,0.34302813,0.2016942,0.1639046,0.0377896
71,0.12228334,-0.012859728,"('diffident', 'self-confident')",2.4002278,2.3002977,0.75102943,0.5855962,1.0911802,0.957678,0.1335022
4,-0.09897654,-0.07630053,"('disliked', 'liked')",-0.33938724,-0.2825195,-5.7267213,-5.868655,-2.0550283,-2.0758251,0.0207968
22,-0.08309582,0.16699386,"('untrustworthy', 'trustworthy')",0.23752284,0.29310697,-1.0062515,-0.87476724,-0.2839415,-0.1382221,-0.1457194
80,-0.07170077,0.14056888,"('dominated', 'dominating')",0.52300096,0.4506054,-1.4252589,-1.4074597,-0.3246529,-0.2720952,-0.0525577
75,-0.042508222,0.046206895,"('meek', 'impulsive')",-1.3665248,-1.2224827,-0.4645326,-0.36240974,-0.6245219,-0.5128951,-0.1116268
79,0.030897079,-0.138087,"('wavering', 'unwavering')",-1.0407516,-1.0192481,0.04221852,-0.055418313,-0.3225453,-0.4042512,0.0817059
56,0.021984778,0.2719803,"('impractical', 'practical')",1.5554699,1.6314434,-0.12798321,-0.01492923,0.4831572,0.6294982,-0.146341
64,0.008635234,-0.060716227,"('shy', 'confident')",0.029060192,-0.10158679,-6.258916,-6.4501834,-2.0737402,-2.2041621,0.1304219
