,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-0.50488913,-0.68075716,"('incompetent', 'competent')",-0.37529382,-0.1366418,-0.4400915,-0.4086995,-0.031392
23,-0.50384986,-0.7224606,"('insincere', 'sincere')",5.3358216,4.967097,2.4159858,2.122318,0.2936678
20,0.5026758,0.40545523,"('rough', 'thoughtful')",1.1126071,1.4850379,0.8076414,0.9452466,-0.1376052
63,-0.4564203,-0.70925117,"('unperceptive', 'insightful')",0.9308115,0.94703406,0.2371956,0.1188914,0.1183042
39,0.43919453,0.30229315,"('exploitative', 'cooperative')",0.10700113,0.14404428,0.2730978,0.2231687,0.0499291
88,-0.43307865,-0.3127967,"('low', 'eminent')",0.21307969,0.43654364,-0.1099995,0.0618735,-0.171873
32,-0.42490008,-0.3092903,"('unkind', 'kind')",0.6507131,0.9409274,0.1129065,0.3158185,-0.202912
70,0.4227421,0.21502805,"('lethargic', 'energetic')",0.5269616,0.717021,0.4748518,0.4660245,0.0088273
65,0.4135754,0.20691481,"('insecure', 'secure')",-0.5360518,-0.34834164,-0.0612382,-0.0707134,0.0094752
21,0.40464434,0.21624398,"('immoral', 'moral')",-0.7558754,-0.60241055,-0.1756155,-0.1930833,0.0174678
30,0.40064326,0.2587269,"('intolerant', 'tolerant')",1.2955313,1.3369813,0.8480873,0.7978541,0.0502332
34,-0.39603344,-0.37804928,"('mean', 'honorable')",5.875085,5.4102955,2.7395258,2.5161231,0.2234027
46,-0.38836357,-0.73625994,"('uncompetitive', 'competitive')",-1.0203102,-0.8772606,-0.7043369,-0.8067603,0.1024234
68,0.38204896,0.106124535,"('dependent', 'independent')",-0.37319243,-0.5214463,0.0044283,-0.2076609,0.2120892
50,0.37317804,0.48147652,"('clumsy', 'skillful')",0.34350628,0.62221366,0.3583422,0.5518451,-0.1935029
14,0.37277,0.10498335,"('antisocial', 'social')",-0.74724877,-0.7045904,-0.1872394,-0.2998035,0.1125641
72,-0.37183926,-0.33592123,"('unambitious', 'ambitious')",-0.59445953,-0.45046625,-0.4831494,-0.3931937,-0.0899557
82,-0.31542236,-0.2697067,"('poor', 'rich')",6.037967,5.831515,2.8612723,2.7809041,0.0803682
35,-0.31241295,-0.08969538,"('corrupt', 'incorrupt')",0.01510608,-0.15755592,-0.1486534,-0.1236257,-0.0250277
55,0.31062508,-0.074691,"('incompetent', 'clever')",-0.005101694,0.28808317,0.1527617,0.1066961,0.0460656
22,0.25656673,-0.0063651614,"('untrustworthy', 'trustworthy')",-1.0595891,-0.9087716,-0.4015112,-0.4575684,0.0560572
43,-0.24455939,-0.3823224,"('irresponsible', 'responsible')",0.30726606,0.36335218,0.0313533,-0.0094851,0.0408384
74,-0.22257762,-0.26307744,"('undedicated', 'dedicated')",0.03831695,0.3445371,-0.0921303,0.0407298,-0.1328601
75,0.20372584,0.57003933,"('meek', 'impulsive')",-0.32871458,-0.28688934,-0.0624944,0.141575,-0.2040694
11,-0.19132604,-0.4061725,"('unhelpful', 'helpful')",1.4424015,1.3450868,0.6255378,0.4694571,0.1560807
87,-0.18438104,-0.20568666,"('unsuccessful', 'successful')",0.8000527,0.8812137,0.3078358,0.3377635,-0.0299277
59,-0.17061879,0.10210626,"('foolish', 'wise')",0.5303266,0.43782857,0.1798539,0.2699674,-0.0901135
29,-0.16275035,-0.116793096,"('unfair', 'fair')",-0.72482187,-0.6769665,-0.4437861,-0.3968798,-0.0469063
37,0.16214472,0.095151,"('fake', 'genuine')",0.40786058,0.48990092,0.2850026,0.2925259,-0.0075233
51,-0.15208475,-0.29584527,"('uneducated', 'educated')",0.07327837,0.26221716,-0.0394032,-0.0168141,-0.0225891
83,0.10960102,0.036773082,"('powerless', 'powerful')",-0.86111593,-0.817367,-0.3757575,-0.390297,0.0145395
77,-0.10786834,-0.19231288,"('unmotivated', 'motivated')",-0.97084,-0.9226024,-0.5393541,-0.5574576,0.0181035
2,-0.0863001,0.06263632,"('unlikable', 'likable')",0.4510525,0.68945646,0.1823762,0.3760464,-0.1936702
48,0.08348975,-0.1854809,"('unintelligent', 'intelligent')",0.88682556,1.0970056,0.4851577,0.4557624,0.0293953
3,-0.07153232,-0.121149234,"('repellent', 'pleasant')",-0.22409539,-0.013100149,-0.1478139,-0.0671247,-0.0806892
47,-0.062548846,-0.11810595,"('stupid', 'smart')",5.369092,5.0618067,2.6532717,2.4718504,0.1814213
69,-0.03293232,0.27986977,"('lazy', 'industrious')",0.117521346,0.049838163,0.0422945,0.164854,-0.1225595
40,-0.02542957,-0.19290939,"('stingy', 'generous')",-1.3720995,-1.1539365,-0.6987646,-0.6734229,-0.0253417
49,0.020400453,0.03162182,"('unable', 'able')",0.23497,0.19387048,0.1276852,0.1127461,0.0149391
