,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
12,-0.5211471,-0.25096226,"('unsupportive', 'supportive')",-2.2718468,-1.9801056,-1.3964969,-1.1155339,-0.280963
60,0.4786926,0.08317633,"('inefficient', 'efficient')",0.10774217,0.050537553,0.2932174,0.0668569,0.2263605
13,-0.47429052,-0.42741376,"('impolite', 'polite')",-0.8966084,-1.001597,-0.6854495,-0.7145054,0.0290559
16,-0.4728031,-0.5816654,"('unpopular', 'popular')",0.31708184,0.26779446,-0.0778606,-0.1569355,0.0790749
74,-0.47097915,0.20979807,"('undedicated', 'dedicated')",-0.5841245,-0.07910791,-0.5275518,0.0653451,-0.5928969
62,0.45973867,0.7227072,"('incompetent', 'brilliant')",0.5758106,0.6726099,0.5177746,0.6976585,-0.1798839
23,-0.45254582,-0.57906705,"('insincere', 'sincere')",6.190229,5.7551913,2.8688416,2.588062,0.2807796
78,-0.43999657,-0.5026869,"('nonresilient', 'resilient')",0.24615322,0.026557328,-0.0969217,-0.2380648,0.1411431
80,0.40469313,0.41627297,"('dominated', 'dominating')",-0.8902773,-0.8289752,-0.2427921,-0.2063511,-0.036441
7,-0.3871078,-0.3363317,"('insensitive', 'sensitive')",0.41923708,0.45633817,0.0160646,0.0600032,-0.0439386
65,0.3808742,0.24107206,"('insecure', 'secure')",-0.12560786,-0.11452609,0.1276332,0.063273,0.0643602
77,-0.37535757,-0.61815935,"('unmotivated', 'motivated')",-1.0743104,-1.4041829,-0.724834,-1.0111711,0.2863371
50,0.3740815,0.15734686,"('clumsy', 'skillful')",0.02456887,-0.10844642,0.1993252,0.0244502,0.174875
49,0.36898512,-0.0937814,"('unable', 'able')",0.15985262,-0.09576711,0.2644189,-0.0947743,0.3591932
84,0.3620552,0.26329893,"('inferior', 'superior')",1.0302504,0.7907677,0.6961528,0.5270333,0.1691195
42,0.34666127,0.6117033,"('unreliable', 'reliable')",-3.7988546,-3.353919,-1.7260966,-1.3711078,-0.3549888
72,-0.33091968,-0.13213758,"('unambitious', 'ambitious')",-0.3647493,-0.40140873,-0.3478345,-0.2667732,-0.0810613
48,0.33033162,-0.22196116,"('unintelligent', 'intelligent')",0.9725061,0.89326143,0.6514189,0.3356501,0.3157688
85,-0.320586,0.061526466,"('insignificant', 'prestigious')",-0.3572367,-0.28516558,-0.3389114,-0.1118196,-0.2270918
69,0.30442232,-0.031857714,"('lazy', 'industrious')",-0.7552407,-0.866156,-0.2254092,-0.4490069,0.2235977
33,-0.29940307,-0.08452603,"('wrong', 'right')",-0.6550165,-0.71183276,-0.4772098,-0.3981794,-0.0790304
17,-0.29865447,-0.39595044,"('nasty', 'nice')",-0.6085061,-0.509518,-0.4535803,-0.4527342,-0.0008461
26,-0.2931361,0.06928179,"('hardhearted', 'benevolent')",1.1825202,1.4647299,0.444692,0.7670059,-0.3223139
64,-0.28695464,-0.32707226,"('shy', 'confident')",-6.803685,-6.456782,-3.54532,-3.391927,-0.153393
4,-0.28607062,0.09858938,"('disliked', 'liked')",-6.9430733,-6.401851,-3.614572,-3.1516309,-0.4629411
20,0.26470342,0.053385794,"('rough', 'thoughtful')",0.66904324,0.7322133,0.4668733,0.3927996,0.0740737
51,-0.23861969,-0.032642074,"('uneducated', 'educated')",0.33263773,0.49005908,0.047009,0.2287085,-0.1816995
67,0.23683314,0.09160215,"('doubtful', 'determined')",-0.726197,-0.69290185,-0.2446819,-0.3006499,0.055968
83,-0.23213701,-0.028880231,"('powerless', 'powerful')",-0.84420735,-0.8882539,-0.5381722,-0.4585671,-0.0796051
41,0.21928865,0.43770203,"('unforgiving', 'forgiving')",-0.19340552,0.0060920455,0.0129416,0.221897,-0.2089554
35,0.20470409,-0.116175875,"('corrupt', 'incorrupt')",-0.5282678,-0.75531805,-0.1617818,-0.435747,0.2739652
40,0.20309694,0.4147633,"('stingy', 'generous')",-1.6878465,-1.3231648,-0.7423748,-0.4542007,-0.2881741
82,-0.19609687,-0.2605734,"('poor', 'rich')",6.7543154,6.435483,3.2791092,3.0874548,0.1916544
22,-0.18551663,0.13804697,"('untrustworthy', 'trustworthy')",-0.9641517,-0.81528676,-0.5748342,-0.3386199,-0.2362143
87,-0.18500695,0.0415105,"('unsuccessful', 'successful')",0.8048662,0.9362913,0.3099296,0.4889009,-0.1789713
34,0.12512147,-0.045440294,"('mean', 'honorable')",6.0881023,5.6847024,3.106612,2.8196311,0.2869809
59,-0.11990676,-0.17265794,"('foolish', 'wise')",0.16403097,-0.07291605,0.0220621,-0.122787,0.1448491
75,-0.09115286,0.1740244,"('meek', 'impulsive')",-0.7247966,-0.68565744,-0.4079747,-0.2558165,-0.1521582
47,-0.0675553,-0.061389484,"('stupid', 'smart')",5.268965,5.159059,2.6007047,2.5488348,0.0518699
11,-0.049931362,-0.16016874,"('unhelpful', 'helpful')",1.6072885,1.6751103,0.7786785,0.7574708,0.0212077
27,-0.038943626,-0.09601848,"('hardhearted', 'softhearted')",1.0299851,1.1012144,0.4955207,0.502598,-0.0070773
56,-0.03682282,-0.016130924,"('impractical', 'practical')",-0.47580597,-0.2902313,-0.2563144,-0.1531811,-0.1031333
15,0.03591097,0.07895997,"('boring', 'funny')",0.18118519,0.33730084,0.1085481,0.2081304,-0.0995823
18,0.029938385,0.145354,"('disagreeable', 'welcoming')",-0.45983505,-0.40553236,-0.2149483,-0.1300892,-0.0848591
21,-0.029512502,0.14594701,"('immoral', 'moral')",-0.57524514,-0.3990097,-0.3023788,-0.1265313,-0.1758475
32,0.029161436,0.099801406,"('unkind', 'kind')",0.51894325,0.81524295,0.2740524,0.4575222,-0.1834698
25,0.025603555,0.24346063,"('egoistic', 'altruistic')",1.3968521,1.5375863,0.7112278,0.8905235,-0.1792957
37,-0.013254032,-0.12735784,"('fake', 'genuine')",-0.104600966,0.2149918,-0.0589275,0.043817,-0.1027445
81,0.0123471115,0.13400055,"('submissive', 'aggressive')",-0.74096507,-0.46401623,-0.364309,-0.1650078,-0.1993012
55,-0.003457766,-0.047626004,"('incompetent', 'clever')",0.38092262,0.6801722,0.1887324,0.3162731,-0.1275407
