,lowes_male,lowes_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
16,-0.38807276,-0.60152805,"('unpopular', 'popular')",-0.91307807,-1.2192186,0.61268973,0.3883583,-0.229487,-0.4774628,0.2479758
64,-0.36295184,-0.20888257,"('shy', 'confident')",1.0360718,0.99275255,-6.371923,-6.202642,-1.899601,-1.8062572,-0.0933438
3,-0.33819747,-0.62259734,"('repellent', 'pleasant')",0.8237133,0.80124044,0.5512213,0.46226233,0.3455791,0.2136351,0.131944
63,0.33721602,0.040653657,"('unperceptive', 'insightful')",1.882927,1.4006349,1.434693,1.3779582,1.2182786,0.9397489,0.2785297
48,-0.33376837,-0.4633015,"('unintelligent', 'intelligent')",-0.14011444,-0.3104687,0.11656287,0.29695717,-0.1191066,-0.1589377,0.0398311
77,0.33066604,0.07771257,"('unmotivated', 'motivated')",0.5093496,0.17982435,-1.2148321,-1.2952813,-0.1249388,-0.3459148,0.220976
59,-0.30234513,-0.29136315,"('foolish', 'wise')",-1.0368538,-1.0354253,0.041314475,-0.07058678,-0.4326282,-0.4657917,0.0331635
50,0.29220372,0.17331555,"('clumsy', 'skillful')",-0.56756663,-0.5787888,0.2479598,0.25945333,-0.0091344,-0.0486733,0.0395389
69,0.28561947,0.69353193,"('lazy', 'industrious')",-0.35209873,0.09361213,-0.90549177,-0.9095312,-0.3239903,-0.0407957,-0.2831946
65,-0.27906916,-0.6919852,"('insecure', 'secure')",0.6865546,0.28850925,0.23875223,-0.025564343,0.2154126,-0.1430134,0.358426
84,0.27480954,0.20132285,"('inferior', 'superior')",-0.6594548,-0.76314884,0.40924326,0.37026414,0.0081993,-0.0638539,0.0720532
51,0.24354303,-0.2267249,"('uneducated', 'educated')",1.2061094,0.9125702,1.0787944,0.92095697,0.8428156,0.5356007,0.3072149
11,0.20869987,-0.15603793,"('unhelpful', 'helpful')",1.6374813,0.8174151,2.5906374,2.4216473,1.4789395,1.0276748,0.4512647
80,0.18522656,0.22820212,"('dominated', 'dominating')",1.4055227,1.2556596,-0.7189244,-0.6518762,0.2906083,0.2773285,0.0132798
85,0.17981632,0.30122918,"('insignificant', 'prestigious')",-0.5344134,-0.2773975,0.2504353,0.38419825,-0.0347206,0.13601,-0.1707306
54,0.17355767,0.09368813,"('incapable', 'capable')",-0.63050807,-0.6840125,0.9147003,0.7659032,0.1525833,0.0585263,0.094057
55,-0.16395788,-0.4399758,"('incompetent', 'clever')",1.7241337,1.1671404,0.15961987,0.13064308,0.5732652,0.2859359,0.2873293
26,-0.14624918,0.6071107,"('hardhearted', 'benevolent')",1.270733,1.9632143,1.2196263,1.8484545,0.78137,1.4729265,-0.6915565
83,-0.14526176,0.10515573,"('powerless', 'powerful')",-0.049490526,-0.083168626,-1.0508757,-0.95292956,-0.4152093,-0.3103142,-0.1048951
15,0.14473203,0.42122218,"('boring', 'funny')",-0.4752671,-0.43735954,0.27493083,0.34445456,-0.0185347,0.1094391,-0.1279738
75,0.14408562,0.43143287,"('meek', 'impulsive')",-0.83748376,-0.48951244,-0.40282452,-0.33286163,-0.3654075,-0.1303137,-0.2350938
12,0.14152052,0.28708258,"('unsupportive', 'supportive')",1.3815165,1.2989868,-1.3838556,-1.1471457,0.0463938,0.1463079,-0.0999141
71,0.13886097,0.16359967,"('diffident', 'self-confident')",0.22610308,0.09124627,0.2625991,0.36319596,0.2091877,0.206014,0.0031737
42,0.1296184,0.08073266,"('unreliable', 'reliable')",0.40908805,0.22161561,-2.5454614,-2.442888,-0.6689183,-0.7135132,0.0445949
58,0.11398782,0.45766142,"('undiscriminating', 'discriminating')",0.8460781,0.940464,0.3409327,0.44181827,0.4336662,0.6133145,-0.1796483
22,0.112969436,0.2901079,"('untrustworthy', 'trustworthy')",0.77712524,0.6407589,-0.8199129,-0.7618089,0.0233939,0.0563526,-0.0329587
4,-0.107049815,0.12392342,"('disliked', 'liked')",-0.06444924,0.19927067,-5.999834,-5.8510756,-2.0571111,-1.8426272,-0.2144839
25,0.08078058,0.13980404,"('egoistic', 'altruistic')",0.49567035,0.5241376,1.2195206,1.1533031,0.5986572,0.6057483,-0.0070911
88,0.07872307,-0.19525388,"('low', 'eminent')",0.6238029,0.25310865,0.26663476,0.16373332,0.3230536,0.0738627,0.2491909
24,0.07037517,0.34841207,"('dishonest', 'honest')",0.15036717,0.17344883,1.0017843,1.2361645,0.4075089,0.5860085,-0.1784996
14,-0.06850772,0.061975095,"('antisocial', 'social')",2.0576215,1.8398091,-0.50178087,-0.67822677,0.4957776,0.4078525,0.0879251
47,-0.05496291,0.008717891,"('stupid', 'smart')",0.4145027,0.05755077,5.212116,4.928166,1.8572186,1.6648115,0.1924071
41,-0.042152926,0.27219796,"('unforgiving', 'forgiving')",0.49158233,0.502308,0.30981892,0.430918,0.2530828,0.401808,-0.1487252
70,0.036694176,-0.18507165,"('lethargic', 'energetic')",1.3515383,0.9698929,0.9945854,0.84102196,0.7942726,0.5419478,0.2523248
45,-0.031139538,0.27419734,"('incompetent', 'competent')",1.5662944,1.4929961,-0.15212402,0.025386188,0.4610103,0.5975266,-0.1365163
61,-0.024322756,0.03699045,"('illogical', 'logical')",-0.2636934,-0.39544377,0.2630875,0.27362785,-0.0083095,-0.0282752,0.0199657
81,-0.014140628,-0.1739092,"('submissive', 'aggressive')",1.5572512,1.2391212,-0.17944548,-0.24170393,0.454555,0.2745027,0.1800523
46,-0.0050811786,-0.026323998,"('uncompetitive', 'competitive')",2.0639439,1.6629305,-0.17689225,-0.057086896,0.6273235,0.5265065,0.100817
