,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
74,-0.68577605,-0.7780222,"('undedicated', 'dedicated')",-0.17621915,-0.2693033,-0.4309976,-0.5236627,0.0926651
45,-0.6850279,-0.6603905,"('incompetent', 'competent')",0.012808161,0.023361143,-0.3361099,-0.3185147,-0.0175952
56,0.67024535,0.69701093,"('impractical', 'practical')",0.35968176,0.56288385,0.5149636,0.6299474,-0.1149838
7,-0.6503368,-0.642535,"('insensitive', 'sensitive')",0.66383624,0.85089797,0.0067497,0.1041815,-0.0974318
28,-0.6418415,-0.45198536,"('disloyal', 'loyal')",0.64499754,1.0275259,0.001578,0.2877703,-0.2861923
88,-0.6338115,-0.8316574,"('low', 'eminent')",0.32640722,0.32491374,-0.1537021,-0.2533718,0.0996697
52,-0.62975854,-0.64393616,"('irrational', 'rational')",-0.16471386,-0.22672129,-0.3972362,-0.4353287,0.0380925
29,-0.59480965,-0.52383304,"('unfair', 'fair')",-0.4868777,-0.53861666,-0.5408437,-0.5312248,-0.0096189
51,-0.57266814,-0.33171588,"('uneducated', 'educated')",0.45464194,0.57231313,-0.0590131,0.1202986,-0.1793117
64,0.54112583,0.20186922,"('shy', 'confident')",-5.991952,-6.591347,-2.7254131,-3.1947391,0.469326
87,-0.5236097,-0.50403464,"('unsuccessful', 'successful')",0.8726863,0.67140937,0.1745383,0.0836874,0.0908509
46,-0.50026464,-0.5273497,"('uncompetitive', 'competitive')",-0.30101934,-0.31302896,-0.400642,-0.4201893,0.0195473
12,-0.4487911,-0.27897638,"('unsupportive', 'supportive')",-1.5994959,-1.3923737,-1.0241435,-0.835675,-0.1884685
14,0.44520643,0.2712011,"('antisocial', 'social')",-0.23140779,-0.559868,0.1068993,-0.1443334,0.2512327
41,-0.43542415,-0.33256704,"('unforgiving', 'forgiving')",-0.07574178,0.032814577,-0.255583,-0.1498762,-0.1057068
67,0.4292349,0.44734362,"('doubtful', 'determined')",-0.63590556,-0.6232345,-0.1033353,-0.0879454,-0.0153899
70,-0.39215472,-0.45860076,"('lethargic', 'energetic')",0.8716887,0.9614202,0.239767,0.2514097,-0.0116427
13,-0.36628887,-0.35201553,"('impolite', 'polite')",-0.25419265,0.016547471,-0.3102407,-0.167734,-0.1425067
72,-0.3598766,-0.30254412,"('unambitious', 'ambitious')",-0.7499765,-0.49282113,-0.5549266,-0.3976826,-0.157244
2,0.32938683,0.07078779,"('unlikable', 'likable')",0.46903437,0.40431106,0.3992106,0.2375494,0.1616612
4,-0.32572484,-0.1400436,"('disliked', 'liked')",-6.410859,-6.511488,-3.3682919,-3.3257658,-0.0425261
3,-0.31362802,-0.4839617,"('repellent', 'pleasant')",0.3460716,-0.10406158,0.0162218,-0.2940117,0.3102335
49,0.3003783,0.63069886,"('unable', 'able')",0.3074874,0.5573391,0.3039328,0.5940189,-0.2900861
11,-0.29739434,-0.19923031,"('unhelpful', 'helpful')",2.0460322,2.3904114,0.874319,1.0955906,-0.2212716
20,-0.27970758,-0.38387012,"('rough', 'thoughtful')",1.5852406,1.4137614,0.6527665,0.5149456,0.1378209
32,-0.2695845,-0.16787332,"('unkind', 'kind')",0.9992786,1.1456144,0.3648471,0.4888705,-0.1240234
15,-0.25047722,-0.24736269,"('boring', 'funny')",0.28859156,0.3409859,0.0190572,0.0468116,-0.0277544
33,-0.21790892,-0.39548936,"('wrong', 'right')",-0.82127094,-0.86855084,-0.5195899,-0.6320201,0.1124302
43,-0.21463235,-0.3824279,"('irresponsible', 'responsible')",0.7622934,0.85978305,0.2738305,0.2386776,0.0351529
22,-0.20897144,-0.4482488,"('untrustworthy', 'trustworthy')",-0.50738037,-0.5159054,-0.3581759,-0.4820771,0.1239012
34,-0.20618999,-0.29137227,"('mean', 'honorable')",5.8798504,6.3218393,2.8368301,3.0152335,-0.1784034
42,0.20524265,0.2129719,"('unreliable', 'reliable')",-2.935452,-2.9577541,-1.3651047,-1.3723911,0.0072864
59,0.20280242,0.33217716,"('foolish', 'wise')",0.18841687,0.36537686,0.1956096,0.348777,-0.1531674
18,-0.19571951,-0.30657208,"('disagreeable', 'welcoming')",-0.4012204,-0.40726987,-0.29847,-0.356921,0.058451
68,0.18986711,0.22587414,"('dependent', 'independent')",-0.20821632,-0.14340465,-0.0091746,0.0412347,-0.0504093
84,0.15773362,0.37370527,"('inferior', 'superior')",0.91524893,1.0668819,0.5364913,0.7202936,-0.1838023
47,0.15669426,0.041214056,"('stupid', 'smart')",5.316156,5.705989,2.7364252,2.8736014,-0.1371762
50,0.1435516,0.3127401,"('clumsy', 'skillful')",0.37654436,0.35047075,0.260048,0.3316054,-0.0715574
17,-0.13775486,-0.095706165,"('nasty', 'nice')",-0.5620875,-0.53265834,-0.3499212,-0.3141823,-0.0357389
40,0.12243459,0.08071679,"('stingy', 'generous')",-1.5824571,-1.665785,-0.7300112,-0.7925341,0.0625229
25,-0.090989895,-0.16345993,"('egoistic', 'altruistic')",1.0513623,0.81817406,0.4801862,0.3273571,0.1528291
83,0.089263685,0.123298034,"('powerless', 'powerful')",-0.8977898,-0.9283411,-0.404263,-0.4025215,-0.0017415
21,-0.07292195,-0.18020459,"('immoral', 'moral')",-0.19659524,-0.26382422,-0.1347586,-0.2220144,0.0872558
48,-0.06263754,0.017794574,"('unintelligent', 'intelligent')",1.3418639,1.3722907,0.6396132,0.6950427,-0.0554295
75,-0.055659026,0.11940347,"('meek', 'impulsive')",-0.6407681,-0.5746278,-0.3482136,-0.2276122,-0.1206014
76,0.0417454,0.04613289,"('anxious', 'daring')",0.5338208,0.5903205,0.2877831,0.3182267,-0.0304436
55,-0.020741716,-0.1974343,"('incompetent', 'clever')",0.5789728,0.36607295,0.2791156,0.0843193,0.1947963
35,-0.0040252823,0.2769644,"('corrupt', 'incorrupt')",-0.7030976,-0.62164503,-0.3535614,-0.1723403,-0.1812211
65,0.0028170338,-0.21402487,"('insecure', 'secure')",0.06869783,0.022123989,0.0357574,-0.0959504,0.1317078
