,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
4,0.5176939,0.44916028,"('disliked', 'liked')",-0.14263946,-0.20427707,-6.9010468,-6.5758824,-2.1753308,-2.1103331,-0.0649977
66,0.4984051,0.5049559,"('inactive', 'active')",0.7034432,0.5384619,1.1713488,1.1253879,0.7910657,0.7229352,0.0681305
80,-0.46441907,-0.68624866,"('dominated', 'dominating')",2.4833186,1.8012702,-1.3608276,-1.5623688,0.2193573,-0.1491157,0.368473
72,-0.4540527,-0.42189825,"('unambitious', 'ambitious')",0.82967854,0.6454411,-0.74208295,-0.96315867,-0.1221524,-0.2465386,0.1243862
75,0.44302687,0.39303324,"('meek', 'impulsive')",-1.7597563,-1.8678532,-0.3791204,-0.47670338,-0.5652833,-0.6505078,0.0852245
49,-0.44105774,-0.4979353,"('unable', 'able')",-0.7114435,-0.88036585,-0.37411696,-0.43749875,-0.5088727,-0.6052667,0.096394
83,-0.42572775,-0.62488353,"('powerless', 'powerful')",-0.21240596,-0.3854727,-1.0679651,-1.1425446,-0.5686996,-0.7176336,0.148934
1,-0.3854819,-0.15945545,"('unfriendly', 'friendly')",-0.52024657,-0.4673591,1.8543296,2.2600503,0.3162004,0.5444119,-0.2282115
36,0.34046978,0.5274635,"('hostile', 'amicable')",-2.193268,-1.5484843,0.68240917,1.0487021,-0.3901297,0.0092271,-0.3993568
88,-0.3379085,-0.12878934,"('low', 'eminent')",-1.6133584,-1.4707595,0.08884643,0.29264987,-0.6208068,-0.435633,-0.1851738
52,0.3261562,0.56018144,"('irrational', 'rational')",-1.8763636,-1.1778483,0.12770037,0.6030415,-0.474169,-0.0048751,-0.4692939
27,0.3042341,0.46844575,"('hardhearted', 'softhearted')",-0.34432426,-0.1787318,1.3969119,1.5657074,0.4522739,0.6184738,-0.1661999
2,-0.2733514,-0.2428436,"('unlikable', 'likable')",1.3985693,1.5641526,0.51398396,0.62262833,0.5464006,0.6479791,-0.1015785
87,-0.2695372,-0.5038757,"('unsuccessful', 'successful')",1.7199185,1.194801,0.7240345,0.56530756,0.7248053,0.4187443,0.306061
25,0.26828772,0.49325183,"('egoistic', 'altruistic')",-0.8145846,-0.49166626,1.5566282,1.9513563,0.3367771,0.6509806,-0.3142035
37,-0.25972688,-0.2557248,"('fake', 'genuine')",0.31369776,0.41633314,0.43230835,0.50427276,0.1620931,0.221627,-0.0595339
29,-0.24003588,-0.325011,"('unfair', 'fair')",-0.45190746,-0.53294647,-0.55659467,-0.49014732,-0.4161793,-0.4493683,0.033189
74,-0.23808087,-0.26531515,"('undedicated', 'dedicated')",1.9078693,1.6662375,0.24488834,0.26405996,0.6382256,0.5549941,0.0832315
16,-0.23761435,-0.3351701,"('unpopular', 'popular')",-0.99250853,-0.7600325,0.3755985,0.5146015,-0.2848415,-0.1935337,-0.0913078
19,0.22697623,0.41960233,"('inhospitable', 'hospitable')",-1.7233986,-1.4701165,-0.0061953887,0.18790247,-0.5008726,-0.2875373,-0.2133353
56,-0.19757923,-0.34864965,"('impractical', 'practical')",1.5630535,0.960583,-0.10976594,-0.3294915,0.4185694,0.0941473,0.3244221
17,0.1793134,0.18576397,"('nasty', 'nice')",-0.899114,-0.82485086,-0.39041844,-0.24784261,-0.370073,-0.2956432,-0.0744298
84,0.16397531,0.19247764,"('inferior', 'superior')",0.14150003,0.20081161,0.8355178,0.89419186,0.380331,0.4291604,-0.0488294
18,-0.16257991,0.0035248622,"('disagreeable', 'welcoming')",-1.412268,-0.97053295,-0.43347138,-0.14261538,-0.6694398,-0.3698745,-0.2995653
34,0.16179918,0.2054921,"('mean', 'honorable')",-0.3101637,-0.2033503,6.363623,6.363533,2.0717529,2.1218917,-0.0501388
78,0.14555617,-0.06861779,"('nonresilient', 'resilient')",1.4714435,0.8790677,0.16224658,-0.06430693,0.5930821,0.2487143,0.3443678
54,-0.13922149,-0.026059225,"('incapable', 'capable')",-0.75696665,-0.618147,1.0904143,1.1972218,0.064742,0.1843385,-0.1195965
9,0.12063712,0.40944564,"('unaffectionate', 'caring')",-0.09777495,0.16297448,1.2438096,1.4118227,0.4222239,0.6614143,-0.2391904
64,-0.0987881,-0.2127897,"('shy', 'confident')",1.3762729,1.0732846,-6.9734774,-7.05939,-1.8986642,-2.0662983,0.1676341
47,0.093807235,0.08336912,"('stupid', 'smart')",0.8295237,0.6985708,5.7909117,5.7185025,2.2380808,2.1668142,0.0712666
