,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
50,-0.66608256,-0.66124284,"('clumsy', 'skillful')",0.17942859,0.178072,0.39044908,0.39550027,-0.0320683,-0.0292235,-0.0028448
47,0.66248804,0.6527467,"('stupid', 'smart')",-0.25037578,-0.12180806,5.864893,5.997691,2.0923351,2.1762099,-0.0838748
75,-0.61349756,-0.32222492,"('meek', 'impulsive')",0.5640895,0.6319368,-0.30484152,-0.07682872,-0.1180832,0.0776277,-0.1957109
44,-0.5689036,-0.5599534,"('prejudiced', 'unprejudiced')",-0.44183198,-0.38465014,-1.7973257,-1.6688776,-0.9360205,-0.8711603,-0.0648602
7,0.5671322,0.37682676,"('insensitive', 'sensitive')",-0.18490402,-0.27283245,1.0413021,0.9254631,0.4745101,0.3431524,0.1313577
26,-0.5317639,-0.19605272,"('hardhearted', 'benevolent')",0.9272265,1.0143769,0.3410712,0.39942247,0.2455113,0.4059155,-0.1604042
45,0.5245182,0.42581072,"('incompetent', 'competent')",-1.480516,-1.4233745,-0.36282662,-0.33176625,-0.4396081,-0.44311,0.0035019
34,0.4738585,0.18275777,"('mean', 'honorable')",0.755732,0.73896104,4.9737186,4.8499155,2.0677697,1.923878,0.1438917
29,-0.45671973,-0.41334483,"('unfair', 'fair')",-0.36253288,-0.30626738,-0.6345988,-0.41038862,-0.4846172,-0.3766669,-0.1079503
4,-0.4376984,-0.34914225,"('disliked', 'liked')",0.5278268,0.597436,-7.3457866,-7.1544995,-2.4185527,-2.3020686,-0.1164841
79,-0.42500922,-0.24885635,"('wavering', 'unwavering')",0.3206966,0.45935124,-0.045654222,0.026400685,-0.049989,0.0789652,-0.1289542
1,-0.36051142,-0.5140217,"('unfriendly', 'friendly')",0.9750292,0.83806074,1.8161619,1.7518954,0.8102265,0.6919781,0.1182484
19,-0.35699657,-0.33574325,"('inhospitable', 'hospitable')",-0.6864936,-0.6572935,0.006030204,0.06132772,-0.34582,-0.3105697,-0.0352503
54,0.35173637,0.15042886,"('incapable', 'capable')",1.3404385,1.1997998,1.4807521,1.4866977,1.0576423,0.9456422,0.1120001
48,0.3463971,0.3178025,"('unintelligent', 'intelligent')",-0.9211398,-0.9508527,0.18214391,0.2781932,-0.1308662,-0.1182857,-0.0125805
64,0.3258803,0.30531138,"('shy', 'confident')",-0.691897,-0.6469128,-6.3179927,-6.168729,-2.2280032,-2.1701101,-0.0578931
14,0.30902112,0.41620478,"('antisocial', 'social')",-0.6944755,-0.65888476,-0.3366858,-0.309928,-0.2407134,-0.1842027,-0.0565107
77,0.3047093,0.086361304,"('unmotivated', 'motivated')",0.43889654,0.25098905,-1.1175833,-1.1786159,-0.1246591,-0.2804219,0.1557628
86,0.28492427,0.38173556,"('uninfluential', 'influential')",-1.3968735,-1.3439851,0.06390418,0.11608814,-0.3493483,-0.2820538,-0.0672945
69,-0.24446401,-0.32999083,"('lazy', 'industrious')",2.1082253,2.15103,-1.0914329,-1.1253748,0.2574428,0.2318881,0.0255547
41,0.21861751,0.43053615,"('unforgiving', 'forgiving')",0.640379,0.6903,-0.28958935,-0.22139625,0.1898024,0.2998133,-0.1100109
58,-0.20384838,0.08783791,"('undiscriminating', 'discriminating')",0.86751074,0.85069895,-0.6055708,-0.46032995,0.0193639,0.1594023,-0.1400384
78,-0.19825004,-0.46401194,"('nonresilient', 'resilient')",0.7700652,0.7322067,-0.13572125,-0.29967716,0.1453646,-0.0104941,0.1558587
84,-0.18090492,-0.30611566,"('inferior', 'superior')",0.014232453,-0.12928559,-0.07744691,-0.14135166,-0.0813731,-0.192251,0.1108779
57,-0.17893901,-0.23058173,"('unimaginative', 'imaginative')",-0.7781978,-0.8132291,-2.8887162,-2.6924663,-1.281951,-1.2454257,-0.0365253
25,-0.1773917,-0.41820335,"('egoistic', 'altruistic')",1.3618561,1.1616229,0.3714572,0.34726298,0.5186406,0.3635608,0.1550798
59,0.17618498,0.11673509,"('foolish', 'wise')",0.38755283,0.442248,0.585233,0.688225,0.3829903,0.415736,-0.0327457
17,-0.16061428,-0.09021004,"('nasty', 'nice')",0.3919838,0.53552365,-0.7556667,-0.63614964,-0.1747657,-0.063612,-0.1111537
83,0.15999775,0.3903728,"('powerless', 'powerful')",1.0806286,1.0844438,-0.7925172,-0.7470553,0.1493697,0.2425871,-0.0932174
18,-0.15845764,-0.17494589,"('disagreeable', 'welcoming')",-0.19643363,-0.21753383,-0.10814806,-0.2128576,-0.1543464,-0.2017791,0.0474327
49,-0.13024725,-0.3460127,"('unable', 'able')",-0.27668944,-0.3385575,0.12778592,0.1368354,-0.0930503,-0.1825783,0.089528
33,0.12609655,0.17830111,"('wrong', 'right')",1.7427471,1.7153718,-0.29299185,-0.39282343,0.5252839,0.5002832,0.0250007
15,0.11985542,0.13139892,"('boring', 'funny')",1.3279569,1.3272879,0.63330436,0.7033018,0.6937056,0.7206629,-0.0269573
0,0.108472124,-0.023095058,"('unsociable', 'sociable')",-0.17652483,-0.2895524,-0.34284005,-0.3753831,-0.1369643,-0.2293435,0.0923792
67,0.106644824,0.2849217,"('doubtful', 'determined')",0.09097874,0.19098929,-0.7382373,-0.71515584,-0.1802046,-0.0797483,-0.1004563
53,0.09727359,-0.22039849,"('uncreative', 'creative')",0.21603306,0.058721926,0.5842892,0.60272783,0.2991986,0.1470171,0.1521815
20,-0.07376836,0.09542866,"('rough', 'thoughtful')",-0.2403028,-0.18267241,-0.019499358,0.092956305,-0.1111902,0.0019042,-0.1130944
22,0.06945723,0.020123005,"('untrustworthy', 'trustworthy')",-1.5187156,-1.3754616,-0.73029447,-0.40490183,-0.7265176,-0.5867468,-0.1397708
66,0.05938047,0.29906148,"('inactive', 'active')",0.98475796,1.1279851,0.54494965,0.696274,0.529696,0.7077735,-0.1780775
82,-0.055468984,-0.45070425,"('poor', 'rich')",-0.7040472,-0.92168,7.156761,6.8790474,2.132415,1.8355544,0.2968606
52,0.051214702,0.05206758,"('irrational', 'rational')",0.53399956,0.65865934,-0.21748254,-0.036406077,0.1225772,0.2247736,-0.1021964
68,0.032160874,-0.015633894,"('dependent', 'independent')",-1.4093124,-1.5412222,-0.68546927,-0.6694222,-0.6875402,-0.7420928,0.0545526
