,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
26,0.35289422,0.3357138,"('hardhearted', 'benevolent')",0.84240514,0.8943124,1.3996524,1.3806169,0.8649839,0.8702144,-0.0052305
54,-0.34043488,-0.2399312,"('incapable', 'capable')",-0.5960335,-0.490063,0.80979615,0.9372169,-0.0422241,0.0690742,-0.1112983
43,0.33648908,0.24951044,"('irresponsible', 'responsible')",-0.4152984,-0.3176049,0.11749475,0.056968853,0.0128951,-0.0037085,0.0166036
32,0.33639005,0.235208,"('unkind', 'kind')",0.24008906,0.28525403,0.9325101,0.8718336,0.5029964,0.4640985,0.0388979
2,0.32140985,0.3453452,"('unlikable', 'likable')",0.80232376,0.8755981,0.71049213,0.79102397,0.6114086,0.6706557,-0.0592471
87,0.31496176,0.35568452,"('unsuccessful', 'successful')",0.648177,0.6795161,0.6087533,0.6207459,0.523964,0.5519822,-0.0280182
69,0.30864492,0.3660857,"('lazy', 'industrious')",0.748328,0.7313343,-0.39615744,-0.36323786,0.2202718,0.2447274,-0.0244556
64,0.30482826,0.1138551,"('shy', 'confident')",0.70386535,0.65689003,-5.611033,-5.498494,-1.5341131,-1.5759163,0.0418032
50,-0.30413777,-0.3738975,"('clumsy', 'skillful')",-0.0355795,-0.051236156,0.10086596,0.09915315,-0.0796171,-0.1086602,0.0290431
28,0.28636137,-0.07376473,"('disloyal', 'loyal')",-0.09994435,-0.28931826,0.6702111,0.47246468,0.2855427,0.0364606,0.2490821
40,0.2817778,0.03919239,"('stingy', 'generous')",0.6312675,0.42012694,-1.2548163,-1.4890964,-0.1139237,-0.343259,0.2293353
77,-0.27803117,-0.47410554,"('unmotivated', 'motivated')",0.70264894,0.5954226,-1.0185859,-1.0366895,-0.1979894,-0.3051241,0.1071347
51,-0.27745205,-0.41674095,"('uneducated', 'educated')",-0.24569823,-0.33447048,0.59533423,0.44540596,0.0240613,-0.1019351,0.1259964
8,-0.2623146,-0.35442108,"('unaffectionate', 'affectionate')",-0.5129671,-0.48762235,0.38793242,0.31569642,-0.1291164,-0.175449,0.0463326
35,-0.24391067,-0.1528337,"('corrupt', 'incorrupt')",-1.2052656,-1.226815,-0.2754187,-0.30022886,-0.574865,-0.5599592,-0.0149058
47,-0.2393848,-0.114721514,"('stupid', 'smart')",0.06028588,0.13048771,4.874931,4.7688885,1.5652773,1.5948849,-0.0296076
13,-0.22999929,-0.34019276,"('impolite', 'polite')",-0.32388604,-0.2573142,-0.36047414,-0.49546015,-0.3047865,-0.3643224,0.0595359
34,-0.22765483,-0.081263855,"('mean', 'honorable')",0.24767178,0.2815084,5.879785,5.7991443,1.9666007,1.9997962,-0.0331955
38,0.22438617,0.16352603,"('untruthful', 'truthful')",0.27722353,0.32173157,-0.03141662,-0.054379646,0.156731,0.143626,0.013105
66,-0.19160713,-0.15090875,"('inactive', 'active')",-0.94145364,-0.88335425,1.1026133,1.0930805,-0.0101492,0.0196058,-0.029755
10,0.16151536,0.017556533,"('unsympathetic', 'sympathetic')",-0.27826148,-0.30473045,-0.26128125,-0.3537451,-0.1260091,-0.2136397,0.0876306
14,-0.15669547,-0.29574928,"('antisocial', 'social')",0.7153907,0.71797043,-0.7118341,-0.85751337,-0.0510463,-0.1450974,0.0940511
1,-0.14162964,-0.26000836,"('unfriendly', 'friendly')",0.54797924,0.43530834,1.3242602,1.1783268,0.57687,0.4512089,0.1256611
58,-0.08824843,-0.10281095,"('undiscriminating', 'discriminating')",0.8593699,0.75101644,0.08540153,-0.011859821,0.2855077,0.2121152,0.0733925
25,0.08752471,0.06531049,"('egoistic', 'altruistic')",0.75047886,0.6665317,1.5360554,1.5025679,0.791353,0.7448033,0.0465497
3,0.07095809,0.05783748,"('repellent', 'pleasant')",1.067566,1.0927273,0.3313113,0.2727094,0.4899452,0.4744247,0.0155205
70,-0.06636055,-0.11402875,"('lethargic', 'energetic')",0.14000472,0.20338637,0.46234086,0.47213188,0.1786617,0.1871632,-0.0085015
83,0.062478088,0.022482224,"('powerless', 'powerful')",0.49286956,0.41311607,-0.84323734,-0.8427656,-0.0959632,-0.1357224,0.0397592
46,0.049286976,-0.09814046,"('uncompetitive', 'competitive')",0.92822766,0.9026221,-0.19704977,-0.2510038,0.260155,0.1844926,0.0756624
29,0.04405208,0.05862,"('unfair', 'fair')",0.17459655,0.13968404,-0.42703214,-0.48642743,-0.0694612,-0.0960411,0.0265799
68,0.040707313,0.022114752,"('dependent', 'independent')",-0.5830272,-0.61745113,-0.3881231,-0.50183505,-0.3101477,-0.3657238,0.0555761
42,-0.02875858,-0.046896446,"('unreliable', 'reliable')",-0.060548797,-0.022520632,-2.9445636,-2.7855232,-1.0112903,-0.9516467,-0.0596436
22,-0.0034702441,-0.05277776,"('untrustworthy', 'trustworthy')",-0.29588655,-0.2273671,-0.93250555,-0.9422469,-0.4106208,-0.4074639,-0.0031569
