,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
39,-0.15185425,-0.005004838,"('exploitative', 'cooperative')",-0.6929656,-0.5929053,-0.42241,-0.2989551,-0.1234549
7,-0.14546934,0.13382101,"('insensitive', 'sensitive')",-1.7926741,-1.7218509,-0.9690717,-0.7940149,-0.1750568
71,-0.11083846,-0.28809017,"('diffident', 'self-confident')",-0.7346248,-0.8043388,-0.4227316,-0.5462145,0.1234829
20,0.10718769,0.027235486,"('rough', 'thoughtful')",0.30017042,0.080019355,0.2036791,0.0536274,0.1500517
54,-0.088702455,-0.058039844,"('incapable', 'capable')",0.5468107,0.6066425,0.2290541,0.2743013,-0.0452472
5,0.071538255,-0.059837468,"('distant', 'outgoing')",1.7096444,1.6466309,0.8905913,0.7933967,0.0971946
58,0.071445286,-0.08664186,"('undiscriminating', 'discriminating')",-0.08578031,-0.30705467,-0.0071675,-0.1968483,0.1896808
62,0.050111666,0.5012067,"('incompetent', 'brilliant')",-1.9563318,-1.6321386,-0.9531101,-0.5654659,-0.3876442
83,-0.031115405,-0.1264567,"('powerless', 'powerful')",-0.66628486,-0.8923423,-0.3487001,-0.5093995,0.1606994
52,-0.01948516,-0.24951586,"('irrational', 'rational')",1.5288143,1.5764942,0.7546646,0.6634892,0.0911754
17,-0.017011426,-0.14574401,"('nasty', 'nice')",-0.5843849,-0.71671516,-0.3006982,-0.4312296,0.1305314
26,0.0005518347,-0.3395344,"('hardhearted', 'benevolent')",1.4315318,1.1857392,0.7160418,0.4231024,0.2929394
