,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,male-female
4,-0.81002593,-0.66196203,"('disliked', 'liked')",-6.072008,-6.6980395,-3.4410172,-3.6800008,0.2389836
28,-0.8096052,-0.98029464,"('disloyal', 'loyal')",1.222438,0.9322351,0.2064164,-0.0240298,0.2304462
52,-0.807991,-0.78669846,"('irrational', 'rational')",-0.37000257,-0.3920713,-0.5889968,-0.5893849,0.0003881
8,-0.7994795,-1.2651186,"('unaffectionate', 'affectionate')",0.44949788,0.3353308,-0.1749908,-0.4648939,0.2899031
54,-0.7671085,-0.9467947,"('incapable', 'capable')",0.60466886,0.7470473,-0.0812198,-0.0998737,0.0186539
81,0.76264954,0.7864724,"('submissive', 'aggressive')",-0.63083005,-0.41306105,0.0659097,0.1867057,-0.120796
35,-0.75721765,-0.4792213,"('corrupt', 'incorrupt')",-0.7009819,-0.4740987,-0.7290998,-0.47666,-0.2524398
42,-0.74310386,0.01743384,"('unreliable', 'reliable')",-3.6934478,-3.3721058,-2.2182758,-1.677336,-0.5409398
80,0.6776245,0.81062996,"('dominated', 'dominating')",-0.45463184,-0.47516942,0.1114963,0.1677303,-0.056234
2,0.6439766,0.60284126,"('unlikable', 'likable')",0.59678507,0.57588834,0.6203809,0.5893648,0.0310161
73,0.6347351,0.869819,"('helpless', 'self-reliant')",-3.113662,-3.2230473,-1.2394634,-1.1766142,-0.0628492
45,-0.6151192,-0.1750851,"('incompetent', 'competent')",-0.06485003,-0.038403098,-0.3399846,-0.1067441,-0.2332405
83,-0.58708304,-0.45002556,"('powerless', 'powerful')",-0.8800801,-1.0202341,-0.7335815,-0.7351298,0.0015483
21,0.58142155,0.3335591,"('immoral', 'moral')",-0.023226855,-0.21500394,0.2790973,0.0592776,0.2198197
12,-0.5449056,-0.30965957,"('unsupportive', 'supportive')",-2.0096416,-2.0216901,-1.2772737,-1.1656748,-0.1115989
24,-0.5437141,-0.2757315,"('dishonest', 'honest')",0.41185057,0.4875277,-0.0659318,0.1058981,-0.1718299
75,-0.5393655,-0.5778336,"('meek', 'impulsive')",-0.72234875,-0.5892305,-0.6308571,-0.583532,-0.0473251
16,-0.53422314,-0.65473217,"('unpopular', 'popular')",0.6075699,0.36002064,0.0366734,-0.1473558,0.1840292
27,-0.53084564,-0.3946737,"('hardhearted', 'softhearted')",1.1201924,1.1669661,0.2946734,0.3861462,-0.0914728
51,-0.5174862,-0.28179058,"('uneducated', 'educated')",0.88908947,0.8368026,0.1858016,0.277506,-0.0917044
30,0.44315875,0.73991215,"('intolerant', 'tolerant')",0.79990965,0.8387334,0.6215342,0.7893227,-0.1677885
34,0.42378694,0.26685256,"('mean', 'honorable')",5.6886144,5.747206,3.0562007,3.0070293,0.0491714
64,-0.40062964,0.24921325,"('shy', 'confident')",-6.661388,-6.4853573,-3.5310087,-3.118072,-0.4129367
65,0.38506132,0.613808,"('insecure', 'secure')",-0.6677471,-0.09331532,-0.1413429,0.2602463,-0.4015892
61,0.37211555,0.4630935,"('illogical', 'logical')",0.75414133,0.655798,0.5631285,0.5594457,0.0036828
32,-0.36608964,-0.5280087,"('unkind', 'kind')",0.7887112,0.7120976,0.2113108,0.0920444,0.1192664
43,-0.35203668,-0.009001754,"('irresponsible', 'responsible')",0.034738235,0.28206623,-0.1586492,0.1365322,-0.2951814
78,-0.34810442,-0.3727043,"('nonresilient', 'resilient')",0.2398452,0.09731076,-0.0541296,-0.1376968,0.0835672
74,-0.34230506,-0.13567314,"('undedicated', 'dedicated')",-0.47391358,-0.40677136,-0.4081093,-0.2712222,-0.1368871
48,0.3377009,0.007930983,"('unintelligent', 'intelligent')",1.2056911,1.0753781,0.771696,0.5416545,0.2300415
69,0.33545396,0.35027215,"('lazy', 'industrious')",-0.5954007,-0.7562376,-0.1299734,-0.2029827,0.0730093
15,-0.33526933,-0.38424328,"('boring', 'funny')",-0.11824261,-0.16438031,-0.226756,-0.2743118,0.0475558
25,-0.29618463,-0.5148298,"('egoistic', 'altruistic')",1.0130429,0.95548767,0.3584291,0.2203289,0.1381002
3,0.28683394,0.121190555,"('repellent', 'pleasant')",1.1269796,0.9524503,0.7069068,0.5368204,0.1700864
33,-0.25488988,-0.062061638,"('wrong', 'right')",-1.0233945,-1.0976925,-0.6391422,-0.5798771,-0.0592651
37,0.23026522,0.5639583,"('fake', 'genuine')",-0.2534143,0.11102433,-0.0115745,0.3374913,-0.3490658
7,0.22955768,0.041735128,"('insensitive', 'sensitive')",0.5925916,0.51716083,0.4110746,0.279448,0.1316266
14,0.22227852,0.37692502,"('antisocial', 'social')",0.26496002,0.13215028,0.2436193,0.2545376,-0.0109183
55,0.19084193,0.09490514,"('incompetent', 'clever')",0.6933022,0.58627695,0.4420721,0.340591,0.1014811
46,0.18644491,0.15444386,"('uncompetitive', 'competitive')",-0.6140568,-0.73076695,-0.213806,-0.2881615,0.0743555
72,-0.18407692,0.008606268,"('unambitious', 'ambitious')",-0.77157646,-0.51938635,-0.4778267,-0.25539,-0.2224367
82,-0.18340358,-0.09498383,"('poor', 'rich')",6.1114364,6.4501367,2.9640164,3.1775763,-0.2135599
67,0.18205503,0.42525336,"('doubtful', 'determined')",-0.71383184,-0.4688086,-0.2658884,-0.0217776,-0.2441108
44,-0.18034202,-0.19022532,"('prejudiced', 'unprejudiced')",-1.5552143,-1.4536419,-0.8677782,-0.8219336,-0.0458446
88,-0.17689405,-0.56324047,"('low', 'eminent')",-0.04603327,-0.085227415,-0.1114637,-0.3242339,0.2127702
26,0.16781302,0.02300439,"('hardhearted', 'benevolent')",1.8999622,1.6742444,1.0338876,0.8486244,0.1852632
85,-0.15985405,-0.6402529,"('insignificant', 'prestigious')",0.339733,-0.05674204,0.0899395,-0.3484975,0.438437
70,-0.15878084,-0.028060663,"('lethargic', 'energetic')",0.025337763,0.25868514,-0.0667215,0.1153122,-0.1820337
41,-0.1543101,-0.20854916,"('unforgiving', 'forgiving')",0.41457906,0.014712504,0.1301345,-0.0969183,0.2270528
23,-0.15100221,-0.22003543,"('insincere', 'sincere')",5.533269,5.843885,2.6911333,2.8119247,-0.1207914
56,0.14331537,0.43736404,"('impractical', 'practical')",-0.8551459,-0.5075269,-0.3559152,-0.0350814,-0.3208338
76,0.14190434,0.21148854,"('anxious', 'daring')",-0.48387152,-0.23978925,-0.1709836,-0.0141504,-0.1568332
62,0.13403821,0.61269367,"('incompetent', 'brilliant')",0.2568064,0.56749636,0.1954223,0.590095,-0.3946727
58,-0.1159607,-0.0011925111,"('undiscriminating', 'discriminating')",0.52518976,0.31863472,0.2046145,0.1587211,0.0458934
84,0.10049143,0.37786785,"('inferior', 'superior')",0.83132964,1.0297449,0.4659105,0.7038063,-0.2378958
47,0.065488614,0.29890168,"('stupid', 'smart')",4.6524086,5.313422,2.3589487,2.8061619,-0.4472132
68,0.058380127,0.109482616,"('dependent', 'independent')",-0.28434485,-0.2958413,-0.1129824,-0.0931793,-0.0198031
63,-0.057604656,0.105064675,"('unperceptive', 'insightful')",0.78631395,0.90480644,0.3643546,0.5049356,-0.140581
13,0.03889817,-0.084940985,"('impolite', 'polite')",-0.60004413,-0.7747513,-0.280573,-0.4298461,0.1492731
49,-0.03685479,-0.3111936,"('unable', 'able')",-0.14814655,-0.23612443,-0.0925007,-0.273659,0.1811583
77,0.02947577,-0.11706267,"('unmotivated', 'motivated')",-1.0396901,-1.1812686,-0.5051072,-0.6491656,0.1440584
87,0.029304035,0.34606,"('unsuccessful', 'successful')",1.0025884,1.1376023,0.5159462,0.7418312,-0.225885
11,0.01977387,-0.14460215,"('unhelpful', 'helpful')",1.5685906,1.6067672,0.7941822,0.7310825,0.0630997
17,0.010737605,-0.3634122,"('nasty', 'nice')",-0.43877226,-0.7998485,-0.2140173,-0.5816303,0.367613
50,-0.008592293,0.06706433,"('clumsy', 'skillful')",-0.07487151,0.17425978,-0.0417319,0.1206621,-0.162394
