,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
13,1.949398,1.1284217,"('impolite', 'polite')",-0.48120853,-0.6162487,0.7340947,0.2560865,0.4780082
81,1.9284903,1.0302129,"('submissive', 'aggressive')",-0.65109384,-0.7214801,0.6386982,0.1543664,0.4843318
24,1.8781977,1.5218087,"('dishonest', 'honest')",0.89110965,0.6691377,1.3846537,1.0954733,0.2891804
65,1.8688271,0.8091778,"('insecure', 'secure')",-0.035743102,-0.34447065,0.916542,0.2323536,0.6841884
86,1.8652184,1.035629,"('uninfluential', 'influential')",0.13386491,-0.040981553,0.9995416,0.4973238,0.5022178
66,-1.8400896,-1.5913424,"('inactive', 'active')",0.5879446,0.46359283,-0.6260725,-0.5638748,-0.0621977
14,1.7446022,0.928064,"('antisocial', 'social')",-0.34672087,-0.57425624,0.6989406,0.1769039,0.5220367
30,1.709268,1.1625928,"('intolerant', 'tolerant')",1.1156174,1.1749117,1.4124427,1.1687522,0.2436905
72,1.6366452,1.0126476,"('unambitious', 'ambitious')",-0.63788956,-0.92504954,0.4993778,0.043799,0.4555788
76,1.4813782,0.5984474,"('anxious', 'daring')",0.33857536,0.17085184,0.9099768,0.3846496,0.5253272
19,-1.469325,-0.8517264,"('inhospitable', 'hospitable')",-0.01545262,0.24224314,-0.7423888,-0.3047416,-0.4376472
21,1.439327,0.7825319,"('immoral', 'moral')",-0.5235513,-0.58621836,0.4578879,0.0981568,0.3597311
0,1.4044174,0.47709748,"('unsociable', 'sociable')",-0.24323337,-0.3406453,0.580592,0.0682261,0.5123659
63,1.4017531,1.0162678,"('unperceptive', 'insightful')",0.9563277,1.0002462,1.1790404,1.0082569,0.1707835
39,1.3906965,1.1874783,"('exploitative', 'cooperative')",0.24005198,0.11146529,0.8153743,0.6494718,0.1659025
29,-1.3858043,-1.0795575,"('unfair', 'fair')",-0.0395227,-0.21394019,-0.7126635,-0.6467488,-0.0659147
80,1.3674705,0.49786147,"('dominated', 'dominating')",-1.1482575,-1.4357537,0.1096065,-0.4689461,0.5785526
61,1.3195541,1.0422032,"('illogical', 'logical')",0.41448247,0.24319726,0.8670183,0.6427002,0.2243181
44,-1.3089869,-1.366234,"('prejudiced', 'unprejudiced')",-1.3121656,-1.2650905,-1.3105762,-1.3156621,0.0050859
27,1.2410282,1.2641709,"('hardhearted', 'softhearted')",1.5482837,1.4917254,1.3946559,1.3779482,0.0167077
12,1.214705,0.8812663,"('unsupportive', 'supportive')",-1.7649446,-1.6784003,-0.2751198,-0.398567,0.1234472
32,1.2127948,0.94694513,"('unkind', 'kind')",0.8838742,0.8148356,1.0483345,0.8808904,0.1674441
85,-1.2016896,0.09128046,"('insignificant', 'prestigious')",0.19152378,0.55817056,-0.5050829,0.3247255,-0.8298084
69,-1.1977357,-0.17349073,"('lazy', 'industrious')",-0.735235,-0.41237798,-0.9664853,-0.2929344,-0.6735509
64,-1.136911,-1.4866661,"('shy', 'confident')",-6.731408,-6.8332486,-3.9341595,-4.1599574,0.2257979
79,-1.1294641,-0.41093516,"('wavering', 'unwavering')",-0.116484866,-0.04427974,-0.6229745,-0.2276075,-0.395367
51,1.1098017,0.544693,"('uneducated', 'educated')",0.42565784,0.37214676,0.7677298,0.4584199,0.3093099
28,1.0209482,0.8560983,"('disloyal', 'loyal')",1.1912074,1.1122259,1.1060778,0.9841621,0.1219157
88,1.0067152,1.0846983,"('low', 'eminent')",0.11256459,0.21055606,0.5596399,0.6476272,-0.0879873
11,0.9867831,0.62629634,"('unhelpful', 'helpful')",1.9034371,1.9620012,1.4451101,1.2941488,0.1509613
46,0.96486115,-0.28336865,"('uncompetitive', 'competitive')",-0.57585937,-0.77643704,0.1945009,-0.5299028,0.7244037
17,-0.9378978,-0.61500007,"('nasty', 'nice')",-0.43344077,-0.38154486,-0.6856693,-0.4982725,-0.1873968
50,-0.90385926,-0.65163374,"('clumsy', 'skillful')",0.046823964,0.14226002,-0.4285176,-0.2546869,-0.1738307
3,0.9022334,0.55385923,"('repellent', 'pleasant')",0.20691659,-0.029467002,0.554575,0.2621961,0.2923789
34,0.8431012,0.7960255,"('mean', 'honorable')",5.7783613,5.85593,3.3107312,3.3259778,-0.0152466
9,0.8018396,0.9128351,"('unaffectionate', 'caring')",1.1799242,1.2678728,0.9908819,1.090354,-0.0994721
78,0.7981387,0.36946273,"('nonresilient', 'resilient')",0.07317005,0.16318758,0.4356544,0.2663251,0.1693293
77,0.7430871,0.36788982,"('unmotivated', 'motivated')",-1.185718,-1.1140115,-0.2213155,-0.3730609,0.1517454
20,0.7316195,0.3400694,"('rough', 'thoughtful')",1.0114664,0.92266357,0.8715429,0.6313665,0.2401764
42,0.71143174,0.42353973,"('unreliable', 'reliable')",-2.9175966,-3.026076,-1.1030824,-1.3012682,0.1981858
45,0.696797,0.09295988,"('incompetent', 'competent')",-0.08592005,-0.2560047,0.3054385,-0.0815224,0.3869609
68,0.6900669,0.4876659,"('dependent', 'independent')",-0.20670249,-0.29133594,0.2416822,0.098165,0.1435172
22,0.66426086,0.10605241,"('untrustworthy', 'trustworthy')",-0.48768014,-0.7247286,0.0882904,-0.3093381,0.3976285
15,-0.5932086,-0.29230976,"('boring', 'funny')",0.13919726,0.20833994,-0.2270057,-0.0419849,-0.1850208
26,0.5203435,0.68653286,"('hardhearted', 'benevolent')",1.5271038,1.690373,1.0237236,1.188453,-0.1647294
71,0.5164879,0.9882927,"('diffident', 'self-confident')",0.60699415,0.6548958,0.561741,0.8215942,-0.2598532
25,-0.4766559,-0.04590276,"('egoistic', 'altruistic')",1.6028278,1.7703785,0.5630859,0.8622379,-0.299152
47,0.4642719,0.24691488,"('stupid', 'smart')",5.36638,5.1862674,2.9153261,2.7165911,0.198735
1,-0.46200037,-0.046084374,"('unfriendly', 'friendly')",1.4888495,1.7661294,0.5134246,0.8600225,-0.3465979
49,0.45105067,0.26872122,"('unable', 'able')",-0.2025516,-0.024909284,0.1242495,0.121906,0.0023435
41,0.42897576,0.30818182,"('unforgiving', 'forgiving')",-0.21678577,-0.16046783,0.106095,0.073857,0.032238
8,-0.3879449,-0.017175848,"('unaffectionate', 'affectionate')",1.0333515,1.107006,0.3227033,0.5449151,-0.2222118
74,0.38250884,0.19674584,"('undedicated', 'dedicated')",0.047841765,0.041693356,0.2151753,0.1192196,0.0959557
73,-0.3761145,0.05533976,"('helpless', 'self-reliant')",-2.9620776,-2.864353,-1.669096,-1.4045066,-0.2645894
82,0.332397,-0.0347911,"('poor', 'rich')",6.030209,5.866953,3.181303,2.916081,0.265222
38,0.31422803,0.41253158,"('untruthful', 'truthful')",-0.34403783,-0.19436155,-0.0149049,0.109085,-0.1239899
83,-0.26276112,-0.58638453,"('powerless', 'powerful')",-0.7305265,-0.95467985,-0.4966438,-0.7705322,0.2738884
57,-0.25532317,-1.0272475,"('unimaginative', 'imaginative')",-2.6629834,-2.7393768,-1.4591533,-1.8833122,0.4241589
58,0.23813707,-0.001108028,"('undiscriminating', 'discriminating')",0.36209965,0.23741952,0.3001184,0.1181557,0.1819627
67,-0.22322877,-0.2881753,"('doubtful', 'determined')",-0.6703339,-0.71687496,-0.4467813,-0.5025252,0.0557439
54,0.21079552,0.34424788,"('incapable', 'capable')",1.168971,1.271485,0.6898832,0.8078665,-0.1179833
18,0.16210558,0.13052785,"('disagreeable', 'welcoming')",-0.21992931,-0.033481695,-0.0289119,0.0485231,-0.077435
40,0.16035898,0.04037184,"('stingy', 'generous')",-1.729066,-1.76073,-0.7843535,-0.8601791,0.0758256
33,-0.12523663,0.24739882,"('wrong', 'right')",-0.48160613,-0.38600582,-0.3034214,-0.0693035,-0.2341179
84,-0.124301754,-0.13767025,"('inferior', 'superior')",0.6458479,0.7447674,0.2607731,0.3035486,-0.0427755
53,-0.09248324,-0.34579018,"('uncreative', 'creative')",0.6663856,0.61195356,0.2869512,0.1330817,0.1538695
2,0.05731692,0.0896883,"('unlikable', 'likable')",0.16416454,0.25609797,0.1107407,0.1728931,-0.0621524
37,-0.042543214,-0.39828894,"('fake', 'genuine')",0.6224025,0.44800094,0.2899296,0.024856,0.2650736
87,0.016382854,-0.23914649,"('unsuccessful', 'successful')",0.6651702,0.7063879,0.3407765,0.2336207,0.1071558
