,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
68,-0.90989554,-0.84525144,"('dependent', 'independent')",-1.2165133,-1.1592014,-1.0856316,-1.1109776,-1.0706801,-1.0384768,-0.0322033
66,-0.9079314,-1.1251621,"('inactive', 'active')",-0.24262057,-0.47611508,1.2932174,0.9023973,0.0475552,-0.23296,0.2805152
33,-0.902306,-0.7797282,"('wrong', 'right')",-0.31953406,-0.20353961,0.4542889,0.32115176,-0.2558504,-0.2207054,-0.035145
58,0.87887096,0.8188038,"('undiscriminating', 'discriminating')",0.7294849,0.7211348,0.99001986,0.9362235,0.8661253,0.8253873,0.040738
64,0.8619757,0.5299256,"('shy', 'confident')",1.3023779,1.2743661,-5.5886526,-5.9083986,-1.141433,-1.3680356,0.2266026
83,0.8430854,0.6328512,"('powerless', 'powerful')",0.03566965,-0.045730915,-0.4480512,-0.53092617,0.1435679,0.0187314,0.1248365
34,-0.82103646,-0.82891697,"('mean', 'honorable')",-0.05097575,-0.021748282,4.572996,4.953041,1.2336613,1.3674587,-0.1337974
8,-0.8022197,-0.7700728,"('unaffectionate', 'affectionate')",-0.4494037,-0.5248031,1.4320142,1.4201812,0.0601303,0.0417684,0.0183619
18,-0.7146244,-0.8507929,"('disagreeable', 'welcoming')",-0.55843997,-0.51215553,-0.45286226,-0.40589082,-0.5753089,-0.5896131,0.0143042
20,0.70540154,0.4312856,"('rough', 'thoughtful')",-0.5450046,-0.64426434,0.8398365,0.7561889,0.3334111,0.18107,0.1523411
84,0.6894849,0.6992786,"('inferior', 'superior')",-0.71538293,-0.6482186,0.7164409,0.58136314,0.230181,0.2108077,0.0193733
40,0.6651963,0.48896897,"('stingy', 'generous')",1.0478792,1.1588892,-1.1982273,-1.0802783,0.1716161,0.1891933,-0.0175772
27,-0.6556554,-0.7165149,"('hardhearted', 'softhearted')",-0.11558815,-0.095743075,0.9084027,0.95112246,0.0457197,0.0462882,-0.0005685
9,0.64856124,0.6993916,"('unaffectionate', 'caring')",0.13797493,0.0736009,1.857973,1.9773144,0.881503,0.9167689,-0.0352659
38,-0.47477207,-0.3251731,"('untruthful', 'truthful')",-0.282879,-0.18252355,0.49226087,0.6688701,-0.0884634,0.0537245,-0.1421879
71,-0.4393251,-0.44112298,"('diffident', 'self-confident')",0.03930744,0.1942917,0.5173498,0.7087546,0.0391107,0.1539744,-0.1148637
54,-0.41915023,-0.4885424,"('incapable', 'capable')",-0.6382296,-0.77807534,1.0807045,1.1126788,0.0077749,-0.051313,0.0590879
41,0.37065482,0.07610672,"('unforgiving', 'forgiving')",0.072723515,-0.059952278,0.8401074,0.50177944,0.4278286,0.1726446,0.255184
49,-0.3517272,-0.20783833,"('unable', 'able')",-0.46185815,-0.27928135,-0.42377084,-0.11393899,-0.4124521,-0.2003529,-0.2120992
2,-0.22397809,-0.4452714,"('unlikable', 'likable')",0.3228949,0.3889345,0.39717138,0.36179617,0.1653627,0.1018198,0.0635429
67,0.15361083,0.10504411,"('doubtful', 'determined')",-0.8312426,-0.83105505,-0.8701429,-1.0196368,-0.5159249,-0.5818826,0.0659577
53,-0.061275933,0.060274687,"('uncreative', 'creative')",0.00036298577,-0.17924994,1.1859622,1.2555516,0.3750164,0.3788588,-0.0038424
15,-0.0107503235,0.181711,"('boring', 'funny')",-0.8562217,-0.78373325,0.5387839,0.5702281,-0.109396,-0.010598,-0.098798
