,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
24,-0.22757655,-0.42686749,"('dishonest', 'honest')",1.3948493,1.4245397,0.6077347,0.53384143,0.5916692,0.5105046,0.0811646
79,-0.21283756,-0.08517919,"('wavering', 'unwavering')",-1.1272182,-1.0041294,-0.8581436,-0.91405284,-0.7327332,-0.6677872,-0.064946
5,-0.19934745,-0.12553425,"('distant', 'outgoing')",-1.0530889,-1.0251565,-1.2601653,-1.3345113,-0.837534,-0.8284007,-0.0091333
4,-0.18386094,-0.118047245,"('disliked', 'liked')",-0.4444254,-0.33415335,-6.759998,-6.5933385,-2.4627614,-2.348513,-0.1142484
85,-0.1745501,-0.3159015,"('insignificant', 'prestigious')",-0.1842007,-0.15372881,-1.5519279,-1.8705666,-0.6368929,-0.7800656,0.1431727
80,0.17339465,0.24834317,"('dominated', 'dominating')",0.7024185,0.7843903,0.31889772,0.62490934,0.398237,0.5525476,-0.1543106
50,-0.17044643,-0.23614874,"('clumsy', 'skillful')",-0.6407667,-0.6027626,-0.15190044,-0.28653648,-0.3210378,-0.3751493,0.0541115
17,-0.16534589,-0.12940301,"('nasty', 'nice')",-1.0797395,-1.0617628,-0.46692303,-0.41028297,-0.5706695,-0.5338163,-0.0368532
25,0.16467986,-0.0076097697,"('egoistic', 'altruistic')",0.47387528,0.35274968,0.48543254,0.059037674,0.3746626,0.1347259,0.2399367
62,-0.14701477,-0.3467141,"('incompetent', 'brilliant')",1.66139,1.5092059,1.0835629,0.94904053,0.8659794,0.7038441,0.1621353
18,0.12749282,0.12809356,"('disagreeable', 'welcoming')",-0.561676,-0.48955715,-1.1581309,-1.2962904,-0.5307714,-0.5525846,0.0218132
64,-0.062380716,-0.34454677,"('shy', 'confident')",1.2772536,1.2043507,-5.12705,-4.8531594,-1.304059,-1.3311185,0.0270595
54,0.012204688,-0.15798035,"('incapable', 'capable')",-0.4148938,-0.61190885,0.27210724,0.0811698,-0.0435273,-0.2295732,0.1860459
