,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.26830986,-0.13024814,"('untrustworthy', 'trustworthy')",-0.99226063,-0.8590089,-0.6302853,-0.4946285,-0.1356568
26,0.25862375,0.8477121,"('hardhearted', 'benevolent')",0.97944105,0.9413216,0.6190324,0.8945168,-0.2754844
29,-0.24933816,-0.09061456,"('unfair', 'fair')",-0.6170795,-0.46369764,-0.4332088,-0.2771561,-0.1560527
15,0.24665621,0.53269994,"('boring', 'funny')",-0.08082071,-0.11399511,0.0829177,0.2093524,-0.1264347
80,-0.23653775,-0.17937681,"('dominated', 'dominating')",-0.44382277,-0.26525888,-0.3401803,-0.2223178,-0.1178625
18,-0.2294662,0.06575628,"('disagreeable', 'welcoming')",-0.9580633,-0.8157444,-0.5937648,-0.3749941,-0.2187707
20,0.21930242,0.5275526,"('rough', 'thoughtful')",0.75931853,0.8012579,0.4893105,0.6644052,-0.1750947
14,-0.18732172,0.030925408,"('antisocial', 'social')",0.21654864,0.26993263,0.0146135,0.150429,-0.1358155
72,-0.16326533,-0.05745346,"('unambitious', 'ambitious')",-0.4213744,-0.19754747,-0.2923199,-0.1275005,-0.1648194
48,-0.15965272,-0.18997937,"('unintelligent', 'intelligent')",1.0087061,1.1441512,0.4245267,0.4770859,-0.0525592
58,0.15334316,0.5062221,"('undiscriminating', 'discriminating')",0.08188191,0.08627436,0.1176125,0.2962483,-0.1786358
52,0.14359415,0.14957139,"('irrational', 'rational')",-0.6851487,-0.7348254,-0.2707773,-0.292627,0.0218497
32,-0.13930129,-0.14745022,"('unkind', 'kind')",0.62145984,0.6791998,0.2410793,0.2658748,-0.0247955
49,-0.13015825,-0.22640377,"('unable', 'able')",-0.19974473,-0.13158993,-0.1649515,-0.1789969,0.0140454
74,0.10984501,0.30594778,"('undedicated', 'dedicated')",-0.5282741,-0.3655642,-0.2092146,-0.0298082,-0.1794064
47,0.10689661,0.117566876,"('stupid', 'smart')",5.593153,5.7427397,2.8500247,2.9301534,-0.0801287
87,0.073608674,0.042559024,"('unsuccessful', 'successful')",1.0553426,0.86695635,0.5644756,0.4547577,0.1097179
27,-0.07234554,-0.0059432723,"('hardhearted', 'softhearted')",1.0859724,1.2299026,0.5068135,0.6119797,-0.1051662
40,0.06922772,0.6228831,"('stingy', 'generous')",-2.324109,-2.3384109,-1.1274407,-0.8577639,-0.2696768
35,-0.05218338,0.22439691,"('corrupt', 'incorrupt')",-1.0505035,-1.0728133,-0.5513434,-0.4242082,-0.1271352
17,-0.051647313,-0.09085226,"('nasty', 'nice')",-0.7783158,-0.73744416,-0.4149815,-0.4141482,-0.0008333
70,0.035477728,0.27567497,"('lethargic', 'energetic')",0.6266773,0.7168482,0.3310775,0.4962616,-0.1651841
60,0.031693295,-0.32224822,"('inefficient', 'efficient')",0.69702536,0.6453068,0.3643593,0.1615293,0.20283
30,0.024451196,-0.022066846,"('intolerant', 'tolerant')",0.8566736,0.8207368,0.4405624,0.399335,0.0412274
66,0.007645,0.54775906,"('inactive', 'active')",0.36311337,0.59128606,0.1853792,0.5695226,-0.3841434
12,0.0070121065,0.14419185,"('unsupportive', 'supportive')",-2.1434402,-2.1383488,-1.0682141,-0.9970785,-0.0711356
