,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
18,-0.4830092,-0.45969057,"('disagreeable', 'welcoming')",-0.75866514,-0.8762368,-0.79712677,-0.6784801,-0.6796004,-0.6714691,-0.0081313
29,-0.4386851,-0.44429067,"('unfair', 'fair')",-0.46187377,-0.27642807,-0.62524974,-0.74492395,-0.5086029,-0.4885476,-0.0200553
27,-0.43486786,-0.5160193,"('hardhearted', 'softhearted')",-0.42138278,-0.4072632,0.8502449,0.6463699,-0.0020019,-0.0923042,0.0903023
4,-0.43280786,-0.4071031,"('disliked', 'liked')",-0.7690734,-0.76073295,-5.5471644,-5.3983064,-2.2496819,-2.1887142,-0.0609677
28,-0.3906129,-0.52087164,"('disloyal', 'loyal')",-0.029602287,-0.118565746,0.7473446,0.73685384,0.1090431,0.0324722,0.0765709
76,0.36301884,0.31345618,"('anxious', 'daring')",1.1561698,0.9958345,0.6356171,0.67823154,0.7182686,0.6625074,0.0557612
2,0.35200253,0.5119918,"('unlikable', 'likable')",0.59711033,0.5946644,0.27714735,0.57844996,0.4087534,0.5617021,-0.1529487
67,0.33336905,0.46821675,"('doubtful', 'determined')",0.62859166,0.56958854,-0.6559508,-0.55838156,0.1020033,0.1598079,-0.0578046
61,0.31191206,0.24551913,"('illogical', 'logical')",1.1335955,1.0834731,0.41278663,0.29801592,0.6194314,0.5423361,0.0770953
1,-0.29134378,-0.45916447,"('unfriendly', 'friendly')",-0.3832122,-0.37562987,1.04163,0.9873524,0.122358,0.0508527,0.0715053
34,0.28428683,0.27699184,"('mean', 'honorable')",-1.1518878,-1.0933635,5.7975225,5.803896,1.6433072,1.662508,-0.0192008
68,0.22397262,0.2766663,"('dependent', 'independent')",0.15693097,0.21549305,-0.5869974,-0.61543363,-0.0686979,-0.0410914,-0.0276065
20,0.22057159,0.071369365,"('rough', 'thoughtful')",0.50715023,0.5032664,1.4152119,1.3208321,0.7143113,0.6318226,0.0824887
40,0.21906364,-0.048061725,"('stingy', 'generous')",-0.3366241,-0.43394268,-1.4751459,-1.5832024,-0.5309021,-0.6884023,0.1575002
82,0.21895677,0.25019842,"('poor', 'rich')",-0.06700565,-0.11409323,5.248422,5.195983,1.8001245,1.7773627,0.0227618
3,-0.1887084,-0.41059676,"('repellent', 'pleasant')",-0.76088977,-0.6957827,0.30060092,0.26180524,-0.2163324,-0.2815248,0.0651924
7,0.15905128,0.13612674,"('insensitive', 'sensitive')",1.1532803,1.0514134,0.77751744,0.7385353,0.6966163,0.6420252,0.0545911
73,-0.15659139,-0.14351124,"('helpless', 'self-reliant')",-0.44523287,-0.16534568,-2.8461387,-2.697054,-1.149321,-1.0019703,-0.1473507
15,-0.1507152,-0.038392644,"('boring', 'funny')",0.13837895,0.04120128,0.30457014,0.316916,0.0974113,0.1065749,-0.0091636
77,0.14569964,0.24895367,"('unmotivated', 'motivated')",-0.39583167,-0.32954088,-0.68210155,-0.49811321,-0.3107445,-0.1929001,-0.1178444
87,0.1398674,0.34745026,"('unsuccessful', 'successful')",1.5780108,1.7581036,1.1918699,1.390157,0.969916,1.1652369,-0.1953209
38,0.10114357,0.22965822,"('untruthful', 'truthful')",-0.31058684,-0.1762315,-0.30172384,-0.10932854,-0.170389,-0.0186339,-0.1517551
88,0.07287749,0.09053284,"('low', 'eminent')",-0.811036,-0.96997774,0.28632686,0.34820062,-0.1506106,-0.1770814,0.0264708
58,0.061947543,-0.06422732,"('undiscriminating', 'discriminating')",0.6035399,0.6940517,0.27716368,0.28952867,0.314217,0.306451,0.007766
49,0.049024068,0.18234372,"('unable', 'able')",-0.19816867,-0.35435224,0.15912353,0.2645718,0.0033263,0.0308544,-0.0275281
26,-0.036649004,-0.14872985,"('hardhearted', 'benevolent')",1.6012259,1.5056659,1.6426984,1.66823,1.0690918,1.0083887,0.0607031
83,-0.03170838,-0.15833569,"('powerless', 'powerful')",-0.32586572,-0.3990371,-0.6615949,-0.47662696,-0.339723,-0.3446666,0.0049436
