,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,male-female
88,0.74003017,0.1713109,"('low', 'eminent')",0.01721809,-0.32081628,0.014026569,-0.32859156,0.2570916,-0.1593656,0.4164572
38,0.73980945,0.9098561,"('untruthful', 'truthful')",0.6404988,0.7572981,0.4054763,0.4926351,0.5952615,0.7199298,-0.1246683
43,-0.7378433,-0.04560885,"('irresponsible', 'responsible')",-0.5001198,-0.3047127,0.7804889,0.83338296,-0.1524914,0.1610205,-0.3135119
31,0.7097739,-0.12796815,"('evil', 'good')",0.2528112,-0.044497877,-1.4048473,-1.6845437,-0.1474207,-0.6190033,0.4715826
26,0.6962092,0.3618543,"('hardhearted', 'benevolent')",1.3556314,0.96307397,1.3138741,0.92000717,1.1219049,0.7483118,0.3735931
15,0.6958477,0.5927412,"('boring', 'funny')",1.1538368,1.0514468,0.3786648,0.5629705,0.7427831,0.7357195,0.0070636
83,0.6777052,0.79266566,"('powerless', 'powerful')",0.46339282,0.6030094,-1.1275876,-0.8735577,0.0045035,0.1740391,-0.1695356
86,-0.6754768,-0.528823,"('uninfluential', 'influential')",-0.54585546,-0.6615719,-0.44800007,-0.39866543,-0.5564441,-0.5296868,-0.0267573
32,0.670978,0.6313325,"('unkind', 'kind')",0.78598195,0.7575204,1.3539569,1.2458875,0.9369723,0.8782468,0.0587255
47,-0.665825,0.12827288,"('stupid', 'smart')",0.34267375,0.6060236,5.13871,5.275798,1.6051863,2.0033647,-0.3981784
51,-0.6622459,-0.44728193,"('uneducated', 'educated')",-1.0428544,-0.92890644,0.6138086,0.7130368,-0.3637639,-0.2210505,-0.1427134
20,-0.6577327,-0.22390322,"('rough', 'thoughtful')",-0.16610475,0.05679074,0.0022786818,0.15325932,-0.2738529,-0.0046177,-0.2692352
53,0.65698165,0.27731842,"('uncreative', 'creative')",0.16465035,-0.3757751,0.32101884,0.000796943,0.3808836,-0.0325532,0.4134368
79,0.6453244,0.209993,"('wavering', 'unwavering')",0.06136893,-0.06932838,-0.86235887,-0.9248408,-0.0518885,-0.2613921,0.2095036
58,0.6196483,0.98815906,"('undiscriminating', 'discriminating')",0.10298391,0.14513583,-0.2923902,-0.12934221,0.143414,0.3346509,-0.1912369
62,-0.5833875,0.49518436,"('incompetent', 'brilliant')",-0.641816,-0.08519203,0.15246482,0.61201406,-0.3575795,0.3406688,-0.6982483
8,0.5661955,0.03007865,"('unaffectionate', 'affectionate')",0.46242642,-0.017310478,0.46112192,-0.03794542,0.4965813,-0.0083924,0.5049737
66,-0.5515828,-0.4199744,"('inactive', 'active')",-0.8586608,-0.8368498,0.011406854,-0.21972434,-0.4662789,-0.4921829,0.025904
74,0.537499,0.977661,"('undedicated', 'dedicated')",0.22810677,0.3444199,-0.011367392,0.00084447674,0.2514128,0.4409751,-0.1895623
18,-0.5188685,-1.1186181,"('disagreeable', 'welcoming')",0.016784482,-0.34823927,-0.55242497,-1.0339379,-0.351503,-0.8335985,0.4820955
29,0.5073435,0.44211808,"('unfair', 'fair')",0.11831117,0.13169587,-0.5929072,-0.7110659,0.0109158,-0.0457507,0.0566665
0,-0.49370366,-0.3882754,"('unsociable', 'sociable')",0.75158846,0.7164809,0.1587905,0.07079034,0.1388918,0.1329986,0.0058932
25,0.4889134,-0.5926927,"('egoistic', 'altruistic')",0.31600702,-0.3299905,1.2225162,0.5846017,0.6758122,-0.1126938,0.788506
24,-0.4769616,-0.3453217,"('dishonest', 'honest')",-0.09516424,-0.18845662,1.256646,1.0607164,0.2281734,0.175646,0.0525274
67,0.44140458,0.5559571,"('doubtful', 'determined')",0.37640435,0.6315099,-0.26588914,0.057606243,0.1839733,0.4150244,-0.2310511
39,0.43441105,0.44645742,"('exploitative', 'cooperative')",0.87601715,0.86596894,0.48251304,0.40825862,0.5976471,0.5735617,0.0240854
36,0.38881868,-0.6551311,"('hostile', 'amicable')",0.123968415,-0.49842352,-0.40962642,-1.0630655,0.0343869,-0.7388734,0.7732603
4,0.34674197,0.2340974,"('disliked', 'liked')",0.27423686,0.3944617,-7.284791,-6.987809,-2.2212707,-2.11975,-0.1015207
48,-0.3462204,-0.2929863,"('unintelligent', 'intelligent')",0.27643278,0.29388407,0.2416674,0.08741162,0.0572933,0.0294365,0.0278568
11,-0.34016395,0.29427928,"('unhelpful', 'helpful')",0.41404736,0.63793886,2.7997465,2.9298537,0.9578767,1.2873573,-0.3294806
19,0.34009543,-0.24334013,"('inhospitable', 'hospitable')",-0.3853553,-0.7728569,-0.45331946,-0.63739514,-0.1661931,-0.5511974,0.3850043
42,0.30744818,0.54602844,"('unreliable', 'reliable')",0.00033269078,0.04468199,-2.6699717,-2.5193646,-0.7873969,-0.6428847,-0.1445122
61,0.29726723,0.23588763,"('illogical', 'logical')",0.105937794,0.038694326,0.27282295,0.036689382,0.2253427,0.1037571,0.1215856
68,-0.29489946,-0.32831082,"('dependent', 'independent')",-1.2836576,-1.0576625,-1.3053217,-1.3605876,-0.9612929,-0.9155204,-0.0457725
78,-0.2622334,-0.47277382,"('nonresilient', 'resilient')",0.029135294,0.10463415,-0.47278118,-0.294114,-0.2352931,-0.2207512,-0.0145419
75,-0.26055297,0.1517402,"('meek', 'impulsive')",-0.38215888,-0.08255858,-0.8188496,-0.5006075,-0.4871871,-0.1438086,-0.3433785
12,0.25372577,0.32216722,"('unsupportive', 'supportive')",0.49253663,0.48507196,-1.7945738,-1.8761208,-0.3494371,-0.3562939,0.0068568
34,-0.22555712,-0.42852366,"('mean', 'honorable')",0.38428342,0.1283223,5.1001167,4.8752584,1.7529476,1.525019,0.2279286
16,0.2243932,-0.08650462,"('unpopular', 'popular')",-0.089383155,-0.02486337,-0.0048587844,-0.018506154,0.0433838,-0.0432914,0.0866752
87,-0.21725158,0.2475607,"('unsuccessful', 'successful')",0.29616895,0.56616056,-0.027144494,0.22363642,0.0172576,0.3457859,-0.3285283
30,-0.17249715,0.47201064,"('intolerant', 'tolerant')",-0.066263005,0.20789866,0.61566323,0.8927297,0.1256344,0.524213,-0.3985786
2,-0.13249108,-0.12824354,"('unlikable', 'likable')",-0.05615353,-0.09548709,0.9754977,0.99530745,0.2622844,0.2571923,0.0050921
72,-0.12925568,0.23542629,"('unambitious', 'ambitious')",-0.19130033,-0.08723286,-0.35014352,-0.17090881,-0.2235665,-0.0075718,-0.2159947
63,0.09282747,0.677921,"('unperceptive', 'insightful')",0.16689427,0.40757263,0.08200331,0.37076452,0.1139084,0.4854194,-0.371511
35,0.08529663,-0.3435724,"('corrupt', 'incorrupt')",-0.6866934,-0.74814576,-1.137444,-1.2056661,-0.5796136,-0.7657948,0.1861812
41,-0.07913663,0.0591364,"('unforgiving', 'forgiving')",1.0382576,0.983078,0.29758853,0.30299222,0.4189032,0.4484022,-0.029499
23,-0.0773208,0.01489602,"('insincere', 'sincere')",0.7726877,0.59036183,6.1496854,5.8467607,2.2816841,2.1506729,0.1310112
37,0.025885781,0.38388327,"('fake', 'genuine')",-0.5371793,-0.47486934,-0.0627154,0.13497509,-0.1913363,0.014663,-0.2059993
50,-0.012985965,-0.21829782,"('clumsy', 'skillful')",0.12571618,0.01120257,-0.20279789,-0.23144725,-0.0300226,-0.1461808,0.1161582
49,0.0012665726,0.20091239,"('unable', 'able')",0.47932476,0.700299,-0.52117145,-0.3336792,-0.0135267,0.1891774,-0.2027041
