,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
79,-0.5676194,-0.44422626,"('wavering', 'unwavering')",-0.99971634,-0.9183215,-0.18341868,-0.22899273,-0.5835848,-0.5305135,-0.0530713
66,-0.5321252,-0.906762,"('inactive', 'active')",-0.50694335,-0.6665303,1.0927689,1.0921131,0.0179001,-0.160393,0.1782931
49,0.5078462,0.43608624,"('unable', 'able')",0.62857485,0.6275648,-0.09027066,-0.060143657,0.3487168,0.3345025,0.0142143
72,-0.4930098,-0.6642906,"('unambitious', 'ambitious')",-1.0560055,-1.1715975,-0.8018345,-0.96314436,-0.7836166,-0.9330108,0.1493942
48,0.4887861,0.5821943,"('unintelligent', 'intelligent')",1.344721,1.3049047,0.6394631,0.6640661,0.8243234,0.8503884,-0.026065
54,0.46203336,0.42272556,"('incapable', 'capable')",0.3117863,0.45780557,1.2246044,1.2158808,0.6661414,0.698804,-0.0326626
17,-0.44074416,-0.49807167,"('nasty', 'nice')",-0.6283323,-0.51387477,-0.9207681,-0.8548001,-0.6632815,-0.6222488,-0.0410327
2,0.41900864,0.36890703,"('unlikable', 'likable')",-0.014857199,0.11297951,0.6609792,0.60153383,0.3550436,0.3611401,-0.0060965
4,0.39965647,0.5117964,"('disliked', 'liked')",-0.5744422,-0.5513778,-6.403333,-6.148339,-2.1927063,-2.06264,-0.1300663
58,-0.38507098,-0.026664427,"('undiscriminating', 'discriminating')",-0.24756552,-0.07475438,0.13302249,0.16743803,-0.166538,0.0220064,-0.1885444
47,-0.3810225,-0.2160004,"('stupid', 'smart')",0.090861425,0.21907961,5.3170376,5.1776733,1.6756255,1.7269176,-0.0512921
38,-0.37344626,-0.31375846,"('untruthful', 'truthful')",-0.58984166,-0.50667334,0.09451912,0.13135512,-0.2895896,-0.2296922,-0.0598974
30,-0.33867976,-0.10832547,"('intolerant', 'tolerant')",0.5949047,0.76846224,0.6359177,0.6726627,0.2973809,0.4442665,-0.1468856
87,-0.33768094,-0.40571377,"('unsuccessful', 'successful')",0.4221116,0.40523446,0.5159597,0.6437219,0.2001301,0.2144142,-0.0142841
20,0.28496307,0.3566904,"('rough', 'thoughtful')",0.7443435,0.8018055,0.97153074,0.9420221,0.6669458,0.7001727,-0.0332269
29,-0.27232426,-0.15230629,"('unfair', 'fair')",-0.5037988,-0.40880176,-0.5349632,-0.5095203,-0.4370287,-0.3568761,-0.0801526
86,0.24987957,0.7633091,"('uninfluential', 'influential')",-0.24987943,0.07193051,-0.30482635,0.012339734,-0.1016087,0.2825265,-0.3841352
67,-0.22308514,-0.3594643,"('doubtful', 'determined')",-0.51549715,-0.5226841,-1.1665181,-1.1738198,-0.6350334,-0.6853228,0.0502894
16,0.19735333,-0.016461343,"('unpopular', 'popular')",0.2386333,0.15197611,0.3786525,0.35290867,0.2715464,0.1628078,0.1087386
75,-0.19106488,-0.41760534,"('meek', 'impulsive')",0.35915565,0.13953184,-0.060581785,-0.14490363,0.0358363,-0.1409924,0.1768287
18,0.16987996,0.12867877,"('disagreeable', 'welcoming')",0.10478696,0.061672807,-0.288603,-0.31454545,-0.0046454,-0.041398,0.0367526
61,-0.16645257,0.20919122,"('illogical', 'logical')",0.1170309,0.5094745,-0.110822335,0.07565969,-0.0534147,0.2647751,-0.3181898
40,0.13658457,0.24645998,"('stingy', 'generous')",0.2582127,0.08268212,-1.2018296,-1.1858168,-0.2690108,-0.2855582,0.0165474
11,-0.10090482,0.10754925,"('unhelpful', 'helpful')",0.7108513,0.8113927,2.2748098,2.3577068,0.9615854,1.0922163,-0.1306309
74,-0.091833755,0.30924886,"('undedicated', 'dedicated')",-0.6543898,-0.3323058,0.1819636,0.37539598,-0.1880867,0.1174464,-0.3055331
32,-0.0628759,0.2831849,"('unkind', 'kind')",-0.7601985,-0.46308687,1.0124601,1.1791751,0.0631286,0.3330911,-0.2699625
37,-0.025091566,0.11325075,"('fake', 'genuine')",-0.22532773,-0.10952946,0.7031565,0.78617054,0.1509124,0.2632973,-0.1123849
41,0.019220728,0.21776639,"('unforgiving', 'forgiving')",-1.2038146,-1.0826987,0.1574046,0.1691135,-0.3423964,-0.2319396,-0.1104568
