,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
75,0.107897446,0.21444944,"('meek', 'impulsive')",-0.041745573,-0.20417908,-0.12846187,-0.21977115,-0.02077,-0.0698336,0.0490636
30,0.10596942,0.47707048,"('intolerant', 'tolerant')",1.0832956,1.297754,0.18753383,0.85227203,0.458933,0.8756989,-0.4167659
62,0.09299995,0.4859625,"('incompetent', 'brilliant')",0.5464377,0.74680984,-0.21153894,0.30205265,0.1426329,0.5116083,-0.3689754
87,0.09095925,0.40755916,"('unsuccessful', 'successful')",0.3748358,0.52562267,0.26062512,0.61621755,0.2421401,0.5164665,-0.2743264
63,-0.08476546,0.208733,"('unperceptive', 'insightful')",0.61739767,0.6531711,-0.16161013,0.25849032,0.123674,0.3734648,-0.2497908
70,0.052333206,0.19319138,"('lethargic', 'energetic')",0.30830604,0.27321857,0.32745105,0.5441257,0.2293634,0.3368452,-0.1074818
59,-0.04833543,-0.083768725,"('foolish', 'wise')",1.174657,1.0193157,-0.0353325,-0.3263796,0.363663,0.2030558,0.1606072
12,-0.04281323,0.07318946,"('unsupportive', 'supportive')",1.0005589,0.95525634,-2.0105207,-1.7923821,-0.350925,-0.2546454,-0.0962796
65,0.029740829,0.16148311,"('insecure', 'secure')",0.25154424,0.50770134,0.043953925,0.40183365,0.108413,0.357006,-0.248593
14,-0.016300265,0.5272921,"('antisocial', 'social')",0.8971363,1.2053332,-0.25846604,0.27551028,0.2074567,0.6693785,-0.4619218
77,0.010781379,-0.12430967,"('unmotivated', 'motivated')",0.31489602,0.328655,-1.4152788,-1.3400506,-0.3632005,-0.3785684,0.0153679
