,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,male-female
3,-0.43556035,-0.29041883,"('repellent', 'pleasant')",-0.45118266,-0.3785299,-0.4433715,-0.3344744,-0.1088971
64,0.39611152,0.38950458,"('shy', 'confident')",-4.102539,-4.281634,-1.8532138,-1.9460646,0.0928508
47,-0.38783774,-0.29365647,"('stupid', 'smart')",4.0327,4.3146725,1.8224312,2.0105081,-0.1880769
37,0.38559845,0.064963035,"('fake', 'genuine')",0.8117597,0.76040244,0.5986791,0.4126827,0.1859964
16,-0.37276518,-0.25159606,"('unpopular', 'popular')",-0.37282348,-0.23775011,-0.3727943,-0.2446731,-0.1281212
4,0.35949323,0.27765474,"('disliked', 'liked')",-3.8153934,-4.197121,-1.7279501,-1.9597332,0.2317831
15,-0.3442769,-0.52987224,"('boring', 'funny')",-0.08114739,-0.021378595,-0.2127121,-0.2756254,0.0629133
18,-0.33926257,0.038690343,"('disagreeable', 'welcoming')",-1.0283825,-0.7414533,-0.6838226,-0.3513815,-0.3324411
26,-0.31749547,-0.19460717,"('hardhearted', 'benevolent')",2.4751644,2.7165706,1.0788345,1.2609817,-0.1821472
35,0.3030097,0.11996029,"('corrupt', 'incorrupt')",-0.5640509,-0.49914086,-0.1305206,-0.1895903,0.0590697
40,0.29840735,0.4408958,"('stingy', 'generous')",-1.3169957,-1.3488345,-0.5092942,-0.4539694,-0.0553248
22,0.2944655,0.40694678,"('untrustworthy', 'trustworthy')",-0.29173887,-0.2568219,0.0013633,0.0750624,-0.0736991
7,0.24481899,0.3938017,"('insensitive', 'sensitive')",0.5798741,0.81756765,0.4123465,0.6056846,-0.1933381
76,-0.21230806,-0.21351366,"('anxious', 'daring')",-0.2318763,-0.0038148612,-0.2220922,-0.1086643,-0.1134279
58,0.20047972,-0.04691851,"('undiscriminating', 'discriminating')",1.0246707,0.98791444,0.6125752,0.470498,0.1420772
49,-0.19715144,0.06933363,"('unable', 'able')",-0.49022892,-0.23921968,-0.3436902,-0.084943,-0.2587472
61,-0.17991036,-0.18387619,"('illogical', 'logical')",0.7116062,0.8281591,0.2658479,0.3221415,-0.0562936
55,-0.17111592,-0.012090027,"('incompetent', 'clever')",0.037186816,0.12065911,-0.0669646,0.0542845,-0.1212491
17,-0.16972394,-0.21835071,"('nasty', 'nice')",-1.1750321,-1.1656883,-0.6723781,-0.6920195,0.0196414
50,-0.15940914,-0.20210561,"('clumsy', 'skillful')",-0.30202907,-0.27507198,-0.2307191,-0.2385888,0.0078697
75,-0.15246867,-0.29370412,"('meek', 'impulsive')",-0.9904945,-1.062078,-0.5714816,-0.6778911,0.1064095
41,-0.12430635,-0.10100001,"('unforgiving', 'forgiving')",0.564639,0.46847466,0.2201663,0.1837373,0.036429
45,-0.12099004,-0.32722676,"('incompetent', 'competent')",1.2404879,1.1013161,0.5597489,0.3870447,0.1727042
33,0.113138855,0.12652943,"('wrong', 'right')",0.13962314,0.11108774,0.126381,0.1188086,0.0075724
83,0.11068533,0.25520405,"('powerless', 'powerful')",-0.4147743,-0.33321717,-0.1520445,-0.0390066,-0.1130379
2,0.09517014,0.36772472,"('unlikable', 'likable')",0.23977375,0.43296877,0.1674719,0.4003468,-0.2328749
46,-0.0657163,0.050882407,"('uncompetitive', 'competitive')",-0.26018262,-0.2454522,-0.1629495,-0.0972849,-0.0656646
30,0.055092126,0.11699731,"('intolerant', 'tolerant')",0.7627913,0.670083,0.4089417,0.3935401,0.0154016
68,-0.047701623,-0.2786909,"('dependent', 'independent')",-0.9853802,-0.9491849,-0.5165409,-0.6139379,0.097397
70,-0.046839073,-0.1064298,"('lethargic', 'energetic')",0.45006794,0.4039568,0.2016144,0.1487635,0.0528509
71,0.043728568,0.22288573,"('diffident', 'self-confident')",0.4343688,0.59131575,0.2390487,0.4071007,-0.168052
62,0.04185113,0.106744975,"('incompetent', 'brilliant')",0.7317105,0.6618653,0.3867808,0.3843051,0.0024757
29,-0.022774864,-0.2780816,"('unfair', 'fair')",-0.5727571,-0.55313903,-0.297766,-0.4156103,0.1178443
81,-0.018106557,-0.0988888,"('submissive', 'aggressive')",-0.46381193,-0.6682415,-0.2409592,-0.3835652,0.142606
59,-0.0047185346,0.21028912,"('foolish', 'wise')",-0.16178536,0.18260992,-0.083252,0.1964495,-0.2797015
87,-0.004023675,-0.3231489,"('unsuccessful', 'successful')",1.6422386,1.759754,0.8191075,0.7183025,0.100805
