,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
55,-0.15290996,-0.20524164,"('incompetent', 'clever')",0.36772272,0.088866755,0.1074064,-0.0581874,0.1655938
75,0.13100016,0.13537008,"('meek', 'impulsive')",-0.90997905,-0.8964666,-0.3894894,-0.3805483,-0.0089411
22,0.1225508,0.07510149,"('untrustworthy', 'trustworthy')",-1.1116614,-1.093918,-0.4945553,-0.5094082,0.0148529
68,0.10972801,0.15873992,"('dependent', 'independent')",-1.0436555,-1.0429244,-0.4669638,-0.4420922,-0.0248716
84,-0.09760738,-0.06330053,"('inferior', 'superior')",0.7411722,0.67340076,0.3217824,0.3050501,0.0167323
87,-0.096228875,-0.12810194,"('unsuccessful', 'successful')",0.22782312,0.309174,0.0657971,0.090536,-0.0247389
82,-0.08078542,-0.22206277,"('poor', 'rich')",6.697639,6.617556,3.3084269,3.1977468,0.1106801
21,-0.044783287,-0.046281062,"('immoral', 'moral')",-0.35620078,-0.54029113,-0.200492,-0.2932861,0.0927941
17,0.040831767,0.048826523,"('nasty', 'nice')",-0.4824469,-0.4030144,-0.2208076,-0.1770939,-0.0437137
47,-0.023519903,0.10063109,"('stupid', 'smart')",5.8464637,6.099997,2.9114718,3.1003141,-0.1888423
33,-0.0117411055,-0.00076535344,"('wrong', 'right')",-1.1545655,-0.8768805,-0.5831533,-0.4388229,-0.1443304
