,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
14,0.8511314,0.5975316,"('antisocial', 'social')",-0.25401792,-0.26246184,0.2985567,0.1675349,0.1310218
16,-0.8377562,-0.7997339,"('unpopular', 'popular')",-0.040396836,0.024987876,-0.4390765,-0.387373,-0.0517035
30,0.83268094,0.621225,"('intolerant', 'tolerant')",0.8967729,0.8414713,0.8647269,0.7313482,0.1333787
18,-0.78638524,-1.0311471,"('disagreeable', 'welcoming')",-0.88428795,-0.942263,-0.8353366,-0.9867051,0.1513685
25,-0.7691707,-0.54511,"('egoistic', 'altruistic')",0.8559141,0.9999644,0.0433717,0.2274272,-0.1840555
48,-0.76177156,-0.9481063,"('unintelligent', 'intelligent')",0.02123731,-0.048195224,-0.3702671,-0.4981508,0.1278837
9,-0.7504114,-0.57251865,"('unaffectionate', 'caring')",1.1375992,1.1930848,0.1935939,0.3102831,-0.1166892
17,-0.72497743,-0.45675516,"('nasty', 'nice')",-0.18996596,-0.22577181,-0.4574717,-0.3412635,-0.1162082
65,0.70840067,0.32365537,"('insecure', 'secure')",0.39871895,0.2920748,0.5535598,0.3078651,0.2456947
2,0.6829106,0.5156761,"('unlikable', 'likable')",0.7724377,0.8067504,0.7276741,0.6612133,0.0664608
67,0.6743371,0.38947266,"('doubtful', 'determined')",-0.0695875,-0.13944045,0.3023748,0.1250161,0.1773587
78,-0.6533689,-0.7499883,"('nonresilient', 'resilient')",-0.2162828,-0.33820292,-0.4348258,-0.5440956,0.1092698
49,-0.64369893,-0.5317178,"('unable', 'able')",-0.5223223,-0.4477626,-0.5830106,-0.4897402,-0.0932704
54,-0.64062536,-0.38295588,"('incapable', 'capable')",0.6538169,0.7207296,0.0065958,0.1688869,-0.1622911
4,-0.6106399,-0.1811487,"('disliked', 'liked')",-7.284891,-7.2808886,-3.9477656,-3.7310185,-0.2167471
70,0.5902144,0.5067473,"('lethargic', 'energetic')",0.33820224,0.4333404,0.4642083,0.4700438,-0.0058355
13,0.5778761,0.26430827,"('impolite', 'polite')",0.35050687,0.026783675,0.4641915,0.145546,0.3186455
40,-0.5688584,-0.5459427,"('stingy', 'generous')",-2.5684233,-2.581056,-1.5686408,-1.5634995,-0.0051413
55,0.56811553,0.3348739,"('incompetent', 'clever')",0.32528335,0.24367039,0.4466994,0.2892722,0.1574272
73,0.5260003,0.67977035,"('helpless', 'self-reliant')",-3.1761763,-3.109682,-1.325088,-1.2149558,-0.1101322
12,-0.49926585,-0.44328555,"('unsupportive', 'supportive')",-1.9411676,-2.001667,-1.2202168,-1.2224762,0.0022594
71,-0.48885983,-0.254962,"('diffident', 'self-confident')",0.2754293,0.36368182,-0.1067153,0.0543599,-0.1610752
46,0.47034463,0.164038,"('uncompetitive', 'competitive')",-1.0692639,-1.0974721,-0.2994596,-0.466717,0.1672574
32,-0.43418428,-0.59602374,"('unkind', 'kind')",0.98948693,0.9210365,0.2776513,0.1625064,0.1151449
22,0.42924708,0.6839239,"('untrustworthy', 'trustworthy')",-0.3753898,-0.30387807,0.0269286,0.1900229,-0.1630943
69,-0.42612192,-0.2313421,"('lazy', 'industrious')",-1.0632265,-1.0618589,-0.7446742,-0.6466005,-0.0980737
0,-0.41707295,-0.71726924,"('unsociable', 'sociable')",-0.044552132,-0.21706927,-0.2308125,-0.4671693,0.2363568
82,0.4136723,0.30398142,"('poor', 'rich')",6.008029,6.122811,3.2108507,3.2133961,-0.0025454
87,0.40199947,0.17089923,"('unsuccessful', 'successful')",-0.031488046,-0.101278186,0.1852557,0.0348105,0.1504452
45,0.4001202,0.58008295,"('incompetent', 'competent')",-0.16790411,-0.11274474,0.116108,0.2336691,-0.1175611
77,-0.39579707,-0.56333804,"('unmotivated', 'motivated')",-1.1654708,-1.2433536,-0.7806339,-0.9033458,0.1227119
37,0.3934572,0.44600296,"('fake', 'genuine')",0.27501452,0.37763354,0.3342358,0.4118183,-0.0775825
66,-0.3764685,-0.08429355,"('inactive', 'active')",-0.024740554,0.039288834,-0.2006045,-0.0225024,-0.1781021
57,-0.36954132,0.09300268,"('unimaginative', 'imaginative')",-3.6137958,-3.4225965,-1.9916686,-1.6647968,-0.3268718
47,0.3454807,0.2834866,"('stupid', 'smart')",5.4699802,5.538954,2.9077306,2.9112201,-0.0034895
21,0.31411833,-0.046902545,"('immoral', 'moral')",-0.5659502,-0.6638831,-0.1259159,-0.3553928,0.2294769
11,0.28719872,0.06253547,"('unhelpful', 'helpful')",2.3872294,2.2777302,1.3372141,1.1701329,0.1670812
24,0.2815886,0.37314194,"('dishonest', 'honest')",1.1200223,1.0654275,0.7008054,0.7192848,-0.0184794
7,0.27707112,0.24195449,"('insensitive', 'sensitive')",-0.13040638,-0.0048944186,0.0733324,0.11853,-0.0451976
64,0.27561656,0.06573552,"('shy', 'confident')",-5.799147,-5.9523106,-2.7617652,-2.9432876,0.1815224
28,-0.26477566,-0.25394967,"('disloyal', 'loyal')",0.80741996,0.78934586,0.2713221,0.2676981,0.003624
10,-0.21885929,-0.30192077,"('unsympathetic', 'sympathetic')",-0.055059344,-0.09811093,-0.1369593,-0.2000158,0.0630565
41,-0.20707585,-0.054038867,"('unforgiving', 'forgiving')",0.16862115,0.11801189,-0.0192273,0.0319865,-0.0512138
75,-0.19670133,0.2662676,"('meek', 'impulsive')",-0.7399526,-0.61864495,-0.468327,-0.1761887,-0.2921383
44,0.19430487,0.4422101,"('prejudiced', 'unprejudiced')",-1.3582257,-1.1627337,-0.5819604,-0.3602618,-0.2216986
15,-0.17398989,0.13862523,"('boring', 'funny')",0.68695116,0.7017017,0.2564806,0.4201635,-0.1636829
20,-0.12733832,-0.06321888,"('rough', 'thoughtful')",0.336954,0.3103794,0.1048078,0.1235803,-0.0187725
59,-0.12574172,0.06692667,"('foolish', 'wise')",0.22191978,0.21453154,0.048089,0.1407291,-0.0926401
50,0.11313114,0.060718782,"('clumsy', 'skillful')",-0.36472243,-0.32245296,-0.1257956,-0.1308671,0.0050715
34,-0.11103647,-0.18273821,"('mean', 'honorable')",5.439993,5.416996,2.6644783,2.6171288,0.0473495
3,-0.09989253,-0.29136238,"('repellent', 'pleasant')",0.29443648,0.3237064,0.097272,0.016172,0.0811
83,-0.09881468,-0.23743625,"('powerless', 'powerful')",-1.2375625,-1.2255865,-0.6681886,-0.7315114,0.0633228
38,0.09824168,0.11995029,"('untruthful', 'truthful')",0.26414043,0.15349093,0.1811911,0.1367206,0.0444705
33,0.097888276,0.11525433,"('wrong', 'right')",-0.75735193,-0.7092461,-0.3297318,-0.2969959,-0.0327359
43,0.0957867,-0.100527145,"('irresponsible', 'responsible')",0.8898684,0.8570418,0.4928275,0.3782573,0.1145702
58,-0.094200365,0.055591766,"('undiscriminating', 'discriminating')",-0.010799706,0.077991754,-0.0525,0.0667918,-0.1192918
68,-0.07958901,-0.2112575,"('dependent', 'independent')",-1.2692634,-1.4745678,-0.6744262,-0.8429126,0.1684864
74,0.06965697,0.048500407,"('undedicated', 'dedicated')",-0.39955583,-0.32951108,-0.1649494,-0.1405053,-0.0244441
72,-0.06948615,-0.19277969,"('unambitious', 'ambitious')",-0.31194007,-0.34588268,-0.1907131,-0.2693312,0.0786181
63,0.06741984,-0.029578906,"('unperceptive', 'insightful')",0.31383985,0.19973269,0.1906298,0.0850769,0.1055529
51,0.036073916,-0.4832803,"('uneducated', 'educated')",0.20420052,0.018627541,0.1201372,-0.2323264,0.3524636
84,0.012172466,-0.25296563,"('inferior', 'superior')",0.38231376,0.30036518,0.1972431,0.0236998,0.1735433
29,-0.0106674675,0.020105844,"('unfair', 'fair')",-0.3860317,-0.32782775,-0.1983496,-0.153861,-0.0444886
61,0.0029483512,-0.12667616,"('illogical', 'logical')",0.0366504,0.06884503,0.0197994,-0.0289156,0.048715
