,national_male,national_female,tuple,semiconductor_male,semiconductor_female,corp_male,corp_female,average_male,average_female,male-female
4,-0.30873233,-0.3055573,"('disliked', 'liked')",0.24452947,0.07069018,-6.308281,-6.5408015,-2.1241612,-2.2585562,0.134395
88,0.29917333,0.3998689,"('low', 'eminent')",-0.37617254,-0.3881486,-0.5973326,-0.5911597,-0.2247773,-0.1931465,-0.0316308
34,-0.2916222,-0.18385667,"('mean', 'honorable')",0.33900514,0.3120255,5.206353,5.256684,1.7512453,1.7949508,-0.0437055
67,-0.28278357,-0.5386124,"('doubtful', 'determined')",-1.0169967,-1.2560673,-0.6616351,-0.9548915,-0.6538052,-0.9165237,0.2627185
87,0.2686948,0.14570391,"('unsuccessful', 'successful')",-0.13875696,-0.14478363,1.0690628,1.1517388,0.3996669,0.3842197,0.0154472
17,-0.2657258,-0.19466865,"('nasty', 'nice')",0.013051491,0.026553424,-0.50959605,-0.44616875,-0.2540901,-0.2047613,-0.0493288
32,-0.26155794,-0.4515238,"('unkind', 'kind')",-0.66645885,-0.8324902,1.0368261,1.0396006,0.0362698,-0.0814711,0.1177409
1,-0.25182614,-0.17951584,"('unfriendly', 'friendly')",1.3357029,1.593976,1.5268049,1.7045269,0.8702272,1.0396624,-0.1694352
51,-0.22026415,-0.35724494,"('uneducated', 'educated')",-0.31880245,-0.6492933,0.97206855,0.8535557,0.144334,-0.0509942,0.1953282
68,-0.1724394,-0.19529034,"('dependent', 'independent')",-1.1130143,-1.3051399,-0.9264426,-0.93599313,-0.7372988,-0.8121411,0.0748423
80,0.12823695,0.30384588,"('dominated', 'dominating')",-1.3452941,-1.4802047,-0.20337278,-0.2256147,-0.4734766,-0.4673245,-0.0061521
9,-0.11039972,-0.08305646,"('unaffectionate', 'caring')",1.1025375,1.320841,1.1441855,1.3672384,0.7121078,0.868341,-0.1562332
5,-0.09323124,0.012545036,"('distant', 'outgoing')",0.8579871,1.0077353,-0.5203071,-0.45900708,0.0814829,0.1870911,-0.1056082
38,-0.089093596,-0.11773412,"('untruthful', 'truthful')",-0.3746587,-0.36487868,-0.026702974,-0.12119264,-0.1634851,-0.2012685,0.0377834
29,-0.0789969,0.0040130317,"('unfair', 'fair')",-0.24105664,-0.37159193,-0.18100283,-0.23681375,-0.1670188,-0.2014642,0.0344454
2,0.07081797,-0.10249578,"('unlikable', 'likable')",-0.112382226,-0.100406565,0.48933372,0.5360841,0.1492565,0.1110606,0.0381959
12,-0.06454454,-0.044664048,"('unsupportive', 'supportive')",0.34215727,0.2836514,-1.4826554,-1.5115095,-0.4016809,-0.4241741,0.0224932
6,0.059472796,0.25905204,"('distant', 'open')",0.9201475,1.2131678,-0.7155929,-0.49969545,0.0880091,0.3241748,-0.2361657
50,-0.038114414,-0.11852124,"('clumsy', 'skillful')",-0.5712267,-0.44331303,-0.13149284,-0.039583,-0.2469447,-0.2004724,-0.0464723
58,0.026998572,0.1539791,"('undiscriminating', 'discriminating')",0.1474351,0.17442024,0.34543425,0.29919186,0.1732893,0.2091971,-0.0359078
28,0.012417294,0.15182683,"('disloyal', 'loyal')",-0.13244823,-0.1131755,1.0301015,1.0208308,0.3033569,0.3531607,-0.0498038
75,-0.01168298,-0.23028211,"('meek', 'impulsive')",-0.3563606,-0.38297728,-0.5708604,-0.6012973,-0.312968,-0.4048522,0.0918842
83,0.0018409323,0.09885923,"('powerless', 'powerful')",0.27723265,0.14387819,-1.0943902,-1.2693872,-0.2717722,-0.3422166,0.0704444
74,0.0014249235,0.1885032,"('undedicated', 'dedicated')",-0.031617083,-0.10655483,-0.24474134,-0.3093561,-0.0916445,-0.0758026,-0.0158419
