,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
26,-0.77935547,-0.78301316,"('hardhearted', 'benevolent')",1.0945274,1.1665621,0.1575859,0.1917745,-0.0341886
16,-0.77007616,-0.49885893,"('unpopular', 'popular')",-0.22955999,-0.19929484,-0.4998181,-0.3490769,-0.1507412
39,0.7601971,0.5842591,"('exploitative', 'cooperative')",0.56239456,0.74588317,0.6612958,0.6650711,-0.0037753
60,0.75587475,0.21681596,"('inefficient', 'efficient')",0.7310926,0.61560464,0.7434837,0.4162103,0.3272734
45,0.7453093,0.39197853,"('incompetent', 'competent')",0.15699828,0.07716127,0.4511538,0.2345699,0.2165839
32,-0.69160235,-0.6723386,"('unkind', 'kind')",1.1059378,1.2057248,0.2071677,0.2666931,-0.0595254
2,0.64026266,0.6035565,"('unlikable', 'likable')",0.9317023,0.8580237,0.7859825,0.7307901,0.0551924
86,-0.6360175,-0.770711,"('uninfluential', 'influential')",-0.40034682,-0.542773,-0.5181822,-0.656742,0.1385598
25,-0.6108744,-0.022097528,"('egoistic', 'altruistic')",0.66399187,0.9292424,0.0265587,0.4535724,-0.4270137
49,-0.608611,-0.71141666,"('unable', 'able')",-0.6596107,-0.5865502,-0.6341108,-0.6489834,0.0148726
55,0.5842759,0.03961274,"('incompetent', 'clever')",0.6061338,0.58965516,0.5952048,0.314634,0.2805708
22,0.572395,0.48165995,"('untrustworthy', 'trustworthy')",-0.12269839,-0.12316311,0.2248483,0.1792484,0.0455999
70,0.5700417,0.21876821,"('lethargic', 'energetic')",0.6285087,0.6233401,0.5992752,0.4210541,0.1782211
73,0.5687155,0.6596806,"('helpless', 'self-reliant')",-3.4497457,-3.473453,-1.440515,-1.4068862,-0.0336288
30,0.5587985,0.18038294,"('intolerant', 'tolerant')",1.016426,0.90768176,0.7876122,0.5440323,0.2435799
9,-0.55678344,-0.18454866,"('unaffectionate', 'caring')",0.9516663,1.2193639,0.1974414,0.5174077,-0.3199663
87,0.543093,0.15191229,"('unsuccessful', 'successful')",0.1479222,0.14072996,0.3455076,0.1463211,0.1991865
0,-0.53178966,-0.94498634,"('unsociable', 'sociable')",0.15570599,0.007833145,-0.1880418,-0.4685766,0.2805348
85,-0.5121342,0.062288616,"('insignificant', 'prestigious')",-1.3288022,-1.3598508,-0.9204682,-0.6487811,-0.2716871
7,0.49075374,0.26757783,"('insensitive', 'sensitive')",0.37688905,0.38455555,0.4338214,0.3260667,0.1077547
66,0.48526332,0.32559878,"('inactive', 'active')",0.17976159,0.08799656,0.3325124,0.2067977,0.1257147
77,-0.47114336,-0.5988237,"('unmotivated', 'motivated')",-1.0877161,-1.0388494,-0.7794297,-0.8188366,0.0394069
81,0.46234328,-0.11254734,"('submissive', 'aggressive')",-0.16573188,-0.35034332,0.1483057,-0.2314453,0.379751
57,0.430674,0.3428886,"('unimaginative', 'imaginative')",-3.2786782,-3.1975358,-1.4240021,-1.4273236,0.0033215
54,-0.38051718,-0.012118233,"('incapable', 'capable')",0.59133357,0.7371192,0.1054082,0.3625005,-0.2570923
78,-0.37095806,-0.11715025,"('nonresilient', 'resilient')",0.009348983,0.033469528,-0.1808045,-0.0418404,-0.1389641
46,0.3650317,-0.062696725,"('uncompetitive', 'competitive')",-0.6338983,-0.5561618,-0.1344333,-0.3094293,0.174996
64,0.35994032,0.09779769,"('shy', 'confident')",-5.552935,-5.7597075,-2.5964973,-2.8309548,0.2344575
53,-0.35676238,-0.16763477,"('uncreative', 'creative')",0.5378833,0.6041963,0.0905605,0.2182808,-0.1277203
75,0.34431243,0.59795177,"('meek', 'impulsive')",-0.9301134,-0.8454499,-0.2929005,-0.1237491,-0.1691514
35,-0.3402751,0.0005950285,"('corrupt', 'incorrupt')",-1.0393414,-0.98565954,-0.6898082,-0.4925323,-0.1972759
82,0.33802897,0.41905832,"('poor', 'rich')",5.9510584,6.10556,3.1445436,3.2623091,-0.1177655
68,-0.3369292,-0.36117226,"('dependent', 'independent')",-1.3032894,-1.3305192,-0.8201093,-0.8458457,0.0257364
3,-0.3317415,-0.3054463,"('repellent', 'pleasant')",0.41606808,0.3751118,0.0421633,0.0348327,0.0073306
17,-0.31349942,-0.1814402,"('nasty', 'nice')",-0.04765342,0.0070774816,-0.1805764,-0.0871814,-0.093395
37,0.27933037,0.1803869,"('fake', 'genuine')",0.41105288,0.2837906,0.3451916,0.2320887,0.1131029
23,0.27057427,0.21370332,"('insincere', 'sincere')",6.294678,6.493645,3.2826262,3.3536742,-0.071048
40,-0.2701112,-0.14296307,"('stingy', 'generous')",-2.354699,-2.4474342,-1.3124051,-1.2951987,-0.0172064
13,0.26891908,-0.20615418,"('impolite', 'polite')",0.43135723,0.35287452,0.3501382,0.0733602,0.276778
58,0.26673362,0.13540788,"('undiscriminating', 'discriminating')",0.28070274,0.06587647,0.2737182,0.1006422,0.173076
12,-0.2541801,-0.3909014,"('unsupportive', 'supportive')",-1.736656,-1.6861323,-0.995418,-1.0385169,0.0430989
79,-0.25109845,0.072938114,"('wavering', 'unwavering')",-0.64379865,-0.5913024,-0.4474486,-0.2591822,-0.1882664
74,0.24456012,0.28134897,"('undedicated', 'dedicated')",-0.08952665,-0.0873283,0.0775167,0.0970103,-0.0194936
43,-0.22737296,-0.69605047,"('irresponsible', 'responsible')",1.1937249,1.1738759,0.483176,0.2389127,0.2442633
20,-0.21728748,-0.44084403,"('rough', 'thoughtful')",0.4757184,0.3577307,0.1292155,-0.0415567,0.1707722
84,-0.21489003,-0.22701801,"('inferior', 'superior')",0.32965788,0.35482278,0.0573839,0.0639024,-0.0065185
65,0.20673618,-0.15441488,"('insecure', 'secure')",0.61747235,0.63015705,0.4121042,0.2378711,0.1742331
24,0.18724778,0.23989946,"('dishonest', 'honest')",1.2721248,1.4049988,0.7296863,0.8224491,-0.0927628
61,0.18125786,0.08347435,"('illogical', 'logical')",0.31470412,0.30412206,0.247981,0.1937982,0.0541828
59,-0.1797283,-0.02553841,"('foolish', 'wise')",0.03449206,0.17493336,-0.0726181,0.0746975,-0.1473156
34,-0.17859867,-0.15076412,"('mean', 'honorable')",5.5281744,5.660971,2.6747878,2.7551036,-0.0803158
71,-0.1632002,0.07516273,"('diffident', 'self-confident')",0.28021538,0.47667018,0.0585076,0.2759165,-0.2174089
72,-0.16114481,-0.09206855,"('unambitious', 'ambitious')",-0.4290897,-0.38037637,-0.2951173,-0.2362225,-0.0588948
63,0.15866166,-0.09264623,"('unperceptive', 'insightful')",0.59054565,0.5045363,0.3746037,0.205945,0.1686587
10,-0.14920035,-0.52861464,"('unsympathetic', 'sympathetic')",0.23718274,0.25509045,0.0439912,-0.1367621,0.1807533
47,0.14839931,-0.1400176,"('stupid', 'smart')",5.5740695,5.7572083,2.8612344,2.8085954,0.052639
28,-0.14421852,0.023235857,"('disloyal', 'loyal')",0.84354967,0.9785597,0.3496656,0.5008978,-0.1512322
33,0.14231296,0.26878706,"('wrong', 'right')",-0.86362803,-0.743568,-0.3606575,-0.2373905,-0.123267
21,-0.12961891,-0.5305789,"('immoral', 'moral')",-0.49295416,-0.56419533,-0.3112865,-0.5473871,0.2361006
44,0.11102923,-0.0118788965,"('prejudiced', 'unprejudiced')",-1.4394668,-1.428111,-0.6642188,-0.7199949,0.0557761
41,0.09779567,-0.03803027,"('unforgiving', 'forgiving')",0.2738291,0.1753926,0.1858124,0.0686812,0.1171312
50,0.0702619,0.14714795,"('clumsy', 'skillful')",-0.5091697,-0.47825384,-0.2194539,-0.1655529,-0.053901
38,0.057206895,0.22278833,"('untruthful', 'truthful')",0.33741033,0.4101665,0.1973086,0.3164774,-0.1191688
29,0.052545816,0.061680816,"('unfair', 'fair')",-0.30783305,-0.3295194,-0.1276436,-0.1339193,0.0062757
51,0.04835275,-0.318068,"('uneducated', 'educated')",0.47917077,0.34021562,0.2637618,0.0110738,0.252688
67,0.04597663,-0.111384585,"('doubtful', 'determined')",-0.2137754,-0.27995223,-0.0838994,-0.1956684,0.111769
4,0.04429034,0.2819172,"('disliked', 'liked')",-7.1956024,-7.470956,-3.5756559,-3.5945194,0.0188635
15,-0.038233265,-0.028619822,"('boring', 'funny')",0.7014622,0.6293128,0.3316145,0.3003465,0.031268
83,0.037797786,-0.06258078,"('powerless', 'powerful')",-1.3429464,-1.3555896,-0.6525743,-0.7090852,0.0565109
11,-0.027308013,-0.34442255,"('unhelpful', 'helpful')",2.5687313,2.6534615,1.2707117,1.1545194,0.1161923
69,-0.023318734,0.21428652,"('lazy', 'industrious')",-1.0683862,-1.0998743,-0.5458525,-0.4427939,-0.1030586
