,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
5,0.76465976,0.91925263,"('distant', 'outgoing')",-0.633341,-0.40317437,0.16458377,0.15205757,0.25350487,0.31833196,0.1373518,0.2466169,-0.1092651
19,0.7612785,0.88698393,"('inhospitable', 'hospitable')",-1.0473988,-1.0093974,0.60499394,0.6756937,0.23084843,0.34280494,0.1374305,0.2240213,-0.0865908
83,-0.7407231,-0.6974422,"('powerless', 'powerful')",-0.19272545,-0.12046883,-0.92835927,-0.9704593,-1.1378006,-1.0130769,-0.7499021,-0.7003618,-0.0495403
75,0.73461354,1.1573986,"('meek', 'impulsive')",-0.80239916,-0.72783816,-0.041837282,0.24460974,-0.11321868,-0.041432828,-0.0557104,0.1581843,-0.2138947
26,-0.7283907,-0.7277775,"('hardhearted', 'benevolent')",1.5638621,1.2484499,1.0566669,0.832678,2.189503,1.9246662,1.0204103,0.8195041,0.2009062
81,-0.71975654,-1.2229365,"('submissive', 'aggressive')",0.06491573,0.28525227,-1.5940298,-1.7020113,-1.5453938,-1.3636217,-0.9485661,-1.0008293,0.0522632
42,0.69323933,0.999926,"('unreliable', 'reliable')",0.9664101,1.2010331,-0.21694362,0.029593414,-2.5141745,-2.3352904,-0.2678672,-0.0261844,-0.2416828
6,0.6410952,0.86902606,"('distant', 'open')",-0.54145426,-0.42701703,0.4813444,0.51416916,0.84859455,0.806906,0.357395,0.440771,-0.083376
4,0.6317705,0.8504096,"('disliked', 'liked')",-0.06956996,-0.05109851,-0.0051521063,-0.033550836,-5.247795,-5.4511914,-1.1726867,-1.1713578,-0.0013289
54,-0.5618049,-0.3693838,"('incapable', 'capable')",-0.43957907,-0.19257829,0.32265103,0.4742367,0.9475719,1.160821,0.0672097,0.2682739,-0.2010642
2,-0.4727104,-0.5145484,"('unlikable', 'likable')",0.9346745,0.9443847,0.06014666,-0.013922319,0.1592417,0.40662983,0.1703381,0.2056359,-0.0352978
51,-0.47033995,-0.6276734,"('uneducated', 'educated')",0.5974233,0.46440604,-0.07650168,-0.2797061,0.15497988,0.20118427,0.0513904,-0.0604473,0.1118377
20,-0.45169225,-0.35357475,"('rough', 'thoughtful')",0.9306921,0.7813911,0.1504021,0.163243,1.629428,1.3235924,0.5647075,0.4786629,0.0860446
56,-0.45104083,-0.7159819,"('impractical', 'practical')",-0.36544716,-0.21385804,0.49873012,0.43105876,-0.65974605,-0.35803613,-0.244376,-0.2142043,-0.0301717
85,0.41879857,0.66869885,"('insignificant', 'prestigious')",0.19846444,0.12964459,1.0201095,1.0110536,1.5982325,1.3481463,0.8089013,0.7893858,0.0195155
59,0.41687673,0.57726675,"('foolish', 'wise')",0.61764896,0.64442647,-0.45944005,-0.648899,0.7609334,0.6839415,0.3340048,0.314184,0.0198208
36,0.41101402,0.62794596,"('hostile', 'amicable')",-0.22953591,-0.5931227,0.8196535,0.73396206,0.88757354,0.4088516,0.4721763,0.2944092,0.1777671
39,-0.39267066,-0.6759198,"('exploitative', 'cooperative')",0.09091406,0.14787202,1.7407143,1.5392637,0.07789294,0.10177243,0.3792126,0.2782471,0.1009655
84,0.39183807,0.36801833,"('inferior', 'superior')",1.343051,1.4979242,1.1582434,1.200353,1.5466921,1.5819285,1.1099561,1.162056,-0.0520999
16,-0.37414002,-0.21710284,"('unpopular', 'popular')",0.25690138,0.21936995,-0.74260724,-0.8392723,0.32587826,0.12698835,-0.1334919,-0.1775042,0.0440123
37,-0.37069878,-0.27037588,"('fake', 'genuine')",0.32888913,0.24858081,-0.62193424,-0.6139682,0.38537914,0.5328948,-0.0695912,-0.0257171,-0.0438741
50,0.33114165,0.52853066,"('clumsy', 'skillful')",1.5532185,1.6213636,-1.0759666,-1.1093407,0.80586755,0.7556359,0.4035653,0.4490474,-0.0454821
87,0.3244943,-0.013869343,"('unsuccessful', 'successful')",2.5224457,2.5347579,0.8629241,0.6137661,1.0086274,0.6916913,1.1796229,0.9565865,0.2230364
68,-0.31470543,-0.4852467,"('dependent', 'independent')",-0.102342315,-0.14036003,-0.90932614,-1.1193893,-0.37005913,-0.5008197,-0.4241082,-0.5614539,0.1373457
25,0.26936832,0.15920961,"('egoistic', 'altruistic')",0.021971904,-0.19231513,1.5897114,1.5143592,1.4836282,1.2406356,0.84117,0.6804724,0.1606976
79,0.24849117,0.5353888,"('wavering', 'unwavering')",-0.13246566,0.07074599,0.0833029,0.25870943,0.37722155,0.4533785,0.1441375,0.3295557,-0.1854182
64,0.24157815,0.06316009,"('shy', 'confident')",0.79597986,0.99285066,-1.3281672,-1.3225126,-6.0554433,-5.8659115,-1.5865132,-1.5331033,-0.0534099
66,-0.21517359,-0.13969308,"('inactive', 'active')",0.98200125,1.1863189,1.1112981,1.2335129,0.995708,1.018567,0.7184584,0.8246764,-0.106218
15,0.19726893,0.2167868,"('boring', 'funny')",0.21519789,0.1614754,0.5281842,0.44510534,0.58965117,0.37763423,0.3825755,0.3002505,0.082325
80,-0.17507426,-0.33775085,"('dominated', 'dominating')",0.19239357,0.24335806,-0.43889984,-0.49072853,-1.7305917,-1.7583419,-0.538043,-0.5858658,0.0478228
71,0.12065632,0.012249798,"('diffident', 'self-confident')",-0.18890126,-0.03044115,1.1996366,1.0268677,0.45795152,0.6619799,0.3973358,0.4176641,-0.0203283
17,0.11463294,0.018124301,"('nasty', 'nice')",0.18835065,0.34679568,0.3063811,0.12323199,-0.5168073,-0.8000809,0.0231393,-0.0779822,0.1011215
29,0.09356779,0.14600632,"('unfair', 'fair')",-0.44162688,-0.40900835,-0.16787338,-0.16680726,-0.44706497,-0.54516834,-0.2407494,-0.2437444,0.002995
76,-0.08151248,-0.15278903,"('anxious', 'daring')",1.4686769,1.81606,-0.15010604,0.12194369,-0.17916103,-0.08403593,0.2644743,0.4252947,-0.1608204
52,0.07620792,0.0733892,"('irrational', 'rational')",0.3163476,0.26315066,0.70504755,0.6137063,0.69250643,0.34526223,0.4475274,0.3238771,0.1236503
31,0.05293074,0.34954655,"('evil', 'good')",-0.7229611,-0.9455869,-0.23460746,-0.16521363,-0.21530686,-0.5334737,-0.2799862,-0.3236819,0.0436957
