,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,0.34443784,0.28085795,"('hardhearted', 'benevolent')",1.5832245,1.4659903,0.9638312,0.8734241,0.0904071
37,-0.31710738,-0.3486387,"('fake', 'genuine')",0.3365301,0.3297128,0.0097114,-0.009463,0.0191744
49,0.3154419,0.34241405,"('unable', 'able')",0.2178033,0.29367894,0.2666226,0.3180465,-0.0514239
15,-0.30536318,-0.37590683,"('boring', 'funny')",0.21620548,0.14977603,-0.0445789,-0.1130654,0.0684865
18,-0.2852813,-0.5659732,"('disagreeable', 'welcoming')",-0.15069589,-0.39442855,-0.2179886,-0.4802009,0.2622123
88,-0.25020346,-0.28469345,"('low', 'eminent')",0.48942024,0.47044688,0.1196084,0.0928767,0.0267317
8,-0.21276322,-0.48849633,"('unaffectionate', 'affectionate')",0.55472845,0.25108773,0.1709826,-0.1187043,0.2896869
22,0.19946738,0.34205994,"('untrustworthy', 'trustworthy')",-0.7042241,-0.5619582,-0.2523784,-0.1099491,-0.1424293
57,-0.1776125,-0.105991215,"('unimaginative', 'imaginative')",-2.3186224,-2.2826035,-1.2481174,-1.1942973,-0.0538201
38,0.17382428,0.20787698,"('untruthful', 'truthful')",-0.35838902,-0.20320812,-0.0922824,0.0023344,-0.0946168
51,-0.14814311,-0.09444066,"('uneducated', 'educated')",0.5930449,0.6252643,0.2224509,0.2654118,-0.0429609
34,-0.1451668,-0.1126957,"('mean', 'honorable')",5.4387426,5.6035104,2.6467879,2.7454073,-0.0986194
1,0.092189685,-0.18616222,"('unfriendly', 'friendly')",1.4512904,1.043404,0.77174,0.4286209,0.3431191
87,0.031811967,-0.022035368,"('unsuccessful', 'successful')",0.83626306,0.86527234,0.4340375,0.4216185,0.012419
82,0.00234773,0.15102759,"('poor', 'rich')",5.478022,5.707463,2.740185,2.9292452,-0.1890602
