,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
25,0.47074702,0.5061643,"('egoistic', 'altruistic')",0.5754244,0.66141427,1.6508869,1.5947,0.8990194,0.9207595,-0.0217401
5,0.4650585,0.6379556,"('distant', 'outgoing')",-0.37553307,-0.0118398145,-0.22512487,-0.111263365,-0.0451998,0.1716175,-0.2168173
86,0.46232656,0.0037139272,"('uninfluential', 'influential')",-0.09067644,-0.26401263,0.03482718,-0.13696942,0.1354924,-0.1324227,0.2679151
79,-0.46203715,-0.26947877,"('wavering', 'unwavering')",-0.6828899,-0.62779444,-0.065079205,-0.0876991,-0.4033354,-0.3283241,-0.0750113
7,0.45748723,0.16898042,"('insensitive', 'sensitive')",0.28847873,0.08215334,1.105602,1.2096084,0.6171893,0.4869141,0.1302752
37,-0.4535352,-0.5948007,"('fake', 'genuine')",-0.37165916,-0.60855955,0.5805955,0.6967043,-0.081533,-0.1688853,0.0873523
10,-0.4432307,-0.8348681,"('unsympathetic', 'sympathetic')",-0.81611645,-1.099942,-0.31454656,-0.28021467,-0.5246313,-0.7383416,0.2137103
0,0.4017542,0.1320958,"('unsociable', 'sociable')",0.0075568967,-0.14550123,-0.3859279,-0.36105087,0.0077944,-0.1248188,0.1326132
85,0.37961552,0.538241,"('insignificant', 'prestigious')",-0.5765986,-0.5265365,0.46347475,0.2349397,0.0888306,0.0822147,0.0066159
35,-0.37656873,-0.0438421,"('corrupt', 'incorrupt')",-0.67596626,-0.35847884,-0.5033151,-0.520526,-0.5186167,-0.3076156,-0.2110011
52,-0.37044567,-0.20220646,"('irrational', 'rational')",-0.7935885,-0.81058663,0.17046973,-0.04922834,-0.3311881,-0.3540071,0.022819
28,0.3679283,0.19023919,"('disloyal', 'loyal')",-0.26539358,-0.4480664,0.8717218,0.78760916,0.3247522,0.176594,0.1481582
13,-0.3665737,-0.7216983,"('impolite', 'polite')",0.39653897,0.13015985,-0.22923042,-0.20821363,-0.0664217,-0.266584,0.2001623
38,0.35947967,0.39829707,"('untruthful', 'truthful')",-0.3941431,-0.19578788,-0.0732487,0.02823671,-0.0359707,0.0769153,-0.112886
31,0.33309183,0.5148588,"('evil', 'good')",-0.48114324,-0.38831586,-0.7899021,-0.9520174,-0.3126512,-0.2751582,-0.037493
80,-0.33171725,-0.43636635,"('dominated', 'dominating')",0.43661392,0.42319754,-1.0103993,-0.92251045,-0.3018342,-0.3118931,0.0100589
36,-0.3139731,-0.24673708,"('hostile', 'amicable')",-0.028894255,0.009569459,-0.021398373,-0.23774227,-0.1214219,-0.1583033,0.0368814
60,-0.30033237,-0.5372783,"('inefficient', 'efficient')",0.6486508,0.4836362,-0.16507815,0.01984727,0.0610801,-0.0112649,0.072345
55,-0.2999135,-0.5807179,"('incompetent', 'clever')",-0.3580867,-0.5013209,0.1552454,0.2979792,-0.1675849,-0.2613532,0.0937683
73,0.2938317,0.5376083,"('helpless', 'self-reliant')",-0.11726529,0.116335146,-3.1807778,-2.9212694,-1.0014038,-0.7557753,-0.2456285
69,-0.28051776,-0.019591577,"('lazy', 'industrious')",1.3548816,1.5202541,-0.5863021,-0.7551812,0.1626873,0.2484938,-0.0858065
53,-0.27968082,-0.34931678,"('uncreative', 'creative')",-0.2751322,-0.4092396,0.9332244,0.87289554,0.1261371,0.0381131,0.088024
17,-0.25483727,-0.3002466,"('nasty', 'nice')",-1.2550893,-1.204899,-0.60104954,-0.6477942,-0.7036587,-0.7176466,0.0139879
6,-0.2530349,-0.04750329,"('distant', 'open')",-0.4843855,-0.15113232,0.24101697,0.3235032,-0.1654678,0.0416225,-0.2070903
30,0.24964947,0.06909658,"('intolerant', 'tolerant')",0.14973043,0.07067986,0.9692832,1.0865556,0.456221,0.4087774,0.0474436
15,0.24546057,0.36999756,"('boring', 'funny')",-0.0485976,0.16203356,0.6761784,0.6930264,0.2910138,0.4083525,-0.1173387
21,0.24196899,-0.07172908,"('immoral', 'moral')",0.52765113,0.3436036,-0.71278477,-0.7009434,0.0189451,-0.143023,0.1619681
47,-0.23812245,-0.33961982,"('stupid', 'smart')",-0.10597165,-0.11958821,5.278874,5.5124087,1.6449265,1.6844002,-0.0394737
88,0.22119224,0.026031988,"('low', 'eminent')",-0.056631118,-0.19916403,0.42779434,0.33155417,0.1974518,0.0528074,0.1446444
2,0.20529848,0.15670012,"('unlikable', 'likable')",0.8130036,0.91492915,0.5072178,0.5732532,0.5085066,0.5482941,-0.0397875
22,0.20024577,-0.039895013,"('untrustworthy', 'trustworthy')",0.27191773,0.27213505,-0.6792703,-0.4703138,-0.0690356,-0.0793579,0.0103223
14,-0.19327502,-0.4539442,"('antisocial', 'social')",0.6217647,0.5664198,-0.61119384,-0.5123559,-0.0609014,-0.1332934,0.072392
11,0.19319053,0.124899924,"('unhelpful', 'helpful')",0.5689704,0.5009917,2.042635,2.22907,0.9349319,0.9516539,-0.016722
29,0.18015118,0.28653902,"('unfair', 'fair')",-0.44892043,-0.20134035,-0.35534966,-0.33097684,-0.2080396,-0.0819261,-0.1261135
45,-0.16509034,-0.32724065,"('incompetent', 'competent')",-0.12483786,-0.1614983,-0.31075627,-0.20948906,-0.2002282,-0.2327427,0.0325145
72,-0.15566353,-0.048376646,"('unambitious', 'ambitious')",-0.6507194,-0.48322934,-1.0078293,-0.79769826,-0.6047374,-0.4431014,-0.161636
54,0.14144436,0.20059168,"('incapable', 'capable')",0.15747684,0.041978575,1.2762953,1.2454864,0.5250722,0.4960189,0.0290533
70,-0.13215816,-0.3085084,"('lethargic', 'energetic')",0.45057032,0.42515045,0.8228787,1.0379939,0.3804303,0.3848786,-0.0044483
67,0.13093889,0.253238,"('doubtful', 'determined')",-0.12549768,0.048827827,-0.98071575,-0.98020643,-0.3250915,-0.2260469,-0.0990446
42,-0.11445314,-0.23850432,"('unreliable', 'reliable')",0.3296718,0.34098879,-2.9347029,-2.8768563,-0.9064948,-0.9247906,0.0182958
18,-0.11214909,-0.25941545,"('disagreeable', 'welcoming')",0.9444477,1.0656295,-0.24964929,-0.2482077,0.1942165,0.1860021,0.0082144
24,0.104969576,-0.09785133,"('dishonest', 'honest')",-0.17877075,-0.21485302,0.7110875,1.0162647,0.2124288,0.2345201,-0.0220913
19,0.09062523,0.17849344,"('inhospitable', 'hospitable')",-1.2441809,-1.2056351,0.04315499,0.025248114,-0.3701336,-0.3339645,-0.0361691
62,-0.05974935,-0.045307964,"('incompetent', 'brilliant')",0.6479128,0.92596126,0.16921341,0.6544427,0.2524589,0.5116986,-0.2592397
87,0.038257875,-0.01318519,"('unsuccessful', 'successful')",1.1494062,0.9960063,1.2366095,1.2178264,0.8080912,0.7335491,0.0745421
51,0.013218066,-0.27730432,"('uneducated', 'educated')",0.73767376,0.6793574,0.8982877,0.83761805,0.5497265,0.4132237,0.1365028
