,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
35,-0.92721426,-0.83214885,"('corrupt', 'incorrupt')",-1.5695037,-1.4391845,-0.13565685,0.171029,-0.8774583,-0.7001015,-0.1773568
66,0.8966961,1.1020648,"('inactive', 'active')",-0.22723065,0.04966604,1.4531311,1.6617374,0.7075322,0.9378228,-0.2302906
63,0.8961136,0.97425,"('unperceptive', 'insightful')",0.5256798,0.4585697,1.313545,1.1835984,0.9117795,0.8721394,0.0396401
44,-0.889829,-0.8416955,"('prejudiced', 'unprejudiced')",0.32506472,0.32301316,-1.3255513,-1.2408174,-0.6301052,-0.5864999,-0.0436053
83,0.8367231,1.0281087,"('powerless', 'powerful')",0.65838414,0.8239114,-0.81943953,-0.8006641,0.2252225,0.350452,-0.1252295
49,-0.8145034,-0.66780907,"('unable', 'able')",0.19915251,0.24050812,-0.42183188,-0.4410262,-0.3457276,-0.2894424,-0.0562852
8,0.7784398,0.89662224,"('unaffectionate', 'affectionate')",0.16554254,0.1948802,0.6833019,0.80131936,0.5424281,0.6309406,-0.0885125
54,0.77036214,0.9181438,"('incapable', 'capable')",1.1984681,1.2239875,1.2220391,1.2517993,1.0636231,1.1313102,-0.0676871
25,0.76452935,0.80772305,"('egoistic', 'altruistic')",0.048427705,0.0899441,1.5899796,1.668644,0.8009789,0.855437,-0.0544581
67,0.7456597,0.74551266,"('doubtful', 'determined')",-0.27337557,-0.28994328,-0.662783,-0.7459095,-0.0634996,-0.09678,0.0332804
37,0.71235055,0.7978162,"('fake', 'genuine')",-0.07443784,-0.058821127,0.32748237,0.35126,0.3217984,0.3634183,-0.0416199
74,0.7118786,0.7252304,"('undedicated', 'dedicated')",0.84398156,0.75856686,0.5354996,0.4859483,0.6971199,0.6565819,0.040538
51,-0.68903553,-0.6140564,"('uneducated', 'educated')",-0.47685412,-0.4389261,0.38296795,0.27958554,-0.2609739,-0.257799,-0.0031749
88,0.6423273,0.85140043,"('low', 'eminent')",0.2657703,0.3678196,0.06979803,0.0817886,0.3259652,0.4336696,-0.1077044
23,0.62718713,0.5556414,"('insincere', 'sincere')",0.7385713,0.5767494,5.1888037,4.77212,2.184854,1.9681702,0.2166838
16,-0.6156063,-0.46037748,"('unpopular', 'popular')",-0.41671178,-0.38128966,0.49811837,0.54967815,-0.1780666,-0.0973297,-0.0807369
18,0.60067993,0.9423356,"('disagreeable', 'welcoming')",-0.31762674,-0.07874912,-0.46786287,-0.20093322,-0.0616032,0.2208844,-0.2824876
29,-0.59659135,-0.5509787,"('unfair', 'fair')",-0.71715784,-0.62914896,-0.69133425,-0.6428959,-0.6683612,-0.6076745,-0.0606867
65,-0.57157904,-0.5707119,"('insecure', 'secure')",0.08093669,0.13763623,-0.49169976,-0.7155467,-0.3274474,-0.3828741,0.0554267
21,0.56247246,0.54722357,"('immoral', 'moral')",0.17612961,0.18362918,-0.8393615,-0.9310774,-0.0335865,-0.0667416,0.0331551
17,-0.5341275,-0.5359116,"('nasty', 'nice')",-0.51525915,-0.40139124,-0.63561875,-0.41553712,-0.5616685,-0.4509466,-0.1107219
14,0.48552716,0.49946356,"('antisocial', 'social')",-0.17547669,-0.07963733,-1.1204016,-1.2931843,-0.270117,-0.2911193,0.0210023
48,-0.46440735,-0.505698,"('unintelligent', 'intelligent')",-0.82601357,-0.9245938,-0.010757167,-0.061793864,-0.433726,-0.4973619,0.0636359
82,-0.4580239,-0.65939236,"('poor', 'rich')",-0.30576676,-0.47262698,5.5495443,5.026744,1.5952512,1.2982415,0.2970097
52,0.43334627,0.5822454,"('irrational', 'rational')",-0.10547869,0.012915246,-0.097162,0.12660646,0.0769019,0.240589,-0.1636871
61,0.43023327,0.5816212,"('illogical', 'logical')",-0.056902975,0.033456616,-0.07178438,-0.040621437,0.1005153,0.1914855,-0.0909702
62,0.42308107,0.2510087,"('incompetent', 'brilliant')",0.76368517,0.5596187,-0.084377885,-0.46786463,0.3674628,0.1142543,0.2532085
39,0.42015168,0.5971469,"('exploitative', 'cooperative')",1.432212,1.5448859,-0.05550851,0.00887703,0.5989517,0.71697,-0.1180183
20,0.41725188,0.58777547,"('rough', 'thoughtful')",0.503495,0.63607275,0.93682504,1.0918753,0.6191906,0.7719078,-0.1527172
22,-0.41686746,-0.40900943,"('untrustworthy', 'trustworthy')",-0.26910985,-0.24781978,-1.1130612,-1.1547381,-0.5996795,-0.6038558,0.0041763
43,0.39312732,0.5458257,"('irresponsible', 'responsible')",1.0750912,1.043749,0.18872324,0.15290324,0.5523139,0.580826,-0.0285121
50,0.3861041,0.452971,"('clumsy', 'skillful')",0.35253373,0.39579982,0.46479878,0.45097512,0.4011455,0.4332487,-0.0321032
79,0.37840596,0.29464334,"('wavering', 'unwavering')",-0.79894626,-0.9168859,0.23454595,0.27276704,-0.0619981,-0.1164918,0.0544937
10,-0.37094098,-0.2777616,"('unsympathetic', 'sympathetic')",-0.0053728074,0.1141876,-0.35433334,-0.38877183,-0.243549,-0.1841153,-0.0594337
59,0.36331856,0.50912803,"('foolish', 'wise')",0.3953588,0.5347315,0.25141677,0.48696977,0.3366981,0.5102764,-0.1735783
60,0.35924676,0.30275363,"('inefficient', 'efficient')",1.2928138,1.150108,-0.2797721,-0.5597254,0.4574295,0.297712,0.1597175
47,0.34257063,0.36711228,"('stupid', 'smart')",1.0100591,0.95002013,5.0272346,4.8762903,2.1266214,2.0644743,0.0621471
6,0.33302253,0.57388026,"('distant', 'open')",-0.1552556,-0.07352486,0.6010008,0.8390006,0.2595892,0.446452,-0.1868628
55,0.33188424,0.3617867,"('incompetent', 'clever')",0.029456615,0.051051818,-0.22400132,-0.3645976,0.0457798,0.0160803,0.0296995
86,0.31394804,0.40858448,"('uninfluential', 'influential')",-0.13936912,-0.023691101,-0.12428108,-0.10249951,0.0167659,0.0941313,-0.0773654
70,-0.28520793,-0.23857218,"('lethargic', 'energetic')",-0.30925003,-0.37340954,0.41251045,0.17308408,-0.0606492,-0.1462992,0.08565
34,0.27981263,0.31862876,"('mean', 'honorable')",-0.24700657,-0.3435129,5.9703374,5.788111,2.0010478,1.9210757,0.0799721
38,0.27514637,0.2596541,"('untruthful', 'truthful')",-0.08957569,-0.22971973,0.03855592,-0.011519948,0.0747089,0.0061381,0.0685708
11,0.2527389,0.32179317,"('unhelpful', 'helpful')",0.45720446,0.37485138,1.8089375,1.6912602,0.8396269,0.7959682,0.0436587
36,-0.24806504,0.007570997,"('hostile', 'amicable')",-1.4760494,-1.2039771,0.31068376,0.746874,-0.4711436,-0.1498441,-0.3212995
80,-0.23995036,-0.2734943,"('dominated', 'dominating')",0.4555713,0.44799453,-1.2300684,-1.3261454,-0.3381492,-0.3838817,0.0457325
58,0.22973765,0.47734755,"('undiscriminating', 'discriminating')",0.06600411,0.24570456,0.09717092,0.20789261,0.1309709,0.3103149,-0.179344
7,0.22452474,0.40293247,"('insensitive', 'sensitive')",0.15590498,0.24496171,0.32999694,0.33962274,0.2368089,0.3291723,-0.0923634
40,-0.21463889,0.0060673095,"('stingy', 'generous')",-0.27238682,-0.13665044,-1.5211154,-1.344718,-0.6693803,-0.491767,-0.1776133
31,-0.19293417,-0.21601188,"('evil', 'good')",-1.0070256,-0.99166363,-0.7355593,-0.53134,-0.645173,-0.5796718,-0.0655012
41,0.19101496,0.16775945,"('unforgiving', 'forgiving')",-0.4376116,-0.43143624,-0.055400126,0.06413121,-0.1006656,-0.0665152,-0.0341504
28,-0.18966702,-0.060407512,"('disloyal', 'loyal')",-0.34370777,-0.2717292,0.82152253,0.8164419,0.0960492,0.1614351,-0.0653859
72,-0.18609564,-0.31328607,"('unambitious', 'ambitious')",-0.84647906,-0.84208095,-1.3990097,-1.5482239,-0.8105281,-0.901197,0.0906689
64,-0.18312131,-0.05646338,"('shy', 'confident')",0.21161047,0.3528562,-6.10264,-5.9881835,-2.024717,-1.8972635,-0.1274535
76,0.15388125,0.16613248,"('anxious', 'daring')",0.36380145,0.31874487,0.263926,0.047031045,0.2605362,0.1773028,0.0832334
27,-0.14785612,0.15891081,"('hardhearted', 'softhearted')",0.10637568,0.19685741,1.1696768,1.4124072,0.3760655,0.5893918,-0.2133263
24,-0.12201219,-0.07221545,"('dishonest', 'honest')",-0.43279892,-0.40509394,0.22196597,0.24099444,-0.1109484,-0.0787717,-0.0321767
15,-0.1154414,-0.028183047,"('boring', 'funny')",-0.38155836,-0.45686817,0.21749637,0.3120756,-0.0931678,-0.0576585,-0.0355093
32,-0.08980444,0.011691116,"('unkind', 'kind')",0.849696,0.9079695,0.6644588,0.6017142,0.4747834,0.5071249,-0.0323415
45,0.065150216,-0.037771113,"('incompetent', 'competent')",-0.22240779,-0.3767959,-0.48061234,-0.64375,-0.2126233,-0.3527723,0.140149
0,0.044872865,0.17609213,"('unsociable', 'sociable')",0.3536962,0.45993522,-0.73603725,-0.7339594,-0.1124894,-0.032644,-0.0798454
77,-0.038890634,0.014716269,"('unmotivated', 'motivated')",-0.138608,-0.08230479,-1.310866,-1.3197895,-0.4961215,-0.4624594,-0.0336621
30,-0.037882596,0.10025134,"('intolerant', 'tolerant')",0.69500834,0.7181949,0.6391341,0.62939334,0.4320866,0.4826132,-0.0505266
46,-0.028608512,0.028058134,"('uncompetitive', 'competitive')",1.0916476,1.047025,-0.16945992,-0.28345168,0.2978597,0.2638772,0.0339825
13,0.026346065,-0.04197139,"('impolite', 'polite')",0.33302534,0.22344114,-0.4233633,-0.66340077,-0.0213306,-0.1606437,0.1393131
4,-0.0074951313,0.023225058,"('disliked', 'liked')",-0.2721495,-0.2846097,-5.8724837,-5.6894917,-2.0507094,-1.9836254,-0.067084
