,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,-1.2732568,-1.2471921,"('immoral', 'moral')",-0.7671339,-0.7336401,-1.0201954,-0.9904161,-0.0297793
11,-1.2705154,-1.1679666,"('unhelpful', 'helpful')",1.6799362,1.6862143,0.2047104,0.2591239,-0.0544135
7,-1.2285815,-1.158919,"('insensitive', 'sensitive')",0.11447055,0.10746426,-0.5570555,-0.5257273,-0.0313282
9,-1.228163,-1.3548973,"('unaffectionate', 'caring')",0.7765599,0.74951655,-0.2258016,-0.3026904,0.0768888
73,1.1596831,1.0475266,"('helpless', 'self-reliant')",-2.6862504,-2.4013307,-0.7632837,-0.6769021,-0.0863816
69,1.0945317,1.0319422,"('lazy', 'industrious')",-0.39486548,-0.43137425,0.3498331,0.300284,0.0495491
28,-1.0612283,-1.3282663,"('disloyal', 'loyal')",0.71437013,0.53609425,-0.1734291,-0.396086,0.2226569
23,-1.0448958,-1.0291309,"('insincere', 'sincere')",5.0816536,4.678461,2.018379,1.8246651,0.1937139
60,-1.036031,-0.9134475,"('inefficient', 'efficient')",0.23962903,0.35913858,-0.398201,-0.2771544,-0.1210466
19,-1.0164453,-1.0707989,"('inhospitable', 'hospitable')",-0.4179564,-0.43839496,-0.7172009,-0.7545969,0.037396
61,-1.010479,-0.89275795,"('illogical', 'logical')",0.3819329,0.4518908,-0.314273,-0.2204336,-0.0938394
42,-1.0033405,-0.9176287,"('unreliable', 'reliable')",-3.1603782,-2.6236722,-2.0818594,-1.7706505,-0.3112089
35,0.9918176,0.8061106,"('corrupt', 'incorrupt')",-0.4647267,-0.62018514,0.2635455,0.0929627,0.1705828
30,-0.983018,-0.8553077,"('intolerant', 'tolerant')",0.84048694,0.93315613,-0.0712655,0.0389242,-0.1101897
77,-0.9493954,-0.9666942,"('unmotivated', 'motivated')",-0.7984547,-0.9105986,-0.8739251,-0.9386464,0.0647213
74,-0.8641797,-0.7647737,"('undedicated', 'dedicated')",-0.65342355,-0.3228656,-0.7588016,-0.5438197,-0.2149819
88,-0.84835756,-0.8147471,"('low', 'eminent')",-0.2224092,-0.13658497,-0.5353834,-0.475666,-0.0597174
58,-0.8345054,-0.8903408,"('undiscriminating', 'discriminating')",0.26080474,0.5158879,-0.2868503,-0.1872264,-0.0996239
24,-0.8177474,-0.73778164,"('dishonest', 'honest')",0.71211946,0.85434204,-0.052814,0.0582802,-0.1110942
51,-0.80553454,-0.79639024,"('uneducated', 'educated')",0.7508847,0.85813415,-0.0273249,0.030872,-0.0581969
38,-0.8012165,-0.8918874,"('untruthful', 'truthful')",0.3839842,0.22915994,-0.2086161,-0.3313637,0.1227476
41,-0.7870635,-0.8250588,"('unforgiving', 'forgiving')",-0.39840755,-0.27895585,-0.5927355,-0.5520073,-0.0407282
8,-0.78111166,-1.0424433,"('unaffectionate', 'affectionate')",0.019829415,-0.026418589,-0.3806411,-0.5344309,0.1537898
47,-0.71422184,-0.5948626,"('stupid', 'smart')",4.5415163,4.1826468,1.9136472,1.7938921,0.1197551
3,-0.6977784,-0.6791126,"('repellent', 'pleasant')",0.5339357,0.43056175,-0.0819213,-0.1242754,0.0423541
87,-0.6515505,-0.4355592,"('unsuccessful', 'successful')",0.7180607,0.79623926,0.0332551,0.18034,-0.1470849
78,-0.63860464,-0.8769137,"('nonresilient', 'resilient')",0.21705091,-0.12352897,-0.2107769,-0.5002214,0.2894445
82,-0.62615347,-0.7322238,"('poor', 'rich')",5.4413047,5.084893,2.4075756,2.1763346,0.231241
26,-0.48855776,-0.36319277,"('hardhearted', 'benevolent')",0.92361915,1.2301089,0.2175307,0.433458,-0.2159273
59,0.46557575,0.1725579,"('foolish', 'wise')",0.038267903,-0.096471556,0.2519218,0.0380432,0.2138786
85,0.4648779,0.24583513,"('insignificant', 'prestigious')",-0.22982386,-0.23656544,0.117527,0.0046348,0.1128922
44,0.46460354,0.40987712,"('prejudiced', 'unprejudiced')",-1.5673288,-1.5414184,-0.5513626,-0.5657706,0.014408
27,-0.45110363,-0.6329315,"('hardhearted', 'softhearted')",0.6146566,0.52254766,0.0817765,-0.0551919,0.1369684
76,-0.4500509,-0.35589117,"('anxious', 'daring')",-0.14762834,-0.07626102,-0.2988396,-0.2160761,-0.0827635
81,-0.3938712,-0.13607198,"('submissive', 'aggressive')",-0.1241789,0.016022395,-0.259025,-0.0600248,-0.1990002
29,-0.38129592,-0.5271955,"('unfair', 'fair')",-0.17584072,-0.22118253,-0.2785683,-0.374189,0.0956207
2,0.37701678,0.41389504,"('unlikable', 'likable')",0.6210308,0.8269473,0.4990238,0.6204212,-0.1213974
18,-0.37297767,-0.47427648,"('disagreeable', 'welcoming')",-0.57588214,-0.5487523,-0.4744299,-0.5115144,0.0370845
6,-0.36153665,-0.5371918,"('distant', 'open')",-0.6260829,-0.74052995,-0.4938098,-0.6388609,0.1450511
50,0.36152753,0.09444514,"('clumsy', 'skillful')",-0.3415561,-0.49460408,0.0099857,-0.2000795,0.2100652
49,0.36014187,-0.08403997,"('unable', 'able')",-0.084331065,-0.328367,0.1379054,-0.2062035,0.3441089
54,-0.3558199,-0.5874099,"('incapable', 'capable')",0.75100136,0.60870606,0.1975907,0.0106481,0.1869426
52,0.33661336,0.019794792,"('irrational', 'rational')",0.119650476,-0.051789828,0.2281319,-0.0159975,0.2441294
64,-0.3344413,-0.37720758,"('shy', 'confident')",-5.3268585,-4.8863964,-2.8306499,-2.6318021,-0.1988478
71,-0.32330427,-0.35086623,"('diffident', 'self-confident')",0.27136493,0.28953522,-0.0259697,-0.0306655,0.0046958
66,-0.29922348,-0.3825884,"('inactive', 'active')",0.15463601,-0.0016950145,-0.0722937,-0.1921417,0.119848
62,-0.28898114,-0.335612,"('incompetent', 'brilliant')",1.0622178,1.0076122,0.3866183,0.3360001,0.0506182
84,0.28193295,0.22647454,"('inferior', 'superior')",1.0484923,1.0719905,0.6652126,0.6492325,0.0159801
15,-0.2777377,-0.17397477,"('boring', 'funny')",-0.07535191,-0.13270229,-0.1765448,-0.1533385,-0.0232063
68,-0.25672507,-0.42938656,"('dependent', 'independent')",-0.18263482,-0.34446472,-0.21968,-0.3869256,0.1672456
37,-0.24866813,-0.30967423,"('fake', 'genuine')",-0.14116883,-0.17596272,-0.1949185,-0.2428185,0.0479
39,0.23493706,0.26177466,"('exploitative', 'cooperative')",-0.065423,0.108396046,0.084757,0.1850854,-0.1003284
40,0.23064631,0.03933456,"('stingy', 'generous')",-1.4677591,-1.4612721,-0.6185564,-0.7109688,0.0924124
80,-0.21490622,-0.1213602,"('dominated', 'dominating')",-0.62914264,-0.5847003,-0.4220244,-0.3530302,-0.0689942
36,0.19032636,-0.0037107281,"('hostile', 'amicable')",-0.5165594,-0.69776976,-0.1631165,-0.3507403,0.1876238
5,0.18530954,-0.018384226,"('distant', 'outgoing')",-0.17478523,-0.32629988,0.0052622,-0.172342,0.1776042
72,-0.16350994,-0.37226692,"('unambitious', 'ambitious')",-0.44771042,-0.49044764,-0.3056102,-0.4313573,0.1257471
67,0.14802636,0.3569606,"('doubtful', 'determined')",-0.32064602,-0.13587555,-0.0863098,0.1105425,-0.1968523
83,-0.14727212,-0.07370973,"('powerless', 'powerful')",-0.5155705,-0.6792175,-0.3314213,-0.3764636,0.0450423
79,0.09840074,0.05689719,"('wavering', 'unwavering')",-0.39885977,-0.54078144,-0.1502295,-0.2419421,0.0917126
33,-0.089497864,-0.11069771,"('wrong', 'right')",-0.63044834,-0.60036904,-0.3599731,-0.3555334,-0.0044397
48,-0.087954774,-0.2236914,"('unintelligent', 'intelligent')",1.0565572,0.9594844,0.4843012,0.3678965,0.1164047
31,0.06951407,-0.05649049,"('evil', 'good')",-0.8418465,-0.8588111,-0.3861662,-0.4576508,0.0714846
17,-0.054730352,-0.08373268,"('nasty', 'nice')",-0.31512198,-0.42971265,-0.1849262,-0.2567227,0.0717965
34,0.029415138,0.12311603,"('mean', 'honorable')",5.2102213,4.865275,2.6198182,2.4941955,0.1256227
20,-0.020596746,-0.15471695,"('rough', 'thoughtful')",0.7395483,0.55614966,0.3594758,0.2007163,0.1587595
16,0.0109435115,-0.17666577,"('unpopular', 'popular')",0.2581143,-0.004941549,0.1345289,-0.0908037,0.2253326
25,-0.0035194643,-0.10877867,"('egoistic', 'altruistic')",0.9867408,0.8817461,0.4916107,0.3864837,0.105127
4,-0.0033934973,-0.2705835,"('disliked', 'liked')",-5.3185487,-4.927704,-2.6609712,-2.5991437,-0.0618275
