,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
35,0.31339496,0.41358748,"('corrupt', 'incorrupt')",-0.85175663,-0.85403293,-0.2691808,-0.2202227,-0.0489581
34,-0.29850018,-0.30571026,"('mean', 'honorable')",5.5541687,5.4617295,2.6278343,2.5780096,0.0498247
85,-0.29332533,-0.4479315,"('insignificant', 'prestigious')",0.22091347,0.3371754,-0.0362059,-0.055378,0.0191721
16,-0.29250583,-0.22021437,"('unpopular', 'popular')",0.65485585,0.53850126,0.181175,0.1591434,0.0220316
62,0.28981444,0.19236177,"('incompetent', 'brilliant')",1.0828334,1.1772292,0.6863239,0.6847955,0.0015284
63,-0.27873716,-0.5815813,"('unperceptive', 'insightful')",0.7802677,0.81531703,0.2507653,0.1168679,0.1338974
32,0.27173468,-0.03418944,"('unkind', 'kind')",1.064082,0.98052967,0.6679084,0.4731701,0.1947383
69,0.2691287,0.67229384,"('lazy', 'industrious')",-0.70825166,-0.49378672,-0.2195615,0.0892536,-0.3088151
38,-0.267262,-0.6707286,"('untruthful', 'truthful')",0.7055498,0.639971,0.2191439,-0.0153788,0.2345227
47,-0.26355538,-0.3188523,"('stupid', 'smart')",6.3708725,6.429628,3.0536585,3.0553877,-0.0017292
17,-0.24346499,0.0074812435,"('nasty', 'nice')",-0.51719934,-0.52667415,-0.3803322,-0.2595965,-0.1207357
11,-0.24181157,-0.6878418,"('unhelpful', 'helpful')",2.2560067,2.2167873,1.0070976,0.7644728,0.2426248
74,-0.2330521,-0.53564703,"('undedicated', 'dedicated')",-0.46919236,-0.5153851,-0.3511222,-0.525516,0.1743938
70,-0.22209463,-0.5993912,"('lethargic', 'energetic')",0.14093986,0.16098937,-0.0405774,-0.2192009,0.1786235
4,0.2213402,0.28488675,"('disliked', 'liked')",-7.0064,-7.0008507,-3.39253,-3.3579819,-0.0345481
88,0.20861687,-0.6410613,"('low', 'eminent')",0.39393607,0.17889324,0.3012765,-0.231084,0.5323605
24,-0.20645958,-0.47831777,"('dishonest', 'honest')",1.3035718,1.2640373,0.5485561,0.3928598,0.1556963
50,0.1882373,0.32329527,"('clumsy', 'skillful')",0.3032999,0.49499568,0.2457686,0.4091455,-0.1633769
84,0.17922042,0.16540846,"('inferior', 'superior')",0.24095044,0.4121697,0.2100854,0.2887891,-0.0787037
59,0.1768719,0.2533459,"('foolish', 'wise')",0.7847747,0.8517179,0.4808233,0.5525319,-0.0717086
14,-0.17360657,-0.32357734,"('antisocial', 'social')",0.05393099,-0.054366868,-0.0598378,-0.1889721,0.1291343
26,-0.15624012,-0.40826413,"('hardhearted', 'benevolent')",1.0156996,1.0865647,0.4297298,0.3391502,0.0905796
13,-0.15549468,-0.3833787,"('impolite', 'polite')",0.15891625,0.041248076,0.0017108,-0.1710653,0.1727761
87,0.15299839,0.18912253,"('unsuccessful', 'successful')",0.33622545,0.33628362,0.2446119,0.2627031,-0.0180912
81,-0.118683964,-0.08284372,"('submissive', 'aggressive')",0.23198706,0.18978944,0.0566515,0.0534729,0.0031786
22,0.10305832,-0.06437084,"('untrustworthy', 'trustworthy')",-1.1341158,-1.2406034,-0.5155287,-0.6524872,0.1369585
65,0.084769845,0.24567242,"('insecure', 'secure')",-0.044776708,0.0934159,0.0199966,0.1695442,-0.1495476
37,-0.057452567,-0.25942698,"('fake', 'genuine')",0.15953426,0.18097603,0.0510408,-0.0392255,0.0902663
33,-0.055723727,-0.021555495,"('wrong', 'right')",0.3211003,0.47841626,0.1326883,0.2284304,-0.0957421
64,-0.052500643,0.29781944,"('shy', 'confident')",-6.205514,-6.106759,-3.1290073,-2.9044697,-0.2245376
49,0.049038835,0.16597874,"('unable', 'able')",0.46999058,0.6072435,0.2595147,0.3866111,-0.1270964
82,0.044838265,-0.6814399,"('poor', 'rich')",6.752996,6.4623137,3.3989172,2.8904369,0.5084803
80,0.034185864,0.057833645,"('dominated', 'dominating')",-0.8621646,-0.7806806,-0.4139894,-0.3614235,-0.0525659
75,-0.033020146,0.25814855,"('meek', 'impulsive')",-0.74338627,-0.7452961,-0.3882032,-0.2435738,-0.1446294
25,-0.025831975,-0.2692495,"('egoistic', 'altruistic')",0.96971345,1.0697494,0.4719407,0.4002499,0.0716908
41,0.020193707,-0.16330522,"('unforgiving', 'forgiving')",-0.026145406,-0.033586696,-0.0029758,-0.098446,0.0954702
