,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
43,1.0778003,1.0239378,"('irresponsible', 'responsible')",1.8159027,1.9049759,1.4468515,1.4644568,-0.0176053
31,-1.0621067,-1.0132844,"('evil', 'good')",-1.1158943,-1.5255736,-1.0890005,-1.269429,0.1804285
33,1.0579743,0.65833473,"('wrong', 'right')",0.13259116,-0.05628817,0.5952827,0.3010233,0.2942594
83,1.0478301,0.8134636,"('powerless', 'powerful')",-0.18696314,-0.29157808,0.4304335,0.2609428,0.1694907
39,1.0196289,1.4123007,"('exploitative', 'cooperative')",0.4527495,0.6137669,0.7361892,1.0130339,-0.2768447
16,-1.0148927,-0.57365954,"('unpopular', 'popular')",0.1064612,0.4181029,-0.4542158,-0.0777783,-0.3764375
51,-0.9940032,-0.6962633,"('uneducated', 'educated')",0.0228476,0.41997215,-0.4855778,-0.1381456,-0.3474322
22,-0.95737433,-1.0071198,"('untrustworthy', 'trustworthy')",-0.5830934,-0.7956094,-0.7702339,-0.9013646,0.1311307
17,0.9388457,0.83179516,"('nasty', 'nice')",0.04209449,0.2458741,0.4904701,0.5388346,-0.0483645
72,0.920717,0.40221423,"('unambitious', 'ambitious')",0.6185218,0.27689713,0.7696194,0.3395557,0.4300637
70,0.9192769,0.89688796,"('lethargic', 'energetic')",0.89062136,0.9104832,0.9049491,0.9036856,0.0012635
87,0.8897219,0.922921,"('unsuccessful', 'successful')",0.40257424,0.71197176,0.6461481,0.8174464,-0.1712983
59,0.8685864,0.8585247,"('foolish', 'wise')",0.28891006,0.25878486,0.5787482,0.5586548,0.0200934
82,-0.86244965,-0.3674208,"('poor', 'rich')",6.79891,7.054367,2.9682302,3.3434732,-0.375243
64,-0.85331136,-0.51860774,"('shy', 'confident')",-6.851642,-6.6295652,-3.8524768,-3.5740864,-0.2783904
54,0.83738565,0.8769792,"('incapable', 'capable')",1.5765634,1.5439857,1.2069745,1.2104825,-0.003508
62,0.7496115,0.9240284,"('incompetent', 'brilliant')",0.8135355,0.9732651,0.7815735,0.9486468,-0.1670733
11,0.7400014,0.6952156,"('unhelpful', 'helpful')",2.4867334,2.8242106,1.6133674,1.7597132,-0.1463458
29,-0.7242098,-0.9634879,"('unfair', 'fair')",-0.82762134,-1.0875034,-0.7759156,-1.0254956,0.24958
5,0.7212118,0.7218887,"('distant', 'outgoing')",-0.17214477,-0.41326955,0.2745335,0.1543096,0.1202239
80,-0.71614754,-0.7290351,"('dominated', 'dominating')",-0.7379196,-0.49388403,-0.7270336,-0.6114596,-0.115574
6,0.7039825,0.51132154,"('distant', 'open')",0.16148204,-0.17739509,0.4327323,0.1669632,0.2657691
63,0.7019147,0.53795505,"('unperceptive', 'insightful')",0.8742628,0.9066718,0.7880888,0.7223134,0.0657754
69,0.69553596,1.0446544,"('lazy', 'industrious')",-1.3384442,-1.2854475,-0.3214541,-0.1203966,-0.2010575
14,0.691568,0.9613185,"('antisocial', 'social')",-0.057561785,0.4607031,0.3170031,0.7110108,-0.3940077
58,0.66465884,-0.021057606,"('undiscriminating', 'discriminating')",0.29150862,-0.0921904,0.4780837,-0.056624,0.5347077
36,0.63624996,0.56292117,"('hostile', 'amicable')",-0.6312496,-0.88297516,0.0025002,-0.160027,0.1625272
84,0.6046883,0.1599613,"('inferior', 'superior')",0.03607198,-0.18253273,0.3203801,-0.0112857,0.3316658
24,0.60203856,0.13678546,"('dishonest', 'honest')",1.3300172,1.0133109,0.9660279,0.5750482,0.3909797
56,0.58282626,0.93452203,"('impractical', 'practical')",0.3907932,0.8481433,0.4868097,0.8913326,-0.4045229
37,-0.5781736,-1.2929235,"('fake', 'genuine')",1.0487931,0.5357411,0.2353097,-0.3785912,0.6139009
7,0.56754225,0.65898323,"('insensitive', 'sensitive')",1.1507527,1.3416344,0.8591474,1.0003088,-0.1411614
42,0.5505508,0.72546756,"('unreliable', 'reliable')",-2.6290457,-2.8534114,-1.0392475,-1.063972,0.0247245
1,0.54143345,-0.16323823,"('unfriendly', 'friendly')",1.6274168,1.1855851,1.0844252,0.5111735,0.5732517
20,0.5309154,0.62914777,"('rough', 'thoughtful')",0.40963653,0.27084216,0.4702759,0.449995,0.0202809
32,0.49594522,0.5254925,"('unkind', 'kind')",1.3454612,1.3672547,0.9207032,0.9463736,-0.0256704
47,0.4765539,0.40214407,"('stupid', 'smart')",5.6986485,5.9175863,3.0876012,3.1598651,-0.0722639
79,0.42069787,0.7188738,"('wavering', 'unwavering')",-0.08872419,0.014601868,0.1659868,0.3667378,-0.200751
60,0.4141521,0.38307515,"('inefficient', 'efficient')",0.6803367,0.96951264,0.5472444,0.6762939,-0.1290495
40,0.402716,-0.17968027,"('stingy', 'generous')",-2.1528947,-2.7120912,-0.8750893,-1.4458858,0.5707965
50,0.38891432,0.46622208,"('clumsy', 'skillful')",0.22201489,0.23556249,0.3054646,0.3508923,-0.0454277
55,-0.3861452,-0.44151348,"('incompetent', 'clever')",0.06562744,0.2878589,-0.1602589,-0.0768273,-0.0834316
65,0.37456352,0.26828045,"('insecure', 'secure')",-0.11723105,0.01581236,0.1286662,0.1420464,-0.0133802
38,0.35179394,0.24845329,"('untruthful', 'truthful')",0.5614404,0.78772223,0.4566172,0.5180877,-0.0614705
45,-0.35021463,-0.4696702,"('incompetent', 'competent')",0.5832849,0.6027719,0.1165351,0.0665508,0.0499843
8,0.34201813,-0.13908209,"('unaffectionate', 'affectionate')",1.1195827,0.4985526,0.7308004,0.1797352,0.5510652
25,-0.32018977,-0.4707665,"('egoistic', 'altruistic')",0.58045334,0.37647498,0.1301318,-0.0471458,0.1772776
49,0.30688536,0.4648604,"('unable', 'able')",-0.22116068,-0.2554356,0.0428623,0.1047124,-0.0618501
74,0.30096638,0.43337178,"('undedicated', 'dedicated')",0.011344697,0.16222824,0.1561555,0.2978,-0.1416445
76,0.28602263,0.3715939,"('anxious', 'daring')",0.32703197,0.41112515,0.3065273,0.3913595,-0.0848322
81,-0.2852858,-0.092380464,"('submissive', 'aggressive')",-0.48040444,-0.14692631,-0.3828451,-0.1196534,-0.2631917
0,-0.23956409,-0.2413322,"('unsociable', 'sociable')",0.25252816,0.6035714,0.006482,0.1811196,-0.1746376
78,0.2153221,0.17845336,"('nonresilient', 'resilient')",0.19532989,0.2984909,0.205326,0.2384721,-0.0331461
48,-0.21148264,-0.5813746,"('unintelligent', 'intelligent')",0.24823989,0.15799496,0.0183786,-0.2116898,0.2300684
53,-0.2093383,-0.32983977,"('uncreative', 'creative')",0.40863073,0.19935973,0.0996462,-0.06524,0.1648862
88,0.18935505,1.0355368,"('low', 'eminent')",-0.15556662,0.22150472,0.0168942,0.6285207,-0.6116265
57,-0.1713185,-0.43043548,"('unimaginative', 'imaginative')",-2.7041934,-2.8039746,-1.4377559,-1.617205,0.1794491
28,-0.14772317,-0.3370969,"('disloyal', 'loyal')",1.4692734,1.4218183,0.6607751,0.5423607,0.1184144
13,-0.14690669,-0.20491406,"('impolite', 'polite')",0.033947922,0.22482675,-0.0564794,0.0099563,-0.0664357
46,-0.12547223,-0.31797054,"('uncompetitive', 'competitive')",-0.6505738,-0.527542,-0.388023,-0.4227563,0.0347333
77,-0.10597463,0.1033508,"('unmotivated', 'motivated')",-1.3669596,-1.0085346,-0.7364671,-0.4525919,-0.2838752
18,0.08777902,0.43703204,"('disagreeable', 'welcoming')",0.0047726696,0.111180134,0.0462758,0.2741061,-0.2278303
4,0.07197341,0.36361748,"('disliked', 'liked')",-7.3577657,-7.371106,-3.6428962,-3.5037444,-0.1391518
19,0.06409542,0.054562964,"('inhospitable', 'hospitable')",-0.21774718,-0.24174206,-0.0768259,-0.0935895,0.0167636
52,0.063430116,-0.12294606,"('irrational', 'rational')",-0.32368016,-0.42806205,-0.130125,-0.2755041,0.1453791
3,0.06040664,0.1214831,"('repellent', 'pleasant')",0.14405937,0.25964344,0.102233,0.1905633,-0.0883303
21,-0.059219513,0.49043417,"('immoral', 'moral')",-0.58430123,-0.17192236,-0.3217604,0.1592559,-0.4810163
75,-0.055476245,0.06831284,"('meek', 'impulsive')",-0.9164039,-1.0503958,-0.4859401,-0.4910415,0.0051014
35,-0.043600127,-0.19848482,"('corrupt', 'incorrupt')",-0.86353755,-1.0289806,-0.4535688,-0.6137327,0.1601639
10,-0.040950205,-0.08737104,"('unsympathetic', 'sympathetic')",0.5573937,0.6195673,0.2582218,0.2660981,-0.0078763
67,-0.018349316,0.37289435,"('doubtful', 'determined')",-0.17844829,0.16318814,-0.0983988,0.2680413,-0.3664401
41,0.00440933,0.26004726,"('unforgiving', 'forgiving')",0.36379692,0.41983917,0.1841031,0.3399432,-0.1558401
