,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,male-female
36,-0.73525286,-0.4026257,"('hostile', 'amicable')",-0.43141037,-0.4158949,-0.69510835,-0.32612327,-0.6205905,-0.381548,-0.2390425
5,0.72965527,1.0010471,"('distant', 'outgoing')",0.6524249,0.8474652,-0.8116995,-0.7099707,0.1901269,0.3795139,-0.189387
10,-0.72532094,-0.4898044,"('unsympathetic', 'sympathetic')",-0.7999675,-0.581985,0.34824947,0.054520734,-0.3923463,-0.3390896,-0.0532567
87,0.7067498,0.4847655,"('unsuccessful', 'successful')",0.85885024,0.743748,0.6448254,0.54641485,0.7368085,0.5916428,0.1451657
33,0.66536826,0.96506613,"('wrong', 'right')",0.25151345,0.3747254,-0.62006634,-0.30338073,0.0989384,0.3454703,-0.2465319
57,-0.6621769,-0.90821695,"('unimaginative', 'imaginative')",-1.2486234,-1.1565676,-3.4487529,-3.4212596,-1.7865178,-1.8286813,0.0421635
7,-0.6579792,-0.70229053,"('insensitive', 'sensitive')",-0.34101218,-0.35407308,0.30168948,-0.06326305,-0.232434,-0.3732089,0.1407749
69,0.6483818,0.5926924,"('lazy', 'industrious')",1.0043393,0.9176576,-1.0278057,-0.7550804,0.2083052,0.2517565,-0.0434513
44,-0.6258191,-0.6608336,"('prejudiced', 'unprejudiced')",-0.48961744,-0.4780711,-1.382811,-1.2383981,-0.8327492,-0.7924342,-0.040315
80,0.6197737,0.12574193,"('dominated', 'dominating')",-0.08285639,-0.21560517,-0.04466089,-0.22821361,0.1640855,-0.1060256,0.2701111
64,-0.61410254,-0.716261,"('shy', 'confident')",-0.6443406,-0.49290735,-6.187616,-5.7638984,-2.4820197,-2.3243556,-0.1576641
55,-0.5807359,-0.59523714,"('incompetent', 'clever')",-0.7504943,-0.57308793,0.32422727,0.3673139,-0.3356676,-0.2670037,-0.0686639
9,0.57505774,0.87671846,"('unaffectionate', 'caring')",0.67722213,0.8804038,1.0579883,0.8886849,0.7700894,0.8819358,-0.1118464
25,-0.5598912,-0.10144101,"('egoistic', 'altruistic')",-0.27710554,-0.1980212,0.9677403,1.1212556,0.0435812,0.2739311,-0.2303499
34,-0.5458367,-0.5576025,"('mean', 'honorable')",-0.10193852,-0.23276275,5.1603675,4.9827437,1.5041974,1.3974595,0.1067379
24,-0.5419137,-0.030052412,"('dishonest', 'honest')",-0.45157,-0.1925787,0.94985676,1.0344182,-0.0145423,0.2705957,-0.285138
22,-0.540995,-0.8587288,"('untrustworthy', 'trustworthy')",-0.7102641,-0.7774084,-0.6154168,-0.54836345,-0.6222253,-0.7281669,0.1059416
51,-0.53934354,-0.71078986,"('uneducated', 'educated')",-0.939082,-0.96693724,0.4012006,0.34182188,-0.359075,-0.4453017,0.0862267
42,0.5106212,0.2898172,"('unreliable', 'reliable')",0.2432994,0.21509007,-2.7859557,-2.7838864,-0.677345,-0.7596598,0.0823148
61,0.49061033,0.5473568,"('illogical', 'logical')",0.08230613,0.19924712,0.20949455,0.26122046,0.2608037,0.3359415,-0.0751378
48,-0.4830732,-0.16038539,"('unintelligent', 'intelligent')",0.057475425,0.23944512,0.0108597055,-0.0008287439,-0.138246,0.026077,-0.164323
2,-0.4780812,-0.1273388,"('unlikable', 'likable')",-0.10734329,-0.010203235,0.6885512,1.0065787,0.0343756,0.2896789,-0.2553033
29,0.4688626,0.333098,"('unfair', 'fair')",0.15783635,-0.01453308,-0.7552594,-0.8004762,-0.0428535,-0.1606371,0.1177836
12,0.46570164,0.45982078,"('unsupportive', 'supportive')",0.490231,0.6075693,-1.8999063,-1.8425614,-0.3146579,-0.2583904,-0.0562675
14,-0.4614685,-0.8778976,"('antisocial', 'social')",0.24041902,0.14803813,0.03452103,-0.08904085,-0.0621761,-0.2729668,0.2107907
66,-0.44765115,-0.718725,"('inactive', 'active')",-0.5472973,-0.73945147,0.5296254,0.44897968,-0.1551077,-0.3363989,0.1812912
76,-0.44007903,-0.22869372,"('anxious', 'daring')",-0.68669325,-0.5528921,0.1116916,0.0723553,-0.3383602,-0.2364102,-0.10195
54,0.43143708,0.6341041,"('incapable', 'capable')",0.93280566,1.1455116,0.7899281,0.77888864,0.718057,0.8528348,-0.1347778
32,0.40719453,0.56615144,"('unkind', 'kind')",0.45412803,0.56383806,0.9341294,0.80746055,0.598484,0.6458167,-0.0473327
47,-0.40653774,-0.12358701,"('stupid', 'smart')",0.2568247,0.3584317,5.413669,5.2904534,1.754652,1.841766,-0.087114
37,0.3998261,0.34363672,"('fake', 'genuine')",-0.4056055,-0.31363946,0.17727923,0.09349508,0.0571666,0.0411641,0.0160025
67,0.39056468,0.6101256,"('doubtful', 'determined')",0.44247407,0.5264965,-0.17794752,-0.22349298,0.2183637,0.3043764,-0.0860127
59,0.36962953,0.47422338,"('foolish', 'wise')",0.63333064,0.8040518,-0.43463004,-0.16104738,0.1894434,0.3724093,-0.1829659
1,0.31206185,0.60599697,"('unfriendly', 'friendly')",0.49617758,0.5588652,1.529267,1.5094463,0.7791688,0.8914361,-0.1122673
79,0.28845724,0.3479995,"('wavering', 'unwavering')",0.1129014,0.08392716,-0.77638316,-0.76208335,-0.1250082,-0.1100522,-0.014956
62,0.27986205,0.055261083,"('incompetent', 'brilliant')",-0.344485,-0.16242453,0.124314174,0.06958782,0.0198971,-0.0125252,0.0324223
72,0.2790707,0.28524074,"('unambitious', 'ambitious')",-0.22728992,-0.13345312,-0.41742325,-0.32879025,-0.1218808,-0.0590009,-0.0628799
86,-0.27648553,-0.25008166,"('uninfluential', 'influential')",-0.6230128,-0.47490263,-0.23433787,-0.31130433,-0.3779454,-0.3454295,-0.0325159
0,-0.27439013,-0.14235564,"('unsociable', 'sociable')",0.61725783,0.68351567,0.20076919,0.13517733,0.1812123,0.2254458,-0.0442335
35,-0.26931235,-0.11192937,"('corrupt', 'incorrupt')",-0.46257803,-0.4662927,-0.9078434,-0.74923426,-0.5465779,-0.4424855,-0.1040924
46,0.2619643,-0.061699964,"('uncompetitive', 'competitive')",-0.1257664,-0.26686415,-0.3270024,-0.54624164,-0.0636015,-0.2916019,0.2280004
70,-0.25287306,-0.64134693,"('lethargic', 'energetic')",-0.917433,-0.82914764,0.52582794,0.25543138,-0.214826,-0.405021,0.190195
4,0.2522505,0.023254625,"('disliked', 'liked')",0.22287948,0.1851647,-7.526951,-7.084941,-2.3506069,-2.2921739,-0.058433
19,-0.21707222,-0.0944018,"('inhospitable', 'hospitable')",-0.65144044,-0.52224356,-0.5941514,-0.5625593,-0.4875547,-0.3930682,-0.0944865
8,-0.20104738,0.18623152,"('unaffectionate', 'affectionate')",-0.0045495704,0.16703117,0.31497946,0.21413913,0.0364608,0.1891339,-0.1526731
15,0.178036,0.5480903,"('boring', 'funny')",0.8778123,1.1812593,0.06014944,0.2204642,0.3719993,0.6499379,-0.2779386
11,0.1703977,-0.11100143,"('unhelpful', 'helpful')",0.3885271,0.42551503,2.5575156,2.3584561,1.0388134,0.8909899,0.1478235
20,-0.16980094,-0.2088568,"('rough', 'thoughtful')",0.20004195,0.053719994,0.31023306,0.29695994,0.1134914,0.0472744,0.066217
26,0.16337797,0.50827444,"('hardhearted', 'benevolent')",1.0455236,1.0273453,1.6200148,1.6320581,0.9429722,1.0558926,-0.1129204
6,0.15485457,0.60001105,"('distant', 'open')",0.32610828,0.5302252,-0.59897244,-0.54154503,-0.0393365,0.1962304,-0.2355669
41,-0.15035006,0.048553687,"('unforgiving', 'forgiving')",0.77945286,0.8923244,0.30028653,0.49148914,0.3097965,0.4774557,-0.1676592
53,0.14544882,0.37057796,"('uncreative', 'creative')",-0.30982503,-0.20409603,0.110414095,0.16788313,-0.0179874,0.111455,-0.1294424
16,-0.14297144,-0.15429592,"('unpopular', 'popular')",-0.06927547,-0.14031567,0.12669545,0.1392594,-0.0285172,-0.0517841,0.0232669
88,0.12152749,0.39936188,"('low', 'eminent')",-0.43614304,-0.15867506,-0.39248684,-0.38544053,-0.2357008,-0.0482512,-0.1874496
31,-0.1097174,0.036317457,"('evil', 'good')",-0.04392178,-0.1543298,-1.4931012,-1.3353237,-0.5489135,-0.4844453,-0.0644682
75,0.09465504,-0.14714442,"('meek', 'impulsive')",0.0019677188,-0.09893178,-0.59162194,-0.62041646,-0.1649997,-0.2888309,0.1238312
60,0.087353036,-0.062216997,"('inefficient', 'efficient')",0.45767605,0.5323381,0.4792642,0.34483066,0.3414311,0.2716506,0.0697805
30,0.05394084,0.23058611,"('intolerant', 'tolerant')",-0.2648375,0.04512842,0.36071658,0.5574086,0.04994,0.2777077,-0.2277677
50,-0.04415085,-0.3490192,"('clumsy', 'skillful')",0.21945113,0.03184075,-0.22722054,-0.2511187,-0.0173068,-0.1894324,0.1721256
68,-0.037303645,-0.08224283,"('dependent', 'independent')",-1.0163774,-0.96399236,-1.4105217,-1.4517084,-0.821401,-0.8326479,0.0112469
49,0.03595317,0.1900702,"('unable', 'able')",0.41057566,0.51257974,-0.6757736,-0.85976076,-0.0764149,-0.0523703,-0.0240446
78,0.035634905,-0.31024086,"('nonresilient', 'resilient')",0.37486732,-0.008202149,0.10956055,-0.25160113,0.1733543,-0.1900147,0.363369
52,0.029697645,0.64430296,"('irrational', 'rational')",0.4057812,0.58401376,-0.8356649,-0.43707132,-0.1333954,0.2637485,-0.3971439
43,-0.0036579967,0.091681875,"('irresponsible', 'responsible')",-0.27983108,-0.13164191,0.78187126,0.65771955,0.1661274,0.2059198,-0.0397924
23,0.0024687108,-0.14522234,"('insincere', 'sincere')",0.30728212,0.44074887,6.1602798,5.873901,2.1566769,2.0564758,0.1002011
