,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,-0.3716236,-0.27329642,"('immoral', 'moral')",-0.9421223,-0.8987467,-0.6568729,-0.5860215,-0.0708514
60,0.3552364,0.44836476,"('inefficient', 'efficient')",-0.28744343,-0.08329751,0.0338965,0.1825336,-0.1486371
29,-0.3540456,-0.36546916,"('unfair', 'fair')",-0.44006225,-0.3968239,-0.3970539,-0.3811466,-0.0159073
37,0.342286,0.30143535,"('fake', 'genuine')",0.35085765,0.36561128,0.3465718,0.3335233,0.0130485
56,0.30753452,0.36365423,"('impractical', 'practical')",-0.5574444,-0.56291574,-0.1249549,-0.0996308,-0.0253241
34,0.298665,0.23142633,"('mean', 'honorable')",5.5829067,5.8324714,2.9407859,3.0319488,-0.0911629
83,-0.29447195,-0.24598481,"('powerless', 'powerful')",-1.0071789,-0.9638266,-0.6508254,-0.6049057,-0.0459197
16,-0.27086967,-0.3213121,"('unpopular', 'popular')",0.38135034,0.33187446,0.0552403,0.0052812,0.0499591
75,0.24454263,0.27350086,"('meek', 'impulsive')",-0.64122903,-0.597986,-0.1983432,-0.1622426,-0.0361006
66,0.24087402,0.07699455,"('inactive', 'active')",0.26682574,0.25845468,0.2538499,0.1677246,0.0861253
33,0.23627487,0.19427857,"('wrong', 'right')",-0.51310384,-0.5899636,-0.1384145,-0.1978425,0.059428
25,-0.20114407,-0.3220241,"('egoistic', 'altruistic')",1.4235504,1.2813362,0.6112031,0.479656,0.1315471
62,-0.1941309,-0.045310527,"('incompetent', 'brilliant')",0.28416377,0.32822168,0.0450164,0.1414556,-0.0964392
81,-0.16341405,0.01844822,"('submissive', 'aggressive')",-1.1760769,-1.0464752,-0.6697454,-0.5140135,-0.1557319
47,0.14121634,0.15634239,"('stupid', 'smart')",5.8518105,6.0918026,2.9965134,3.1240726,-0.1275592
49,-0.13428912,-0.07993201,"('unable', 'able')",-0.26746076,-0.09854695,-0.2008749,-0.0892395,-0.1116354
22,-0.13365838,-0.030408237,"('untrustworthy', 'trustworthy')",-1.0852686,-1.063974,-0.6094635,-0.5471911,-0.0622724
17,0.11918914,0.12464002,"('nasty', 'nice')",-0.5433476,-0.44238198,-0.2120792,-0.158871,-0.0532082
87,-0.07714075,-0.14095011,"('unsuccessful', 'successful')",0.65615207,0.48451245,0.2895057,0.1717812,0.1177245
13,0.0764614,0.13191883,"('impolite', 'polite')",-0.9710307,-0.8951867,-0.4472847,-0.3816339,-0.0656508
68,-0.069002554,-0.037086148,"('dependent', 'independent')",-1.3384548,-1.2274785,-0.7037287,-0.6322823,-0.0714464
65,0.06046376,0.06846263,"('insecure', 'secure')",-0.38721043,-0.2795895,-0.1633733,-0.1055634,-0.0578099
14,-0.05682478,0.014235102,"('antisocial', 'social')",-0.22286141,-0.32249913,-0.1398431,-0.154132,0.0142889
84,0.04694155,0.038821585,"('inferior', 'superior')",0.73004335,0.65719324,0.3884925,0.3480074,0.0404851
30,-0.038743105,0.07428239,"('intolerant', 'tolerant')",0.8143393,0.84647,0.3877981,0.4603762,-0.0725781
59,-0.02490364,-0.09465345,"('foolish', 'wise')",0.5240801,0.61860305,0.2495882,0.2619748,-0.0123866
