,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.87248975,-1.3520052,"('unmotivated', 'motivated')",0.3213338,0.07203717,-1.2546419,-1.199288,-0.6019326,-0.8264187,0.2244861
43,0.8706867,0.5919152,"('irresponsible', 'responsible')",0.093430445,0.119798884,0.094180435,0.335034,0.3527659,0.3489161,0.0038498
80,0.86470646,0.53321445,"('dominated', 'dominating')",0.90912604,0.8436495,-1.0883473,-0.97523963,0.2284951,0.1338748,0.0946203
84,0.8632375,0.8947096,"('inferior', 'superior')",0.5441434,0.40384483,0.7831313,0.8121877,0.7301707,0.7035807,0.02659
59,-0.86287075,-0.6188915,"('foolish', 'wise')",-0.7294103,-0.69043285,0.15863708,0.09407264,-0.4778814,-0.4050839,-0.0727975
0,0.83937925,0.5770099,"('unsociable', 'sociable')",0.38384235,0.3383682,-0.7928447,-0.5638559,0.1434589,0.1171741,0.0262848
40,-0.8308319,-0.45598638,"('stingy', 'generous')",-0.15824018,-0.01397676,-1.2186943,-1.2448584,-0.7359222,-0.5716072,-0.164315
48,0.77315515,0.3956482,"('unintelligent', 'intelligent')",0.34863654,0.26711714,0.2161174,0.24746524,0.4459697,0.3034102,0.1425595
27,0.75889635,0.779299,"('hardhearted', 'softhearted')",0.17374323,0.250262,1.9986336,1.7424065,0.9770911,0.9239891,0.053102
22,0.7549333,0.58550215,"('untrustworthy', 'trustworthy')",-0.17294618,-0.26835087,-0.9125533,-0.79364246,-0.1101887,-0.1588304,0.0486417
15,0.75216186,0.7475174,"('boring', 'funny')",-0.26063004,-0.29015478,0.4587868,0.4860981,0.3167729,0.3144869,0.002286
14,0.73082393,0.7328418,"('antisocial', 'social')",0.57882464,0.6434295,-0.97399,-0.647558,0.1118862,0.2429044,-0.1310182
87,0.71439314,0.51473624,"('unsuccessful', 'successful')",1.3939263,1.3215799,0.92269623,1.0057762,1.0103385,0.9473641,0.0629744
66,-0.65001035,-0.45349798,"('inactive', 'active')",-1.0610701,-0.95799845,1.2700323,1.1793956,-0.147016,-0.0773669,-0.0696491
8,-0.6435111,-0.40500295,"('unaffectionate', 'affectionate')",-0.8600239,-0.7181096,1.2559924,1.115291,-0.0825142,-0.0026072,-0.079907
53,-0.6202172,-0.47351065,"('uncreative', 'creative')",-0.7761863,-0.7989204,0.8430911,0.8311195,-0.1844375,-0.1471038,-0.0373337
38,-0.6142207,-0.467096,"('untruthful', 'truthful')",-0.3956756,-0.18765661,-0.39064303,-0.29911605,-0.4668464,-0.3179562,-0.1488902
76,0.60106367,0.24721357,"('anxious', 'daring')",0.33561078,0.21570396,-0.33042607,-0.07244559,0.2020828,0.1301573,0.0719255
63,0.59662265,0.34482336,"('unperceptive', 'insightful')",0.7866851,0.722743,0.9097543,1.0370581,0.764354,0.7015415,0.0628125
18,-0.58702755,-0.48341286,"('disagreeable', 'welcoming')",-1.0619651,-0.97029,-0.46921915,-0.38092497,-0.7060706,-0.6115426,-0.094528
42,-0.5733903,-0.5752741,"('unreliable', 'reliable')",-0.23126154,-0.26148129,-3.020009,-2.8769877,-1.2748869,-1.2379144,-0.0369725
17,-0.5204983,-0.23415713,"('nasty', 'nice')",0.03757357,0.21335074,-0.49992383,-0.5215063,-0.3276162,-0.1807709,-0.1468453
61,0.5072352,0.35718262,"('illogical', 'logical')",0.17545056,0.061264534,0.09165223,0.15792999,0.2581127,0.1921257,0.065987
9,0.48960927,0.7033076,"('unaffectionate', 'caring')",-0.06294051,0.06166721,1.3878917,1.3579308,0.6048535,0.7076352,-0.1027817
32,0.4505693,0.2708024,"('unkind', 'kind')",0.34341484,0.36591518,0.86683387,0.93331444,0.553606,0.523344,0.030262
54,-0.445645,-0.4066183,"('incapable', 'capable')",0.06891951,0.05627466,1.2452064,1.4010466,0.2894936,0.3502343,-0.0607407
49,0.39487994,0.29193795,"('unable', 'able')",0.07605168,0.14164078,-0.40001062,-0.13244273,0.0236403,0.1003787,-0.0767384
68,-0.3839689,-0.41228947,"('dependent', 'independent')",-0.56058466,-0.5905131,-0.6289195,-0.46610162,-0.524491,-0.4896348,-0.0348562
88,0.37145126,0.27519652,"('low', 'eminent')",0.38333154,0.33738542,0.2349892,0.1293698,0.329924,0.2473173,0.0826067
41,-0.36594933,-0.22728568,"('unforgiving', 'forgiving')",-0.3010245,-0.18494174,0.05001289,0.17760688,-0.2056536,-0.0782068,-0.1274468
67,0.3604967,0.41526705,"('doubtful', 'determined')",0.25047475,0.37935773,-0.8522301,-0.6284256,-0.0804195,0.0553997,-0.1358192
20,-0.31787467,-0.37857035,"('rough', 'thoughtful')",0.68371046,0.7762213,0.81889915,0.86499685,0.3949116,0.4208826,-0.025971
64,0.2763846,0.03527855,"('shy', 'confident')",-0.07131107,-0.29697177,-6.7099347,-6.696449,-2.1682871,-2.3193806,0.1510935
78,0.27007183,0.09911755,"('nonresilient', 'resilient')",1.4210656,1.4323866,0.4530211,0.30798942,0.7147195,0.6131645,0.101555
34,0.2521457,0.18201005,"('mean', 'honorable')",0.31236857,0.39450166,5.7280498,5.9327,2.0975213,2.1697373,-0.072216
33,0.22817658,0.20112416,"('wrong', 'right')",0.13394615,0.15865564,-0.27861443,-0.4079795,0.0278361,-0.0160666,0.0439027
82,-0.22061075,-0.2593658,"('poor', 'rich')",0.26986438,0.22930546,5.9112177,6.198597,1.9868237,2.0561789,-0.0693552
2,-0.21233639,-0.15731919,"('unlikable', 'likable')",-0.26262426,-0.21848163,0.26157835,0.4407282,-0.0711274,0.0216425,-0.0927699
1,0.17994177,0.54300946,"('unfriendly', 'friendly')",0.01877563,0.16262081,2.1131544,1.9598304,0.7706239,0.8884869,-0.117863
28,0.14066708,-0.01796564,"('disloyal', 'loyal')",0.6480944,0.64670116,1.2248601,1.1742941,0.6712072,0.6010099,0.0701973
3,-0.13405174,-0.18809207,"('repellent', 'pleasant')",0.743537,0.6238736,0.06654273,0.14778604,0.2253427,0.1945225,0.0308202
51,-0.063150406,-0.1369155,"('uneducated', 'educated')",0.12894502,0.18395317,0.18312173,0.31854784,0.0829721,0.1218618,-0.0388897
83,0.048469517,0.15001452,"('powerless', 'powerful')",-0.60986423,-0.40880617,-1.233675,-1.0606549,-0.5983566,-0.4398155,-0.1585411
58,-0.04727754,0.12694825,"('undiscriminating', 'discriminating')",0.9498757,0.94378203,0.3278822,0.24516232,0.4101601,0.4386309,-0.0284708
