,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
69,-0.9167187,-0.75673133,"('lazy', 'industrious')",-0.33501005,-0.30680534,-1.0129073,-1.1211193,-0.7548787,-0.7282186,-0.0266601
58,0.9081928,0.80110824,"('undiscriminating', 'discriminating')",1.0159062,0.93340427,0.1420778,-0.10212518,0.6887256,0.5441291,0.1445965
45,0.8454007,0.91184145,"('incompetent', 'competent')",1.1386456,1.1385912,-0.13687015,-0.051408835,0.6157254,0.6663413,-0.0506159
57,0.8294773,0.6874212,"('unimaginative', 'imaginative')",1.4174969,1.4495097,-3.056997,-2.9114127,-0.2700076,-0.2581606,-0.011847
20,0.82388914,0.6090735,"('rough', 'thoughtful')",0.19733167,0.2037986,0.9502065,0.8854115,0.6571424,0.5660946,0.0910478
29,-0.81636626,-0.6162086,"('unfair', 'fair')",-0.7656995,-0.6796594,-0.61612654,-0.8683752,-0.7327308,-0.7214144,-0.0113164
77,0.8137346,0.65496373,"('unmotivated', 'motivated')",0.70365745,0.6956506,-1.5876403,-1.4166138,-0.0234161,-0.0219998,-0.0014163
82,-0.80889034,-0.85107064,"('poor', 'rich')",-0.42652506,-0.33342874,6.710503,6.815878,1.8250292,1.8771262,-0.052097
41,0.7635407,0.89488715,"('unforgiving', 'forgiving')",1.7073374,1.7370673,0.066141166,0.04741469,0.8456731,0.8931231,-0.04745
42,0.73541963,0.7309861,"('unreliable', 'reliable')",0.9558835,0.8334458,-2.894501,-2.8129249,-0.4010659,-0.4161643,0.0150984
32,0.7281457,0.7357313,"('unkind', 'kind')",1.2570263,1.1335244,1.2460362,1.2989863,1.0770694,1.0560807,0.0209887
85,-0.71893513,-0.6047364,"('insignificant', 'prestigious')",-1.1859175,-1.2024462,-0.18733908,-0.42602262,-0.6973972,-0.7444017,0.0470045
22,0.6963866,0.6419386,"('untrustworthy', 'trustworthy')",1.7532747,1.6434383,-0.4390072,-0.28441033,0.670218,0.6669889,0.0032291
47,0.6735057,0.7522775,"('stupid', 'smart')",0.88509816,0.96476007,5.7929034,6.0010586,2.4505024,2.5726988,-0.1221964
26,0.66970557,0.6143918,"('hardhearted', 'benevolent')",0.90782654,0.723584,1.5270302,1.5146114,1.0348541,0.9508624,0.0839917
8,-0.6682762,-0.5568644,"('unaffectionate', 'affectionate')",-0.4779828,-0.36072958,1.2286824,1.1865625,0.0274745,0.0896562,-0.0621817
74,0.6564935,0.6215251,"('undedicated', 'dedicated')",0.90910715,0.9036185,-0.03476152,-0.075274184,0.5102797,0.4832898,0.0269899
33,0.62807643,0.68126154,"('wrong', 'right')",0.07264507,0.06647618,-0.5384752,-0.68522125,0.0540821,0.0208388,0.0332433
1,-0.6264581,-0.517818,"('unfriendly', 'friendly')",-0.20343414,-0.105222486,1.6109437,1.6255912,0.2603505,0.3341836,-0.0738331
28,0.5964498,0.5224597,"('disloyal', 'loyal')",0.08036485,0.13710886,1.2126826,1.238188,0.6298324,0.6325855,-0.0027531
51,-0.58857375,-0.59153265,"('uneducated', 'educated')",0.10971301,0.046481185,0.22076975,0.13549314,-0.0860303,-0.1365194,0.0504891
73,0.546161,0.611232,"('helpless', 'self-reliant')",-0.6404301,-0.6208591,-3.4665654,-3.5080032,-1.1869448,-1.1725434,-0.0144014
18,-0.539436,-0.40183574,"('disagreeable', 'welcoming')",0.28915572,0.43443006,-0.3682071,-0.44780523,-0.2061625,-0.1384036,-0.0677589
38,0.51600707,0.65356505,"('untruthful', 'truthful')",0.22658505,0.31176668,-0.44618565,-0.427785,0.0988021,0.1791823,-0.0803802
17,-0.5116754,-0.40942526,"('nasty', 'nice')",-0.40473774,-0.36119974,-0.6507203,-0.5671672,-0.5223778,-0.4459307,-0.0764471
65,0.42309237,0.4820288,"('insecure', 'secure')",0.87273425,0.8422595,0.049790762,0.31179082,0.4485391,0.5453597,-0.0968206
0,0.42247924,0.47133827,"('unsociable', 'sociable')",1.3426613,1.2793669,-0.3145555,-0.17635974,0.4835283,0.5247818,-0.0412535
25,-0.40204126,-0.2844821,"('egoistic', 'altruistic')",-0.3004366,-0.1321986,1.416302,1.3812716,0.2379414,0.3215303,-0.0835889
15,-0.39527804,-0.2216144,"('boring', 'funny')",0.05095434,0.13263462,-0.03609552,-0.022529457,-0.1268064,-0.0371697,-0.0896367
34,0.36123568,0.3396808,"('mean', 'honorable')",0.0630429,0.14734557,5.5708013,5.633401,1.99836,2.0401424,-0.0417824
80,0.34559685,0.19232497,"('dominated', 'dominating')",0.79518175,0.6273722,-0.8431058,-0.93739885,0.0992242,-0.0392339,0.1384581
9,0.30327088,0.3591524,"('unaffectionate', 'caring')",0.83504844,0.8381515,1.6850395,1.7877951,0.9411196,0.9950329,-0.0539133
61,0.27793002,0.4417231,"('illogical', 'logical')",0.8988886,0.98031366,0.24430913,0.23634434,0.4737093,0.5527937,-0.0790844
2,-0.26066232,-0.12503186,"('unlikable', 'likable')",0.3344515,0.41129214,0.5384349,0.6024342,0.2040747,0.2962315,-0.0921568
87,-0.25469464,-0.24616441,"('unsuccessful', 'successful')",0.79048204,0.67987067,0.29742956,0.35251057,0.277739,0.2620723,0.0156667
83,0.23907317,0.22367503,"('powerless', 'powerful')",-0.29913345,-0.3164696,-0.7856098,-0.75360733,-0.28189,-0.282134,0.000244
40,0.2225528,0.3272517,"('stingy', 'generous')",0.77847093,0.8748276,-1.6339091,-1.7264637,-0.2109618,-0.1747948,-0.036167
84,-0.2122566,-0.07700087,"('inferior', 'superior')",-0.91368806,-0.91502523,0.3956129,0.29508537,-0.2434439,-0.2323136,-0.0111303
78,0.18719776,0.13232318,"('nonresilient', 'resilient')",0.45580566,0.4158612,-0.3660424,-0.33058444,0.0923203,0.0725333,0.019787
88,-0.13765083,-0.10222073,"('low', 'eminent')",-0.04346825,-0.025959298,-0.15824808,-0.10996034,-0.1131224,-0.0793801,-0.0337423
64,-0.10198583,-0.03370904,"('shy', 'confident')",-0.30369824,-0.36712334,-6.7238765,-6.460805,-2.3765202,-2.2872124,-0.0893078
44,-0.09935667,-0.103602536,"('prejudiced', 'unprejudiced')",-0.61541706,-0.5781587,-0.9886015,-1.0797389,-0.5677917,-0.5871667,0.019375
3,0.095905915,0.028808279,"('repellent', 'pleasant')",0.6085756,0.63829315,0.9243221,1.0285052,0.5429345,0.5652022,-0.0222677
86,-0.077779345,-0.2631189,"('uninfluential', 'influential')",0.6265815,0.4337573,0.16801365,0.09927907,0.2389386,0.0899725,0.1489661
37,0.051595956,0.08443823,"('fake', 'genuine')",-0.028275575,-0.084111,0.5255491,0.43635193,0.1829565,0.1455597,0.0373968
27,0.05107337,0.10753594,"('hardhearted', 'softhearted')",0.9908287,0.9220418,1.5593419,1.3831338,0.8670813,0.8042372,0.0628441
