,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
63,-1.5514123,-1.6469921,"('unperceptive', 'insightful')",-0.6911623,-0.6563897,1.3307616,1.3140634,0.94683117,1.0426917,0.0087545,0.0133433,-0.0045888
12,-1.4831728,-1.4755694,"('unsupportive', 'supportive')",-0.006847661,0.13182928,-0.21997151,-0.051246893,-1.8487047,-1.626975,-0.8896742,-0.7554905,-0.1341837
23,-1.45559,-1.4658314,"('insincere', 'sincere')",-0.27868477,-0.26989764,-0.6192412,-0.586684,5.456915,5.3232665,0.7758498,0.7502134,0.0256364
45,-1.4408171,-1.5975031,"('incompetent', 'competent')",-0.73498493,-0.72861314,0.13916487,0.12055759,-0.3915732,-0.32671154,-0.6070526,-0.6330675,0.0260149
24,-1.4401151,-1.3911514,"('dishonest', 'honest')",-0.13256933,-0.15424256,-0.9243355,-0.68591374,0.41370657,0.35069236,-0.5208283,-0.4701538,-0.0506745
55,-1.3953066,-1.5066257,"('incompetent', 'clever')",-0.50125086,-0.5119861,0.40514103,0.3544392,0.073508784,0.058092747,-0.3544769,-0.4015199,0.047043
21,-1.3950468,-1.4780425,"('immoral', 'moral')",-0.027265402,-0.051955577,0.59674984,0.48877427,-0.63974303,-0.56320375,-0.3663264,-0.4011069,0.0347805
53,-1.3698305,-1.4797099,"('uncreative', 'creative')",-1.7164875,-1.6615691,0.28490302,0.2245059,1.0254755,1.1322792,-0.4439849,-0.4461235,0.0021386
72,-1.3673985,-1.4712319,"('unambitious', 'ambitious')",-0.39197388,-0.37906584,-0.32519567,-0.3511833,-1.25876,-1.4182861,-0.835832,-0.9049418,0.0691098
3,-1.3228518,-1.2536012,"('repellent', 'pleasant')",-1.4577683,-1.5055995,0.44116822,0.40291384,0.41488507,0.3413483,-0.4811417,-0.5037346,0.0225929
8,-1.3219256,-1.2736844,"('unaffectionate', 'affectionate')",-0.49025178,-0.46060908,-0.823621,-0.63779414,0.4414315,0.632251,-0.5485917,-0.4349591,-0.1136326
46,-1.3168019,-1.4654322,"('uncompetitive', 'competitive')",-0.8985704,-0.8768594,1.2421398,1.030623,-0.020411076,-0.06282417,-0.2484109,-0.3436232,0.0952123
13,-1.2668482,-1.3243948,"('impolite', 'polite')",0.19033761,0.28180698,0.33391047,0.36655766,-0.1611776,-0.103138894,-0.2259444,-0.1947923,-0.0311521
50,1.2402023,1.3298434,"('clumsy', 'skillful')",0.48670995,0.570924,0.20763044,0.1508068,0.2276505,0.26013094,0.5405483,0.5779263,-0.037378
9,-1.2301677,-1.1878635,"('unaffectionate', 'caring')",-0.6414045,-0.52750003,-0.14605922,0.14241613,0.9902832,1.2092433,-0.2568371,-0.090926,-0.1659111
59,1.1862625,1.2435988,"('foolish', 'wise')",0.35815543,0.39461774,-0.47717038,-0.4010254,0.09805576,0.31064454,0.2913258,0.3869589,-0.0956331
77,-1.1696086,-1.2401232,"('unmotivated', 'motivated')",-0.32583982,-0.2811836,0.8644924,0.8347124,-1.0874908,-1.0082402,-0.4296117,-0.4237086,-0.0059031
85,1.0955368,1.1900142,"('insignificant', 'prestigious')",0.21572171,0.3563243,-0.1976082,0.030081734,0.74811935,1.0523741,0.4654424,0.6571986,-0.1917562
7,-1.089445,-0.963879,"('insensitive', 'sensitive')",-0.3555137,-0.2567217,0.2507258,0.32928112,0.59733367,0.8447611,-0.1492248,-0.0116396,-0.1375852
38,-1.0845901,-1.0786122,"('untruthful', 'truthful')",-0.19503266,-0.17772791,-1.2000909,-1.1648921,-0.17875183,-0.15794899,-0.6646163,-0.6447953,-0.019821
81,-1.0725901,-1.1061337,"('submissive', 'aggressive')",-0.18811668,-0.19019718,0.84428054,0.7687032,-0.7814744,-0.9239131,-0.2994752,-0.3628852,0.06341
30,-0.9750396,-1.12053,"('intolerant', 'tolerant')",0.028959839,-0.018051933,1.2937008,1.3471292,1.0385922,1.0597585,0.3465533,0.3170764,0.0294769
44,0.9652677,0.9187016,"('prejudiced', 'unprejudiced')",0.2707319,0.16030908,-0.2947044,-0.49611616,-1.382408,-1.5522603,-0.1102782,-0.2423414,0.1320632
14,-0.96459997,-1.0544298,"('antisocial', 'social')",-0.013198061,-0.0018607955,1.9863778,1.9816921,-0.57623076,-0.6226043,0.1080872,0.0756993,0.0323879
32,-0.87130827,-0.8376194,"('unkind', 'kind')",0.71511585,0.72347695,0.55347764,0.56617254,0.7973571,0.79873526,0.2986606,0.3126913,-0.0140307
22,-0.8687567,-1.044257,"('untrustworthy', 'trustworthy')",-0.15114103,-0.21675327,0.45516902,0.36357182,-0.7654841,-0.8493351,-0.3325532,-0.4366934,0.1041402
88,-0.8608075,-0.7067282,"('low', 'eminent')",-0.035928395,0.03566278,-0.14614765,0.05456487,0.24585924,0.20414709,-0.1992561,-0.1030884,-0.0961677
82,-0.8003554,-0.82801133,"('poor', 'rich')",-0.76012284,-0.78312254,0.6441707,0.5829278,6.0519433,5.939093,1.283909,1.2277218,0.0561872
62,-0.7981398,-1.026437,"('incompetent', 'brilliant')",-0.51141626,-0.60265577,0.4014126,0.326519,-0.23706931,-0.37058377,-0.2863032,-0.4182894,0.1319862
51,-0.765411,-0.77283376,"('uneducated', 'educated')",-0.40380713,-0.42533112,0.64974296,0.69203204,0.4866969,0.5488719,-0.0081946,0.0106847,-0.0188793
26,-0.76533216,-0.8426944,"('hardhearted', 'benevolent')",0.17699972,0.24634919,1.4941952,1.6298132,1.6371906,1.7061008,0.6357633,0.6848922,-0.0491289
33,0.73701507,0.82648134,"('wrong', 'right')",0.9666096,1.0404943,0.43660432,0.5356747,-0.5938355,-0.47409856,0.3865984,0.4821379,-0.0955395
43,-0.72645915,-0.86464,"('irresponsible', 'responsible')",0.032110147,0.065576956,-0.1206834,-0.18554342,0.43154776,0.44799796,-0.0958712,-0.1341521,0.0382809
61,-0.6851823,-0.7617149,"('illogical', 'logical')",-0.63394386,-0.6490639,-0.19849995,-0.037712496,0.16700932,0.25298455,-0.3376542,-0.2988767,-0.0387775
16,0.63846654,0.57457894,"('unpopular', 'popular')",-0.121011935,-0.11816665,-0.8022921,-0.8564657,0.41021234,0.5440251,0.0313437,0.0359929,-0.0046492
76,-0.6362644,-0.82455087,"('anxious', 'daring')",-0.6013061,-0.6598832,1.0398341,0.9183751,0.37132895,0.1560988,0.0433981,-0.1024901,0.1458882
49,-0.58062804,-0.60952306,"('unable', 'able')",-0.18543202,-0.12625238,-0.6618485,-0.7174086,-0.5105642,-0.45717677,-0.4846182,-0.4775902,-0.007028
42,0.5746901,0.39536437,"('unreliable', 'reliable')",0.43705398,0.44582462,1.2952136,1.2127509,-2.7907212,-2.6972466,-0.1209409,-0.1608267,0.0398858
18,-0.567408,-0.44495016,"('disagreeable', 'welcoming')",-0.5175541,-0.4214829,-0.079894446,0.14574489,-0.33581832,-0.16110635,-0.3751687,-0.2204486,-0.1547201
87,0.5622534,0.5106783,"('unsuccessful', 'successful')",0.13415998,0.16311635,0.9145294,0.84843355,0.41218302,0.46434844,0.5057815,0.4966442,0.0091373
84,0.558309,0.4576406,"('inferior', 'superior')",0.32182378,0.29033184,0.3722708,0.2245068,0.94016963,0.96377885,0.5481433,0.4840645,0.0640788
25,-0.5405509,-0.30224296,"('egoistic', 'altruistic')",0.37928605,0.47925738,0.49011123,0.667591,1.5306569,1.6408888,0.4648758,0.6213735,-0.1564977
40,-0.5201039,-0.583555,"('stingy', 'generous')",0.145603,0.12858576,0.6280445,0.6003222,-1.2981601,-1.0687231,-0.2611541,-0.2308425,-0.0303116
67,0.50519496,0.47155473,"('doubtful', 'determined')",0.5576105,0.5165866,0.7823659,0.68878067,-0.7568078,-0.8875823,0.2720909,0.1973349,0.074756
29,0.47751263,0.4122151,"('unfair', 'fair')",-0.26548922,-0.29923138,-0.6495359,-0.6557673,-0.5517666,-0.48218033,-0.2473198,-0.256241,0.0089212
78,-0.4328564,-0.52492267,"('nonresilient', 'resilient')",0.022741925,0.08772518,0.4941071,0.45645732,0.43697023,0.69024575,0.1302407,0.1773764,-0.0471357
66,0.42952535,0.4464636,"('inactive', 'active')",-0.76108134,-0.73859936,0.9323564,1.0232854,1.2357343,1.4404846,0.4591337,0.5429085,-0.0837748
27,-0.40987417,-0.37354144,"('hardhearted', 'softhearted')",-0.71237457,-0.6401014,0.47742224,0.5570419,1.278559,1.5806577,0.1584331,0.2810142,-0.1225811
74,-0.40783918,-0.5422826,"('undedicated', 'dedicated')",-0.0748346,-0.08796999,0.09932448,0.020102862,0.17460673,0.2133001,-0.0521856,-0.0992124,0.0470268
60,-0.40657875,-0.50630224,"('inefficient', 'efficient')",0.50643194,0.42300802,0.7086693,0.52762467,-0.08376879,-0.2631878,0.1811884,0.0452857,0.1359027
34,-0.39920932,-0.4189664,"('mean', 'honorable')",-0.2765325,-0.27193838,-0.09322903,-0.13961442,6.396854,6.2943244,1.4069707,1.3659513,0.0410194
65,-0.3841947,-0.45913425,"('insecure', 'secure')",-0.69791853,-0.72335094,0.53922915,0.3706643,-0.3307679,-0.47576195,-0.218413,-0.3218957,0.1034827
39,0.36748376,0.35438263,"('exploitative', 'cooperative')",0.76500666,0.7411839,0.19164354,0.23655231,-0.03760401,-0.044402078,0.3216325,0.3219292,-0.0002967
31,-0.3657143,-0.2769055,"('evil', 'good')",-0.376982,-0.33939403,-1.6023834,-1.4722937,-1.1665641,-0.8762894,-0.877911,-0.7412207,-0.1366903
71,0.35526362,0.53342795,"('diffident', 'self-confident')",1.2410032,1.4165393,0.7473741,0.93434983,0.398403,0.600761,0.6855109,0.8712695,-0.1857586
4,0.3166723,0.26527935,"('disliked', 'liked')",-0.08492618,-0.050097547,-0.09163562,-0.041140825,-6.2148232,-5.974418,-1.5186782,-1.4500943,-0.0685839
5,0.30812547,0.35671398,"('distant', 'outgoing')",-0.37285158,-0.38288632,-1.0242673,-1.0901127,-0.4532577,-0.36433864,-0.3855628,-0.3701559,-0.0154069
36,0.29734248,0.28569525,"('hostile', 'amicable')",-0.19100976,-0.20312618,-1.1372687,-1.1594332,0.5967862,0.68319166,-0.1085375,-0.0984181,-0.0101194
52,0.28533876,0.27768645,"('irrational', 'rational')",-0.26475874,-0.29101607,-1.2016882,-1.1294756,-0.059448406,-0.034221787,-0.3101391,-0.2942567,-0.0158824
70,-0.2687783,-0.3930647,"('lethargic', 'energetic')",-0.29331756,-0.35033774,1.3144559,1.1779668,0.9704223,0.8741256,0.4306956,0.3271725,0.1035231
58,-0.2421226,-0.50493515,"('undiscriminating', 'discriminating')",-1.274614,-1.2186943,0.5656678,0.4966018,0.054295093,0.13694327,-0.2241934,-0.2725211,0.0483277
37,-0.23609583,-0.11133422,"('fake', 'genuine')",0.22913449,0.18251917,0.33699167,0.2731892,0.69007874,0.71394134,0.2550273,0.2645789,-0.0095516
17,-0.22018717,-0.04056436,"('nasty', 'nice')",0.05753932,0.124819845,-1.2551854,-1.1616517,-0.750202,-0.543371,-0.5420088,-0.4051918,-0.136817
2,0.18872498,0.11836688,"('unlikable', 'likable')",0.53747916,0.45090866,1.8885058,1.8182204,0.739067,0.6480756,0.8384442,0.7588929,0.0795513
79,-0.17667718,-0.18058085,"('wavering', 'unwavering')",-0.010666575,-0.0432551,-1.9632878,-1.9830537,-0.19400847,-0.18977697,-0.5861601,-0.5991666,0.0130065
80,0.15697974,0.04337014,"('dominated', 'dominating')",-0.50577223,-0.48273906,0.7339925,0.69617206,-1.2728175,-1.262142,-0.2219044,-0.2513347,0.0294303
6,-0.1543009,-0.07185817,"('distant', 'open')",-0.40284926,-0.38092116,-1.2763331,-1.271114,0.5414644,0.6245267,-0.3230047,-0.2748417,-0.048163
75,0.14591801,-0.031997412,"('meek', 'impulsive')",-0.41538742,-0.5187124,-0.4302507,-0.5668359,-0.21293451,-0.3737611,-0.2281637,-0.3728267,0.144663
56,-0.1448599,-0.44866914,"('impractical', 'practical')",0.8980716,0.8508472,0.058920473,-0.068308115,-0.33060056,-0.43665037,0.1203829,-0.0256951,0.146078
20,-0.11972023,-0.2448793,"('rough', 'thoughtful')",0.06936566,0.061399356,0.71670526,0.59188557,1.3364725,1.4029014,0.5007058,0.4528267,0.0478791
47,0.11602986,0.058571853,"('stupid', 'smart')",1.1406764,1.1823844,0.9047224,0.8726008,5.773615,5.6488776,1.9837608,1.9406086,0.0431522
64,0.11392541,0.17980185,"('shy', 'confident')",-0.2773714,-0.27734473,0.94985807,0.88910085,-6.6574144,-6.796522,-1.4677505,-1.5012411,0.0334906
54,0.10562749,0.05555037,"('incapable', 'capable')",0.13426107,0.17162223,0.110724114,0.104704484,0.76559037,0.83041257,0.2790508,0.2905724,-0.0115216
68,0.098226316,0.1901057,"('dependent', 'independent')",-1.3347899,-1.2808062,-0.6866908,-0.60677147,-0.6714459,-0.43532977,-0.6486751,-0.5332004,-0.1154747
15,-0.039416566,-0.089888185,"('boring', 'funny')",0.74607706,0.73098856,-1.010323,-0.9916513,0.21049595,0.36508194,-0.0232916,0.0036328,-0.0269244
83,0.028873326,-0.14163812,"('powerless', 'powerful')",-0.15328242,-0.1573255,0.27063784,0.09398531,-0.7448409,-0.8721224,-0.149653,-0.2692752,0.1196222
19,-0.0020445886,0.04971025,"('inhospitable', 'hospitable')",-1.0254172,-0.9442179,-1.2006018,-1.038011,-0.27850473,-0.075220294,-0.6266421,-0.5019347,-0.1247074
