,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
44,0.93315893,1.1942862,"('prejudiced', 'unprejudiced')",-1.2765894,-1.3102187,-0.1717152,-0.0579662,-0.113749
50,0.92315066,0.7230052,"('clumsy', 'skillful')",0.40120423,0.2853105,0.6621774,0.5041578,0.1580196
32,-0.91351247,-0.6585232,"('unkind', 'kind')",0.57488644,0.55313873,-0.169313,-0.0526922,-0.1166208
2,0.8972599,1.029436,"('unlikable', 'likable')",0.42199045,0.513258,0.6596252,0.771347,-0.1117218
63,-0.87516606,-1.0014949,"('unperceptive', 'insightful')",0.4621677,0.46986812,-0.2064992,-0.2658134,0.0593142
51,-0.8510796,-0.60170907,"('uneducated', 'educated')",0.2929234,0.33635587,-0.2790781,-0.1326766,-0.1464015
61,-0.8422839,-0.74896365,"('illogical', 'logical')",0.098902285,0.15181567,-0.3716908,-0.298574,-0.0731168
84,0.78853714,0.65954477,"('inferior', 'superior')",1.1547945,1.2639456,0.9716658,0.9617451,0.0099207
5,-0.7533247,-1.1311896,"('distant', 'outgoing')",-0.032128673,0.16097799,-0.3927267,-0.4851058,0.0923791
67,0.7222583,0.6544375,"('doubtful', 'determined')",-0.43434006,-0.4606614,0.1439591,0.096888,0.0470711
62,-0.70572513,-0.60075366,"('incompetent', 'brilliant')",-0.14327875,-0.21615559,-0.424502,-0.4084546,-0.0160474
20,0.68691725,0.492373,"('rough', 'thoughtful')",1.30948,1.412292,0.9981986,0.9523325,0.0458661
18,-0.6683026,-0.7604266,"('disagreeable', 'welcoming')",-0.23209617,-0.1110425,-0.4501994,-0.4357345,-0.0144649
60,-0.66003615,-0.28231272,"('inefficient', 'efficient')",-0.46524912,-0.56071293,-0.5626426,-0.4215128,-0.1411298
22,-0.63042414,-0.56106335,"('untrustworthy', 'trustworthy')",-1.2963942,-1.2111448,-0.9634092,-0.8861041,-0.0773051
70,-0.62461567,-0.5306618,"('lethargic', 'energetic')",0.21374817,0.13714217,-0.2054338,-0.1967598,-0.008674
31,-0.6112252,-0.73035467,"('evil', 'good')",-0.6375291,-0.31247008,-0.6243771,-0.5214124,-0.1029647
6,-0.5783901,-1.0540956,"('distant', 'open')",0.59148484,0.72599864,0.0065474,-0.1640485,0.1705959
48,-0.54617894,-0.49126396,"('unintelligent', 'intelligent')",0.55965173,0.6380737,0.0067364,0.0734049,-0.0666685
42,0.52157193,0.43839878,"('unreliable', 'reliable')",-3.2222786,-3.2303286,-1.3503534,-1.3959649,0.0456115
14,-0.5074197,-0.23270781,"('antisocial', 'social')",-0.8004599,-0.85558295,-0.6539398,-0.5441454,-0.1097944
4,-0.49124032,-0.5719043,"('disliked', 'liked')",-6.431723,-6.122937,-3.4614818,-3.3474207,-0.1140611
85,0.47951207,0.07506212,"('insignificant', 'prestigious')",0.9897865,1.3804176,0.7346493,0.7277399,0.0069094
65,-0.4748734,-0.18261337,"('insecure', 'secure')",-0.8712434,-1.0223582,-0.6730584,-0.6024858,-0.0705726
21,-0.4568427,-0.03630428,"('immoral', 'moral')",-0.8416282,-0.7035046,-0.6492354,-0.3699045,-0.2793309
72,-0.4459232,-0.8411315,"('unambitious', 'ambitious')",-0.6902832,-1.074845,-0.5681032,-0.9579883,0.3898851
78,-0.440944,-0.824609,"('nonresilient', 'resilient')",0.12811081,0.07325892,-0.1564166,-0.375675,0.2192584
64,-0.42875078,0.050965372,"('shy', 'confident')",-7.0620613,-6.8505473,-3.7454062,-3.399791,-0.3456152
49,-0.38195872,-0.15868282,"('unable', 'able')",-0.29065505,-0.1281403,-0.3363069,-0.1434116,-0.1928953
26,0.3624985,0.28240487,"('hardhearted', 'benevolent')",1.8659225,2.0787075,1.1142105,1.1805562,-0.0663457
30,-0.33895668,0.12222533,"('intolerant', 'tolerant')",1.113706,1.3403239,0.3873746,0.7312746,-0.3439
79,0.3289089,-0.17919211,"('wavering', 'unwavering')",0.29871485,0.25687107,0.3138119,0.0388395,0.2749724
27,-0.32808688,-0.32373017,"('hardhearted', 'softhearted')",1.520053,1.6075324,0.5959831,0.6419011,-0.045918
83,-0.28394756,-0.25988522,"('powerless', 'powerful')",-0.9859919,-0.8939703,-0.6349697,-0.5769278,-0.0580419
80,-0.27958062,-0.30364588,"('dominated', 'dominating')",-1.4747797,-1.6986196,-0.8771802,-1.0011327,0.1239525
29,-0.27957085,-0.5506568,"('unfair', 'fair')",-0.35751674,-0.37522623,-0.3185438,-0.4629415,0.1443977
15,-0.2790731,0.14978299,"('boring', 'funny')",0.31032136,0.5406067,0.0156241,0.3451948,-0.3295707
17,-0.26216307,-0.002169602,"('nasty', 'nice')",-0.4830883,-0.18578878,-0.3726257,-0.0939792,-0.2786465
56,-0.2611164,-0.15071376,"('impractical', 'practical')",-0.33851376,-0.57011014,-0.2998151,-0.3604119,0.0605968
37,0.24976675,0.15844804,"('fake', 'genuine')",0.5725223,0.45126575,0.4111445,0.3048569,0.1062876
39,-0.2478253,0.3472947,"('exploitative', 'cooperative')",-0.06028403,0.08629633,-0.1540547,0.2167955,-0.3708502
68,-0.22634408,-0.05604971,"('dependent', 'independent')",-0.48948827,-0.42538816,-0.3579162,-0.2407189,-0.1171973
41,-0.1952223,-0.3326311,"('unforgiving', 'forgiving')",-0.07058036,-0.11640794,-0.1329013,-0.2245195,0.0916182
54,-0.1946844,-0.40055764,"('incapable', 'capable')",1.1516036,1.3573097,0.4784596,0.478376,8.36e-05
75,0.19407128,0.056825645,"('meek', 'impulsive')",-0.285568,-0.39191523,-0.0457484,-0.1675448,0.1217964
82,-0.1795692,-0.40885702,"('poor', 'rich')",6.082556,5.735196,2.9514933,2.6631696,0.2883237
76,0.14329419,0.30647048,"('anxious', 'daring')",0.046314053,-0.10844153,0.0948041,0.0990145,-0.0042104
58,-0.13807428,-0.59142566,"('undiscriminating', 'discriminating')",0.14389226,0.12447551,0.002909,-0.2334751,0.2363841
16,-0.10707991,-0.38114536,"('unpopular', 'popular')",0.48528123,0.6396374,0.1891007,0.129246,0.0598547
52,-0.10270944,-0.45015413,"('irrational', 'rational')",0.58133185,0.68050385,0.2393112,0.1151749,0.1241363
87,-0.06694595,0.030466452,"('unsuccessful', 'successful')",0.6688409,0.64857936,0.3009475,0.3395229,-0.0385754
36,-0.056836963,-0.35502192,"('hostile', 'amicable')",0.5277813,0.7211589,0.2354722,0.1830685,0.0524037
40,-0.055016123,-0.45783463,"('stingy', 'generous')",-1.1612078,-1.1998565,-0.608112,-0.8288456,0.2207336
88,0.047140457,0.25570297,"('low', 'eminent')",0.37222597,0.5219713,0.2096832,0.3888371,-0.1791539
81,-0.044670492,0.40606886,"('submissive', 'aggressive')",-0.87888277,-1.039041,-0.4617766,-0.3164861,-0.1452905
59,-0.041989498,-0.051430598,"('foolish', 'wise')",0.6356766,0.73574877,0.2968436,0.3421591,-0.0453155
25,0.039941937,0.042942323,"('egoistic', 'altruistic')",1.8035735,1.9861052,0.9217577,1.0145237,-0.092766
47,-0.032503173,-0.07775235,"('stupid', 'smart')",5.4229746,5.2538033,2.6952357,2.5880256,0.1072101
74,0.028591625,-0.25438473,"('undedicated', 'dedicated')",0.24586403,0.087522775,0.1372278,-0.083431,0.2206588
34,-0.026360326,0.14840694,"('mean', 'honorable')",5.7847676,5.7617784,2.8792036,2.9550927,-0.0758891
33,0.0157191,0.013236865,"('wrong', 'right')",-0.44235033,-0.3063437,-0.2133156,-0.1465534,-0.0667622
66,-0.0026849955,-0.2811115,"('inactive', 'active')",0.8833022,0.9985454,0.4403086,0.358717,0.0815916
