,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
40,-0.6616152,-0.6528663,"('stingy', 'generous')",-0.034400553,-0.004287347,-1.4389621,-1.394786,-0.7116593,-0.6839799,-0.0276794
73,0.6565313,0.64711565,"('helpless', 'self-reliant')",0.058851242,0.09765294,-2.9582722,-2.8991883,-0.7476299,-0.7181399,-0.02949
30,-0.6385909,-0.5783459,"('intolerant', 'tolerant')",0.25022763,0.21402872,0.74514455,0.5579213,0.1189271,0.0645347,0.0543924
42,-0.62273777,-0.42898923,"('unreliable', 'reliable')",0.021850124,0.07716787,-3.2098672,-3.371013,-1.2702516,-1.2409448,-0.0293068
5,0.60153407,0.5166536,"('distant', 'outgoing')",-0.27982917,-0.18370137,0.086910196,0.3037903,0.136205,0.2122475,-0.0760425
59,0.59354156,0.46851793,"('foolish', 'wise')",-0.21795748,-0.17932686,0.4911844,0.68203765,0.2889228,0.3237429,-0.0348201
60,-0.5694488,-0.37986374,"('inefficient', 'efficient')",0.82459927,0.895292,-0.67991084,-0.88012695,-0.1415868,-0.1215662,-0.0200206
32,-0.5355209,-0.47605973,"('unkind', 'kind')",-0.305432,-0.1606517,0.6414278,0.611573,-0.0665084,-0.0083795,-0.0581289
17,0.52808374,0.5218043,"('nasty', 'nice')",-1.035262,-1.1864754,-0.4224885,-0.39183962,-0.3098889,-0.3521702,0.0422813
52,0.52365935,0.3698824,"('irrational', 'rational')",-0.61459434,-0.7094983,0.44109103,0.6425727,0.1167187,0.1009856,0.0157331
74,0.50150007,0.49916705,"('undedicated', 'dedicated')",0.7463889,0.7502569,0.27279836,0.1788075,0.5068958,0.4760772,0.0308186
9,0.48823234,0.4010264,"('unaffectionate', 'caring')",0.34350148,0.509302,0.9776334,1.2849239,0.6031224,0.7317508,-0.1286284
8,0.4790404,0.38177872,"('unaffectionate', 'affectionate')",-0.3955335,-0.2198443,0.5903509,0.93598,0.2246193,0.3659715,-0.1413522
23,-0.47394344,-0.393509,"('insincere', 'sincere')",0.030111324,0.23720469,5.295549,5.3557973,1.617239,1.7331643,-0.1159253
46,-0.46744055,-0.42241055,"('uncompetitive', 'competitive')",0.39410383,0.43844616,-0.83901787,-1.1086847,-0.3041182,-0.3642163,0.0600981
56,-0.45837533,-0.3780967,"('impractical', 'practical')",0.8561343,0.884704,-0.713375,-0.8949059,-0.1052053,-0.1294329,0.0242276
84,0.41655743,0.41887665,"('inferior', 'superior')",0.5816075,0.5022897,0.88727546,0.9856253,0.6284801,0.6355972,-0.0071171
2,0.40190423,0.38346598,"('unlikable', 'likable')",1.1790025,1.0839055,0.40091345,0.35140216,0.6606067,0.6062579,0.0543488
54,0.3854025,0.28083727,"('incapable', 'capable')",0.47243622,0.56871617,1.25755,1.389785,0.7051296,0.7464461,-0.0413165
28,-0.36934412,-0.3959591,"('disloyal', 'loyal')",-0.28271043,-0.22097683,0.5331976,0.60776395,-0.039619,-0.0030573,-0.0365617
24,-0.3521319,-0.3897439,"('dishonest', 'honest')",-0.10347768,0.039732486,0.48130324,0.44745147,0.0085646,0.03248,-0.0239154
45,-0.32963458,-0.3077957,"('incompetent', 'competent')",0.17894262,0.20448239,-0.40070805,-0.5618193,-0.1838,-0.2217109,0.0379109
66,-0.30995387,-0.3469437,"('inactive', 'active')",1.1862897,1.0594482,1.222025,1.3304337,0.6994536,0.6809794,0.0184742
22,-0.28728488,-0.2207086,"('untrustworthy', 'trustworthy')",-0.0011130329,0.009438574,-0.82919526,-1.0582503,-0.3725311,-0.4231734,0.0506423
38,-0.27358997,-0.2259583,"('untruthful', 'truthful')",-0.4357123,-0.31435725,-0.39760005,-0.36848465,-0.3689675,-0.3029334,-0.0660341
64,-0.25821373,-0.1334568,"('shy', 'confident')",0.20484757,0.18005233,-6.5123096,-6.760384,-2.1885586,-2.2379295,0.0493709
18,0.25327414,0.21502389,"('disagreeable', 'welcoming')",0.9543558,0.8867091,-0.31085697,-0.3309497,0.2989243,0.2569278,0.0419965
44,0.24347547,0.3868005,"('prejudiced', 'unprejudiced')",0.30252048,0.30535752,-1.2571417,-1.2503387,-0.2370486,-0.1860602,-0.0509884
41,-0.23705971,-0.31492066,"('unforgiving', 'forgiving')",0.31324628,0.18549797,0.009732174,-0.21183395,0.0286396,-0.1137522,0.1423918
47,-0.22001983,-0.25187817,"('stupid', 'smart')",-0.3909367,-0.3650149,5.026885,5.0158124,1.4719761,1.4663064,0.0056697
49,-0.2177728,-0.17556508,"('unable', 'able')",-0.35984945,-0.2908841,-0.52056575,-0.35116592,-0.3660626,-0.2725384,-0.0935242
27,0.20928639,0.24379368,"('hardhearted', 'softhearted')",0.03850055,0.16733329,1.4234921,1.7010087,0.557093,0.7040452,-0.1469522
11,-0.20820928,-0.1370678,"('unhelpful', 'helpful')",0.17216267,0.31084254,1.2903968,1.2535148,0.4181167,0.4757632,-0.0576465
15,0.18822087,0.15869895,"('boring', 'funny')",-0.0851097,-0.13686052,0.64789665,0.64283705,0.2503359,0.2215585,0.0287774
29,-0.18128854,-0.24390659,"('unfair', 'fair')",-0.4589394,-0.50227606,-0.15370217,-0.12647912,-0.2646434,-0.2908873,0.0262439
36,-0.18100044,-0.50959617,"('hostile', 'amicable')",0.17048156,-0.08970511,0.6566054,0.675853,0.2153622,0.0255172,0.189845
61,0.15109299,0.015763145,"('illogical', 'logical')",0.23897406,0.17464516,0.3797977,0.39420706,0.2566216,0.1948718,0.0617498
79,-0.14451101,-0.17230746,"('wavering', 'unwavering')",-0.6054635,-0.6544155,0.1659032,0.30287552,-0.1946904,-0.1746158,-0.0200746
1,0.1398581,-0.09445088,"('unfriendly', 'friendly')",0.3147849,0.4072911,1.9465166,2.200792,0.8003866,0.8378774,-0.0374908
19,0.13254504,-0.009220419,"('inhospitable', 'hospitable')",-0.6760754,-0.78482306,0.37841234,0.4740829,-0.0550393,-0.1066535,0.0516142
6,0.12945884,-0.007616304,"('distant', 'open')",-0.36147603,-0.26385278,0.7037376,0.9108085,0.1572401,0.2131131,-0.055873
37,0.12881723,0.25650996,"('fake', 'genuine')",-0.13227431,-0.10656534,0.43668428,0.45493734,0.1444091,0.2016273,-0.0572182
88,-0.12829608,-0.26083553,"('low', 'eminent')",-0.23780063,-0.3184237,0.16489767,0.13815105,-0.0670663,-0.1470361,0.0799698
12,-0.11493115,-0.0644047,"('unsupportive', 'supportive')",0.31239825,0.44110334,-1.9254185,-1.8431836,-0.5759838,-0.4888283,-0.0871555
80,0.10765833,0.1572332,"('dominated', 'dominating')",0.46136832,0.42604503,-1.2180419,-1.3566616,-0.2163384,-0.2577944,0.041456
67,0.1070427,0.17568302,"('doubtful', 'determined')",-0.0051979385,-0.18739398,-0.89227057,-0.9180337,-0.2634753,-0.3099149,0.0464396
16,-0.097326145,-0.17906708,"('unpopular', 'popular')",-0.1704773,-0.22104415,0.34260124,0.419931,0.0249326,0.0066066,0.018326
31,0.08621796,-0.14575425,"('evil', 'good')",-0.5042492,-0.58616453,-0.57741004,-0.39592728,-0.3318138,-0.3759487,0.0441349
83,0.079034865,-0.1994662,"('powerless', 'powerful')",0.09556331,-0.085776575,-0.9763527,-1.1052096,-0.2672515,-0.4634841,0.1962326
62,0.0778937,0.121225476,"('incompetent', 'brilliant')",0.6598912,0.7829593,-0.3207896,-0.4586117,0.1389984,0.1485244,-0.009526
78,-0.077397,0.10591451,"('nonresilient', 'resilient')",0.64178526,0.81023806,0.22434181,0.37994963,0.26291,0.4320341,-0.1691241
58,-0.050908774,-0.20205015,"('undiscriminating', 'discriminating')",0.8811291,0.8190266,0.30885947,0.25799227,0.3796933,0.2916562,0.0880371
75,-0.050426774,-0.16855046,"('meek', 'impulsive')",-0.14187442,-0.2913289,-0.32057142,-0.39627784,-0.1709575,-0.2853857,0.1144282
20,0.040902205,-0.06960884,"('rough', 'thoughtful')",0.73457825,0.6179626,1.1586677,1.1400154,0.644716,0.5627897,0.0819263
50,-0.024951233,0.1737451,"('clumsy', 'skillful')",-0.23152947,-0.2150743,0.23514245,0.25783214,-0.0071127,0.0721676,-0.0792803
4,0.010201853,-0.116527915,"('disliked', 'liked')",-0.2927006,-0.46314347,-6.3606157,-6.5065675,-2.2143715,-2.3620796,0.1477081
