,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
46,0.29374573,-0.4018987,"('uncompetitive', 'competitive')",-0.08441524,-0.2745276,0.6383406,-0.018099375,0.282557,-0.2315086,0.5140656
69,-0.2808622,0.41890955,"('lazy', 'industrious')",1.3894169,1.7623208,-0.6431072,-0.060275447,0.1551492,0.7069849,-0.5518357
87,0.26887798,0.2761392,"('unsuccessful', 'successful')",0.40419722,0.5174593,0.8724363,0.69989884,0.5151705,0.4978325,0.017338
84,0.26614234,0.4249308,"('inferior', 'superior')",-0.5850582,-0.2671405,0.23543325,0.5506905,-0.0278275,0.2361603,-0.2639878
44,0.24876676,0.44390106,"('prejudiced', 'unprejudiced')",-0.73546994,-0.86473405,-1.5508826,-1.4606936,-0.6791952,-0.6271755,-0.0520197
26,-0.24855477,0.015567454,"('hardhearted', 'benevolent')",2.5145473,2.7387052,2.0335999,2.3409858,1.4331975,1.6984196,-0.2652221
39,-0.24481471,-0.11909583,"('exploitative', 'cooperative')",-1.0765195,-0.97595704,-0.10077033,-0.32047966,-0.4740349,-0.4718442,-0.0021907
88,-0.239889,1.0685185,"('low', 'eminent')",0.6357342,1.6405241,-0.105775505,1.1996243,0.0966899,1.3028889,-1.206199
0,-0.23544575,-0.30841872,"('unsociable', 'sociable')",-0.30107948,-0.16556863,0.13470685,-0.078169614,-0.1339395,-0.1840523,0.0501128
23,-0.23063338,-0.32062158,"('insincere', 'sincere')",-0.6966845,-0.80474085,4.9532714,4.492418,1.3419844,1.1223518,0.2196326
79,-0.21757138,0.21924819,"('wavering', 'unwavering')",-0.19907853,0.14357798,-0.18071492,0.48128542,-0.1991216,0.2813705,-0.4804921
7,-0.21532577,-0.72518134,"('insensitive', 'sensitive')",-0.022751056,-0.3826856,0.58136797,0.015116274,0.1144304,-0.3642503,0.4786807
61,-0.20198305,-0.548091,"('illogical', 'logical')",-1.3900634,-1.4194796,0.15290669,-0.092740856,-0.4797133,-0.6867704,0.2070571
40,0.19233872,-0.18523972,"('stingy', 'generous')",0.314643,-0.1635134,-1.3804586,-1.7510238,-0.291159,-0.6999257,0.4087667
71,-0.19219424,0.020240799,"('diffident', 'self-confident')",0.86107045,0.8321638,0.18243617,0.24671705,0.2837708,0.3663739,-0.0826031
80,0.1643005,-0.06809667,"('dominated', 'dominating')",-0.5914344,-0.7019635,-0.1141575,-0.73200023,-0.1804305,-0.5006868,0.3202563
43,-0.16305079,-0.37768164,"('irresponsible', 'responsible')",-0.5354896,-0.9130726,0.61878115,0.21803595,-0.0265864,-0.3575728,0.3309864
34,-0.16226116,-0.11061071,"('mean', 'honorable')",0.14374682,0.046040177,4.9988647,4.8833146,1.6601168,1.6062481,0.0538687
55,0.14895552,-0.71721876,"('incompetent', 'clever')",-0.8177285,-1.0434318,0.8219933,0.0901505,0.0510734,-0.5568333,0.6079067
38,-0.14079496,-0.20155546,"('untruthful', 'truthful')",-0.45151097,-0.453015,0.57400703,0.41670242,-0.0060996,-0.0792893,0.0731897
64,0.13352898,-0.1038896,"('shy', 'confident')",-0.33661962,-0.5245725,-4.973069,-5.1163287,-1.7253866,-1.9149303,0.1895437
82,0.12754053,0.40917203,"('poor', 'rich')",0.37265015,0.5700325,5.791145,5.748131,2.0971119,2.2424452,-0.1453333
18,-0.12604432,0.08496065,"('disagreeable', 'welcoming')",-0.19471616,-0.09125795,-1.1744306,-0.7764929,-0.498397,-0.2609301,-0.2374669
31,-0.12537517,-0.09038184,"('evil', 'good')",-0.26827818,-0.39180854,-1.2551287,-0.85972637,-0.549594,-0.4473056,-0.1022884
67,0.122763336,0.48221314,"('doubtful', 'determined')",0.2629825,0.305828,-0.70602894,-0.45040822,-0.106761,0.1125443,-0.2193053
33,0.115208395,0.30238494,"('wrong', 'right')",-0.013652839,0.1250388,-0.7706007,-0.57147807,-0.223015,-0.0480181,-0.1749969
65,-0.11352063,-0.8410618,"('insecure', 'secure')",-1.7101823,-1.8545345,0.9403331,0.14029256,-0.2944566,-0.8517679,0.5573113
75,-0.09452278,0.11597883,"('meek', 'impulsive')",0.7455245,0.5902468,-0.24756336,0.0072591826,0.1344795,0.2378283,-0.1033488
41,0.092142016,0.1843704,"('unforgiving', 'forgiving')",-0.55066174,-0.4787218,0.72968435,0.71503186,0.0903882,0.1402268,-0.0498386
60,0.091484874,-0.59371924,"('inefficient', 'efficient')",0.20971763,-0.330773,0.2670164,-0.5836578,0.1894063,-0.5027167,0.692123
12,0.07793073,0.020086285,"('unsupportive', 'supportive')",-0.20014189,-0.1939532,-1.4858142,-1.6002325,-0.5360084,-0.5913664,0.055358
47,-0.06332055,-0.13594508,"('stupid', 'smart')",0.27358943,0.34175706,5.1303616,4.7001004,1.7802102,1.6353041,0.1449061
58,-0.051637195,-0.18126129,"('undiscriminating', 'discriminating')",0.24905273,0.09957887,0.6794067,0.58948237,0.2922741,0.1692667,0.1230074
14,-0.050670415,-0.5080433,"('antisocial', 'social')",1.1675063,0.8824041,0.19748193,-0.4397062,0.438106,-0.0217818,0.4598878
81,-0.048810497,-0.31377798,"('submissive', 'aggressive')",0.20439611,-0.03988977,-0.043044135,-0.6467906,0.0375138,-0.3334861,0.3709999
37,-0.033442028,-0.22329064,"('fake', 'genuine')",0.107973985,-0.023279272,0.20609668,0.15894867,0.0935429,-0.0292071,0.12275
35,0.03299751,0.653146,"('corrupt', 'incorrupt')",-0.050911218,0.37037995,-0.8908833,0.036537383,-0.3029323,0.3533545,-0.6562868
29,-0.028500674,-0.22212279,"('unfair', 'fair')",-1.0305467,-1.0417702,-0.86111593,-0.962522,-0.6400544,-0.7421383,0.1020839
74,0.024570577,0.24767682,"('undedicated', 'dedicated')",0.41017753,0.6569438,0.34123543,0.5957607,0.2586612,0.5001271,-0.2414659
27,0.020982958,-0.114738226,"('hardhearted', 'softhearted')",0.6409726,0.59235114,0.25689185,0.13995945,0.3062825,0.2058575,0.100425
17,0.020720556,-0.0645612,"('nasty', 'nice')",-0.049606428,0.07993699,-0.20681597,-0.054500483,-0.0785673,-0.0130416,-0.0655257
11,-0.010938726,0.13160196,"('unhelpful', 'helpful')",0.2050546,0.3465861,2.026222,1.9849757,0.7401126,0.8210546,-0.080942
63,-0.002876982,-0.24262431,"('unperceptive', 'insightful')",-0.4670505,-0.7690501,0.8639573,0.40399218,0.1313433,-0.2025607,0.333904
