,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
36,1.0481049,0.75862867,"('hostile', 'amicable')",0.16362578,0.38999116,-0.30146244,-0.36515743,0.3034228,0.2611542,0.0422686
16,-1.0099486,-1.1184131,"('unpopular', 'popular')",-1.0254909,-1.0929748,0.33845577,0.19093224,-0.5656612,-0.6734852,0.107824
64,-0.9804632,-0.9917476,"('shy', 'confident')",-0.5359813,-0.5981399,-6.735128,-6.59565,-2.7505242,-2.7285124,-0.0220118
55,-0.9596445,-0.7811122,"('incompetent', 'clever')",0.029555112,-0.24294707,0.36228186,0.022849042,-0.1892692,-0.3337367,0.1444675
31,0.9588777,0.7160631,"('evil', 'good')",0.07242005,0.2541548,-1.1443187,-1.4907982,-0.0376737,-0.1735268,0.1358531
72,-0.9542262,-0.78144115,"('unambitious', 'ambitious')",-0.47418368,-0.44917864,-0.96020657,-1.0970622,-0.7962054,-0.775894,-0.0203114
53,0.9468527,0.8521868,"('uncreative', 'creative')",0.01609885,0.089437686,0.9298168,0.7783181,0.6309228,0.5733142,0.0576086
21,-0.9447944,-0.7437842,"('immoral', 'moral')",0.4438689,0.5369276,-0.74277586,-0.7977143,-0.4145672,-0.334857,-0.0797102
0,-0.91563183,-0.6714342,"('unsociable', 'sociable')",0.3465559,0.22921094,-0.49591178,-0.80788696,-0.3549959,-0.4167034,0.0617075
45,-0.90847427,-0.81140786,"('incompetent', 'competent')",0.9277581,0.5815445,-0.06399559,-0.3813179,-0.0149039,-0.2037271,0.1888232
75,-0.90248185,-0.7976762,"('meek', 'impulsive')",-0.65628004,-0.5565157,-0.5760233,-0.31142882,-0.7115951,-0.5552069,-0.1563882
76,-0.85559124,-0.55656075,"('anxious', 'daring')",0.5868979,0.5589544,0.4739581,0.5929478,0.0684216,0.1984471,-0.1300255
82,-0.84845495,-0.8812119,"('poor', 'rich')",-0.99199337,-1.026665,6.3170033,6.2043004,1.492185,1.4321411,0.0600439
51,-0.83553797,-0.76925427,"('uneducated', 'educated')",0.3754184,0.21472095,1.0431576,0.84296787,0.194346,0.0961449,0.0982011
46,-0.7848467,-0.74808735,"('uncompetitive', 'competitive')",0.9925455,0.55463064,0.060628183,0.21380699,0.0894423,0.0067834,0.0826589
39,0.77608806,0.5632124,"('exploitative', 'cooperative')",1.7388656,1.4424098,0.3607859,0.14348862,0.9585799,0.7163703,0.2422096
28,-0.74060553,-0.6937188,"('disloyal', 'loyal')",-0.22461449,-0.29125682,0.8882669,0.6079829,-0.025651,-0.1256642,0.1000132
87,0.7324856,0.45179743,"('unsuccessful', 'successful')",1.9165443,1.4087248,1.180732,0.8499389,1.2765873,0.903487,0.3731003
5,0.7271013,0.82163715,"('distant', 'outgoing')",0.37663835,0.59955215,-0.4255587,-0.3237079,0.2260604,0.3658271,-0.1397667
35,0.72629154,0.6263105,"('corrupt', 'incorrupt')",0.12629932,0.3352246,-0.50423473,-0.42544904,0.1161187,0.1786954,-0.0625767
17,-0.71532935,-0.87522596,"('nasty', 'nice')",1.0400118,0.9079478,-0.5144298,-0.5426633,-0.0632491,-0.1699805,0.1067314
44,-0.65215796,-0.64028263,"('prejudiced', 'unprejudiced')",-0.18067332,-0.35353974,-1.5800436,-1.6887618,-0.8042916,-0.8941948,0.0899032
29,0.61841303,0.56570715,"('unfair', 'fair')",0.4441906,0.4121045,-0.25863203,-0.4827386,0.2679905,0.1650243,0.1029662
8,0.61643285,0.60599524,"('unaffectionate', 'affectionate')",-0.24867705,-0.014478866,0.45262566,0.071192496,0.2734605,0.220903,0.0525575
43,-0.61089385,-0.52286226,"('irresponsible', 'responsible')",-0.27507365,-0.43377233,0.67137825,0.433126,-0.0715297,-0.1745028,0.1029731
18,-0.590247,-0.29829633,"('disagreeable', 'welcoming')",-1.2140968,-0.9840597,-0.56186575,-0.7423104,-0.7887365,-0.6748888,-0.1138477
73,0.5809526,0.7928564,"('helpless', 'self-reliant')",-0.42049852,-0.21470006,-3.3456948,-3.002048,-1.0617469,-0.8079638,-0.2537831
11,-0.5764059,-0.6091425,"('unhelpful', 'helpful')",0.17604813,-0.053831957,2.3165998,2.2183683,0.6387474,0.5184646,0.1202828
62,-0.573102,-0.27487266,"('incompetent', 'brilliant')",0.40163243,0.18920621,0.36133906,0.50771743,0.0632898,0.1406837,-0.0773939
50,-0.55264956,-0.7894566,"('clumsy', 'skillful')",-0.14548378,-0.43914813,0.6691633,0.5796799,-0.0096567,-0.2163083,0.2066516
38,-0.5517273,-0.40078798,"('untruthful', 'truthful')",-0.21542984,-0.0015056767,0.0663241,0.11016251,-0.233611,-0.097377,-0.136234
84,0.5512484,0.55670947,"('inferior', 'superior')",0.48429418,0.47828573,1.1547991,1.2677319,0.7301138,0.7675757,-0.0374619
61,0.5467735,0.46600673,"('illogical', 'logical')",0.9208822,0.9420593,0.3132695,0.09194003,0.5936417,0.500002,0.0936397
78,0.5399381,0.106655575,"('nonresilient', 'resilient')",1.1317825,0.7673812,1.2302797,1.3003392,0.9673335,0.724792,0.2425415
22,-0.5353248,-0.37546843,"('untrustworthy', 'trustworthy')",0.5475948,0.48444438,-0.7910183,-0.8253558,-0.2595828,-0.2387933,-0.0207895
4,-0.5316942,-0.35861203,"('disliked', 'liked')",0.3445015,0.5689693,-6.8314962,-6.7040076,-2.3395631,-2.1645501,-0.175013
19,0.5142955,0.52484673,"('inhospitable', 'hospitable')",-0.14539123,0.08122612,0.1709362,0.37671912,0.1799468,0.3275973,-0.1476505
12,0.5094747,0.7579429,"('unsupportive', 'supportive')",0.79056644,0.8987114,-1.4787154,-1.5425968,-0.0595581,0.0380192,-0.0975773
54,0.490982,0.27738693,"('incapable', 'capable')",1.1517879,1.0655938,1.489615,1.3881907,1.0441283,0.9103905,0.1337378
52,0.4769523,0.22241679,"('irrational', 'rational')",-0.8115708,-0.77691805,-0.21541166,-0.6212561,-0.1833434,-0.3919191,0.2085757
7,-0.46811518,-0.3794288,"('insensitive', 'sensitive')",-0.10246926,-0.1904935,1.050539,0.8055904,0.1599849,0.078556,0.0814289
68,-0.41646796,-0.47818306,"('dependent', 'independent')",-0.6458527,-0.5733073,-0.08787218,-0.11625857,-0.3833976,-0.3892496,0.005852
74,0.39028963,0.4720837,"('undedicated', 'dedicated')",1.1304824,1.1179848,0.41027713,0.17081794,0.6436831,0.5869621,0.056721
23,-0.3456375,-0.45255005,"('insincere', 'sincere')",0.1980457,-0.06425734,6.3500767,6.1399975,2.067495,1.8743966,0.1930984
41,-0.34229606,-0.053561907,"('unforgiving', 'forgiving')",0.9370418,1.1189929,-0.13349134,-0.38859534,0.1537515,0.2256119,-0.0718604
32,-0.34053147,-0.1679809,"('unkind', 'kind')",0.03561741,0.14775011,0.9699448,0.65893483,0.2216769,0.2129014,0.0087755
67,-0.30229154,-0.016451932,"('doubtful', 'determined')",-0.07812058,0.09056789,-0.9288782,-0.8345766,-0.4364301,-0.2534869,-0.1829432
15,0.27491227,0.16290599,"('boring', 'funny')",-0.48206705,-0.4741922,0.264623,0.03583944,0.0191561,-0.0918156,0.1109717
56,-0.26811278,0.078978,"('impractical', 'practical')",0.857259,0.98843056,-0.462175,-0.11722277,0.0423237,0.3167286,-0.2744049
49,-0.25291574,-0.36930048,"('unable', 'able')",0.43979272,0.20303807,0.109385714,0.064466186,0.0987542,-0.0339321,0.1326863
66,-0.24311458,-0.12484339,"('inactive', 'active')",-0.146081,-0.028052807,0.87321043,0.6898232,0.1613383,0.1789757,-0.0176374
20,0.22283472,0.069669425,"('rough', 'thoughtful')",1.1028372,0.8391919,1.4718597,1.2054534,0.9325105,0.7047716,0.2277389
63,0.22044355,0.2268314,"('unperceptive', 'insightful')",1.075758,0.9905285,1.6277047,1.6275519,0.9746354,0.9483039,0.0263315
24,0.20166937,0.576151,"('dishonest', 'honest')",-0.37162736,0.07960047,0.7289256,0.64497757,0.1863225,0.4335763,-0.2472538
86,-0.19995959,0.09950082,"('uninfluential', 'influential')",0.3819885,0.6226429,0.16494209,-0.03600605,0.115657,0.2287126,-0.1130556
2,0.16740192,0.41047788,"('unlikable', 'likable')",0.8777775,0.86630744,0.26817083,0.26615444,0.4377834,0.5143133,-0.0765299
79,-0.16416351,-0.16658111,"('wavering', 'unwavering')",-0.16262242,0.12774663,-0.017824946,0.15752485,-0.1148703,0.0395635,-0.1544338
27,-0.16088887,-0.30934742,"('hardhearted', 'softhearted')",-0.6895553,-0.58752453,1.7575063,1.2634984,0.302354,0.1222088,0.1801452
80,-0.13765834,-0.14208834,"('dominated', 'dominating')",0.80359507,0.44036555,-0.62670624,-0.666646,0.0130768,-0.1227896,0.1358664
6,0.13669607,0.20955333,"('distant', 'open')",-0.1595623,0.20212793,0.12213035,0.14727192,0.033088,0.1863177,-0.1532297
34,0.12452455,0.07697312,"('mean', 'honorable')",0.1401079,0.19952081,6.2513523,6.311777,2.1719948,2.1960904,-0.0240956
48,-0.11610461,-0.25139174,"('unintelligent', 'intelligent')",0.16425243,0.04161048,0.5932485,0.35240173,0.2137988,0.0475402,0.1662586
83,0.115704164,0.40382248,"('powerless', 'powerful')",0.29795575,0.51722735,-0.8828693,-0.6557746,-0.1564031,0.0884251,-0.2448282
47,-0.07597862,-0.11156914,"('stupid', 'smart')",0.12169291,0.053792022,5.4679685,5.2713313,1.8378943,1.7378515,0.1000428
88,0.04804057,0.037368692,"('low', 'eminent')",-0.24693313,-0.22080751,0.103621855,-0.09810593,-0.0317569,-0.0938482,0.0620913
40,0.044437174,0.40515563,"('stingy', 'generous')",-0.4430824,-0.039372407,-1.3077174,-1.4379365,-0.5687876,-0.3573844,-0.2114032
37,-0.023596186,-0.035160724,"('fake', 'genuine')",0.11013606,0.010224074,0.57588154,0.42839977,0.2208071,0.1344877,0.0863194
59,-0.018147426,-0.071972966,"('foolish', 'wise')",-0.31192,-0.13394208,0.18943807,0.06725118,-0.0468765,-0.0462213,-0.0006552
