,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
18,-0.72136456,-0.7062398,"('disagreeable', 'welcoming')",-0.51542836,-0.40603656,-0.6183965,-0.5561382,-0.0622583
62,-0.70316195,-0.56815916,"('incompetent', 'brilliant')",0.46066925,0.57423633,-0.1212464,0.0030386,-0.124285
52,0.6964007,0.5861982,"('irrational', 'rational')",-0.22372687,-0.04847659,0.2363369,0.2688608,-0.0325239
68,-0.69221693,-0.51438713,"('dependent', 'independent')",-0.528819,-0.3857067,-0.610518,-0.4500469,-0.1604711
6,0.6457158,0.78446305,"('distant', 'open')",-0.68013036,-0.37938344,-0.0172073,0.2025398,-0.2197471
87,0.61352885,0.30167714,"('unsuccessful', 'successful')",0.774612,0.986239,0.6940705,0.6439581,0.0501124
48,-0.5825056,-0.44987887,"('unintelligent', 'intelligent')",0.7811438,0.76841784,0.0993191,0.1592695,-0.0599504
2,0.5772195,0.61640316,"('unlikable', 'likable')",0.43465522,0.377076,0.5059373,0.4967396,0.0091977
39,0.5745162,0.8309647,"('exploitative', 'cooperative')",-0.08467815,0.18258715,0.244919,0.5067759,-0.2618569
15,0.5686598,0.4299915,"('boring', 'funny')",-0.09983822,-0.09306673,0.2344108,0.1684624,0.0659484
54,-0.5395607,-0.66704303,"('incapable', 'capable')",0.6880562,0.6872745,0.0742477,0.0101157,0.064132
84,0.5186693,0.45946538,"('inferior', 'superior')",0.85022354,0.9308675,0.6844465,0.6951665,-0.01072
64,-0.5085967,-0.782751,"('shy', 'confident')",-6.795554,-6.8383555,-3.6520755,-3.8105533,0.1584778
12,-0.48861992,-0.5588672,"('unsupportive', 'supportive')",-1.7979598,-1.6866647,-1.1432898,-1.122766,-0.0205238
17,0.48240045,0.10873638,"('nasty', 'nice')",-0.434876,-0.43876588,0.0237622,-0.1650147,0.1887769
4,0.4615336,0.13948399,"('disliked', 'liked')",-6.8981256,-6.7184806,-3.2182961,-3.2894983,0.0712022
49,-0.43346274,-0.39977187,"('unable', 'able')",-0.3884002,-0.16069862,-0.4109315,-0.2802352,-0.1306963
75,0.43332735,0.35546568,"('meek', 'impulsive')",-0.48563513,-0.6444789,-0.0261539,-0.1445066,0.1183527
58,0.4281425,0.13629504,"('undiscriminating', 'discriminating')",0.58961636,0.553616,0.5088794,0.3449555,0.1639239
88,-0.4158749,-0.7806926,"('low', 'eminent')",-0.38821915,-0.49414718,-0.402047,-0.6374199,0.2353729
9,-0.4012834,-0.36974394,"('unaffectionate', 'caring')",1.0220597,1.3724365,0.3103881,0.5013463,-0.1909582
25,0.3736772,0.6853461,"('egoistic', 'altruistic')",0.7179766,1.2328438,0.5458269,0.9590949,-0.413268
8,-0.37131882,-0.75147986,"('unaffectionate', 'affectionate')",0.5774328,0.6934149,0.103057,-0.0290325,0.1320895
41,-0.37059996,-0.581315,"('unforgiving', 'forgiving')",0.26166925,-0.0445956,-0.0544654,-0.3129553,0.2584899
27,-0.35521957,-0.1096859,"('hardhearted', 'softhearted')",1.0828379,1.2816228,0.3638092,0.5859684,-0.2221592
61,-0.3215507,-0.2598819,"('illogical', 'logical')",0.29576153,0.3478988,-0.0128946,0.0440084,-0.056903
29,-0.24101979,-0.27876467,"('unfair', 'fair')",-0.23420201,-0.37273708,-0.2376109,-0.3257509,0.08814
20,-0.23705587,0.1919629,"('rough', 'thoughtful')",0.7977323,1.0326743,0.2803382,0.6123186,-0.3319804
66,0.23577467,-0.24608178,"('inactive', 'active')",0.475941,0.257357,0.3558578,0.0056376,0.3502202
1,-0.22736928,-0.09168701,"('unfriendly', 'friendly')",1.31261,1.6163956,0.5426204,0.7623543,-0.2197339
79,0.22686876,-0.056535546,"('wavering', 'unwavering')",-0.31442866,-0.33795527,-0.0437799,-0.1972454,0.1534655
80,0.22023775,0.26008642,"('dominated', 'dominating')",-0.45767182,-0.41038713,-0.118717,-0.0751504,-0.0435666
59,-0.19066054,-0.19918078,"('foolish', 'wise')",-0.30166513,-0.040823676,-0.2461628,-0.1200022,-0.1261606
19,0.14825657,-0.3075518,"('inhospitable', 'hospitable')",-0.09737325,-0.06448349,0.0254417,-0.1860176,0.2114593
83,-0.13640359,-0.3087685,"('powerless', 'powerful')",-0.6639075,-0.6749904,-0.4001555,-0.4918795,0.091724
71,0.13353604,0.029412366,"('diffident', 'self-confident')",-0.05972867,0.21255408,0.0369037,0.1209832,-0.0840795
37,0.13252752,0.3597529,"('fake', 'genuine')",0.30789244,0.45101798,0.22021,0.4053854,-0.1851754
16,0.12997834,0.08087201,"('unpopular', 'popular')",0.16663715,0.09454333,0.1483077,0.0877077,0.0606
74,-0.11170026,-0.1398716,"('undedicated', 'dedicated')",-0.3717116,-0.28113988,-0.2417059,-0.2105057,-0.0312002
40,0.09490178,0.3453621,"('stingy', 'generous')",-1.6276832,-1.445437,-0.7663907,-0.5500374,-0.2163533
78,0.08761832,0.47647542,"('nonresilient', 'resilient')",0.46477517,0.67583615,0.2761967,0.5761558,-0.2999591
67,-0.08176081,-0.5516843,"('doubtful', 'determined')",-0.53369707,-1.0051544,-0.3077289,-0.7784194,0.4706905
34,-0.047170565,0.022714958,"('mean', 'honorable')",5.8373613,5.824029,2.8950953,2.923372,-0.0282767
50,-0.036527857,-0.10915822,"('clumsy', 'skillful')",-0.06937125,-0.13304639,-0.0529496,-0.1211023,0.0681527
