,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,male-female
75,0.33415982,0.3879767,"('meek', 'impulsive')",-0.5566651,-0.52602947,-0.4022051,-0.3943569,-0.2082368,-0.1774699,-0.0307669
45,-0.3119155,0.041959442,"('incompetent', 'competent')",-0.808958,-0.7641995,-1.232376,-1.0419129,-0.7844165,-0.588051,-0.1963655
32,-0.28522092,-0.3984699,"('unkind', 'kind')",0.25473773,0.17552415,0.5758255,0.6817813,0.1817808,0.1529452,0.0288356
50,-0.2683384,-0.3586965,"('clumsy', 'skillful')",-1.3187531,-1.429907,-0.19754732,-0.34499234,-0.5948796,-0.7111986,0.116319
15,0.26107475,0.4228784,"('boring', 'funny')",0.6534678,0.64041275,0.10146023,0.080598496,0.3386676,0.3812966,-0.042629
67,0.24664862,0.2030612,"('doubtful', 'determined')",0.10133201,0.16048354,-0.69247043,-0.57006264,-0.1148299,-0.0688393,-0.0459906
12,0.23082829,0.26610032,"('unsupportive', 'supportive')",0.39822263,0.4742303,-2.3460913,-2.3161328,-0.5723468,-0.5252674,-0.0470794
24,-0.19858462,-0.25225383,"('dishonest', 'honest')",-0.23267616,-0.24768364,0.55093986,0.6238348,0.039893,0.0412991,-0.0014061
2,-0.18345736,-0.31045443,"('unlikable', 'likable')",0.02151192,-0.15844768,0.40955058,0.31053257,0.082535,-0.0527898,0.1353248
88,-0.17021589,-0.36455685,"('low', 'eminent')",-0.8075374,-0.87296176,-0.3841799,-0.4044289,-0.4539777,-0.5473158,0.0933381
40,0.16948345,0.18165886,"('stingy', 'generous')",-0.2910569,-0.26864928,-2.0664773,-2.2394025,-0.7293502,-0.7754643,0.0461141
38,0.16863966,0.16788524,"('untruthful', 'truthful')",0.19661385,0.2824276,-0.33581376,-0.20859626,0.0098132,0.0805722,-0.070759
53,0.15868334,0.20103326,"('uncreative', 'creative')",-0.19555183,-0.27363044,0.47143945,0.4348484,0.144857,0.1207504,0.0241066
52,-0.14432353,-0.42976925,"('irrational', 'rational')",0.22519936,0.09968502,0.64167696,0.32599685,0.2408509,-0.0013625,0.2422134
66,-0.11748904,-0.016276084,"('inactive', 'active')",-0.32286584,-0.3557726,0.8155558,0.65179014,0.125067,0.0932471,0.0318199
42,0.114149205,0.16515954,"('unreliable', 'reliable')",-0.75592756,-0.660415,-3.7257798,-3.6624804,-1.4558527,-1.3859119,-0.0699408
20,0.07833776,-0.16672447,"('rough', 'thoughtful')",-0.062372543,-0.1680146,0.34687233,0.29004326,0.1209459,-0.0148986,0.1358445
4,-0.06742108,0.022186872,"('disliked', 'liked')",-0.2951632,-0.22294672,-7.6243134,-7.7619233,-2.6622992,-2.6542277,-0.0080715
29,-0.054557633,-0.056112193,"('unfair', 'fair')",-0.29298332,-0.3979233,-0.49498603,-0.6765618,-0.2808423,-0.3768657,0.0960234
58,-0.04290091,-0.061649896,"('undiscriminating', 'discriminating')",-0.50095487,-0.5927401,-0.10438033,-0.16180465,-0.2160787,-0.2720649,0.0559862
48,0.038181867,-0.12645611,"('unintelligent', 'intelligent')",-0.09427014,-0.16570404,-0.32299548,-0.25939223,-0.1263613,-0.1838508,0.0574895
83,-0.031321354,-0.2807701,"('powerless', 'powerful')",-0.6522799,-0.71734697,-1.9626147,-1.8618196,-0.882072,-0.9533122,0.0712402
86,0.029891387,0.034556106,"('uninfluential', 'influential')",-0.4130695,-0.4869471,-1.0324094,-0.94094646,-0.4718625,-0.4644458,-0.0074167
8,0.017062746,0.005811788,"('unaffectionate', 'affectionate')",0.6972975,0.60166806,1.1797233,1.057819,0.6313612,0.5550996,0.0762616
