,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
75,-0.9137433,-0.7540985,"('meek', 'impulsive')",-0.4930657,-0.47333124,-0.7034045,-0.6137149,-0.0896896
35,-0.91221046,-0.74072576,"('corrupt', 'incorrupt')",-0.6629971,-0.48994124,-0.7876038,-0.6153335,-0.1722703
67,0.84251934,0.79248387,"('doubtful', 'determined')",-0.33128297,-0.38414583,0.2556182,0.204169,0.0514492
54,-0.8208676,-0.75606304,"('incapable', 'capable')",1.2973667,1.2317768,0.2382496,0.2378569,0.0003927
76,0.811545,0.5395679,"('anxious', 'daring')",0.5988239,0.597552,0.7051845,0.5685599,0.1366246
86,-0.79458654,-0.7829706,"('uninfluential', 'influential')",0.010430384,-0.15078129,-0.3920781,-0.4668759,0.0747978
16,-0.7762301,-0.59168214,"('unpopular', 'popular')",0.3058721,0.45827517,-0.235179,-0.0667035,-0.1684755
4,-0.7718049,-0.61641496,"('disliked', 'liked')",-6.1311436,-5.8859324,-3.4514742,-3.2511737,-0.2003005
47,0.7585742,0.6163759,"('stupid', 'smart')",5.8904963,5.414691,3.3245351,3.0155334,0.3090017
64,0.7398097,0.74883896,"('shy', 'confident')",-6.1511393,-5.828201,-2.7056649,-2.539681,-0.1659839
57,-0.71877235,-0.7977727,"('unimaginative', 'imaginative')",-2.246745,-2.3341384,-1.4827588,-1.5659555,0.0831967
39,0.6866753,0.81826234,"('exploitative', 'cooperative')",-0.017820995,0.065368704,0.3344271,0.4418155,-0.1073884
22,0.68180114,0.5446339,"('untrustworthy', 'trustworthy')",-0.7145511,-1.0263404,-0.016375,-0.2408532,0.2244782
32,0.67888296,0.7881672,"('unkind', 'kind')",0.937471,0.9605636,0.808177,0.8743654,-0.0661884
25,-0.642691,-0.48143277,"('egoistic', 'altruistic')",0.869209,1.0409212,0.113259,0.2797442,-0.1664852
48,0.6232244,0.5637568,"('unintelligent', 'intelligent')",1.0418768,1.0325338,0.8325506,0.7981453,0.0344053
28,-0.6095905,-0.5859668,"('disloyal', 'loyal')",1.0331494,0.9532241,0.2117794,0.1836286,0.0281508
88,-0.5452018,-0.4049836,"('low', 'eminent')",-0.0060064252,0.07449925,-0.2756041,-0.1652422,-0.1103619
26,-0.5275834,-0.41415057,"('hardhearted', 'benevolent')",1.103808,1.2744334,0.2881123,0.4301414,-0.1420291
69,-0.5265309,-0.30675504,"('lazy', 'industrious')",-0.5300718,-0.38347772,-0.5283014,-0.3451164,-0.183185
13,0.5176964,0.7031808,"('impolite', 'polite')",-0.034315765,0.041651268,0.2416903,0.372416,-0.1307257
18,-0.5149361,-0.36717024,"('disagreeable', 'welcoming')",-0.5231857,-0.49772155,-0.5190609,-0.4324459,-0.086615
42,0.51033884,0.29172552,"('unreliable', 'reliable')",-2.6401827,-2.764803,-1.064922,-1.2365386,0.1716166
41,0.499731,0.5426851,"('unforgiving', 'forgiving')",0.20780963,0.19072703,0.3537703,0.3667061,-0.0129358
46,0.45260388,0.44417256,"('uncompetitive', 'competitive')",-0.19391549,-0.07966566,0.1293442,0.1822535,-0.0529093
49,0.4225511,0.2976928,"('unable', 'able')",0.36357683,0.11689779,0.393064,0.2072953,0.1857687
17,-0.40630177,-0.44638777,"('nasty', 'nice')",-0.76852316,-0.67004013,-0.5874125,-0.5582139,-0.0291986
7,0.40552905,0.40304512,"('insensitive', 'sensitive')",0.76437235,0.5101743,0.5849507,0.4566097,0.128341
71,-0.37960982,-0.14944461,"('diffident', 'self-confident')",0.28994045,0.3302485,-0.0448347,0.0904019,-0.1352366
33,-0.3585761,-0.28502148,"('wrong', 'right')",-0.85224235,-0.88743514,-0.6054092,-0.5862283,-0.0191809
78,-0.3326314,-0.33011588,"('nonresilient', 'resilient')",0.5205569,0.47486308,0.0939628,0.0723736,0.0215892
11,0.32547128,0.40020448,"('unhelpful', 'helpful')",2.1147003,2.0694711,1.2200859,1.2348378,-0.0147519
29,-0.32285997,-0.45281643,"('unfair', 'fair')",-0.49011078,-0.7574182,-0.4064854,-0.6051173,0.1986319
45,0.31225717,0.1655837,"('incompetent', 'competent')",0.47755644,0.17364207,0.3949068,0.1696129,0.2252939
82,-0.31117657,-0.26723647,"('poor', 'rich')",6.5462985,6.4572973,3.1175609,3.0950303,0.0225306
38,-0.3022416,-0.14901453,"('untruthful', 'truthful')",0.12372281,0.23637322,-0.0892594,0.0436793,-0.1329387
50,-0.279117,-0.2392331,"('clumsy', 'skillful')",0.32693154,0.21792693,0.0239073,-0.0106531,0.0345604
3,-0.27526823,-0.12182946,"('repellent', 'pleasant')",-0.08259846,-0.16573112,-0.1789334,-0.1437803,-0.0351531
43,0.27241355,0.24259993,"('irresponsible', 'responsible')",0.5505359,0.43544355,0.4114747,0.3390217,0.072453
44,0.26968247,0.22656897,"('prejudiced', 'unprejudiced')",-1.5043097,-1.3152933,-0.6173136,-0.5443622,-0.0729514
84,0.2656612,0.17043965,"('inferior', 'superior')",1.3015904,1.3230873,0.7836258,0.7467635,0.0368623
37,0.2559055,0.047076657,"('fake', 'genuine')",0.5771601,0.2662557,0.4165328,0.1566662,0.2598666
24,0.24309063,0.16199812,"('dishonest', 'honest')",0.9504023,0.87484837,0.5967464,0.5184233,0.0783231
58,-0.23248169,-0.45033008,"('undiscriminating', 'discriminating')",0.08007279,-0.030472333,-0.0762044,-0.2404012,0.1641968
70,0.2191624,0.1121702,"('lethargic', 'energetic')",1.078424,0.9609841,0.6487932,0.5365772,0.112216
63,0.21586955,0.2555897,"('unperceptive', 'insightful')",1.5380476,1.4051659,0.8769585,0.8303778,0.0465807
15,-0.20276396,-0.22359857,"('boring', 'funny')",0.4645138,0.36750633,0.1308749,0.0719539,0.058921
2,0.15424615,0.30776173,"('unlikable', 'likable')",0.39220828,0.57634383,0.2732272,0.4420528,-0.1688256
72,-0.14295417,-0.19889474,"('unambitious', 'ambitious')",-0.6835252,-0.9127782,-0.4132397,-0.5558364,0.1425967
77,-0.14206977,0.08970888,"('unmotivated', 'motivated')",-0.8782853,-0.7434519,-0.5101776,-0.3268715,-0.1833061
20,0.12663099,0.16926709,"('rough', 'thoughtful')",0.86802965,0.89572483,0.4973303,0.532496,-0.0351657
68,-0.1155926,-0.15227193,"('dependent', 'independent')",-0.08092436,-0.26576608,-0.0982585,-0.209019,0.1107605
12,-0.1128831,-0.053095207,"('unsupportive', 'supportive')",-1.5533336,-1.6479474,-0.8331084,-0.8505213,0.0174129
87,0.112550296,0.17190117,"('unsuccessful', 'successful')",0.64402825,0.7008969,0.3782893,0.436399,-0.0581097
74,0.109331526,0.12311712,"('undedicated', 'dedicated')",0.153652,0.047057673,0.1314918,0.0850874,0.0464044
83,-0.107953794,-0.09797877,"('powerless', 'powerful')",-0.96020174,-0.9242403,-0.5340778,-0.5111095,-0.0229683
27,-0.09672206,-0.35663489,"('hardhearted', 'softhearted')",1.4384302,1.1089573,0.6708541,0.3761612,0.2946929
73,0.08586077,0.23326625,"('helpless', 'self-reliant')",-3.177619,-3.1116076,-1.5458791,-1.4391706,-0.1067085
23,0.080320016,0.19980846,"('insincere', 'sincere')",5.7742085,5.5585165,2.9272642,2.8791625,0.0481017
61,-0.07668999,0.07357809,"('illogical', 'logical')",-0.04146278,0.0576353,-0.0590764,0.0656067,-0.1246831
51,-0.06819433,0.04031437,"('uneducated', 'educated')",0.5705147,0.6008327,0.2511602,0.3205735,-0.0694133
59,0.05412482,0.012773303,"('foolish', 'wise')",0.3468276,0.2677365,0.2004762,0.1402549,0.0602213
0,-0.028727382,0.0601836,"('unsociable', 'sociable')",-0.3749018,-0.44815278,-0.2018146,-0.1939846,-0.00783
40,-0.014505254,-0.102090776,"('stingy', 'generous')",-1.2127868,-1.2664498,-0.613646,-0.6842703,0.0706243
10,-0.013324983,-0.23940429,"('unsympathetic', 'sympathetic')",0.061764397,-0.15769772,0.0242197,-0.198551,0.2227707
34,-0.010020336,0.17854723,"('mean', 'honorable')",6.2843666,6.279095,3.1371732,3.2288213,-0.0916481
